age,user,0,1,2,3,4,5,6,7,8,9
18,LILKIDA8,*futsal ,Had to hit the Futsul Shuffle before the year ends #Futsalshuffle2020 @LILUZIVERT,Million Dollar Man’ | : @ogmusicnatho | @LRGClothing, ,You a real one ,I partnered up with @madebygoogle for the #pixeldanceoff and it looks like @donaldglover tried to outdance me. Check out my latest video and get in on the #pixeldanceoff challenge by posting your own videos. #ad,Yo Pi’erre you wanna come out here me and my brother just vibing ya digggg IG: @/shaheem @pierrebourne @playboicarti,Happy Holidays YA DIGGGGG @JABARITIMMONS @kendricklw_ beat by IG: @/1johnjohn_1, ,Q&A w/ Jabari & Kendrick: http://youtu.be/n2OlsVXv7iQ?a via @YouTube
18,rhyspalmer28,,,,,,,,,,
18,PhilMFdeez,1 down & 5 to go,"We witnessed 2 good games that night, thanks Reese. #Reesestrong @TeamSolGirlsBB @skREESE32 https://twitter.com/espnW/status/1245030788107821058",,Our local Transfer portal,#2020Vision,When the girls basketball community can re-glorify public schools leagues the problem is solved.,Which public schools league is the best in country?,Nice work,If my children ever see this I'm in trouble,U should've been on stage
18,at,,,,,,,,,,
18,ColbyBrock,"i miss going to the creepy haunted places , as weird as that may sound",can’t help someone who doesn’t wanna help themselves,hahah yes ! ,guess i don’t even have to try in the mugshot trend,WELCOME TO THE TRAP HOUSE!! Our first video https://youtu.be/RNMvO02lF9M,best friend challenge @SamGolbach,the mind can turn into a dangerous place when you’re left alone .. please take care of yourself,what can i say? me and the boys got gluteus to the MAXimus , ,finally can be completely free with my best buds in the traphouse #traphouse
18,BrennaPerez20,Thank you everyone for the birthday wishes! Never had a quarantine birthday before so I can cross that off my bucket list! ,Appreciate it :) ,Thank you Coach Dow! Means a lot coming from my future coach! Can’t wait to see what we accomplish next season :),Love my team and coaches ,I know y’all see how dirty she did me ,Love my team and coaching staff wouldn’t be here without you guys! 1200!!!!,My husband :) hehe,Ayeeeee ,Proud of these girls! ,So this isn’t the cutest thing ever 
18,RealRazor,Get well soon @kennethdalglish sending all our love mate @LFC,"The Mrs chucked over the fence, hope they ain’t homing spiders ",Thanks guys if you DM me an e mail I’ll send you the other photos I took you may get a better image thanks again @BritishSpiders luv Razzorrrr x,Here is another one hero’s the lot of em @RBCH_NHS @Redknapp #StayHome #SaveLives #ClapForTheNHS,"Keep posting them I’ll RT everyone, hero’s the lot of em #StayHome #SaveLives #ClapForTheNHS",And this one ,"Can anyone tell me anything about these 2 Spiders found them under my golf bag, think one was about to have a shot @spidersfromstow @OfArachnophobia","I’ll say whatever you like , let’s have a laugh",Looking well theee @alanbrazil ,Brilliant fiat uno
18,laurenscotttxx,thanks Amy! i have xxx,thanks taylor ,thank yaa! it has been ,thank u!! ,thanks Amber!! love u lots ,thanks gal xxxx,thank ya ema ,thanks julia! love and miss u ,thank u x,thanks dude see ya very soon xx
18,rookie,False Start: 49ers crush Cowboys in opener http://rookie.com/cowboys-early-season-struggles,Easy Landing: Seattle Dominates Green Bay 36-16 http://rookie.com/seattle-dominates-green-bay-36-16,Fluke Or Fact?: http://rookie.com/nick-foles-2014-season,"Tom Brady: When I suck, I’ll retire. http://rookie.com/tom-bradys-future",Shifting Gears: Raiders Name Derek Carr Starting QB http://rookie.com/raiders-name-derek-carr-starter,DangeRUSS: Russell Wilson’s Maturation http://rookie.com/russell-wilsons-maturation,More than a Mouthful: Bryan Cox on Hard Knocks http://rookie.com/bryan-cox-on-hard-knocks,Gone In A Flash: Josh Gordon’s Suspension http://rookie.com/josh-gordon-suspended,Nationals Treasure: Washington Nationals Streak Towards Playoffs http://rookie.com/washington-nationals-best-in-nl,Backup Plan: Sam Bradford Lost For The Season http://rookie.com/sam-bradford-lost-for-the-season
18,BillyCrockett15,Cheers manny x,Cheers bro x,Cheers Liam manny x,Cheers manny,Thanks mah man c,Thanks you linzi x,Thanks Shelley x,Thank you Nicole x,Hahahahahaha thanks kaylee x,Thanks Sarah she sure did x
18,sophiasrmnto,ay nag follow request na sila bago lang nakit an siguro nila HAHAHAHAHAHHAHAHA #influencerous,Aaaaaaa gipahilak ko sakong excrush huhu thank youuuuu @andrei18LOL i love you ,iroa oy HAHAHAHHHA thank you mommy #2 labyu ,HAHAHAHAHAHA NA SHOCK GUD OY KULBAAN HAHAHAHAHA,HAHAHAHA buang okay lang oy special kaman saakin kiss bi ,Pakiss ka naman dyan HAHAHA,HAHAHAHA na shock ko sakong ka pangit pero sige lang kay lab man tika thank you jess labyu ,Gihulat jud baya tika mugreet ,Bag ong pa thread pako ani ay unya way nabilin HAHAHAHAH thank you jiji i miss you ayaw nako awayi please see you soon love u ,Thank you drei chati pud ko usahay no? 
18,Sydney,#RUSEGY warum sehen die aus wie wir? @adidasfootball ,I'm at Frigaard Camping,"puhhh, zeitreise (@DDB - @ddb_germany in Hamburg, HH)","Hallo Kollegen, wir suchen einen Texter/-in. Wir haben ein kleines feines CSR Projekt und brauchen für die Projektbeschreibungen jemande ...",http://pinterest.com/pin/92394229831476002/,Black & white http://pinterest.com/pin/92394229831475997/,.,,NINE TO FIVE Shop - bei Avocado Store günstig kaufen,I'm at Polizei Hamburg (PK 141.1) in Hamburg
18,LilNasX,introverted niggas after pretending to hate being in quarantine,she tryna take my spot,thank u guys for giving me a career,i love her so much,thank u for all the bday wishes love u all ,omg thank u,boffum,happy birthday so proud of you @LilNasX,thankkkk uuu ,omg thank u guys 
18,jackharen_6,"Thanks coach, as a gift I’d love to see what you can do over a hurdle...","Thanks dad, I hope so too!",We appreciate this Jack. You’re a great teammate and friend. Big things coming for you! ,Easy now..,I’m #TexasLonghorns all the way. What’s your #ValeroAlamoBowl pick?,,Thank you Trevor!!!,Thanks Ty!,Hookem’ Horns ,Mistake...
18,SineadT_,,,,,,,,,,
18,citlalyymichel,Thank you Austin!,Thank you Steph ,Why am I already crying on my birthday?!,My birthday is tomorrow what y’all getting me,Tati and I went to work mad yet they still put us on station right next to each other...,In the mood to watch all the bring it on movies,So wtf am I supposed to do for my birthday,So pretty ,dude come here,Waiting for mine too.. 
18,chiapponecarmen,thank you Zack!! ,Thank you Nikki!!! I love and miss your good mornings:( so happy you’re in my life ,thank you JORDAN!!! I love you so much and wouldn’t want to dance with anyone else ,Thank you Olivia!!! love and miss you so much:) ,Thank you Kayla miss you sm!!! ,Thank you Hailey!!! Miss you so so much gorgeous:( ,Thank you Emma!!! I love and miss you and study hall so so much:( ,Thank you so much gi So happy to call you one of my best friends:) Love you forever ,"Ughh Selena I love you so so much and am so grateful for you,,thank you for the many laughs especially in math:) gonna miss working out with you and I love the song ",Thank you Javon!!! I miss English so much:( I hope you have hand sanitizer!! 
18,VancityReynolds,Well... it is alcohol. @AviationGin,"I’ll strap my painting chaps on and get it done. That’s what people wear when they paint, yes?", ,Incredible. This is how we (you) do it. , ,It is. And this is one of the all time greatest films ever made.,"Amazing work, @CanadianTire! Heroes! When I was 18, I spent a lot of time in your Burrard store, trying to make my 1985 Chevy Nova look as cool as my friends fancy cars. Eventually I had three kids and of course, lost my virginity. We did it! @conquercovid19","Digital high fives to professors/students of @durhamcollege along with a well-distanced, lingering hug to industrialists in @townofcobourg for printing and donating face shields to workers on the front lines. Also, heavy eye-contact to the brilliant, @trklou ",My hope is that we can all one day meet outside.,True story. With a happy ending.
18,bellajxhnson,i love and miss u so much ,thanks for making me cry in my bed at 12:13 am ,I LOVE U,all dressed up with no place to go :/,to anybody complaining about this it honestly should have happened earlier. the sooner everyone stays inside the sooner we can flatten the curve and return to our daily lives,do it,this is what pure happiness looks like. we worked so hard on these awards and managed to receive a perfect score on our esp and a 196/200 on our aoe. @bellalee__ i love u and i would have never wanted to take on stuco with anyone else by my side. i’m so proud of us ,everybody say thank u to luke hemings for wearing his gold silk shirt,sometimes i think about that one time jonah from the vlog squad accidentally followed me on instagram even though i didn’t follow him and then unfollowed me immediately after i posted a new picture,congrats hunny!! i am so proud of u 
18,ReallySwara,I am! Thank uuuuu ji hope you are well , ,I’m honoured sir :) thank you ,Thank uuuuuuu behen ,Thank uuuuuu lovely Chirpyyyyyyyy :) I’m basking in love and good wishes! Feeling SO blessed ,Thank uuuuuiu Joy for these wishes and for always! ,Oh ho! Phir gaali padwaaoge :) ,Thanks a lot Debayan ,Thanks Pankaj and many thanks for the good work you guys for , 
18,BTS_twt,두둠칫,뒤적거리다 보닠ㅋㅋㅋㅋㅋㅋ 초안이 똭,여러분 심심하면 티비와 대화하세요~#집콕챌린지,석지닝,너무 어렵짜낭 #TikTok,배고프군,석지니,큐유큐유,?,어떻게할겨
18,Johns,"IMO Tyler, walking your dog through a park in southern Ohio doesn’t constitute as a UFO research video.",,,,@KenCarman Why does it sound like @SportsBoyTony is in a box right now?? #itputsthelotioninthebasket,Shoot it Ken. Just get it over with.,Truth.,From a fellow Vizsla owner - what’s your favorite quality of Jasper? And would you agree that the #Vizsla is the greatest dog breed?,I’m unfollowing because of your ridiculous bullshit video ads. Stop taking advantage of your followers - no one wants to see that shit.,Please stop with the F’ing ads.
18,GracieHaschak7Gracie_Haschak,,,,,,,,,,
18,jadamerells,accurate ,ADIING HAHAHAHAHA,THANK U LUV U,paubos na ,ugip ka la,Omg @KZofficial on FIRE as always!! #HomeButNotAlone,Bad,strong ,@sorianojawi iyakin,matagal-tagal nanaman po ang hintayan for s5 #MoneyHeist4
18,lilithsangeI,thank uu ,and to think this man cheated on his ex wife and is the reason they’re divorced now ,honestly congrats but idk why i’m so shocked SJJSOAKS,"Diamond White, Anna Diop, Tika Sumpter and Aja Naomi King","and he targeted black women who were usually poor, homeless, sex workers because he said nobody will care about them and thought he would never get caught",cameron:(,WHAT,the beautiful Anna Diop! She also played in Titans,I love yara but can we cast a darkskin woman for a role meant for them just this once? Imagine if we casted any of these women to play Storm iMAGINE THE POWER https://twitter.com/starkjeweis/status/1248678412501364737,https://twitter.com/uviexx/status/1248669300472381441
18,mikaplanillo,,,,,,,,,,
18,Arraez_21,Thank you kelliiii,"Thank you, God, for giving me another year of life. I’m grateful for everything that I have, for my family, friends, fans and for my career. Happy Bday to me!! Gracias, Dios por otro año más de vida, por mi familia, por amigos, por fanáticos y por mi carrera. ",Thank you ,"Nah, camera flip effect lol ",Baseball... I miss you ⁣ This is a tough time for all but this situation is bigger than baseball. Everyone please stay safe and stay home. God bless you all! ⁣ Extrañando mucho el béisbol pero es momento de ser responsables y quedarnos en casa. ¡Dios los bendiga!,Spring Training vibes ! I’m honored to represent my country and it makes me really happy to have to opportunity to share and meet many fellow Venezuelans during the baseball season. ⁣ ⁣ ¡Orgulloso de representar a mi país y a mi gente! ⁣ ⁣ #MNTwinsST #MLBVenezuela,One of the best ways to learn and take advantage of Spring Training is by listening to the advice of two great legends ...⁣⁣ ⁣⁣ Una de las mejores maneras de aprender y sacarle provecho al Spring Training es escuchando los consejos de dos grande leyendas. ⁣⁣@bracehemmelgarn,"Today is the day! ⁣ First Spring Training game! ⁣ Once again, is time to go out there and do our best . ⁣ Let’s go Twins! ⁣ ⁣ ¡Llegó el día! Listos para disputar nuestro primer juego de Spring Training. Estamos felices de regresar al terreno a dar lo mejor. ⁣",Great first Full-Squad practice today. We worked hard and had some fun! Spring Training 2020 is officially in full swing. ⁣⁣ ⁣⁣⁣ Contento porque hoy tuvimos la primera práctica con el equipo completo. Ya estamos contando los días para nuestro primer juego de ST. #MNTwins,"So pumped to get back to action. I’ve been working out for the last few weeks here in Fort Myers but is way better when you get to workout with part of the squad. I’m happy, excited and more committed than ever with this team and our fans. William Parmeter"
18,erinmndoza,,,,,,,,,,
18,AyannaParker14,Thank you,Congratulations!,Congrats!!!!,Thank you!,Blessed to announce that I am 100% Committed! @Valkyrie_Sports @ConverseHoops @girls_bpbball @richmond_boo #Committed,Champs!!,Congrats!,Thank you!,Congrats!,"I am humbled to say that I was selected 1st team All Commonwealth District this year. Thank you to my coaches, teammates, and family for all the support. Congrats to all my teammates who also made the team! @girls_bpbball"
18,Kyleconde_10,inum muna ng tubig boss hingal ka na ay,aba kanina pa yaan wala parin pala sa simbahan??,ikaw ang may birthday di aku ha!,sino yan,welcome bff ,deserve mo ng forgiveness,hbd.jrz,yabang mu,o diba dehins broken,thanks cholets 
18,Los,,,,,,,,,,
