username,tweet
StilesSwitchBBQ,Happy 85th Birthday to Miss Tootsie of @snowsbbq today from the Stiles Switch crew! Cheers to many more!
BarbecueWife,"Happy 85th Birthday to Ms. Tootsie of @snowsbbq The Queen of #TexasBBQ We have a special edition of Tales of a #BarbecueWife out today. We hope you enjoy reading it, as much as we enjoyed putting it together. Celebrate the little things today! #TMBBQ #BBQ"
9FamConnection,HAPPY 85th BIRTHDAY to Nancy Alvarez's mom! https://at.wftv.com/2ys66UN
ccblueyes70,Happy 85th birthday mom
jc6594,Happy 85th Birthday Charles Grodin~~~Charles Grodin admits he hasn't heard everything yet https://youtu.be/0wo4tRjfjpY via @YouTube
GeorgeSchmidt67,"Happy 88th &amp; 85th Birthdays, respectively, to ELAINE MAY &amp; CHARLES GRODIN *on the set of THE HEARTBREAK KID "
StampLoving,Happy 94th Birthday to Her Majesty The Queen! The longest reigning British monarch. Here is Queen Elizabeth 85th and Prince Philips 90th Birthday – Set issued by Alderney on 2/6/11 #stamps #stampcollecting #stampcollector #Alderney #queenelizabeth #queenbirthday
perezbemine,An 85th birthday in quarantine calls for a family drive by. My grandma was so surprised and happy to see all of us from a distance even 2 families virtually. Glad we got to celebrate the best we could. 
RealAndreaC,"I'm not able to visit my Grandpa today for his 85th birthday. But I can sing happy birthday to him through the nursing home window. Better than nothing, but not the same."
JFrick20,"Just called my grandfather for his 85th birthday. He goes “they put a sign up so when people pass by they say happy birthday. That’s the most action I’ve gotten in 3 months. Well, I haven’t gotten action in years if you know what I mean. But it’s nice people say hello”"
WesternSenators,"HAPPY 85th BIRTHDAY to our boss, Canada’s Polka King, Walter Ostanek! "
AshStephenson15,Happy (would be) 85th birthday Grandpa Bill! You taught me to live life to the fullest &amp; I miss you every day. Miss our matching curly hair too 
gfgcom,Happy 85th Birthday to USC #Trojans &amp; Los Angeles #Rams football star Jon Arnett! College Football Hall of Fame 5x Pro Bowl Rams 1957-1963 #HappyBirthday #footballcards #football #LosAngeles #NFLTwitter #NFL #USC #TheHobby https://www.gfg.com//baseball/football.shtml
WurthElectronic,WE wish Prof. Reinhold Würth a VERY happy birthday today! Happy 85th birthday from #WurthElektronik!
EEclections,"Today would have been my grandpa's 85th birthday. Happy Birthday in Heaven, Gramps. I would give anything to be with you on your special day. "
WurthGulf,Happy 85th birthday Prof. Dr. h. c. mult. Reinhold Würth! https://youtu.be/K0GdwrHOeEk via @YouTube #würthuae #profwürth #reinholdwürth #würth #hbd #wuerth #wuerthgroup #reinholdwuerth #birthdaycelebration
Ray_Harryhausen,"Happy 85th birthday to Gary Raymond, who played the treacherous Acastus in ‘Jason and the Argonauts’- a character that met a messy end in the coils of the Hydra! A talented young actor, Gary had previously starred in ‘Look Back in Anger’ and ‘El Cid’. Many happy returns! "
Wurth_Ireland,"From everyone here at Würth, we would like to wish our great founder Reinhold Würth a happy 85th birthday! We at Würth are also celebrating our 75th anniversary. It’s been a privilege to be provide products and services to all industries for the past 75 years! "
WurthUK,"From everyone here at Würth, we would like to wish our great founder Reinhold Würth a happy 85th birthday! We at Würth are also celebrating our 75th anniversary. It’s been a privilege to be provide products and services to all industries for the past 75 years! "
DV_2P0,Happy 85TH birthday Roy 
EdPiotrowski,Drive by birthday parades are for the young and young at heart! Happy 85th birthday Peggy Miller! It was an honor to be part of your celebration today before coming to work. 
lindagk,Today is my oldest brother’s 85th birthday!! Rudolph Gottlieb Kittlitz Jr. still love him all these years! Happy Birthday Rudy! this photo taken in January this year 2020 @Corner… https://www.instagram.com/p/B_LOv5tDgJ7L5pE03ymL_NV3jq7KH4bXGcetgU0/?igshid=whqmfocn7qhq
CortownGFC,"We would like to wish former Chairman, Club President and Legend Pat Lynch a very happy 85th Birthday. #Nowinnertonight #Bailecorrabú #Legend"
mercedesflowers,Happy 85th Birthday! Mercedes Flowers is allowed to delivery. I am working alone which means the website is the only way I can take orders. If your date is blocked that means I am booked. I am doing Mother’s Day… https://www.instagram.com/p/B_K_Xw_FS4r/?igshid=1i61gh4efm8as
ToonHallofFame,Happy 85th birthday to Dudley Moore (1935-2002)! #AnimationBirthdays
John_Chadwick_,Happy 85th birthday to Dudley Moore (1935-2002)! 
archstl,"Today we ask God to continue to bless Justin Cardinal Rigali, Archbishop of Saint Louis from 1994-2003! Happy 85th birthday, Cardinal Rigali - Ad multos annos! #CatholicSTL (Photos: Installation Mass of Archbishop Rigali, March 15, 1994, courtesy @ArchSTLArchives)"
RussianEmbassy,"Happy 85th anniversary to #Spartak sports society, known in the USSR as the People’s Team, with multiple Olympic golds across various sports and the renowned Spartak Moscow football and ice hockey clubs. Happy Birthday Red and Whites! "
BishopStika,"The birthday spirits appeared on our lawn early this morning and left a surprise for His Eminence! Happy 85th!!!!!!!Sto Lot. Cardinal Justin Rigali is 85 years young!!! @Knoxville, Tennessee https://www.instagram.com/p/B_KXD2mjXaJ/?igshid=y9lth0qqbpml"
lovelydatg,When I look in to your beautiful eyes I can see an experienced woman who offered me love and protection! Happy 85th birthday my beautiful maternal Grandma! 
scillybigbird,Happy 85th Birthday to my wonderful Dad. Love you loads. Have a lovely day... see you through the window xx #myhero #mydad @Hackney Marsh Nature Reserve https://www.instagram.com/p/B_J3pV3Hxkd/?igshid=l0426a71xd4w
zetaladyfsu81,Happy 85th Birthday Dad 
11Tapio,Happy 85th Birthday @GoodSirSketchtv Did I get that right?
CUPinc,"HAPPY 85th BIRTHDAY to the REIGNING, DEFENDING, UNDISPUTED, GREATEST GRANDMA in the HISTORY of EVER!!! I LOVE YOU!!! #WOOOOO https://www.instagram.com/p/B_IAifcjFz4/?igshid=1v0nh167rpfop"
treybland0911,"Under normal conditions we’d be having breakfast right now with the @VandyBoys in Oxford getting ready for the game. We always celebrate their #1 fans birthday wherever the boys are playing. It’s weird not to be. Anyway, Happy 85th Birthday to Mom (Barbara)! #hugeVandyBoysfan"
shannbsealost,"ZOOM. Belated Happy 85th Birthday Mama Cita! We love you always! Canada | Laguna | Naga | Partido, CamSur "
KASSketchum,happy 85th birthday
fatposhspice,"Just sneezed, farted and peed a lil all at the same time so if anyone wants to share bingo cards or wish me a happy 85th birthday, now’a a good time"
Scotsgirl17,Happy 85th birthday to your mum - sending her (and you) a virtual Scottish bosie xx
reece_dinsdale,Happy 85th Birthday. Anne. I know it’s tough at the moment being alone (my 88 yr old mum is the same)... but I’m sure you’re family and friends are all thinking of you today. Hope they spoil you rotten once we’re on the other side of this. Best wishes. Reece x 
ninny0410,"Janis Joplin - Me And Bobby McGee (Audio) https://youtu.be/sfjon-ZTqzU via @YouTube Happy 85th Birthday in Heaven Paul A. Rothchild (record producer) - April 18, 1935 – March 30, 1995"
NahItsNell_,Screaming happy birthday to my big sister on her 85th birthday 
nozikoko,"My main man ,my lover,my twin Happy 85th Birthday to my dad.I wish you all the joy your heart can hold,all the smiles the day can bring and above all I wish you good health. We thank God for keeping you safe ,strong and healthy. Stay young as you are . "
pefmc,Elaine has been a volunteer at the Public Education Foundation for well over 25 years. Nothing could stop us from wishing her a happy 85th Birthday! We can’t wait until we are all back together again! 
BoroFireRescue,"Ladder 8 led the parade for Captain Paul Oliver’s mother and Captain Josh Oliver’s grandmother for a celebration for her 85th birthday! HAPPY BIRTHDAY, Mrs. Oliver! Hope your day has been amazing! #MFRD"
KittyThruALens,YES PLEASE! Can you wish my Great Aunt Joan in Dorset a Happy 85th Birthday today 
davidhart100,Day eleven of #furloughleave Planted sunflower seeds. The sun went in. Wished my Dad (Alan) a happy 85th birthday. On his 84th things were looking bleak. But he is a fighter and doing well. Wish I could be there with him. 
FOX61News,"#SendTheLove | Despite heavy winds Monday, this family made sure to celebrate their Grammie during this time of social distancing. And It wouldn't be a celebration without the grandchildren, great-grandchildren and as grand puppies in attendance. Happy 85th birthday! "
danixmorarc,"Belated happy 85th Birthday Mama Maring!!!!! God bless you more, stay in shape! "
AnnePickles,"To all who took the time & trouble to wish my cracking neighbour Agnes a happy 85th birthday, thank you. She’s chuffed. A bit bewildered but chuffed. This pic was from her 84th... reasons obvious. I don’t know if she cares to drink alone. But I’m sure she now knows she didn’t x "
bonnylass10,"@piersmorgan pls wish our Mum, Mother-in-Law and Nanna a Happy 85th Birthday "
toziersyd,@softfinniee i heard it’s your 85th birthday!! happy birthday
DoctorLeesey,"Happy 85th birthday to my long time love, Mr. Bobby Vinton. Do you understand the GIF? "
NicolaJackson13,Today my lovely Mum celebrates her 85th birthday. So pleased I managed to wish her happy birthday in the garden I absolutely loved the message she has left the people collecting her rubbish tomorrow &amp; the boxes of heroes 
Maxperado,Happy 85th birthday to my grandfather today 
TonyMazur,"Happy 85th birthday to the Polish Prince himself, Bobby Vinton! “OHHHHH moja droga jacie kocham.....means that I love you so.....” "
GuyTrezona,"It's a wonderful Thursday over the hill in Ledbury too! Would there be any chance that you could create one of your beautiful cakes for my mother's 85th birthday in early May? I am happy to collect from Malvern, or whatever could be arranged! Thanks &amp; enjoy the bird tweets!"
ASuss49,"Happy 85th Birthday to the Polish Prince, Bobby Vinton, here with live renditions of some of his hits: "
GroovyReflctns,"Happy 85th birthday Stanley Robert ""Bobby"" Vinton Jr "
soniastathes,"Yes, and still a huge fan! #SealedWithAKiss Happy ""85th"" Birthday #BobbyVinton "
gettv,"Happy 85th birthday, #BobbyVinton! From 1962–1972, he had more number 1 hits than any other male vocalist! Were you a fan?"
CarryWitchet,"Happy 85th Birthday, #BobbyVinton (April 16, 1935)!"
Basso488,"Happy 85th birthday Leon Duray ""Jigger"" Sirois. "
jc6594,Happy 85th Birthday Bobby Vinton~~~https://youtu.be/mYvBBl1WAvU via @YouTube
ninny0410,Bobby Vinton -- Roses Are Red (My Love) https://youtu.be/8rjPC7-JMUM via @YouTube Happy 85th Birthday Bobby Vinton!
itsmejannah_v,Happy 85th Birthday Lolo!!! Unang birthday mo na wala si lola. 
SandraA49197391,Happy 85th Birthday Agnes! 
FatFreds_Cat,"Happy 85th Birthday, Bobby Vinton #BobbyVinton"
adelangers,Happy birthday to my wonderful Dad. It would have been his 85th birthday today. Love you always. 
Amritkhanjira,"OM SRI GURUBHYO NAMAHA Wishing my revered Guruji 'Mridanga Kalashiromani' VIDWAN SRI A. V. ANAND SIR a very happy 85th birthday today (D.O.B: April 16th, 1936) Seeking your blessings Sir *Use ear/headphones for better experience* #trendsetting #legend #star #art #indian"
kareybrooklyn,Happy 85th Birthday Grandma!! This year we celebrated on zoom! #HealthyAtHome #TogetherKY #TeamKentucky ⁦@AndyBeshearKY⁩
PGLHerefords,"Happy birthday W.Bro John Rees PrSW 2006, on your 85th Birthday. Best wishes from from PGL Herefordshire"
Gingersling,"My late Mom’s 85th Bday would have been today. If she was still alive, she would tell you celebrate your special day. Every day is a gift, especially the day of your birth. Happy Birthday!"
tomcat2448,@MinsterAthletic Happy 85th Birthday Coach/Ms. Katie Horstman! https://www.facebook.com/100001733371553/posts/2842178479183237/?sfnsn=mo&amp;extid=7B0qIiyXHnTO1Pjy
Bitzy1221,"Happy 85th Birthday, LaVonne! From NJ "
EPCSheriff,"Yesterday we were honored to wish LaVonne a very happy 85th birthday along with @MonumentPolice , @PalmerLakeFire , Palmer Lake Police Department, and @TLMFPDPIO Fire Protection District. We hope you had a great time! #EPCSheriff"
ExperiencingGod,Wishing a very happy 85th birthday to Henry Blackaby! #experiencinggod
OYSGMICT,Reposted from @ogunyemidebo Happy 85th birthday to the former Governor of Oyo State and a Great mathematician Dr. Victor Omololu Olunloyo. 
DonnaMariaAllen,"Happy 85th Birthday mum. Awful I can only see you from afar and not give you a hug but I know you’re safe, strong and well. xx "
MerkelPatty,Happy 85th Birthday!!!! God bless you.
DavidKrausell,Happy 85th Birthday to my Grandmother. We love you! 
cynkwwmboh,"Happy 85th Birthday Dr Blackaby, tomorrow April 15! “God created us not for a time, but for eternity.” Dr. B ⁦@ExperiencingGod⁩ ⁦@richardblackaby⁩"
Becky_Randall,Happy 85th Birthday to my dad! 
KemiOlunloyo,Happy 85th Birthday to my dad Victor Omololu Olunloyo April 14th 2020. C: Good Read @officialseyiawo @Olunloyo . #drkemiolunloyo #OlunloyoAt85
cynmcollier,"Happy 85th Birthday in Heaven to my daddy ""Earnest (EJ) Stevenson, Sr.). Daddy I miss you and love you all the way to eternity. May your soul always RIHP... https://www.instagram.com/p/B--w6gyHClz/?igshid=1ocqtg8xf1i4m"
ogunyemidebo,Happy 85th birthday to the former Governor of Oyo State and a Great mathematician Dr. Victor Omololu Olunloyo. #ogunyemidebo #MonochromeGuy #gsm #covid19 #staysafe #stayhome #lockdown2020
AnthonyHaynes88,HAPPY 85TH BIRTHDAY! #LOOKINSHARP!
ayobamiolunloyo,"Happy 85th Birthday to my Daddy, Friend and Political Hero, Chief (Dr.) Victor Omololu Sowemimo Olunloyo, a GREAT influence in my life and my strong force for learning. May God continually bless and keep you for many more years in Jesus' name! As 'we' say in the party, ""OK O""! "
iamayomitunde,Happy Birthday to Oyo State First Governor...Dr. Victor Olunloyo... Happy 85th Birthday celebration on Earth... 
AnneDGallaher,Happy 85th birthday to country icon @LorettaLynn!
Olu_Mastermind,It’s my Favourite person is the whole world’s birthday today. Super 85th Birthday. I call you “Mummy” because you are the first person I knew . Happy Birthday my AMAZING and WONDERFUL Grandma. A Gem 
migstower,Happy 85th birthday po! Cong Asan na po ayuda namin dito sa baranggay putatan? Namputsa! Isang buwan na po!
ruffybiazon,I visited my dad this morning to greet him on his birthday...chanced upon him sunning himself at their balcony. Happy 85th birthday Papa! 
lordbaruda1987,"Happy 85th Birthday, His Excellency, Dr Victor Omololu Olunloyo "
spod1000,Happy 85th birthday to #TerranceDicks (died 2019 aged 84) He was best known for his work as Script Editor on #DoctorWho for the 3rd Doctor's era He was also the author of many Target novelisations of Doctor Who scripts @ManningOfficial
mooseandriosmom,"Today would of have been my mom's 85th birthday. Ron would of been 86. I miss putting flowers on their graves, so this is my way of remembering my hero and wishing her a happy birthday in heaven. I love you, mama."
Bluey_Cat,Meg Newshound Happy 85th birthday Colin hope your having a lovely day cold but sunny. Its me birthday tomorrow the 14 me not telling you how old I am wish I was a bit younger but what can you do about it just injoy each day because you don't know what the next day will bring 
Nicoleberryox,Happy 85th birthday to one of my favourites! It’s been a little different this year not being able to celebrate properly together but being able to see you after three weeks and a social distanced birthday dinner in the garden made it a little better! xx 
gils_lifex2,I was able to see my granduncle today thanks to zoom happy 85th birthday rac!!! forever grateful for knowing you beautiful soul
MegsNewshound,Happy 85th Birthday to Colin Parker over on Facebook one fing 
PressHerald,"More than a dozen vehicles participated in a surprise drive-by singing of “Happy Birthday"" on Saturday in Cape Elizabeth to help Nancy Ricker celebrate her 85th. "
ThomasThorogoo1,"With all of the chaos in our world, I feel blessed & overjoyed to be able to wish this beautiful young lady, Evelyn Thorogood, a Happy 85th Birthday!!! I love u mom! https://www.instagram.com/p/B-5egtRnkCALD8PvOIlA5OSvPF4LUJntCYPo_o0/?igshid=hqnkm1a5y9ld"
chrislenhof,I would like to wish my gma Flora Roland a happy 85th birthday today! @Local12 @WCPO @WLWT @FOX19 Thank you to Erlanger she was so elated!
s_mitrop11,"happy 85th birthday to lady who holds this family together our naner! naner there is no one else i’d rather drink with, travel with and spend weekends on the cape with! so bummed we can’t… https://www.instagram.com/p/B-4T6mMB2wkf0Yj1M5IfhzUUINeAh3T3w9ObPs0/?igshid=ksb1tm5a0crr"
maryh09,Happy 85th Birthday to my Mom! 
cieronduggan12,"Today is a little bit tough!! happy 85th dad, would give anything to be with you today listening to your shit jokes and your bullshit stories haha have an amazing birthday xxx me and David Duggan will be having a few beers for ya "
ItuGlobal,"Look Who Turned 85 Years Old Today! Joe Ross, Founder of Trading Educators, Inc. has impacted thousands of students worldwide and is celebrating his 85th birthday today! HAPPY BIRTHDAY JOE ROSS! Thank you for over 60 years of sharing your trading experience. "
marina_bolton,Happy 85th birthday Lettie 
LorraineJohnson,Happy 18th Jake Sorry you couldn’t celebrate how you might have wanted but hope you had a great day nevertheless We had a virtual Birthday Party for Dad’s 85th yesterday I’m guessing you did the same but probably found the virtual bit easier 
MarieAng241,Happy 85th birthday from Canada!
tsukiyominoasa,"Very Happy 85th Birthday Ms. Joyce You were so sweet and lovely when you were a little girl, and so beautiful now with wonderful children I wish you would have a great year and soon be able to walk seaside with your family."
LADYKAY69446323,"Happy 85th Birthday to my Fav PM. The Most Honorable PJ Patterson. Stay Healthy, Stay Safe...Stay Bless...One Love!!"
AstuteCitizen,"Happy 85th milestone Birthday JOYce! Hope glorious in every way, finding you hale, hearty, happy: Your JOY made all the more abundant by your loving sons, led by @ItsAlKitching inviting us all to your #birthday party by way of our worldwide warmest wishes: Long may you reign! ;0) "
ReneeSmith9101,Been singing with these guys for a long time. We got to sing with Dad on his 85th birthday in March. Thanks Daddy for giving us music. Happy Sibs Day (a day late) Steve and Greg. You are indeed two of the… https://www.instagram.com/p/B-2GcNEnzOZ/?igshid=rkvloq6h0a6v
WilmamunroMunro,Happy 85th Birthday Joyce. I hope your day is special. Sending love xxx
SarahMLdnEnBr2,"Happy great 85th birthday, Lettie! Yayyyyy! "
ninny0410,"Richard Berry and The Paroahs - Have Love, Will Travel https://youtu.be/biwW1Zx2KDU via @YouTube Happy 85th Birthday in Heaven Richard Berry - April 11, 1935 – January 23, 1997"
patricksthdub,"Happy 85th Birthday Joyce, you lovely lady with a loving family. Enjoy a day as wonderful as you."
ddrummyh,Happy 85th birthday lettie 
MonicaMommo,"Wishing my Mum a very happy 85th birthday. This lockdown is a bugger, but FaceTime is a saviour! Can’t wait for this to be beaten so we can hug again! #family #mum #mumsbirthday #love #glamorous #funny #constant #85… https://www.instagram.com/p/B-1Pm3KHbNl/?igshid=18tqcanb9g3xw"
MegsNewshound,"Right now, everyone wish Lettie a happy 85th birthday one fing @phoenix851"
TPuszczewicz,Happy 85th birthday to #KenSquier. The voice of #NASCAR.
treebiology,"Wishing you a wonderful 85th birthday today Joyce! The world is still a warm and wonderful place, and many of us near and far wish you good health and happy days ahead "
RobGMacfarlane,"Joyce — a belated but heartfelt happy 85th birthday to you! I wish you could have been at the seaside on your birthday but I hope the birds sang to you, and the sun shone warm on your face. Many happy returns, Robert"
fiftyminus2,"Happy 85th Birthday Joyce, some flowers from my beloved garden especially for you x "
GAnthonyHylton,Sending Happy Birthday greetings to our extraordinary former Prime Minister and Party Leader PJ Patterson as he celebrates his 85th today 
Xewhat,"Awwwww, your mum looks gorgeous. Happy 85th Birthday Joyce. "
JohnBisciJr,Happy 85th birthday to radio and television broadcasting legend Ken Squier! @MRNRadio @TBSNetwork @CBSSports @WDEVRadio
drdelahaye,"Happy 85th to our Former Prime Minister and Party Leader, P.J. Patterson. You have exhibited uncommon wisdom, remarkable vision, and exemplary leadership. We wish you peace, good health, and happiness. Happy birthday! drdela "
St_andrew_PNPYO,"""We must never give up the fight to become the self-directed, liberated human beings we were created to be""- P.J Patterson. Happy 85th birthday to the former Prime Minister and Party leader The Most Hon. P.J. PATTERSON, ON, PC, QC, MP. @PNPYOJa @JamaicaPNP"
SharonBradburn,Happy 85th Birthday Joyce Hope you've had a lovely day and your enjoying the lovely weather. x
addywright68,It was my mom’s 85th birthday this week. Took her favorite family member over to say hi from the porch and to drop off face masks for her (and my photobombing sister). Happy Pandemic Birthday I guess. 
AlexCharman4, Happy 85th Birthday Joyce 
fifsross,Happy birthday Joyce...enjoy your 85th...what lovely sons you have! The sea side will still be on the other side of this for you to enjoy 
2Brushie,"Happy 85th birthday to the Most Hon. Percival Noel James Patterson, ""PJ"", Mr. Infrastructure, former Prime Minister. Thanks for you contribution to the Jamaican nation. "
DrDonKAnderson,"Happy 85th Birthday to my good friend &amp; Supporting Pastor, Abraham Nelson "
PNPYOJa,"Happy 85th birthday to the former Prime Minister and Party Leader The Most Hon. P.J Patterson ON,PC,QC. We wish you nothing but good health and happiness #WeSayPJ #HailTheMan"
RosnerAlicia,"Diffusing happy scents for grandma’s 85th birthday today! Orange, Bergamot and Grapefruit"
KhiaJosina,Happy 85th birthday Uncle PJ. One of My Mother’s long-standing and cherished friendships when she was your legal secretary on John’s Lane. #HappyBirthdayPJPatterson
skylarkgem,Happy 85th birthday! Enjoy the sunshine
todd_morey,"Happy 85th Birthday to my mentor Ken Squire. He gave me a shot at @amsupdates and @CLTMotorSpdwy. My time there with him gave me confidence on camera and behind a microphone. Thank you, Hall of Famer!"
DrKevinLee1,Happy 85th Birthday Mr P.J Patterson former PrimeMinister of Jamaica. 
DrPeterPhillips,"Happy 85th to our former Prime Minister and Party Leader, P.J. Patterson. You have exhibited uncommon wisdom, remarkable vision, and exemplary leadership. I wish you peace, good health, and happiness. Happy Birthday! "
VTVAB,Happy 85th Birthday to Ken Squier today! Ken made his first appearance on @WDEVRadio in Waterbury in 1936 at the age of one. Ken is a member of the NASCAR Hall of Fame and a Charter member of VAB's Hall of Fame! Happy 85th Birthday Ken - we love you!!! 
JamaicaPNP,"Happy 85th to our former Prime Minister and Party Leader, P.J. Patterson. You have exhibited uncommon wisdom, remarkable vision, and exemplary leadership. We wish you peace, good health, and happiness. Happy birthday! "
daveangie138,"Wishing you Avery happy 85th birthday &amp; I hope you get to the seaside very soon, I love it too. Thought I’d send you a virtual bunch of tulips too "
seasidehopper,Happy 85th Birthday Joyce! 
VETERANSCHARITY,"Wishing a very happy 85th birthday to one of our Trustees, Major (Ret’d) Michael Massy-Beresford. A remarkable man with tireless passion for helping his fellow Veterans! "
jocelyn_pdf,happy birthday to the one and only @cake_hoarder max your streams have been the one constant in my life the past 3 months. I haven’t been watching very long but it’s wild how much the stream has already grown and i’m glad i’ve been there to see it!! happy 85th bday mister toad 
RalphJClark,"Many happy returns for yesterday Matt, you're in good company as was my Dad's 85th birthday yesterday too. "
