username,tweet
Syntelligent,"Happy 72nd Birthday to the @USAFReserve from all of us at #Syntelligent! We’re proud to support our active duty, reserve and veteran airmen; thank you for your service."
TheBarracksProj,"Happy 72nd birthday, U.S. Air Force Reserve! On this day in 1948, the Air Force Reserve was founded. #USAF #TBP #ItTakesAVillage"
511Tactical,Always ready to soar the skies and protect our communities both at home and abroad - happy 72nd birthday Air Force Reservists! 
GroovyReflctns,"Happy 72nd birthday singer, songwriter and guitarist June Millington "
SHR_Spectrum,Happy 72nd Birthday to the Air Force Reserve! #AFReserveBDay
ForHisGlory52,"Happy Birthday Air Force Reserve April 14 marks the 72nd Birthday of the Air Force Reserve, created on this day in 1948 when Pres. Truman transferred the Army Air Corps Reserves to the Air Force, making the Air Force Reserves its own distinct component of our military services. "
TriWest,"Join us as we wish a happy 72nd birthday to the brave men &amp; women of the @USAFReserve! Thank you for keeping America strong, safe and free since 1948! #AFReserve #OTD #MilitaryAppreciation"
ctuniversity,"The @USAFReserve was created in 1948, just after the establishment of the #USAF as a separate branch of service. Happy 72nd birthday! #AirForceReserves"
sandboxx,"Happy 72nd Birthday, U.S. Air Force Reserve! "
DaysTwins,Happy 72nd Birthday to former #MNTwins RHP Ron Schueler. He was purchased by the Twins from the Phillies just before the 1977 season. He pitched in 52 games and went 8-7 with a 4.41 ERA. He became a free agent after the season and spent two years with the White Sox.
wwp,"On this day in 1948, the United States Air Force Reserve was founded. Happy 72nd birthday! "
mc360co,We wanted to celebrate the Air Force Reserve's 72nd birthday with a few throwback pictures from our tour of MacDill AFB! Happy Birthday and thank you to all who serve! #mc360co #modernconsulting360 #consulting #tampaconsulting #airforcereserves #happybirthday #STCOC #Airforce
TXKHAN2018,"Happy 72nd birthday, U.S. Air Force Reserve! On this day in 1948, the Air Force Reserve was founded. God Bless United States "
ElbitSystemsUS,#FLYFIGHTWIN | Happy 72nd Birthday to the Air Force Reserve! Thanks to all #ReserveCitizenAirmen for your commitment to our country. #AFReserve #AlwaysReady #USAF @Join_AFReserve @usairforce
SetonHall,"Happy 72nd birthday to the Marconi Award winning @WSOU 89.5! WSOU is student-run and continues to produce legends in broadcasting such as @BobLeyESPN, @TransportComm, @MattLoug, @ChristinaStoffo, @JimOriolesTV, @glennschuck, @altregan, @ESPNBrick, @Local24Clayton and many more!"
soldierstrong,Happy 72nd Birthday to the United States Air Force Reserve! #MoreThanEverBefore #AloneTogether #airforce #birthday 
Daisijayne, Happy 72nd Birthday to our @USAFReserve Thank you for all you do everyday! 
DefenseIntel,Join us in wishing the @USAFReserve a happy 72nd birthday! Thank you for your contribution to the Nation. #HappyBirthdayUSAFReserve #DoWhatMatters
916ARW,Happy 72nd Birthday to the Air Force Reserve!! 
TheHighgroundWI,"Did you know the Air Force Reserve was created on April 14, 1948 soon after the establishment of the Air Force as a separate branch of service? Happy 72nd Birthday! "
GarySiniseFound,"Happy 72nd birthday, Air Force Reserve! There are over 40 Air Reserve units and nearly 70,000 Citizen Airmen stationed throughout the United States. Today, we all aim high as we salute the brave men and women of our nation's @USAFReserve."
glennschuck,Happy 72nd birthday to the mighty @WSOU @WSOUSports @wsounews @HallCommArts @SetonHallAlumni @SetonHall A leader in college radio and so proud to be alum @1010WINS
VeteransEZ,"We wish a happy 72nd birthday to @USAFReserve! Thanks to all service members, #veterans, and your families for your service. We are thinking of you during these difficult times. Thanks for keeping us safe!"
VaSecVADA,"#Virginia, please join us in wishing the @USAFReserve a happy 72nd service birthday. The Commonwealth is home to over 1,900 Air Force Reservists and we appreciate their service to our Nation. "
planetrussell,"""Since President Harry S. Truman called for the formation of the Air Force Reserve on this day in 1948, it has been a critical part of the nation's defense. Its mission is to provide combat-ready forces to Fly, Fight and Win."" Happy 72nd Birthday to the…"
MGWaltLord,"Happy 72nd Birthday to the Airmen, Veterans, and ever-faithful Families of the United States Air Force Reserve! @usairforce @USAFReserve"
FrontierTechnol,"FTI wants to wish the Air Force Reserves a Happy 72nd Birthday. Thank you for your service to our country. The Air Force Reserves Mission is to provide combat ready forces to Fly, Fight, and Win. To learn more, click here: https://www.fti-net.com/about-the-air-force-reserve/ #WeAreFTI"
RumsfeldFoundtn,Happy 72nd birthday to the @USAFReserve! Thank you to the Reserve Airmen who stand always ready to protect our skies. #FlyFightWin #ReserveReady
ArmedForcesIns,"Air Force Reserves have been a critical part of the nation's defense since its formation in 1948. Today, Air Force reservists perform 20% of the work in the Air Force. Join us in wishing them a Happy 72nd Birthday! #OurMissionIsYou #AirForceReserves"
MilSpoOfTheYear,"Air Force Reserves have been a critical part of the nation's defense since its formation in 1948. Today, Air Force reservists perform 20% of the work in the Air Force. Join us in wishing them a Happy 72nd Birthday! #AFIMSOYFamily #AirForceReserves"
DVIDSHub,Happy 72nd #Birthday to the #AirForce Reserve! Take a moment and wish a #HappyBirthday to all the AF reservists … https://dvidshub.net/r/l9x7e8
stephaniebice,"Fly, fight, win, @USAFReserve! Happy 72nd Birthday to the United States Air Force Reserve "
wwiaf,Happy 72nd Birthday to the United States Air Force Reserve. WWIA honors and thanks all of the men and women who faithfully serve in the USAF Reserve for their incredible dedication on behalf of our country. #WWIA #USAF
CarryWitchet,Happy 72nd Birthday to the #USAFReserve! #ThankYou for your service. #HappyBirthday
TonyWDonovan,"Happy 72nd Birthday to @USAFReserve! Today our #GEHCFederalHealth team @GEHealthcare pays tribute to the #Airmen and #Airwomen serving, and #Veterans that have served, to protect and defend our great nation. #USAFReserveBirthday"
AAFMAA,"Happy 72nd Birthday, @Join_AFReserve!! In honor of its 72 years of service to the United States, Americans everywhere should join us as we salute the U.S. Air Force Reserve for providing Citizen Airmen prepared to ""fly, fight and win."" http://ow.ly/Bk6W50z8l52"
RamsteinAirBase,Happy 72nd birthday @USAFReserve! Want to join them? Give our Ramstein Air Base Reserve Recruiters a call at 06371-3939/3940 or DSN 480-3939!
USfalcon_Inc,Happy 72nd Birthday to the Air Force Reserve! #HBD #HappyBirthday #AirForceReserve
BoulderCrestFdn,Happy 72nd Birthday Air Force Reserves! Happy 72nd Birthday Air Force Reserves! Many AFR medic units have been mobilized to help fight against COVID-19. Thank you for your service and dedication! #happybirthday #airforcereserves #strongertogether #reserveready
delmarvalocal,Happy 72nd birthday to the Air Force Reserves! Thank you to all who serve. #USA https://www.homestead.afrc.af.mil/News/Article-Display/Article/2145349/afrc-and-the-482nd-fw-celebrate-birthdays-and-anniversaries-in-april/#.XpWg66xr2Lc.twitter #AirForce #USAF
IVMFSyracuseU,"Happy 72nd birthday to the @USAFReserve! Thanks to all service members, veterans, and your families for your service. We are thinking of you during these difficult times. Thanks for keeping us safe! @SyracuseOVMA @usairforce #AFRC #AFReserve #FlyFightWin"
ninny0410,Fanny - Ain't that peculiar (1972) https://youtu.be/imZUqkPlUaQ via @YouTube Happy 72nd Birthday June Millington (guitarist)!
ninny0410,Hot Chocolate - Every 1's a winner (Album Version)1978 HQ Audio https://youtu.be/-SFFRaIUisY via @YouTube Happy 72nd Birthday Larry Ferguson (keyboardist)!
AndyPalys,"Today is Monday, April 13, 2020. It’s the 104th day of 2020, & there are 262 left. On this day in 1943, the Jefferson Memorial was dedicated on his birthday. Today would be the 72nd birthday of my hero, role model, and father, Bob Palys. I love and miss you dad. Happy birthday! "
StandWithUs,"Join StandWithUs in celebrating #Israel's 72nd Independence Day by sending us a video of you singing happy birthday to Israel, in your native language. Go to: https://standwithus.com/happybirthday"
SUGARCLYVE,Happy 72nd Birthday to Marcelo Lippi..World cup and champions league winner... He smoked with swag.. Not Sarri smoking like a tout in Upper-iweka.. .. https://www.instagram.com/p/B-7HsFTBtYZ/?igshid=wzk41lfxtm5z
ninny0410,"LOOKING GLASS ""JIMMY LOVES MARY ANNE' https://youtu.be/n-u8UuMylTQ via @YouTube Happy 72nd Birthday in Heaven Peter Sweval (bassist) - April 13,1948 - 1990"
zubun98,"Happy birthday Bhubaneswar! Today is the 72nd Foundation Day Bhubaneswar as the Capital of Odisha. Here's an beautiful view of BinduSagar Lake, Ananta Basudev temple and old town. V.C : @pureodiasaswata #BhubaneswarFoundationDay #ଭୁବନେଶ୍ଵରପ୍ରତିଷ୍ଠାଦିବସ #HappyBirthdayBhubaneswar"
DrAnsumanKar,"ପବିତ୍ର ପଣା ସଂକ୍ରାନ୍ତି ବା ମହା ବିଷୁଭ ସଂକ୍ରାନ୍ତି, ଓଡ଼ିଆ ନବ ବର୍ଷ ଓ ପ୍ରଭୁ ଶ୍ରୀ ଶ୍ରୀ ହନୁମାନ ଙ୍କ ଜନ୍ମ ଜୟନ୍ତୀ ଉପଲକ୍ଷ ରେ ଅଭିନନ୍ଦନ #OdiaNewYear #HanumanJayanti Today is also 72nd Foundation Day of Bhubaneswar, Happy Birthday to our dear Bhubaneswar #PanaSankranti #Bhubaneswar"
akashbaghar,"Happy 72nd birthday, #Bhubaneswar. Here's something we made four months ago. I think the city's essence is captured by the following lines from the song- ""I'm glad you're not a metro You're developed and yet to retro That's your charm"""
TaraniTrotter,Happy birthday Mo Bhubaneswar ! 13th April is the 72nd Foundation Day of creations of Bhubaneswar as a Capital City of Odisha. Can we have thread on songs on Bbsr #BhubaneswarFoundationDay #ଭୁବନେଶ୍ଵରପ୍ରତିଷ୍ଠାଦିବସ #Bhubaneswar #HappyBirthdayBhubaneswar #72yearsofBhubaneswar
JordanToseski,Happy 72nd Birthday @gidgit333 
Babe31108,"Happy 72nd birthday mommy elsa, even we are lockdown we still celebrate the life that has been given to you by our almighty God and wish more good health and more birthday to celebrate, we love you "
1bayy,"lost my baby lastnight after talking to her & today her 72nd bday.. I love you more than anybody, longlive &amp; happy birthday to my grandmadoll. "
ninny0410,"MM133.Martha & The Vandellas 1971 - ""Bless You"" MOTOWN https://youtu.be/wZ9dZ0p3208 via @YouTube Happy 72nd Birthday Lois Reeves!"
juvechannel1," | Auguri Mister #Lippi . Buon compleanno . E buona pasqua a tutti voi •••• Happy 72nd Birthday to one of the greatest coaches of all time, and still the only Italian manager to win both the World Cup &amp; Champions… https://www.instagram.com/p/B-4W7_SgUq3/?igshid=9q2w8gvh70z7"
juvechannel1," | Auguri Mister #Lippi . Buon compleanno . E buona pasqua a tutti voi •••• Happy 72nd Birthday to one of the greatest coaches of all time, and still the only Italian manager to win both the World Cup &amp; Champions… https://www.instagram.com/p/B-4VpazgZIE/?igshid=s765w0mxxeeb"
IsraeliCulture,"Join StandWithUs in celebrating #Israel's 72nd Independence Day by sending us a video of you singing happy birthday to Israel, in your native language. Go to: https://standwithus.com/happybirthday"
IFTVofficial,"Happy 72nd Birthday to one of the greatest coaches of all time, and still the only Italian manager to win both the World Cup &amp; Champions League: Marcello Lippi Scudetti Italian Supercup Champions League UEFA Supercup Coppa Italia World Cup "
StandWithUs,"Join StandWithUs in celebrating #Israel's 72nd Independence Day by sending us a video of you singing happy birthday to Israel, in your native language. Go to: https://standwithus.com/happybirthday"
DantePasusu,"Happy 72nd birthday to the god manager, my all time favourite Marcelo Lippi..."
thesackrace,- 5 Serie As - 3 Chinese Super Leagues - 1 Champions League - 1 World Cup Happy 72nd Birthday to legendary Italian manager Marcello Lippi 
blzzrd,"Happy 72nd birthday to campione del mondo, Marcello Lippi. @Zonal_Marking reflects on how Lippi used chess tactics to guide Italy to victory at the 2006 World Cup. http://theblizzard.co.uk/article/grandmaster"
SeanAbel69,"Happy Birthday and congratulations on your 71st trip around the sun! Thank you for you service and stay strong during this time, by your 72nd this will be a remember when moment."
irinaceric,"Happy 72nd birthday, New Belgrade. Come for the brutalism, stay for the concrete evidence of housing-focused urban planning #punintended"
TheViperDills,Wishing All Christians a #VeryHappyEaster2020 plus I want to wish #BeaJones a #Happy72ndBirthday this Monday after Easter!
MGMaxwell2,Happy (soon to be) 72nd Birthday. 
davisindy,God bless you sir for your service to our great country and @JaynieDavis2 and I hope you have a wonderful birthday as you know we will kick the shit outta the #ChinaVirus and your 72nd birthday you can have a hootenanny HAPPY BIRTHDAY!
Batebing,Wishing you Dad very happy birthday from Ireland and here's hoping to an end of the current situation asap. I think we will all have more of an appreciation for the little things after this. Hopefully the 72nd birthday will be a big party.
JasonBeck82,"Happy birthday to @BCSportsHall Honoured Members: -Louise Soper (72nd - 1948) Team Member, Soper Ice Dance Pair -Dave Lougheed (52nd - 1968) Team Member, 1991 Canadian Men's National Rugby -Trevor Linden (50th - 1970) Athlete, Hockey Bios: https://bcsportshall.com/honoured-members/"
harmstrong1977,Happy 72nd birthday to my dad. A bit less hair now (blames me for that!) but still my hero.xx 
harmstrong1977,"Happy birthday to Brenda. It's my dad Cyrils 72nd birthday today, &amp; my cousins daughter is 9 today. Dad loves having a 'birthday twin' &amp; we try to see them but this year it's just seeing photos.xx"
JonathanYing523,I know I’m a few hours late but I wanted to wish my dad a happy 72nd birthday. You’ve been through a lot the past year but you came out strong. Your an amazing father and I approxate everything you sacrificed for us. I love you dad 
Shravs_Dalit,Happy #PhuleJayanti everyone But It's my Dad's Birthday too Yes it's his 72nd Birthday Happy Birthday నాన్న 
StandWithUs,"Join StandWithUs in celebrating #Israel's 72nd Independence Day by sending us a video of you singing happy birthday to Israel, in your native language. Go to: https://standwithus.com/happybirthday"
Mito82440930,#Happy72ndBirthday 
Gil_Brandt,"Happy 72nd birthday to my guy Mel Blount, who would have made an excellent Cowboy the way he wore that hat. Not an excellent golfer though. I once hit the links with him in Calif and he hit four balls out of bounds before his first good one off first tee. "
dodgers_cards,"Happy 72nd birthday to Lee Lacy. Lacy played just over 4 seasons with the Dodgers before being traded to the Braves. Not even a year later he was traded back to the Dodgers. In all, he’d play 7 years &amp; in 3 World Series with LA. He’d also win a ring in 1979 with the Pirates. "
Kiko_Sakata,"Happy 72nd birthday to former @MLB second baseman / outfielder Lee Lacy - batted over .300 5x, hit 10+ home runs 3x, had 10+ stolen bases 6x - @Dodgers @Pirates @Orioles https://baseball.tomthress.com/StatTables/PlayerStats.php?id=lacyl001"
IWScifiMag,"Happy 72nd birthday to one of the most talented and prolific arts around, Englishman Jim Burns! Burns has been working professionally as a cover artist since 1973 and is still producing work at the highest level today! #sciencefiction #scifi #jimburns"
FictionUtopia,"Happy 72nd Birthday to Jim Burns! A science-fiction illustrator, Jim Burns has won the Hugo Award for Best Professional Artist three times. "
DaveChoate,Happy 72nd Birthday to Mel Blount. Prints start at $3: https://etsy.me/2UVHEns #melblount #pittsburghsteelers #steelcurtain #steelers #steeler
sportspainter,Happy 72nd Birthday to Mel Blount. Prints start at $3: https://etsy.me/2UVHEns #melblount #pittsburghsteelers #steelcurtain #steelers #steeler
HardEarnedYard,"Happy 72nd birthday to @steelers legendary DB, Mel Blount! @SouthernU_BR DB 53rd pick in ‘70 #NFLDraft (PIT) HOF Inductee ‘89 5x Pro Bowler 2x All-Pro 4x SB Champ 57 INTs (13th most) Wish Mel a happy birthday! #steelers #steelernation #nfl #nfltwitter"
Steelersdepot,Happy 72nd Birthday to Mel Blount #Steelers
ninny0410,Television - Venus https://youtu.be/4f3d5ZdE4vY via @YouTube Happy 72nd Birthday Fred Smith (bassist)!
CBessadi,Please wish my mum Kathleen Harris a Happy 72nd Birthday.
jndhndqt,Happy 72nd birthday pam!
GridIron2437,Wishing former Pittsburgh Steelers Cornerback Mel Blount a Very Happy 72nd Birthday #SteelersNation
stoude08,"Happy 72nd birthday to my beloved mother, sadly I can't celebrate it with u this year!!! miss u Amy! #LOCKSOUTHAFRICADOWN"
GroovyReflctns,Happy 72nd birthday drummer and singer Philip Wright 
