username,tweet
strevs12,"Happy 22nd birthday Joe, I hope you have a great day. Thank you as well for being on the front line keeping us all safe. Please make sure you contact me when we are back playing, I would personally like to thank you and get you something signed by all the players "
22nd_oclock,@AprilMaeyonce happy birthday my love More W's
betsa_vallejo,Happy 22nd birthday to the most annoying person I know and the man I will spend the rest of my life w/ @jonathan_guti_
NurLynnda_,Happy 22nd birthday abe iwang! @hazrilizwan semoga semua cita-cita dalam hidup tercapai! 
ICMockTrial,"Wishing an extremely happy 22nd birthday to our former B Team Training Director, Luke Miller (aka Lucas Millerson). Luke is a senior Legal Studies Major at IC with minors in Communication Studies and Economics. Luke… https://www.instagram.com/p/B_c8cFCJKcB/?igshid=18exvstnkir8d"
nhinnatizado06,"Happy 22nd birthday sa taga-correct ko lagi, 'di lang sa grammar hehe u're so tanda ma omg xD HAHAHAHAHAHAHA i love you mwa mwa tsup tsup @jow_lss"
nohoezash,Happy 22nd birthday babe I love you with everything in me. 
yes_its_alexsis,Happy 22nd Birthday AND Happy Graduation Day!!!!!! I hope you are as excited about this day as you look in the second picture!!!!! I can’t believe you’re 22 ( feeling 22 ) and I can’t believe you’ve graduated… https://www.instagram.com/p/B_c5aRZHvH8/?igshid=ov60cxjmiiq7
rduff1737,Happy 22nd Birthday @BaileyDuff1
rduff1737,Happy 22nd Birthday @PeytonDuff14
mnmemm,"@Jack_Septic_Eye It’s my sisters 22nd birthday and she loves you so much! She even has a tattoo in your writing. It would mean a lot to me and her if you wished her a happy birthday, thank you so much if you do. "
MeganSchalk,From our first picture to our most recent picture. Happy 22nd birthday @lysboi ! Don’t know what I would do without you! Can’t wait to celebrate with you soon! 
13Therese13,"4.26.20 Despite the ecq... i still want to surprise you for your birthday... kase you deserve it... i am still in awe that you were the one who spent the night in a hospital to accompany me.... you were always there, no matter.. Happy 22nd, gwaps "
Queen_kateyy,"Blessed to be seeing another birthday, happy 22nd birthday to me "
djbutters02062,"Chief, Happy 22nd Birthday to your son! I hope that he some day will follow in your foot steps! Get out, get some air, and exercise before all the rain moves in and the temperatures drop!"
mrsbradysclass,Happy 22nd Birthday to this boy! 
RyanJohnsonnn03,Happy birthday @Kirsten_Dake hope you have a fun 22nd 
TxNvGal,"Where did the time go? Happy 22nd Birthday, Owen! #CakeTime"
ZoieMarieee,Happy 22nd Birthday Austin!! Never had a friend like you and i feel so lucky for all the memories we have 
og_poppa,Happy Birthday 
KyuniesBoyMikey,HAPPY 22ND BIRTHDAY LENI KING May all your wishes come true @CRAVITY_twt @CRAVITYstarship #우리에게_온_앨런이란_봄 #Happy_Allen_Day
FaZeUpdate,Celebrating our controlla scrimmas all weekend long! Join us in wishing @Bini a very Happy 22nd Birthday! #FaZeUp
Awilcox06,"Happy 22nd Birthday to my coworker and friend, Simran! I hope you have an amazing day even though were all in quarantine!"
AngieHeisel,Happy 22nd Birthday @HollywoodHeisel! Love you so much! 
kansangamanda,Happy birthday dear
TrendsSachin,21st & 22nd Tags 23. Happy Birthday Paaji 24 . Pride Of India 
RoxanneSpychal2,The best gift to be born. Happy 22nd Birthday @natasha_s_khan. I wish we were together but as soon as you’re back we have lots to celebrate. Sweden is still pending. You bring me all the happiest I could wish for and I wish you nothing but happiness today. 
kansangamanda,Monday... Happy birthday dear
GreganaAnsbert,"Happy 22nd Birthday to my favorite hooman! You may be baby-faced but you’re one of the most matured person I know. May you continue your joyful, energetic, crazy and salaw personality. Let’s not stop the grind through life. I love you! Am always here for you. Always? Always. "
Travis_Ardner,Happy 22nd Birthday @Trent_Ardner ! Love ya bro!
JJ_Gargantuan,Wishing my sister a very happy 22nd Birthday!!! Love you @avesj_
glnzjamie,"Silhouette 04-26-20 Happy 22nd Birthday, self : kuya "
undocv,"happy birthday becky&lt;3 have the best 22nd in quarantine, thank you for everything i love &amp;&amp; miss you lots "
dianemo87846011,"Happy birthday Taurean! Mine was on the 22nd, so I know the feeling."
DuhRicka,Happy birthday baby Z 
DuhRicka,It’s my daughter birthday today Help me wish her happy birthday 
VaalITGuy,Happy 22nd birthday @LalaCharmaina 
meister_117,Boi Happy Birthday ! Tigulang ka na gd ya haahah. Wishing you all the best sa 22nd year of life mo. Godbless and stay safe! Inom ta after ECQ hahaah 
gracieyfaciey,Happy early 22nd Birthday to the baddest bitch and one of the best moms I know. you look so cool. @SadSnac
winnie_okok,A happy 22nd birthday to @QoeySue...forever Young ... 
BeenaboutMk,I definitely had the best time HAPPY 22nd BIRTHDAY P 
april_cb_614,"nyo para sakin. Nagi guilty tuloy ako kc binigo ko kayo! Nagpapa salamat ako at blessed ako kc kayo yung naging family ko! Mahal na mahal ko kayo And lastly, sa lahat ng mga bumati sakin at sa babati pa. TYSM! #HAPPY22NDBIRTHDAY #TWENTYTWO"
kansangamanda,HAPPY birthday dear
AfikileePhiwee,Happy 22nd birthday to me what a boring birthday indoors all alone eWallet nyana from a stranger I know I'm taking chances but it would def make my day #Day31oflockdown #SundayThoughts
RW_Europe_,Happy Birthday!! My 41st birthday was on April 22nd! 
AuroraVeil_,I think the creators of Will & Grace made a mistake by making Will’s birthday October 23rd instead of 22nd. On his birthday he would much rather do what everyone else wants just to make them happy rather than himself and that is much more #Libra energy than #Scorpio. PeriodT.
kansangamanda,Happy birthday
ashleysbryant_,happy 22nd birthday to me 
kansangamanda,Happy birthday dear
WasswaGeorge15,Happy 22nd birthday @UgandanHunk
Mrlose1gain3mo,Aye happy 22nd birthday my guy ! Hopefully you live it up through this quarantine @wren_carl
alexavarelaa,I want to wish a very happy 22nd birthday to my true RIDE or DIE @Deemoneey14 . I love you with everything. 1 month and you’re home 
KimPep82,Damn wished I tried this on my birthday (22nd April). Weird times indeed but counted my blessings and stayed indoors . Happy birthday to you
FIDE_chess,"Happy 22nd Birthday to GM Jan-Krzysztof Duda, the strongest Polish player and world's #16! by Lennart Ootes #HBD #OnThisDay #chess"
rowanthetaphi,Happy belated 22nd Birthday to Merve Sadak. Merve is in the Alpha Zeta class. She majors in mechanical engineering. We hope you had a wonderful day! 
_JUN9MO,"#MOGUNIVERSE Allen hyung, happy 22nd birthday! Today is an elated day hence you reached your chapter 22nd of your life. Please stay shining like the biggest star in universe! God bless you. Amen. ( @ayllenma @AllenMa_CRAVITY )"
itsemiIyrose,"happy 22nd birthday @bambinobecky i hope you manage to enjoy your day as much as you can, you really do deserve the best. i can’t thank you enough for all you do, what would we do without you aye, you’re unREAL. have the best day, i love you SO much, always. Xx"
toastedtaryn,"happy birthday angel I’m soooooo grateful to have you, you make my fucken world go round I love u so so much, happy 22nd "
NoFalsehoods2,"//NO CHEATING!! Brighten or worsen my day with the 22nd picture in your camera roll. Don’t explain unless I ask you to, then re-post this wording with the number I give you!"
blessed_kkm,Happy 22nd birthday to beautiful little sis. @thefinet_ ILY enjoy your day!
AmandsRomagnoli,Happy 22nd Birthday to me 
___dashaaaaaa,happy 22nd birthday to me 
iveseenyourvajj,"Happy 22nd birthday to the physical body, but more importantly, happy 500,000th birthday to the demonic beast which inhabits it. Enjoy your day, WITCH! @marlslarson"
jourdalinaaa,"I wish I was outside getting drunk somewhere with my friends but regardless, I’ve lived another another and I am also corona free so ya know blessings on blessings. happy 22nd birthday to me! "
_cythiav,April Babies happy 22nd birthday to my lil brother! 
Taejungshookme,Happy Birthday!!! You always serve regardless and your #NewShot always brighten up my day have the best 22nd!! #HAPPYNEWDAY #HAPPY_NEWSHOT_DAY #HAPPY_CHANHEE_DAY #뉴타일 #OurShiningStarNEW #더비
Cris0950290918,Happy 21st/22nd Birthday Allen Ma #RisingStarAllenDay 
JasmyneCyneice,Thank you to everyone who wished me a Happy Birthday and special s/o to those who made my quarantined 22nd birthday a success. 
Thom_Cordeiro,Happy 22nd Birthday @GabbyEsquibel! 
03_jeanerose,Happy 22nd Birthday Lovee 
wait_whaaaaa,HaPpY 22nd bIrThDaY to the most amazing man out there super blessed to call him mine 
_kir__r,"Happy 22nd birthday to my beautiful girlfriend. Been too busy doing stuff for you today to post this, but I love you so much and I am so blessed to celebrate another one with you "
oh_YEHETdog,Happy 22nd Birthday 
rrf99,"Happy 22nd birthday to my beloved, amazing daughter, Gracious Rachael Abosede Adunni. May you continue to fulfil good destiny in Jesus Christ name. Greater heights in Jesus's Christ name.… https://www.instagram.com/p/B_bFtnzHA5eBeoMjrVTlIYbUk2gokZRxXLPiR00/?igshid=1wbb7yna70m75"
bulbasammie,"HAPPY 22ND BIRTHDAY to the most wonderful bean in my life, I love you so much "
panSAMANTHAla01,HAPPY 22ND BIRTHDAY My Real-Life Daniel Padilla! God bless you Kimpang! Stay sweet and caring. Charot. Hahaha. Seeyou again soonest pagmakauli nasad ko. enjoy your day! #//twitterzone 
vampettexx,"happy 22nd birthday to one of the most caring people i know. becky, you mean the world &amp; more to me. thanks for being one of my idols. you bring so much happiness into my life. you inspire me. the amount of love i have for you is endless. have a good day!! ily loads "
kareenakohlik,"Happy 22nd birthday @bambinobecky , love you which is why I need to tell you to not get too drunk, you want to make it to the 23rd, it’s a miracle you’ve gotten this far with your severe drinking problem, not to mention your bad habit for drugs. Anyways, have fun "
MelMendillo,"Happy happy 22nd Birthday ""Selfie King"" Chanhee Greeting you to have a magnificent and healthy day...The Bs loves you #HAPPY_NEW_DAY #HappyChanheeDay"
JessSmiff96,Happy 22nd birthday to the lil welsh bean @bambinobecky instead of choosing only 4 photos have all the photos I love you so much thank you for being part of my life for however many years now. Here’s to you being 22 (another video incoming soon)
PennGym2020,"Happy 22nd birthday to senior Caroline Mitsch!!! Thank you for always bringing your positive outlook each day to our team. We wish we were celebrating with you, but hope you’re having an awesome day with your family! #happybirthday #family"
chiwynmjd,"I am celebrating the best day of my life today. I pray that the Lord should improve my health, knowledge and my success. I also pray this new year be better than all I have seen before. Wishing myself a wonderful year ahead! Happy 22nd birthday, self "
debragranich,Happy RHS 22nd Birthday! 
AWOLCreate,HAPPY 22ND BIRTHDAY @KAINONAUT YOU DESERVE IT KING https://www.youtube.com/watch?v=vUjqhZFp_2A
Widianititekan1,Happy 22nd birthday honey 
laaani2k,A while back I had seen a girl get her best friend a YSL lipstick & then got her initials engraved on the lipstick packaging.. & I still think about it A LOT. So I’m getting one this year whether I have to get “happy 22nd birthday lani” engraved on it myself or not 
PhilaniDbn,"Let me invade. Dr on 22nd I welcomed baby girl on earth, she's 3 days old. We don't appreciate you'll but we know ww depend on you'll. Happy birthday noma beyinini, siyanibonga thina"
Lecaia3,Happy 22nd birthday ray 
alexsudduth22,I was already the FIRST person to tell @kyrhf happy birthday today BUT HAPPY 22nd BIRTHDAY AGAIN 
Lecaia3,Happy 22nd birthday 
ericaxx2,@shehawaiin1 Happy 22nd birthday Ray!!! I hope your turning it up and Living it up right now I hope your having a great birthday cause you deserve it. 
cristinawiin,"happy 22nd birthday to my best friend, I love &amp; miss you so much "
whyarej,I have the best photos of @TonyViolaIV because every time I look back at em I laugh so hard because that’s all we do when we’re together. happy 22nd birthday to my indigenous friend for life 
UHMERICANMUTT,"On my 22nd birthday I was sitting @a table at the Hi Hat and Emily from Warpaint &amp; I made eye contact. She then walks over to my table, talks to me for a sec and then tells me happy bday &amp; we cheers. Best bday of my life."
holnxo,"happy 22nd birthday to my fave crazy lady, love you lots memo @angryygal "
MelodyTunnell,For the record you didn't wish me a happy birthday on March 22nd either.
alicialandis282,Happy 22nd Birthday @RedHatSociety. Much love to you all
RaelynR3,"Happy Birthday to the goofiest, smartest, cutest, sweetest, boy ever. I love you to the moon and back Happy 22nd @Belteshazzam"
graceful_fight,Happy Birthday!!! Mine was the 22nd. 
ericaxx2,Happy 22nD birthday!!!!! Ray I hope your having a great birthday so far cause you deserve it. !! 
_hyemindelight,[200426] Look who's birthday today?? aww you are turning one more year older yeaayyy!! Bestow good health and prosperity on you~ Have a wonderful and unforgettable birthday! wish you all the best and Happy 22nd birthday Goodluck in your future and keep shining brightly 
Stephisaseal,Happy 22nd birthday to my bud G! Here’s to 10 years of friendship! (And this embarrassing photo of us). Can’t believe we were the emos of our grade. @lofidad
_Imsharlot,Happy 22nd birthday to me!! 
sunflowervol11,"happy birthday to the most amazing friend on this earth @3amdaydream_ she is the most caring, passionate, influential, and just all around amazing people you could ever meet. i don’t even have the right words to express what a treasure she is. happy 22nd birthday joie "
havynnnn,"happy ""22nd"" birthday harvey. #dayone"
badgalmimz_,"hey guys, i want everyone in the whole world to tell my sweetest friend w the best tastebuds & prettiest hair & smartest brain A HAPPY 22ND BIRTHDAY i love you very much annabea, i can’t wait to see u @annabhancock @taurustelepathy"
FaZeUpdate,Join us in wishing a Happy 22nd Birthday to our Winter Royale champ @FaZeDiggy! #FaZeUp
glnzjamie,HAPPY 22ND BIRTHDAY SELF! ENJOY THE ECQ HAHAHA K BYERS 
rachellletan_,happy (yet cooped at home) 22nd birthday faggit • stop doing stupid shit you dodo https://www.instagram.com/p/B_aRjS7Hi4j7lUQJBrpvqwimtUNr_qRhnY6COI0/?igshid=ew07l6lfh31h
AviationGuy1998,Today is my birthday too xD. But happy birthday 
shehawaiin1,By far the best birthday I’ve had already. My mom haven’t called me on my birthday since I was in middle school to tell me happy birthday and she love me. Maannn y’all don’t understand how that just made me feel Happy 22nd to me though LIFES GOOOODDDD .
phylbrtangl,"Happy birthday to my darling self— this is the moment of blessing. i wish peace, happiness, very good mood, and never to miss bright moments. cheers to 22nd existence "
airwreckhah,HAPPY 22nd BIRTHDAY TO THE ORIGINAL B—aka the bane of my existence na parati akong inaaway. Buti nga sayo quarantine birthday mo HAHAHAHAHCHARRR at dahil sabi mo dapat cute ipopost ko sa birthdat mo imma not do it — clowning @beeancah thru tiktoks [a thread]
tbslonelyheart,"happy 22nd birthday to one of my bestest friends in the entire world! joie, u are one of the most beautiful ppl i’ve ever met. i admire ur love for others, want to make revolutionary change, &amp; how smart funny &amp; nutty u are. i love only knowing laughter with u &amp; love you lots "
CharlieRiermaez,"These last few days on my island have been pretty festive with 3 birthdays in 4 days! Happy birthday to Phoebe (22nd), Walt (24th) and Bertha (25nd) #AnimalCrossingNewHorizons #AnimalCrossing #ACNH"
DorothyJGentry,Happy 22nd birthday to the .@WNBA No. 2 overall pick .@BallySatou .@DallasWings #wnba Enjoy your day.
delightfulyouth,"Last, cause i have something to do for them. Happy 23rd birthday, Chanhee. Happy 22nd birthday, Allen. I hope both of you will sleep well and have a nice dream! &lt;3 -kay "
ScottyMac10,@stevewraith can you wish my sister @EmmaMac25 a happy 22nd birthday please Steve? 
WebberSoftball,Everyone wish Emma a Happy 22nd Birthday!! 
RjBertow04,Happy 22nd Birthday to my David! Naks naol may david haha! Kinabahan ka ata at akala mo nkalimutan kong bday mo? Sinadya ko lang talaga na huling bumati para maiba naman Anyways 5 years na tayong magkaibigan at… https://www.instagram.com/p/B_aLzsEHwdl/?igshid=e2sou8rr33mr
thesuzicaramel,Today is a national holiday! The baddest Taurus in the world was born @africvndon Happy 22nd birthday!
gmxnxcx_,happy 22nd to my bfffffffff!!!!!!!! love u tons!!! YALL GO WISH MY BFF A HAPPY BIRTHDAY RN! thx for putting up with me &amp; always being there TE QUIERO MUCHO AMIGA @iluvpxzza
CCheree,Happy 22nd birthday to this amazing kid of mine!! I hope you have a great day my Tristan!! I love you more than you will ever know!! #halonaboys #myfirstborn #hemademeamom #lovethiskid https://www.instagram.com/p/B_aLWADlc_d/?igshid=hlq8kp42b2xs
Queen_Yisha,I feel so loved ! Happy 22nd birthday to me!
centurion9320,"Happy 22nd birthday to the greatest own goal of all time. Much more ""Typical City"" than present times. "
chenleoala,"Happy 22nd Birthday, Choi Chanhee! I aspire to be as good at math as you are The B's look forward to be even more blessed by your vocals #HappyChanheeDay"
Ineffable_kmh,Happy 22nd Birthday Allen Thank you for your hardwork Enjoy your new age @CRAVITY_twt @CRAVITYstarship
alpacawithluv,"to choi chanhee, happy 22nd birthday to tbz's best man in the world. you were the first guy who caught my attention when i first stan tbz in 2018. i'm glad that you always stay strong with the boys and you're angelic vocals glorified me all the way through."
zabriart,I’m looking at my bio for the first time in ages & holy shit I never updated my age in it when it was my birthday..last july . I fixed it now so happy belated 22nd birthday me almost a year later jdsdg
allennma99,happy birthday ALLEN MA!! i cant believe you're finally 22nd !! i hope your days will filled with love and happiness because it's what you deserve and always know that i love you lots and so do! #크래비티 #앨런 의 생일을 축하합니다 #HAPPYALLENDAY #앨런이_있어서_행복해
ALXENMA,"#AllenMun Happy birthday to this sexy rapper and dancer. Dude, you're a young and talented man. You're great at almost everything so please live your life happily, kkay? Love you, man. Once again, happy 22nd birthday! @CRAVITYstarship"
annaillyl,Happy 22nd Birthday to my one and only baby sister! thank you for all you do for me and my babies and the love you have for them. We love you more than anything Yaya! @kiyannaaa04
Myeliaa2,"Happy 22nd Birthday to my Big Cuzzin I love you, @dripoyla"
BaeDamin03,"Happy 21st/22nd Birthday, Allen oppa ... May all your wishes come true ... You're not one year older, you're one year better ... Always stay by our side as a Cravity's Main Rapper &amp; Main Dancer ... Fighting! 26.4.1999 #4월의_별_앨런_생일축하해 #Happy_Allen_Day"
ashtynmz,Happy 22nd birthday Presley!! @presleymoreland
JustForAllen,What day is today? Its Allen's Birthday HAPPY 21st/22nd BDAY!!! #RisingStarAllenDay #Happy_Allen_Day #4월의_별_앨런_생일축하해 @CRAVITYstarship @CRAVITY_twt
BethClare_,"Caz is winning the birthday present game, happy early 22nd to me "
yeeboism,"Hi moots, Happy 22nd Birthday! &lt;3"
DRobSchool,This picture was taken before social distancing was a thing but it doesn’t mean I can’t annoy you from further than 6 feet. This photo is an oldie but a goodie! Happy 22nd birthday to my sister. 
lejeunejr, HAPPY 22ND BIRTHDAY TONY ~ I will miss you while you help to work to flatten the curve in New York but know I am proud. Happy Birthday Son 
WU_Naminaya,"- And so she wished for them to be that happy forever. It was starting so well already! Opening her eyes, she blew out her candle, followed by a sweet giggle. «Happy 22nd birthday, me!»"
Britt_Brinsden,Hey @lukecombs it’s my best friends 22nd birthday and it would make her day if you could wish her a happy birthday @alyssazahra77
christi72491933,Happy 22nd birthday to Frank. He his Junior's Dad. #theboysoftwinmaples #twinmaplesfarm #percheronstallion #percheronsofinstagram #percheron #drafthorse #percheronpower @Twin Maples Farm https://www.instagram.com/p/B_Z3OFIFmtC/?igshid=qbdtndqrj37j
morgankiltyx,Happy 22nd Birthday to my @kath_fisher deffo making up for the missed celebrations once this is over!! lots of love xxxx
MindYaBITNEZZ,"Happy birthday, friendddddd!!! "
Moeandnaymom1,"I want to take this time to wish my bonus son Marquellus Edgeston a very Happy 22nd Birthday.. Your a great father,son,and brother to the girls. I hope your day is filled with Joy..... I love you to the moon and back. @medgeston1"
zyllemunar,"Happy birthday akky! ""Enjoy your 22nd trip around the sun!"" "
Yourfavouritev2,@Symply_Asha happy 22nd birthday Bishhhhh...Quratine no make we turn up like this ooooo. #lockdown #quarantinecruise #ramadankareem #day30oflockdown #
kansangamanda,Happy birthday dear
aussietv_bigfan,Happy Belated Birthday for the 22nd of April @salvatorecoco_! I hope you had a great day! Love Bec &amp; Mia (my chihuahua) #happybelatedbirthdaysalvatore #lovedyouinthesecretdaughter #lovedyouinseachange #wouldloveafollow
MylesKovacs,Happy 22nd Birthday!! @itsmkbaby #michaelakovacs I’m so proud of the amazing woman you are and your artwork and fashion pieces are so sick!! Swipe left to see her drawings and she can make you some custom one off… https://www.instagram.com/p/B_ZZ9cthA80/?igshid=af1s4bpmxh16
JessieBabbi,Happy Birthday to the Sunshine in my life. The most beautiful soul I’ve ever met. Sister you are everything good. I love you forever &amp; ever. Happy 22nd @jackiemorales20 
rico_brandy,Happy 22nd Birthday Babe love you @Saul__33
jenngreene05,HAPPY BIRTHDAY to one of the most AMAZING human beings I have every met! @honeyBBQ68 you are such a beautiful human and I am so lucky to have you in my life. Happy 22nd birthday!!!!! Can't wait to hang with you in ONE MONTH!!!
lexcpn,"HAPPY 22ND BIRTHDAY TO MY BEAUTIFUL @domdomthedogmom I miss you immensely and i hope you have an amazing day, girl almighty!! I LOVE U "
PamelaA22089038,Earth day was April 22nd my birthday is April 24th Happy Birthday to everybody. Take care of the Earth 
LeviTheNerd,everyone have a happy 22nd birthday
adamthphynes,"Happy 22nd Ryan. Been a fan since probably that ep of Hannah Montana. Since you can’t have a birthday party like this one, I hope you get to at least have a virtual one with your friends via FaceTime, or Zoom or something. Enjoy your special day! "
Garzaa_1,Happy 22nd birthday to my boy @jesustorres_1 blood couldn’t bring us any closer 
SpideyFan43,Happy 22nd Birthday! Hope you have or...had the most incredible day! 
DessMonet__,HAPPY 22ND BIRTHDAY TO MY BEST BISH .. southern gave me one of my best friends and i’m truly grateful for that! today is all about youuuu! i love you molly girl @MalijahWiltz
Kwilkie2000,Happy 22nd Birthday Lauren!@laurenwilkie12 So blessed to be your mom. A few friends and family wanted to help make your quarantine birthday special. Love you lots https://www.instagram.com/p/B_ZCE3IA3xF/?igshid=dv9yuj8hy79e
SncerlyMeh,Happy 22nd birthday to me .
OnSznmatt,Happy 22nd birthday my guy! I hope you make the best of it with quarantine.
