username,tweet
KartalAlyuz,"@ofctimallen It's my son Elisha's 6th birthday on the 28th. He is a huge buzz lightyear fan. Seeing as his party is canceled I am asking his friends to send a video saying happy birthday, and I thought it would be really cool if you were able to send a birthday greeting as well "
adziambei_m,Happy birthday Abdullah 
BaltazarLaura,Happy 28TH Birthday to my 1st born ARTHUR BALTAZAR JR 
dkburch4168,Happy 28th birthday 
JPM022968,Happy 28th Birthday sis @NinaMunroe !!!! Love you so much Missing U 
bhyunsite,happy birthday daw bili ka na
tmittra,"Today would have been his 28th b’day. Happy birthday my ball of fur. Missed and loved so much, even now "
ShaiRhodes,Happy 28th Iso Birthday to you tomshotbolt I’m sure you can’t think of a more perfect way to spend it than at work &amp; then stuck at home with me seeeee you later Loves x https://www.instagram.com/p/B_R-O51FIZ9/?igshid=e2x06pxrz2iw
AnilKum10063232,@Samanthaprabhu2 @chay_akkineni @iamnagarjuna https://youtu.be/liTWUV-sySk Waiting for 28th April .... wishing a happy birthday sam this is the tribute for my Cutey queen. 
kobby_kyei,Happy 28th Birthday To My Jnr Brother. Blessings Nana Kyei @prez_kyei
CoachBrianLebo,"HAPPY 4th/28th BIRTHDAY to our affectionate, lovable (and mischievous) Jette! "
Jfreshwave,Happy 28th birthday to me.
adziambei_m,Happy birthday Lebogang @Lebogang_lee_M
seoyeonmaina,"(22/04) Happy 28th birthday, Hwayoung Unnie/Nuna #KDrama #KActorActress #Hwayoung #JangHaRi #MadDog https://www.instagram.com/p/B_RzukmJKX8/?igshid=1ulpud5y4suln"
SumanAcademy, Happy birthday to our 28th chief of Indian Army #General_Manoj_Naravane sir!! Jai Hind!! @adgpi @DefenceMinIndia
ShortYellowBoy,Happy glorious 28th birthday. May your life from this age onwards be as bright and beautiful as your smile. Amen. 
kontenerowe,"Today is Kan-Bud's 28th birthday! Congratulations and Happy Anniversary! We would like to thank all our Friends, Clients, Affiliates &amp; Co-workers and wish you all the best in these hard times, THE KAN-BUD TEAM Proud of our past, dedicated to the present, committed to the future.. "
mane_nikhil98,Happy birthday to our 28th chief of Indian Army. Gen. Manoj Naravane sir!! Jai Hind!! Proud to be an NDA cadet !! 
olorikennymiles,@Miss_magnolia20 happy birthday to a smart and amazing lady. I wish you the best in everything you do. May God bless you richly. Thanks for all you do. Happy 28th 
50TysonOfficial,"Happy 28th Birthday To David Trefethren &amp; devonsharkbaitbrown @Minneapolis, Minnesota https://www.instagram.com/p/B_ReBUehKdD/?igshid=1a3iroahq1e2"
50TysonOfficial,Happy 28th Birthday To David Trefethren &amp; @DZAPPER190
TheTerriers_com," Happy 28th Birthday, @ekachunga15 This man was during our promotion season #HTAFC"
IAmNialejia,Happy Birthday to my Favorite football player ever!!! @KSTiLLS Enjoy Your Day!! 
glamflygirl,Happy Happy Birthday @JDMorgan I hope your day is spectacular. Enjoy it!! Ohhh FYI mine is the 28th #JDM #JeffreyDeanMorgan #Negan https://www.instagram.com/p/B_RUhRCAkyz/?igshid=1ayb1iypmp17d
luvbonjovi4ever,Happy #28th Birthday to my oldest daughter April aprilapocalypse . I hope that you had a wonderful day and hope we can be there sometime in the near future to celebrate. Love you sweetie https://www.instagram.com/p/B_RLKp_Bvkz/?igshid=1jr66l7uv9r20
highoffmiyahh,Aww happy birthday to hi 
Kimber1571,@TheSlyStallone my Uncle Ron’s birthday is April 28th. To say he is one of your biggest fans is an understatement. Could you please wish him a happy birthday? Thank you!
Alayne64744727,"https://open.spotify.com/episode/3la0aa7lWqrf9DWa5R32Hh?context=spotify%3Ashow%3A4JVZBDTx6yhtpdWNofqBF3&amp;si=fMj-ex1ZQq6Qn3CugLf1sQ Hi ! My Best Friend LeeAnna Myland is a huge fan of yours. Her Birthday is next week on Tuesday, the 28th. It would mean sooooooooo much if you could give her a shoutout and wish her a happy birthday. PLEASE, PLEASE, PLEASE!!!!!!"
iamLXRDTM,Happy Birthday Valerie. You radiate so much joy. Here's to a beautiful 28th birthday.
DatDami_Dee,"Lol many April 22nd are hitting the 28th year today, same as me.... Happy birthday to us ."
JossieValentin,Today’s birthday parade for our niece Leslie was definitely special. She was sooooo happy. Happy 28th birthday to a very special young woman! 
Miss_magnolia20,Cheers to a glorious 28th . Happy birthday to me 
Chaunster,happy 28th birthday baby 
stephwhe87,"Lovely happy birthday, I wish I know you was doing this as my little one loves the police and her 6th birthday was in isolation on the 28th of March she loves jo"
Iam_Astra,Happy 28th birthday Dr Kganyago. May God fulfill all what your heart desires. Be bless 
CynthiaLongo,Happy 28th birthday Zippy Chippy! 
Jovicism,Happy 28th birthday @isco_alarcon!
jamilehhsn,Hoşgel 28 yaş ...! Umutla gel... #happy28thbirthday @jamilehhsn
Tlouu_Kganyago,Happy 28th birthday to me!!!
emeliemayyy,HAPPY 28th Birthday to my Best friend and Love of my life! may it be the best one yet! @Birthday Boy https://www.instagram.com/p/B_QRHLjJp__nw4k_XkqbdM1xkATer3mAU3dmmM0/?igshid=51aznbs5idhi
PjmFilter13_,"Happy 28th birthday, magician @isco_alarcon"
dodgers_cards,Happy 28th birthday to Joc Pederson. The greatest HR Derby participant in Dodger history. And there’s nothing more fun than watching Joc celebrate a postseason homer. Thrilled he’s still a Dodger and can’t wait to see him hitting bombs again. Hope he’s having a great one. 
highoffmiyahh,Happy birthday 
Odegaardzsn,I still feel like he is only 25 years old Happy 28th birthday @isco_alarcon 
GrassrootsJill,my girl on 28th :-/ Wish she was here. Happy Birthday Tara thanks for all you do 
mitch_mozingo,Very nice! Please wish Mrs Steve a very happy 28th birthday from SW MO! 
EvaEmCZ,"Uau, Happy Birthday! My grandma is 92 years old.. :) and her birthday is on 28th of April :)"
mrJamesGraham,You don’t age in quarantine. In fact I think you actually age backwards. Science. Anyway happy 28th birthday you brilliant man x x
daviscouch28,.@BarstoolBigCat Can u tell Blake Bortles that him and I have the same birthday next time you talk to him and get him to wish me a happy birthday? I can offer a “Happy Birthday” back. Since he doesn’t have twitter you’re my contact. I’ll tweet everyday until April 28th if I must
Maneden,Happy Birthday Beautiful Woman!! Hope its the bedt 28th any woman can ask for!
sayy_wats_real,Happy 28th Birthday To My Lil Big Brother Love You Forever Be Safe &amp; Enjoy Your Day @_StayTru_ #quarantinebirthday
Michael29911452,"https://youtu.be/GZqyutqgkWo This is my new video, I hope everybody will watch it and like it, and please like, subscribe, hit the notification bell, and share my videos with your friends and family members too please everybody. And Happy 28th Birthday To Me!!"
RosalinaResti12,Page 112 of 366 Happy Birthday 28th Suami 
MorningMatch,"A Magician's Birthday Today, Francisco Román Alarcón Suárez; better known as Isco, celebrates his 28th birthday. From all of us in the Morning Match team, we want to wish him a Happy Birthday to this magician! #football #soccer #RealMadrid #birthday #morningmatch"
ExplodingPossum, Let me know when the cake arrives It was a special order Happy 28th Birthday Mrs Steve 
MadridistaKroya,"#HappyBirthDay ㅤ Muchas Felicidades a @isco_alarcon , quien hoy cumple 28 años!! ㅤ Happy Birthday to Isco Alarcon, who turns 28th today!! ㅤ Selamat Ulang Tahun yang ke-28 Isco Alarcon!! ㅤ #VamosPRMI #RealMadrid #HalaMadrid #IscoAlarcon"
N_A_Huntington,"Happy birthday from 28th &amp; Girard, Philly."
EimmaHautgerl,Happy 28th birthday! Here's to 82 more!
punishedhibiki,happy birthday! mine is the 28th :)
oENOmDBJNSRvwUD,Mr.EDWIN ESCOBAR 28th… Happy Birthday 今年はこんな状況だけど コロナが消え去った暁には 再び大車輪の活躍を お願いいたします(ง •̀ω•́)ง✧ 『オトコハダマッテナゲルダケ』 #baystars #E・エスコバー誕生祭
jeffknet,"Released on Robert Smith’s birthday in 1992 #Wish is the 9th studio album by @TheCure. Featuring ""High,"" ""Friday I'm In Love,"" and ""A Letter To Elise."" The album has been certified Platinum in the US and Australia, and Gold in the U.K. and Switzerland. Happy 28th Anniversary! "
VikesWTST,April 28th - Happy Birthday Gabe! 
iamsbose7,"Happy 28th birthday, @isco_alarcon #MAGISCO #HalaMadrid"
vickiek,"Happy 28th Birthday, Anthony! No matter how old you get, you'll always be my baby boy and I have so much love in my heart for you! https://www.instagram.com/p/B_Py12OJlb9OSa16BYS7CC8mZQnZ6xRYjivZ3g0/?igshid=7x42ocxw4dyy"
MadridistaFacts,Happy 28th birthday to the one and only Isco Alarcon! #HalaMadrid
varjmes,i better not hear anyone singing happy birthday to the queen today as its the kings on the 28th* and you need to wait *i am the king
DawayaneJ,"4/21/20 I just want to take out the time to say, thank you to everyone on Twitter who’ve taken out their time to wish me a happy 28th birthday yesterday, 4/20/20! I’m truly thankful for your private messages, retweets and comments THANK YOU &amp; LOVE YOU! real MVPS "
_Vlindelof,Happy 28th birthday my brother. Thank you for always having my back 
judydp,"@steveolivas Wishing Mrs Steve a very Happy 28th Birthday!! Here's a little somethin' for her!! PS- When Jason asks you to pass the cake, don't hesitate.. "
SoccerAM,Happy 28th Birthday to the Golden Boy @isco_alarcon Just the Champions League trophies since then 
craigpettipiece,Happy 28th birthday @nolpettipiece3
alannarizzo,"Happy 28th birthday, @yungjoc650!!!"
Oddschanger," Happy 28th Birthday to the midfielder maestro that is, Isco! 1 x La Liga 1 x Copa del Rey 2 x Supercopa de Espana 4 x Champions League 3 x UEFA Super Cup 4 x Club World Cup What a player he is! (via @EURO2020)"
Maiasauramamma,Happy 28th Birthday Mrs. Steve. My wish for you is a fully clothed Steve. 
Dean14694721,@Pink this is a long shot but it is my wife's birthday on 28th april she is your biggest fan and just wondering if you could wish her happy birthday her name is katarzyna as I can't take her out thank you
TophersThoughts,Happy birthday to one of the originals from the beginning !! @guccikline Quarantined 28th. Lets goo! 
Sai_Rung,Happy 28th birthday @isco_alarcon 
Bhanu_Robin,Happy 28th Birthday @isco_alarcon The Magician 
CarolRadull,Happy 28th birthday to Real Madrid attacking midfielder Isco. 443 Games 38 Caps (Spain) 98 goals X4 Champions League X4 Club World Cup X3 UEFA Super Cup X2 Supercopa de España Copa del Rey LaLiga 2012 Golden Boy #TheScoreKE
Fatisco96,Happy 28th birthday @isco_alarcon 
IIstabrq,"Happy 28th birthday, magician @isco_alarcon"
Mese_Ngoah3,"#NkwaSports #NkwaMedia #FootballBirthdaysToday 21-4-20 #TUESDAY Happy 28th birthday, Isco: Champions League Club World Cup UEFA Super Cup Supercopa de España Copa del Rey LaLiga 2012… https://www.instagram.com/p/B_PhsNTJp17/?igshid=1qewb8c5a4zlu"
90minutes_more,- 2012 #goldenboy - 1 @LaLiga - 3 Super Cups - 4 @ChampionsLeague - 4 @FIFAcom CWCs Happy 28th Birthday to Spanish baller #Isco His nickname is 'magic' and he surely weaves his #Magic on the field. @realmadrid @SeFutbol #LaLigaSantander @IscoAlarconFans @ISCO_FansIND
beINSPORTS_EN,"No Isco, no disco! Happy 28th Birthday @isco_alarcon #beINLiga"
ashually,Happy 28th Birthday to my daughter @JacquiBadgley - it seems just yesterday I was 45 and you were 11. What a time.
bilvam_360_17,Happy 28th birthday LEGEND @isco_alarcon #BestDribbler #Magician #Champion #BestPlaymaker #HalaMadrid My love Te amo mucho 
BFC_ExPlayers,Happy 28th Birthday today to former Pool striker ... Mark Cullen @Markcullen21 Hope you have a great day Mark ! 
SportsTechie17,Happy 28th Birthday to @Dodgers outfielder @yungjoc650! @MLB #Dodgers #LABleedsBlue #MLB #LosAngeles
JeremyAretakis,Happy 28th birthday Rob i love you
kelvinmponzi2,"Happy 28th birthday, Isco: Champions League Club World Cup UEFA Super Cup Supercopa de España Copa del Rey LaLiga 2012 Golden Boy Isco Disco. "
Sokarush_ng,Happy 28th birthday to this Spanish magician #Isco 
BroadcastMoose,Happy 28th Birthday ⁦@OfficialPVFC⁩ striker ⁦@Markcullen21⁩ have a great day my friend
BlancoTalks,"Happy 28th birthday to our very own ""magia"" @isco_alarcon ! One of the very best midfielders in the world, we've had the pleasure of seeing his magic week-in week-out for the past 7 years, and for many more years to come. Happy birthday Isco! "
Kuule76,Happy 28th birthday to Real Madrid and Spain star Isco
SMFutball, Happy 28th birthday to maestro @isco_alarcon Champions League Club World Cup UEFA Super Cup Supercopa de España La Liga Copa del Rey
ReaIMadridOnly," Happy 28th birthday, @isco_alarcon! "
Squawka,"Happy 28th birthday, Isco: Champions League Club World Cup UEFA Super Cup Supercopa de España Copa del Rey LaLiga 2012 Golden Boy Isco Disco. "
StarTimesClub,Happy 28th birthday to the baby faced magician Isco 
roseforjoy,oomf wished their oomf a happy birthday and wrote a essay today when it's on 28th 
MediaSoccerNet1,Happy 28th birthday isco 
rfjun24,Happy Birthday 28th idol @isco_alarcon
goal,Happy 28th birthday to Real Madrid and Spain star Isco! 
tunmishe_,Happy Birthday in advance G. 28th is nigh !!!!
elmerengonbcn, #Happy28thBirthday to @isco_alarcon #PuraMagia La Liga Copa del Rey Supercopa de España Champions Supercopa Europa Mundial Clubes https://twitter.com/realmadrid/status/1252492265454333952?s=20 @RMadridDatos @pmadridista_blg @tildegm @slozano888 @antor4mos @arancha22_ @mireia19809
amer4madrid,Happy 28th birthday to Isco Alarcon! Time really flies rapidly. Such a fascinating player. Players of his type are so difficult to find. The one who could turn everything around at the toughest moments w/ one touch or a breakthrough. Wizard. 
22lsco22,"Happy Birthday for The Best , 28th I Loveee yooooooou "
LaLigaEN," 𝓣𝓱𝓮 𝓜𝓪𝓰𝓲𝓬𝓲𝓪𝓷 is celebrating today! Happy 28th Birthday, @isco_alarcon! #LaLigaSantander #StayAtHome"
IjobaSports1,"Magician at Bernabeu! Happy 28th birthday to Isco Real Madrid midfielder Isco turns 28 today. Best wishes! So far in 2019-20 season, Isco has made 23 appearances across all competitions for Real Madrid, scoring 3 goals. "
Shamimjr17,Happy 28th birthday to loverboy @isco_alarcon He is one of the best dribblers in recent football history. #Isco #RealMadrid
RealMadridXtra,Happy 28th Birthday @isco_alarcon The Magician 
_blackie__,"Am I allowed to chip in and say the 28th is my birthday also, so apart from anything else happy birthday to all! x"
55__jenan,"Happy Birthday for The Best , 28th We Loveee yooooooou "
madridreigns,One of the most underrated players in Real Madrid is celebrating his 28th birthday today. Happy birthday Isco! 
Rithik_RM,Happy 28th Birthday Magican @isco_alarcon 
BalleetVert,Happy 28th birthday to Spain’s and #RealMadrid’s little magician @iscoalarcon with an impressive list of honours 2012 #GoldenBoy Award 1 #LaLiga 4 #uefachampionsleague 4 #fifaworldclubcup 3 #uefasupercup 1 #copadelrey 2 #Spanishsupercup #MissingYou #StaySafe
LiamAle84031274,Happy 28th birthday too my beautiful other half. We may be self isolating but today still gonna be a awesome day for her. Cooking steak for the first time In my life for her bday meal And got her a minions birthday cake to make her feel like a big kid 
FIFAcom, #UCL winner's medals #ClubWC winner's medals Join us in wishing Isco a happy 28th birthday #HBD | @isco_alarcon | @realmadriden
WiganWarriorsRL," Happy 28th birthday to George Burgess! Best wishes, George! #WWRL"
Madrid_Indo,"#HappyBirthDay ㅤ Muchas Felicidades a @isco_alarcon , quien hoy cumple 28 años!! ㅤ Happy Birthday to Isco Alarcon, who turns 28th today!! ㅤ Selamat Ulang Tahun yang ke-28 Isco Alarcon!! ㅤ #VamosPRMI #RealMadrid… https://www.instagram.com/p/B_Ow1N-gMGt/?igshid=n61zzmp2pdee"
gilbert4_real,Happy 28th Birthday to Isco Alarcon! The boy with dancing feet. Midfield Magisco. There's no Disco without Isco. 
BettingOddsUK,- 2012 Golden Boy - One La Liga - Three Super Cups - Three Champions Leagues - Four Club World Cups Happy 28th Birthday to Spanish baller Isco @ChampionsLeague
BrowardSign,Happy 28th Birthday Melissa from all us at #signdreamersofbroward #drivebybirthday #weston @North Lakes of Weston https://www.instagram.com/p/B_OwsMJHB4u/?igshid=1dxvk5fzrv6j7
evilive7,"April 21, 1992 Happy 28th birthday to Check Your Head. This album is an absolute classic in every way. Saw this tour in Houston at The Unicorn. Beastie Boys - Check Your Head #BeastieBoys"
Rosie22572,Wishing my Daughter in law Jaclyn a ver Happy 28th Birthday. You have given me the greatest gift anyone can give - my 2 grandsons. You make my son so happy. Have a wonderful day. Love You https://www.instagram.com/p/B_OqxczhrQ_/?igshid=1862cvhw2f1ro
kimlahughes1206,"Screaming and shouting Happy 28th Birthday to our daughter Chrissy, she is an amazing and selfless person and we love her to the moon and back...May your day be filled with everything… https://www.instagram.com/p/B_OpuOPnJ_z2jqxAel9vyOkk2Sn5N8FR0_Yq2s0/?igshid=1umjn1e00hfwj"
_annetterdz7,Happy 28th Birthday to Me! #Quarantine
PulzSoccer,"Happy 28th Birthday Isco Fun fact: Isco's nickname is ""magic"", because he plays like a magician. Magician at Bernabeau "
VintageCanucks, Happy 28th Birthday to Micheal Ferland 
_sihtdaertnoD,Happy happy 28th birthday to me from my babes house she made it so special for me today I love and appreciate her so much plus thankful for seeing another year !! Many more to come !! @… https://www.instagram.com/p/B_OWP30j6wA6iEIu5K0YULeYTgsjp0Dpk7pIns0/?igshid=fyoa5elr82sl
sportspuffkenya,Happy 28th Birthday to Real Madrid and Spain midfielder @isco_alarcon -ISCO Valencia Mestalla Tercera División Real Madrid La Liga Copa del Rey Supercopa de España UCL UEFA Super Cup FIFA Club World Cup Spain U21 Under-21 Championship
localmana,Happy birthday. Is it your 27thor 28th?
AlleyBrown17,Happy 28th birthday james barker
BrettWo43037875,Happy 28th birthday to myself in isolation #isolation #COVID19 #selfportrait #art #haventdrawninyears
AmonittaBonita,"April 21, 1992 - Happy 28th birthday Isco Alarcon! "
cohentacles,happy birthday 
Meghan_Dee,"Okay but also, happy 28th birthday to me"
vbhandari82,"I have still have two years+ until I hit that milestone (May 28th)! Happy Early Birthday, Jackson! "
purpleragedad,"Happy BDay Nick!!!!....I ""kinda remember"" my 28th birthday.....that was way back in 198#&amp;#&amp;#:..!!!!!! "
alexthe1kdbot,Happy birthday 
YT_theweaver123,@noah_schnapp hey Noah it’s my friend April’s birthday coming up on the 28th and she loves you so much so can you please send me a video saying happy birthday to her so I can show her on her birthday. We love you so much dude and we can wait to see more of will byers in #st4
SSFCRABBITOHS,Happy 28th Birthday Thommy-B! #SSFCTogether #GoRabbitohs #OldestProudestLoudest
_abriiiiiil,wish I can hear you’re voice one more time... happy 28th birthday i miss you 
RM_Vagisha,"Happy birthday to the baby faced magician who delight us with his magical Isco - Disco moves. Have a wonderful 28th. Feliz cumpleaños, magia!! @isco_alarcon"
WiscoBB,Happy 28th birthday to the Wisco Flavien Davis #TimeFlies #champion #birthday #MondayMotivation
rrjr84,May you both send a surprise Happy 28th Birthday to my sis (@itslexipoo) today? Her favorite interaction from #PsychTheMovie!
MissSuperior1,The items on my wish list should be on the way to me for my birthday piggies make your superior Queen happy @RT4feet @RT_footfetish @rtfindom @Jens_226 @TonyBobo33 @rtfindompuppy @rtfindompuppy @RTSlutbag1 @rtthemtoes @RTSubBitch @rtfemdom1 @rtdogman @FindoomRt
KaneDonaldson,Happy birthday to me I hope settebello is open on the 28th but will settle for hells. 
bd_madrid,Happy 28th birthday to Disco man @isco_alarcon Isco is also important part of spanish National team. #Isco #madridistabd
m_pholoholo,Psst...Congratulations on your 28th birthday celebration and a Happy birthday to you sister. May your presence continue bn a present to those you love &amp; who love you. #GodBless #GodGiveYouStrength &amp; #God see to it that you experience many happy returns.
KatrinaHagen2,"Oh, sweetheart! It is hard for them. Happy Birthday to your beautiful baby. I hope she has a big party with lots of friends and family next year. You did a great job on the cake. I better get my act together. I have a sons birthday on the 27th and a daughters on the 28th!"
alarmstrong74,"@MarcusRashford Hi Marcus. I thought I’d at least see if this reaches you, but my son Luke reaches his 6th birthday on May 28th. Needless to say he’s a massive Utd fan &amp; it would just make his year if you could wish him a happy birthday. Here’s hoping. Thanks M.R, stay safe. "
LadyTAngel, makeup look of the day and I’m giving a special video birthday shout out to my best friend Happy 28th birthday lady. Wish I could say drinks on me but maybe next time I love you https://www.instagram.com/p/B_Nkfm6nkLO/?igshid=po0mnqdssulj
ronweasly20,Thanks #Twitter! Hahah . I made it look more exciting . Happy 28th on #420day. #Birthday #Birthdayquarantine
BappyRayhan8,"#Happy_Sparkling_28th_Birthday (18th_April) To The One Of My Most Favourite Exceptional &amp; Extraordinary Super Cute, Pretty, Beautiful, Adorable, Sweet, Smiley &amp; Lovely American Young Actress, Singer And Model @chloebennet.....#Chloe_Wang_Bennet !!!!!!!!!!"
AlexBRocks247,Happy 28th birthday to my guardian angel Jonathan love you brotha and miss you today and everyday. Thank you for staying with me and keeping me strong even from above. Thank for giving us all someone special to… https://www.instagram.com/p/B_NfDgYlKjm/?igshid=1tw0xp40el90
alex_hoener,Happy 28th birthday to this old head https://www.instagram.com/p/B_NdsEeJF5a/?igshid=vgw0ohgtu251
Mathewfriess,"HAPPY HAPPY 28TH BIRTHDAY @potatooofwies1 napakatanda mo na ate hahahahah and ayun enjoy at magantay ka lang samin maglalasing pa tayo sa kaysakat, love u and tanginamo pag di ka na single tas single din ako hehe love love "
MJMadda,"Alex Madda - the magic, the myth, the legend. Happy 28th birthday, weirdo. I love being your older sister. https://www.instagram.com/p/B_Nakv3BNLU/?igshid=yog5s2o4chcn"
raurazalfiefan,Happy 28th birthday wishes for @TheGigiGorgeous birthday. Hope you have a good one today with your family. Sending love to you from Slovenia Picture is made with Tie Dye 2 app with the help of… https://www.instagram.com/p/B_NZnjNJFCD/?igshid=1u14wgb7a3j2t
_akionaw,Somebody ask @RoddyRicch to tell me happy 28th birthday that’s all I want
mitziplayer,Well I will remember this aug 28th to say happy birthday to you
Nyllaah,Happy 28th birthday to me. 
EastHTX,"damn you old as fuck @ayerianna, happy 28th birthday"
BrieannaC,Happy 28th Birthday to my baby sis. Be sure to wish her a happy birthday y’all! https://www.instagram.com/p/B_NRolZgnDs4ok--ruZNCRWnbW_wSus0lMrxQ80/?igshid=kpsiwsuizsr1
hopper_johanna,Happy 28th Birthday @jimibarker! Hope your day is #LawnChairLazy and filled with joy and music just like you bring us each night during #CornteenSessions 
HannahBlack13,Me on April 28th if @taylorswift13 says happy birthday to me 
degi14,"Monday morning, time to make the donuts....but first, happy 28th birthday to the reason I moved to NYC, the reason I wanted to work in the music industry, the origin of everything..... Pavement - Slanted &amp; Enchanted "
drivetheboatjc,Happy 28th birthday to my day 1 
JosephFongWK1,Happy 28th Birthday and it's also the Year 2020.
DJMarkSinclair,Saying that My birthday on the 28th April il be happy with a nice walk 
WomensCricZone," Figures of 8-4-8-2 on ODI debut Best of 3-14 in T20Is Member of 's 2016 Asia Cup winning squad Happy 28th birthday to left-arm spinner, Preeti Bose! "
Akhmed575,Happy 28th birthday @aazailani_jr More blessings man.
WhatThaDel,@DawayaneJ HAPPY 28th BIRTHDAY KING &amp; MANY MORE 
lie_stats,Happy 28th birthday @PreetiBose4 T20s for ODI for Best bowling figure of 3/14 vs in T20 INTL #happybirthday #WomensChampion #WhatWeDo #MondayMotivation #Cricket
DawayaneJ,4/20/20 it’s OFFICIAL IM 28!!!!! HAPPY 28TH BIRTHDAY TO MEEEEEE TAURUS SEASON STARTS with me!! Ahahah #happybirthday #birthdayboy #taurusseason #taurus #bull #horns #birthdaycake #celebration
nashtonislife,make her 1st birthday party something memorable but Corona happened and then one of our friends got cancer. So her birthday is a little affected. So if you are able to can you at 4:20 pm whatever time zone you are in on June 28th. wish her a happy birthday. ...
JoelleRollins,"Happy 28th birthday to me!!!!! Thank you God for allowing me to make it to another year! Thank you God for every experience, the good and bad. I lived, loved, LAUGHED, and learned so much about myself this year! Let’s see what 28 brings! "
highoffmiyahh,Happy birthday 
