username,tweet
Lauren_Hulin,"Happy 62nd Birthday Dad! Wishing we were celebrating at Jazz Fest this weekend, but crawfish and cake at home will do for now! I am so thankful for you, love you so much! #HappyBirthdayDad #LoveYou @New Orleans,… https://www.instagram.com/p/B_TiXSelzhD/?igshid=1sdd950g451rp"
OldFootball11,"Happy 62nd birthday to U.S. international #GaryEtherington, the London-born midfielder who burst from the suburban D.C. youth scene and signed with the New York Cosmos at 18, winning Soccer Bowls in 1977 and 1978 and earning the 1978 NASL Rookie of the Year Award, then later"
mnralphie,"Happy 62nd Birthday to Andie MacDowell! The actress who played Rita in Groundhog Day, Shelley Snipes in Muppets from Space, and voiced Etta in Barnyard. #AndieMacDowell"
back280s,"Happy 62nd birthday #andiemcdowell born April 21, 1958) Debut in 1984's Greystoke: The Legend of Tarzan, Lord of the Apes. Sex, Lies, and Videotape (1989), for which she won Independent Spirit Award for Best Female Lead and was nominated for a Golden Globe Award"
XanaduFitness,"Birthdays! Happy 62nd Birthday to handsome &amp; talented actor Dorsey Wright. Made his film debut in ""The Warriors"" (1979) but I first saw him in the Milos Forman' musical ""HAIR"" (1979). Pictured here in Forman's next film ""RAGTIME"" (1981). "
BFTP4780,"Happy 62nd Birthday to actress #AndieMacDowell! MacDowell is best known for the films “Sex, Lies, and Videotape”, “Green Card”, “Four Weddings and a Funeral”, “Groundhog Day” and “Multiplicity”. https://www.instagram.com/p/B_QqN5QDXHb/?igshid=1jhkabo03yekt"
Bongwynnnrose,Happy 62nd birthday to My daddy
OutOfTouchstone,"Happy 62nd birthday to #AndieMacDowell, star of the 1990 Touchstone Picture, GREEN CARD. #90smovies #disney #disneyplus"
alec_behan,"Happy 62nd Birthday to Andie MacDowell! The actress who played Rita in Groundhog Day, Shelley Snipes in Muppets from Space, and voiced Etta in Barnyard. "
Eswar17904547,"@TheEllenShow you are an inspiration for all.I soo wanted to meet you but because of my financial problem that ain't gonna happen. And i loved to meet you. And I also have a gift for ur 62nd birthday ,Stay safe and happy and liv long you and Portia. Sry I'm bad at English."
tommyfw,Happy 62nd Birthday Prince Rogers Nelson. #RIPPrince
SamLegg1,"@WVUSports @WVUfootball @OrangeNationSC @WVUVarsityClub @BlueGoldNews @WVSIRecruiting Happy 62nd birthday too former WVU('77-'80) &amp; NFL gridder, #31 RB Robert Alexander."
GeorgeSchmidt67,Happy 62nd Birthday to ANDIE MacDOWELL 
ninny0410,"Madness - Tomorrow's (Just another Day) https://youtu.be/NpIZkr2TBjM via @YouTube Happy 62nd Birthday Mike Barson (keyboardist, co-songwriter)!"
tehahzakaria,HAPPY 62nd BIRTHDAY MY HANDSOME AYAH !!! 
Kat18320277,Happy Birthday!!! It's my 62nd 2day!!! Here is my cat Walter...stressing over lockdown 
RedArmyOmaha,"One of the all-time great humans to have been a Maverick. All the way from Metz to 62nd and Dodge. Happy birthday, Ugo. "
ACBellino,Happy 62nd birthday to #RedWings &amp; Russian Five legend Viacheslav Fetisov. #LGRW
DeyJump4Junior,Happy 62nd birthday momma I love u 
IluvPHemps,"Happy 62nd birthday, mOmmaLoves!! I will always love you, thank you for being the best mOmma for us!! "
paolobaldi,"Happy 62nd Birthday! Thinking of you . RIP @Umhlanga Rocks, KwaZulu-Natal https://www.instagram.com/p/B_M36kuJ-vro7gM29_TqeumZM_4lYsIjcC9ez40/?igshid=8rx6xbbnkqlv"
gilliankemmerer,Happy 62nd birthday to legendary defenseman Slava Fetisov! #ЦСКА #njdevils #LGRW
BFC_ExPlayers,"Happy 62nd Birthday today to former Pool left back ... Laurence Loz is on this 77/78 teamgroup, middle row, far left Hope you have a great day Loz ! "
mamadukesAuthor,"Tomorrow is my 62nd birthday, I was supposed to get a visit from my son, but thanks to the shutdown, he can't leave Iowa, so no visits and no presents, Happy Birthday to me"
meganmcisaac,"Happy 62nd birthday to father. It’s never been easy, but I’m proud to persevere. Grateful to celebrate another year "
DaysTwins,Happy 62nd Birthday to former #MNTwins LHP Ed Hodge. He was the Twins 5th round pick in January 1979 out of Cerritos College. He pitched in 25 games (15 starts) for the 1984 Twins. Went 4-3 with a 4.77 ERA in 100 IP. Spent time in law enforcement and fire department.
ninny0410,Stevie B. - Spring Love https://youtu.be/IM8_eeWOGgE via @YouTube Happy 62nd Birthday Stevie B.!
gigicvaldez,Happy Happy birthday!! Today is my father's 62nd birthday too 
LuppyLatuheru,Happy 62nd Birthday mommy! You sacrificed so much to raise us. God sees your heart. He loves you. I love you too • • • #happybirthday #mommysbirthday #LoveOfMyLife #family #ohana #TheLatuherus #instaphoto @Bandung https://www.instagram.com/p/B_KHqATh97M/?igshid=ovmgcz6wl5yx
LisaMWall3,Happy Birthday!! It’s my husband’s 62nd Birthday today. We found out yesterday I may have Ovarian Cancer. I wish I had a better birthday gift for him. 
jeslllll,Happy 62nd Birthday 
RealMrsDavid," Happy birthday James! It is my 62nd today! I second your wish! Whever two or more are gathered, so there am I! Together we win! "
popeyeboyle1,"Happy Birthday Mr. Woods have a great day and stay safe, I have my 62nd birthday coming up on May 2nd."
jeezy350,"happy birthday, Steve!!! One of the most influential teachers I’ve ever had, wishing you all the best on ur 62nd lap of life "
FlashCric,Happy 62nd birthday to Malcolm Marshall! 
ShezadNawab,Happy 62nd Birthday for my father today! 
ninny0410,Echo and the Bunnymen - Lips Like Sugar (Official Music Video) https://youtu.be/9hGcJA8fXvU via @YouTube Happy 62nd Birthday Les Pattinson (bassist)!
ninny0410,Modern Romance -- Ay Ay Ay Ay Moosey Video HQ https://youtu.be/NdEXVz9gogg via @YouTube Happy 62nd Birthday Andy Kyriacou (Drummer)!
carlgilliard,It’s a CORONA Quarantine’d CoronaVirus Birthday! Happy 62nd Birthday to me!!!! #Corona #CoronaVirus #QuarantineAndChill #CarlGilliard #TwoDegreeTheSeries https://www.instagram.com/p/B_HGLe6F4hy/?igshid=byum91l323n6
heaven__up_here,Happy 62nd birthday to #LesPattinson #echoandthebunnymen https://www.instagram.com/p/B_G9tR9gcmK/?igshid=zmivywyz2w1s
85Stirling,Happy heavenly 62nd birthday dad miss u and love you. Party hhard up there with you're wee some miss use both loads. Till we meet again dad and incey boy. xx 
basnettdavid1,"Wrestling Happy 62nd Birthday to former #WCCW #AWA @WWE wrestler ""Kevin Wacholz"" #Nailz #BOTD "
FEENEYxoxo,Happy 62nd birthday dad @stephenfeeney4
NovoaBran,"I will be on my 62nd birthday in quarantine And remember that in 2019 I was in Rome happy ... 1958-2020 May 18th I will be like a ""stranger in Moscow"" "
NovoaBran,"I will be on my 62nd birthday in quarantine And remember that in 2019 I was in Rome happy ... 1958-2020 May 18th I will be like ""a strange Moscow"" "
avpgalaxy,The staff and community of Alien vs. Predator Galaxy would like to wish Aliens' @riccoross1 a happy 62nd birthday! #RiccoRoss #HappyBurstday #HappyBirthday #Frost #Aliens #ColonialMarine
CormackDavie,Happy 62nd birthday Ross. Lovely to chat. #StillStandingFree
illinilegends,"• Happy 62nd Birthday to former @IlliniFootball letterman Carooq Taylor. He is a retired battalion fire chief in Washington, DC."
VintageMNHockey,"Happy 62nd birthday today to former Minnesota North Stars NHL centerman - Keith Acton born in Newmarket, Ontario "
illinilegends,"Happy 62nd Birthday to former @IlliniFootball letterman Carooq Taylor. He is a retired battalion fire chief in Washington, DC."
FleggSamantha,I hope Peter Capaldi had a good 62nd birthday yesterday happy birthday for yesterday sorry the message is 1 day late
ProAmSports,Happy 62nd Birthday to the #Oilers 1988 #StanleyCup Champion Keith Action. Photo from the #YEG #ProAmFanCave Image Archive. Visit Us Online: http://ow.ly/sORY50zeSbI
jjmaghery,"Big joes 62nd birthday today, didn’t even get a chance to sing happy birthday.. me and my ma walked in and he had already milled tru half his birthday cake hahahah no better man, up the oul lad up Armagh"
SlimDaddyBBQ,"Happy 62nd Birthday to My Hero, My Daddy! #FALS #EndALS #TeamBeaudry @abeaudry20 @ALSTDI"
aminullahkhank2,"Congratulations to the Awami National Party's Central General Secretary, Mian Iftikhar Hussain on his 62nd birthday. #Happy_birthday @MianIftikharHus"
FawadKhanTanha,چې د مينې، امن يار دے۔ مياں افتخار دے میاں افتخار دے۔ مشره کليزه دې ډېره ډېره مبارک شه ژوندے اوسې۔ #Happy_62nd_Birthday #May_You_Have_Many_Many_More @MianIftikharHus
kgosi_maepa,"Happy birthday Ntate Solly Moholo On behalf of the ANC in Greater Tshwane, we wish you a happy 62nd birthday. May God continue to bless you! Ha e ate Kgotso! @MYANC @GautengANC @TshwaneANC"
BroadhurstBooks,"""I have always loved playing around with words. I didn’t know it was called poetry. I was just an innocent kid messing around with words when an adult said 'You’re a poet, be published or be damned'"" Happy 62nd Birthday to Benjamin Zephaniah! #OTD #poetry"
Shahfahadbangsh,@MianIftikharHus I extend my heartfelt congratulations to Mian Iftikhar Hussain on his 62nd birthday. #Happy_Birth_day_mian_sb
aemalkhan765,"Happy 62nd birthday to sincere &amp; loving patron,man of character,a symbol of resistance&amp;struggle,loud voice against oppression &amp; terror,a true follower&amp;soldier of Bacha khan and a down to earth soul The great Mian Iftikhar Hussain,central GS Awami National Party. @MianIftikharHus"
ShahidA80235824,"Congratulations to the Awami National Party's Central General Secretary, Mian Iftikhar Hussain on his 62nd birthday. #Happy_birthday @MianIftikharHus"
MianTahir777,چې د مينې، امن يار دے۔ مياں افتخار دے۔ مشره کليزه دې ډېره ډېره اومبارک شه ژوندے اوسې۔ #Happy_62nd_Birthday #Mian_Iftikhar_Hussain
WaleedJ01163631,I extend my heartfelt congratulations to Mian Iftikhar Hussain on his 62nd birthday. #Happy_Birth_day_mian_sb @MianIftikharHus @
cameronphilli10,in wake of being diagnosed with corona virus warm my heart my relentless prayers that @KennyEdmonds as of April 10 the iconic Singer Song writer &amp; producer celebrated his 62nd birthday welcoming homecoming that #Teddy Riley will returned in time for April 18 happy belated b'day 
mnralphie,"Happy 62nd Birthday to Peter Capaldi! The actor who played the 12th Doctor on Doctor Who, Mr. Curry in the Paddington movies, and voiced Uncle Nigel in The Penguins of Madagascar episode, A Visit from Uncle Nigel and Rabbit in Christopher Robin (2018). #PeterCapaldi"
hunterrjordann,Happy 62nd Birthday to this gem of a human &amp; best mama in the whole wide world Thank you for the unconditional love for the past 23 years love you to the &amp; back! #instagood #birthday #mamasboy @Mister… https://www.instagram.com/p/B--1a5_BPc8/?igshid=1cqcsn0nqj2h3
AlexShepiro,Happy 62nd Birthday Peter Capaldi aka the 12th Doctor!!! #doctorwho #petercapaldi
NHeartpaldi,Happy 62nd birthday Peter Capaldi! Love you! 
NisattaKhan,I extend my heartfelt congratulations to Mian Iftikhar Hussain on his 62nd birthday. #Happy_Birth_day_mian_sb @MianIftikharHus
mynameisjanah,taking a break from research for uni to wish the wonderful #petercapaldi a happy 62nd birthday. stay amazing you glorious human. #TheUniverseLovesPeterCapaldi #12ismydoctor
LucasJa25341304,Happy 62nd Birthday Peter Capaldi 
GraceFo00102407,Happy 62nd birthday Peter Capaldi @Pearlie_mack also got a very small drawing of u ;))
iBeckTech,"Happy 62nd birthday to Peter Capaldi, who played the 12th Doctor in @bbcdoctorwho! #DoctorWho #12thDoctor"
68HEMIdart,Today would be dads 62nd birthday. It will be 22 years in August that he passed away and not a day go by that I don’t thank him for everything. I always think about the things that I could have learned from him if he was still here. Love you dad and happy birthday.
AlanNeville2,"Happy 62nd birthday to the 12th Doctor Who, Peter Capaldi! @DoctorWho_BBCA @bbcdoctorwho"
jammer71477_wi,Happy 62nd birthday to #PeterCapaldi a multi talented gentleman who I hope will visit Wisconsin one day.
DavidWChambers,"Happy 62nd Birthday, Peter Capaldi! My second favorite! #DoctorWho #TheTwelfthDoctor"
tfproductions17,A Big Happy 62nd Birthday to Peter Capaldi. My first and favourite Doctor. With numerous appearances in Mr Bean and Paddington too... (and many other things!) #PeterCapaldi
IainAGrahamRFC,HAPPY BIRTHDAY: Happy 62nd birthday to Scottish actor Peter Capaldi. He has appeared in so many TV shows and films throughout his long and illustrious career. From Malcolm Tucker in The Thick Of It to the voice of Mr… https://www.instagram.com/p/B--AdXDFtNj/?igshid=ifj6ebdbncd3
alec_behan,"Happy 62nd Birthday to Peter Capaldi! The actor who played the 12th Doctor in Doctor Who, Mr. Curry in the Paddington movies, and voiced Uncle Nigel in The Penguins of Madagascar in ""A Visit from Uncle Nigel"" and Rabbit in Christopher Robin. "
MerinasaPCapfan,"I would like to wish a Happy 62nd Birthday to My Favorite Actor, #PeterCapaldi. I hope he has a great day and is staying Safe. #TheUniverseLovesPeterCapaldi"
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
Rock_Pistol_Neo,桜田淳子 Junko Sakurada Happy 62nd Birthday!!! 14 Apr 1958 .... Japanese Kayokyoku / Pop / Disco / Jpop idol singer &amp; actress Legend 
GlamRikcomrade,Happy 62nd Birthday to Peter Capaldi~ 
Dollymopp,"Happy 62nd Birthday to #PeterCapaldi Artwork by @marshcaps #stayhome and #washyourhands #malcolmtucker says so, or else"
jadaaivyxv,"12 years.. twelve long years, i miss you so much nanna. i love you!! i’m making you proud, i just wish you could’ve been here for this . happy 62nd birthday, party girl!! "
stevethesmiths,Happy 62nd birthday to #PeterCapaldi
Slfriend79," Happy 62nd Birthday to the Twelfth Doctor, Peter Capaldi! #DoctorWho #CapaldiIsMyDoctor #TheUniverseLovesPeterCapaldi"
the_spacebook,"A very Happy 62nd Birthday Peter Capaldi. An awesomely talented actor and always gracious ambassador for Doctor Who. We were so, so lucky to have him #DrWho #Whovians #RebelTimeLord #TARDIS #PeterCapaldi"
MartynWaites,"Happy 62nd birthday to the greatest #DoctorWho this century, the truly brilliant #PeterCapaldi. Wish he’d given us at least two more seasons."
JMBEuansSon,Happy 62nd birthday to Peter Capaldi
YUHeff2BSoGreen,"happy 62nd birthday to the splendid human being and total studmuffin that is Peter Capaldi. you are the much-needed light in the dark, dismal world. hoping you have the best day one can have in isolation with your sweetie, Elaine "
TimeForAFilm,Wishing Peter Capaldi a very Happy 62nd Birthday. #PeterCapaldi #DoctorWho
FluffyTimelord,"happy 62nd birthday to the floofiest boi in the universe, peter dougan capaldi!! #PeterCapaldi #DoctorWho #MalcolmTucker #RandallBrown #GavinBellini #DannyOldsen #CardinalRichelieu #HellofaBird"
SARugbymag,"Happy 62nd birthday to Springbok great Danie Gerber, who we hope is on the path to recovery after testing positive for Covid-19. "
rugby_rocks,Happy 62nd birthday to former Springbok centre Danie Gerber! 
spod1000,Happy 62nd birthday to #PeterCapaldi Within the Whoniverse he played civil servant John Frobisher in the third series of Torchwood He is also known for playing political spin doctor Malcolm Tucker in the British TV comedy series The Thick of It
spod1000,Happy 62nd birthday to #PeterCapaldi He is an Academy Award and BAFTA award winning Scottish actor and film director He played the role of the Twelfth Doctor in #DoctorWho He previously appeared as #Caecilius in #TheFiresOfPompeii
HarryFHartley,Happy 62nd Birthday to #PeterCapaldi 
VintageCanucks," Happy 62nd Birthday to Brad Smith Drafted by the Canucks in '78 he played just 23 games for the team moving on in a significant trade. On February 8, 1980 Smith was traded to Atlanta by Vancouver with Don Lever for Ivan Boldirev and Darcy Rota. #Canucks"
kayy_dott_,Happy 62nd birthday to the worlds best grandma! I love you so much and thank you for everything that you do for me! We might bump heads all the time but lord knows I’d be SICK if I lost this woman. She’s literally my heart beat ! Again thank you for everything you do I love you 
hahazique,"Happy 62nd Birthday, Abah! Sorry I couldn't be there this year Love you lots! https://www.instagram.com/p/B-6P8rqJp2y0p_Pg_zx6E1EmOAx_JS6QrPdSws0/?igshid=60o3kuowvr60"
joeyx666,"On this day, April 12th, in 1958: Will Sergeant was born in Melling, England. Today’s soundtrack: Those first four Bunnymen albums, Will’s “Themes for Grind,” and his Poltergeist joint. Happy 62nd birthday, Will! #WillSergeant #Bunnymen #OTD #VoodooBilly"
6633north,"Happy 62nd Birthday to my favorite Bunny man on this Easter Sunday. Not only is he one of my two biggest guitar influences , (@Johnny_Marr being the other) , but he is the only reason our son Will isn’t named Eddie Van Halen. Happy Birthday Will! #echoandthebunnymen"
JakeRudh,Happy 62nd birthday to one of the most brilliant and underrated guitarists - #WillSergeant of Echo &amp; the Bunnymen.
ninny0410,Echo & The Bunnymen - The Killing Moon (Official Music Video) https://youtu.be/LWz0JC7afNQ via @YouTube Happy 62nd Birthday Will Sergeant (guitarist)!
arki_me,"Happy 62nd Birthday Papi Loloy. Hoping and praying for your fast recovery, Pa. I love you no matter what has happened, Pa. Enjoy and have a blast amidst quarantine. Wish y'all the best &amp; God bless! "
VintageCanucks, Happy 62nd Birthday to Jim Nill With Vancouver from '81 to '84 Jim scored some big goals in the '82 Cup run. #Canucks
oohmyarlene,Happy 62nd birthday to me. 
heaven__up_here,"Happy 62nd birthday to #willsergeant of @Bunnymen #echoandthebunnymen Me with Will in 2014 in Toronto Me with Will in 2017 in London, Ontario"
YourEyeForNews,"""I'm happy to report we have now tested negative and are on our way back to full health,"" Babyface said. The singer, producer, and songwriter also celebrated his 62nd birthday yesterday said, ""I feel so blessed to be able to celebrate another birthday."""
HelloBeautiful,"In the wake of being diagnosed with the coronavirus, on April 10, the iconic singer, songwriter and music producer celebrated his 62nd birthday. THAT, and that Teddy Riley battle is BACK ON FOR APRIL 18!!!! Happy belated @KennyEdmonds!!!!"
VintageCanucks, Happy 62nd Birthday to Jim Nill With Vancouver from '81 to '84 Jim scored some big goals in the '82 Cup run. #Canucks
Viennavox1,"Remembering this great man , my hero Stuart Adamson on his 62nd Birthday today. Very much loved and missed by us all .Gone but never forgotten . Happy Birthday Stuart #stuartadamson #bigcountry #theskids ⚘ @BigCountryUK @SAIABCT"
ninny0410,"Big Country - Ships (HQ) https://youtu.be/L5Acj_zKWZs via @YouTube Happy 62nd Birthday in Heaven Stuart Adamson - April 11,1958 - December 16,2001"
parvezsiddiqui,"This big man would have celebrated his 62nd birthday today. Gone but not forgotten, happy birthday Stuart Adamson, RIP https://www.instagram.com/p/B-1WsSMnm-Zs0Dv8PErQAt36_0ymh3BHnZ0fBc0/?igshid=5xovw321b1d8"
deepshisid,Sorry mathematics I'll have to kill you I wish #FullyBeswara a happy 62nd birthday. May God bless her with the most senile minds on Earth. 
shazzarkallie,I'm thankful you and your family are recovering. Happy 62nd Birthday. May God bless you to have many more!
Molly_keeperx,Happy 62nd Birthday Granny 
_TR69,"Happy 62nd Birthday Stuart The Sailor “Now we’re together we won't turn back - Where the boats are burned and the ties are black - And I will cry no more, I will cry no more” William Stuart Adamson 11th April 1958 - 16th December 2001 Rest In Peace "
chunswae_,"happy 62nd birthday, legend. @KennyEdmonds"
BigCountryIris1,Happy 62nd Birthday to William Stuart Adamson 
smilingcb,Kenny Edmonds AKA Babyface was born on 10th April 1958 Happy 62nd Birthday 
FONZNationalZoo,"What is better than rockin' the YMCA? The cheerleading squad at Great Cats and Kids’ Farm wishing F-O-N-Z a happy 62nd birthday (it's today)! Thank you, Friends! We hope to be reunited and celebrating with you soon. #FriendsForever #WeAreFONZ #wereinthistogether #pandemiclife"
chakams,"Happy 62nd birthday to the legendary 11-time Grammy-winning producer,songwriter and singer #Babyface https://www.instagram.com/p/B-z3YQ2l1pA/?igshid=1eoaxuxguikul"
TweetingBeautie,"Happy 62nd Birthday to my baby, @KennyEdmonds "
thebestofdelta,Happy 62nd birthday to Chief Great Ovedje Ogboru. May your days be blessed and your years ever fruitful. God is not yet done with you. Greater &amp; better days ahead. Happy birthday once again. #TheBestOfDelta
ShadowLeague,Happy 62nd Birthday to a legend of songwriting and producing. 
ATLBlackStar,Happy 62nd birthday to Kenneth “Babyface” Edmonds! 
GrownFolksMusic,"Legends... Happy birthday Babyface! #grownfolksmusic #babyface #longlivethesongwriters Repost via @instarepost20from daryllsimmons Want to give a happy 62ND Bday shout out to my road dog, my ace, my man, my… https://www.instagram.com/p/B-zVQaSpY8c/?igshid=1iom1hjhvuvbs"
benchampniss,"Would have been my Dad’s 62nd birthday today. Bit of his favourite on the record player, while raising a beer to him outside! Happy birthday, Dad! "
Bigboi29706,"Happy 62nd birthday to my twin, my pops. Love you pops. "
AARPBlackCom,"Happy 62nd Birthday, Kenny ""Babyface"" Edmonds! "
unofficialsumit,"Didi se certificate maango woh nai degi age pucho, reverse bta degi @ReallySwara happy 62nd birthday You and India are celebrating independence nearly together "
StLaurentAdan,"It’s my grandpas 62nd birthday today and we had a little cupcake with a candle and FaceTimed him to sing him happy birthday, little did we know the man baked himself a cake and cooked his own dinner to celebrate unfortunate circumstances but he made the best of it!!!"
optimistsurgeon,Happy 62nd birthday @ReallySwara ! You deserved a better company...
