username,tweet
Deb_Henaux,Happy 84th birthday Dad I can't begin to imagine how hard it is today with saying goodbye to Mum yesterday after 56yrs of marriage &amp; not being able to be with anyone today but as your carer I'll be round to annoy you shortly 
GlenCampbellFOG,"Happy 84th Birthday to @GlenCampbell Today! Footage from his 60th Birthday Surprise Party 1996 in Branson, MO. @stevewariner @ashcambanjo @TheGCMuseum @RhinestoneStage @realjimmywebb @OvationGuitars"
thinkkimthink,Happy 84th Birthday!!! 
DobraZemljaWine,Happy 84th birthday to owner and winemaker Milan! He wants everyone to know that he wants to receive as many virtual hugs and kisses as possible. Zivili! #dobrazemljawinery #goodearth #startonsteiner #winemaker… https://www.instagram.com/p/B_QYAF2pKPY/?igshid=sdtrwj1ggfho
rockerride,"Happy Birthday Queen Elizabeth on your 84th Birthday, Today is my 70th Birthday, We share Birthdays"
phillyneutron,Happy 84th Birthday Mom! You are amazing! May God keep blessing you! I thank you for you wisdom guidance love and understanding all of these years! To God be the glory for giving you another year of life! I love you.… https://www.instagram.com/p/B_QF7Nyp4qV/?igshid=9bswa3topnia
drtybassgrmlin,Happy 84th birthday to this geezer!! I’m so happy to have been following him since he was just a little tyke. @houseofSWARM thank you for being old.
cessthebesst,HAPPY 84TH BIRTHDAY! I MISS YOU 
FaitheHerman,A VeRY Special “HaPpY 84th BIRTHDAY” shoutout to my LOLA !!! This is a #tossbacktuesday to filming season 4. I haven’t seen her going on 6 weeks &amp; today I want to send her all the love &amp; hugs !!! We will celebrate late LOLA @marcelinashelton XOXOXO Faye #ThisIsUs
nolwennguengant,Wishing my granny a very happy 84th Birthday (it was yesterday but still) ! 
RalucaDuta1,Happy 84th birthday your highness thank you for your great 68 years of leading England you have made it the best country
laurawoodwardd,Surprised my best friend yesterday for his birthday today Happy 84th birthday Pap! Can't wait to give you a cuddle love you always xxx 
LukeFarthing96,"Happy 12th (84th in doggo!) Birthday to ‘Kande Cane’, love you to the moon and back my big feisty ball of fluff "
MsMarmitelover,Happy 84th birthday dad. Love you very much and so glad you are still alive and safe. @exhack1 xxx
RalphTheFirst,"QF3 @TheEvensongCup and it's got to be Howells again. Never loved the Noble, neither the original nor the American version, with the trebles singing in harmony at 'he hath scattered the proud'. Some classic John's Buttons in the Howells Gloria to enjoy. Happy 84th Birthday CJR!"
AbsurdlySane,"Among everything else, today would have been my dad's 84th birthday. This was one of his favorite songs. Happy birthday, Dad. "
timbs21,Happy 84th Birthday Lola! Live long and God Bless you 
mrsdutchAT,If you see this guy running around today tell him Happy 84th Birthday (and to get his rear end back home ). Happy birthday Foxy So thankful for all of our road trips &amp; adventures #84yearsyoung
KathyElswick1,Happy 84th birthday to my sweet mommy. I made you a red velvet cake to celebrate you. Just wish we could hug you. At least we can sing to you at the front door. Hugs and kisses mom https://www.instagram.com/p/B_NDraIjndlZqqMLDtO5vXu5FeMjG-IIHk2NNc0/?igshid=njdgkp03jk1k
MattLXS,Its my Nanas 84th birthday today. I cant be with her or even see her cause she is interstate but also no visitors due to COVID19. She is a little upset as its a strange time at the moment and no visitors... but I sung her happy birthday and sent her a beautiful card
seaux_kali,Happy 84th birthday MawMaw 
dodgy_doodles,A very happy 84th birthday to you 
TReese82,Happy what would b 84th Birthday to the late great Actress Jill Ireland!
RodMT5Harrell,Happy 84th birthday to #Raiders #HOF coach John Madden
Kimadranna,"Happy 84th birthday to my dad! Delivering dinner, Chicken piccata, Yummy ! #happybirthday #Lovemydad #socialdistancing https://www.instagram.com/p/B_Lmv6_lsJf_4-3rOKmzVyT5yr0AJHKFpz1UW80/?igshid=1lxe5q7p66m0q"
toyyaprettyass,Omggg my Grandmother cried today.. the drive-by birthday party was sooo beautiful. Happy 84th birthday lady.
Ibot_castillo,HAPPY 84TH BIRTHDAY TO THE QUEEN OF THE FAMILY! 
ayephonenaly,Happy 84th birthday Moseph @MoSoDope
JamesLloydMuzik,Happy Birthday to the best Father-in-law a guy could ever hope to have! I love you Big Papa! Enjoy your 84th year!!! https://www.instagram.com/p/B_Kfru4gGWP/?igshid=m7ilu5eujrqs
slgriffin2712,Happy 84th Birthday to my lovely Dad - my first love . Photos about 50 years apart 
Sharks3dman,Today is my dad's 84th birthday but due to social distancing my wife &amp; I couldn't hang out to celebrate. So we sang Happy Birthday at the door &amp; gave him a gift as we left. Then I figured I might as well have a photo shoot since I got all dressed up lol 
wedieri91,Happy 84th Birthday Baba!!! https://www.instagram.com/p/B_IxWxeAhwL/?igshid=hwancyrqx5g3
BlueWalkPoconos,"Happy 84th birthday, Barbara! Hope you enjoyed your #BirthdayParade! ~M #DriveByBirthday"
susannekim918,"Happy 84th birthday to my dear mom Margaret Whitfield!! I love you so much and hope you are enjoying your special day today. It sounds like your gardens and the colorful trees and flowers are bringing you joy today,… https://www.instagram.com/p/B_IOWSCjvee/?igshid=rf3siryb9ovy"
Michael_Pounds,Happy 84th Birthday Frank Freshwater aka The Shawshank Fugitive 
down_brynn,Happy 84th birthday #trigpillar To celebrate we designed our very own trig pillar to record my 1679 mile challenge for charity! https://www.justgiving.com/fundraising/Brynns1679milesofshetlandcoastline Each line at the bottom = 4.5 miles 1635.5 miles to go! Done 4.5 miles this morning and aiming for another 3 tonight!
amybaby303,"@McConaughey long shot here, but might you be free tomorrow evening to join a zoom surprise party for my sweet gram’s 84th birthday? We’re singing her happy birthday and you’re her fave "
ashermarley,It's 84 years today since the start of Ordnance Survey re triangulation of Britain. Happy 84th Birthday to the Trig Pillar! 
illinilegends,"• Happy 84th Birthday on Saturday to @IlliniMBB alum Don Ohl. As a member of the 1965 St. Louis Hawks, Ohl averaged 26.1 points in 10 games that post-season."
Oakboropolicenc,We made our way out to see Barbara and wish her a Happy 84th Birthday #itsyourbirthday #happybirthday #84yearsyoung #oakboropd #oakboronc #stanlycounty #northcarolina
jaymart0927,"A family who has dedicated so much of their lives to public service as nurses, teachers, firefighters, police officers etc... Happy 84th birthday Grandma Jackie!!"
illinilegends,"Happy 84th Birthday on Saturday to @IlliniMBB alum Don Ohl. As a member of the 1965 St. Louis Hawks, Ohl averaged 26.1 points in 10 games that post-season."
davidhart100,Day eleven of #furloughleave Planted sunflower seeds. The sun went in. Wished my Dad (Alan) a happy 85th birthday. On his 84th things were looking bleak. But he is a fighter and doing well. Wish I could be there with him. 
AnnePickles,"To all who took the time & trouble to wish my cracking neighbour Agnes a happy 85th birthday, thank you. She’s chuffed. A bit bewildered but chuffed. This pic was from her 84th... reasons obvious. I don’t know if she cares to drink alone. But I’m sure she now knows she didn’t x "
susiefconway,Wishing my mommy a very happy 84th birthday!! Keep going with your sassy self!! 
feamus777,#otd Happy 84th Birthday #brendankennelly @poetryireland
ninny0410,The Moonglows - Sincerely https://youtu.be/XsxVKN114M0 via @YouTube Happy 84th Birthday Pete Walton (or Graves)!
KennellyTrust,"#otd 1936 Brendan Kennelly was born in Ballylongford, Co Kerry. On the occasion of his 84th birthday we are sharing this poem from his 1980 collection ‘The Boats are Home’. Happy birthday Brendan #brendankennelly @poetryireland"
sea_amore,HAPPY 84TH BIRTHDAY MY GORGEOUS LOLA ILOVEYOU ALWAYS MWAAA 
Gilbert89Tony,Happy 84th birthday John madden ur the man 
PhishMOB,Happy 12th (84th) Birthday to my Friend &amp; Lil Ole Man! He has kept me relatively Sane this past month of being at home. Happy Birthday Woobie! May there be many Many MORE. 
johhndavies,Happy 84th birthday mum. Still fighting fit. A great quote from her at the start of the virus outbreak “ Hitler didn’t beat me so a virus won’t! I survived Hitler-virus!!” 
JiissaMaria,"Happy birthday Daddy I was away when you spent your 83rd. Now you're away, as we spent your 84th. You're in better place, I miss you. "
Kaushal90691990,"Bobby Deol throwback Picture and heartwarming message for his father Dharmendra on his 84th birthday on December 8, 2019. Bobby wrote, ""Man with the golden heart!! A very happy birthday papa."" In his childhood photo, Bobby Deol is seen sitting alongside his father Dharmendra "
spod1000,"Happy 84th birthday to #DerrickSherwin (died 2018 aged 82) In #DoctorWho he was script editor from #WebOfFear to #MindRobber He wrote #TheInvasion, which introduced the United Nations Intelligence Taskforce (UNIT) He also appeared as a car park attendant in #SpearheadFromSpace"
marcy_bev,Happy 84th Birthday In Heaven Ima × 
ErikTorres88,"@ClintEa14308916 Huge fan of your old western movies. Could you please send my papa a special Happy 84th Birthday. It would mean the world to show him a tweet. My papa, Willie “Frank” Smith Jr. In Milledgeville,Ga. God Bless "
Astronotter26,Happy 12th (84th) birthday to the best brother a girl could ask for 
amberdporter,"Happy Not-Tax Day! My $1200 check deposited today. Also, it's my grandfather's 84th birthday!"
Paola_Barona,"#KHOUCELEBRATE Happy 84th birthday to the best grandma and great grandma, love from your great grand kids Sebas &amp; Dani and your granddaughter Pao! "
3PairsOfBoots,Happy 84th birthday Shirley Arbagey! https://www.instagram.com/p/B--_m_vhXGV/?igshid=1bs0ra5qnlrk2
Halya27,Wishing my #Mama a very happy 84th #birthday! 
pgahistorybug,"""If you have to remind yourself to concentrate during competition, you've got no chance to concentrate."" Bobby Nichols, born today in 1936 in Louisville. Escaped death twice (car accident/lightning) and won the 1964 @PGAChampionship. Happy 84th Birthday. "
peteraston1,Thank you Geoff and Graham Williams and all @WbaFormer former players. My dad got a call today today from Graham wishing him a happy 84th birthday Wonderful work 
CTallers,Happy 84th birthday Dad xxx 
JimmySitesSOA,Happy 84th Birthday to my beautiful angel of a mom Sarah Loreta Sites! https://www.instagram.com/p/B-8bkkdJ1uK/?igshid=9aib0bru4mbz
Hisbenz,"To the best dad in the world. To the most generous and selfless person that i know, Happy 84th birthday. You will always be loved by everyone, Doctor Rodolfo Rigonan. I will always love… https://www.instagram.com/p/B-7btgiHSBD69G-V7UFJS2gS2q9wKpY0if5ROo0/?igshid=1b1i18qfrdhm5"
hollyrpeete,"Fun fact: on my Momma’s 75th birthday she decided to get a new tattoo every birthday after to celebrate her life! Welp, 9 birthdays later she is inked up!! Sooo sorry you can’t get your annual tat today #84 #StayHome #StaySafe #Happy84thBirthday @DoloresRobinson"
Gamecocks197,Celebrated my Grandmother’s 84th birthday! (With a video call of course!) What made you happy today?
macdonnaldtm,"13th April is my Father's Birthday, 10 days after mine. Surely I am my Father's Birthday present. Which probably explains why I'm so grateful that my Father has been present in my life since the day of my birth. Happy 84th birthday Dad "
coldyay,"Happy 84th birthday, GB. Cheers to many many many more "
rrunsworth,Happy 84th Birthday to your lovely mum Kathleen. Thinking of you both Helen. Xx
mmurph_24,@Coach_EdOrgeron it’s my grandpa’s 84th birthday today. He rarely gets dressed for the day without putting on purple and gold if you could send a “Happy Birthday PaPa Neal and Geaux Tigers” that’d mean the world to him 
wach_zillis15,Happy 84th Birthday in Heaven Meemaw! 
cockney03,"Happy 84th birthday to my wonderful mother in law , Patricia May Woodward , born today 1936, lived through WW2, raised 3 kids and also continued to work, nobody ever told Pat she couldn’t do it ! now on course to survive the corona virus, one hell of a strong woman x "
queeen_irene,Damn I’m mad I can’t even go see my gramps for his birthday in the morning bc of the damn virus. He’s already doing really bad w his lung cancer I just wanna be able to see him happy 84th tho pops always on my mind 
LeonidasOfAZ,It’s Coach Madden’s 84th birthday today. Happy birthday coach!
TPuszczewicz,Happy 84th birthday to #JohnMadden. One of the best coaches &amp; color commentators the #NFL has ever seen.
DucksContent,Happy 84th birthday to former Duck athlete John Madden! Your legacy lives on! #OnceADuckAlwaysADuck #GoDucks
VegasRaiderzzz,Happy 84th Birthday John Madden #RaiderNation
VaTexx,HAPPY 84th BIRTHDAY john_madden_ #Rn4L #Raiders #HRRCVA #raidernation #aldavis https://www.instagram.com/p/B-0a0gpn5S6F7MN7DG241M96ryJCUu9LOySIyo0/?igshid=13os2x1ddwc3g
alyshaprout,Everyone came over (but kept their distance) to sing happy birthday to my grandma for her 84th birthday today 
SocialNFL," Happy 84th Birthday to the legend, John Madden! "
WaymoreJennings,Happy 84th Birthday to the great John Madden! (w/Ken Stabler) 
Whicchway,Happy 84th birthday to my granny 
NFL,A Super Bowl-winning coach. A legend in the booth. Happy 84th birthday to the great John Madden! (via @nflthrowback)
Grizz_NFL,Happy 84th Birthday to Legendary HoF #Raiders Coach John Madden
LuvAshleyGreen,Happy 84th Birthday to my beautiful Nana Green #HappyBirthday #ilovemynana
vernKPIX,"“Boom!!!” Happy 84th Birthday John Madden! San Francisco native, @Raiders legendary Hall of Fame Coach, broadcaster, pitchman, bocce ball enthusiast. @KPIXtv"
Kirki1222,Aww. Happy Birthday! Today would have been my father's 84th birthday.
DFSPrimeLineups,"Re-tweet from NFL Throwback ,""....... A Super Bowl-winning coach. A legend in the booth. Happy 84th birthday to the great John Madden! ......."" #Sports , #NFL , #NBA , #MLB , #DFS , #FanDuel #DraftKings"
nflthrowback,A Super Bowl-winning coach. A legend in the booth. Happy 84th birthday to the great John Madden! 
BernardVillas,Happy 84th Birthday lola We love you 
antwanstaley,"Happy 84th birthday to #Raiders #HOF coach John Madden. Most people today know him because of the video game, but he was NFL commentator and anNFL coach for the Raiders too. In 142 regular season games he was 103-32-7, good for a .759 win%. Won SB XI vs the Vikings in 1976."
FauxJohnMadden,Happy 84th Birthday to @realjohnmadden!
Chardonnaaay_x3,happy 84th birthday to my Indian Queeeen I love you grandmommyyy 
VanderlansJim,Happy 84th Birthday to John Madden! Win-loss record: 103–32–7 Winning %: 76.3 Playoff record: 9–7 Overall record: 112–39–7 Super Bowl XI winner Pro Football Hall of Fame 16-time Emmy Award winner #Raiders #NFL #JohnMadden
bwdorov,Happy 84th Birthday King!!! #HappyBirthday #JohnMadden #Boom
Doctorphibes77,HAPPY 84TH Birthday Coach #RNFL. @Raiders #RAIDERNATION
BPCox5,Happy 84th Birthday to football legend John Madden 
Gil_Brandt,"Happy 84th birthday John Madden. Most people don't know this but John was quite an athlete. He got a scholarship to Oregon in 1954 to play w/ childhood friend John Robinson. It was there he raced John Landy (world record holder in mile) in a 40, bets were placed ... and he won. "
AndrewW80729573,"On this date April 10 in history: 1877: Federal Troops withdraw from Columbia,SC. 1912: RMS Titanic sails for her maiden & final voyage. 2018: Facebook CEO Mark Zuckenburg testifies before U.S. Congress. Happy 84th Birthday! John Madden NFL H.O.F. Coach(Oakland ) 103-32-7 "
KeithKokinda,Happy 84th birthday to John Madden! @NFLMAVERICK @Raiders #TheAutumnWind
NFLMAVERICK,"Happy 84th birthday to #Raiders #HOF coach John Madden, April 10, 1936. 1967 American Football League champion Super Bowl XI champion "
ninny0410,"GAMES PEOPLE PLAY-THE SPINNERS-SOUL TRAIN https://youtu.be/DJBxsz11lVI via @YouTube Happy 84th Birthday in Heaven Bobby Smith (lead vocals) - April 10,1936 - March 16,2013"
tkbuffalo1,Happy 84th birthday to John Madden
yibosbbh,saw my abuela through her window today as its her 84th birthday and i feel so sad bc i wanted to hug her but she was so happy to see me and my brother that im not as sad as i wouldve been
Hacksaw94,Happy 84th Birthday Granddad! #Repost @Hacksaw94 with make_repost ・・・ #tbt #NOLA #buckeyes #1999 #sugarbowlchampions #mercedesbenzsuperdome #bourbonstreet #supersophomore Celebrating a big win in #thebigeasy with Ba… https://www.instagram.com/p/B-wwfsvDLzv/?igshid=1hgpz5o0tm386
MissRich23,"Feeling it today, it’s my grandads 84th birthday. We waved through the window Happy Birthday We Love You Lots"
NYPennNews,"Happy 84th Birthday to former New York-Penn League prospect Hal Jones (1958 Batavia Indians, .327, 22 HR, 97 RBI). Jones played in a total of 17 games for the Cleveland #Indians (1961-62). #NYPennLeagueHistory"
geographygem,It's my amazing Nan's 84th birthday today! Me and my sister ordered an afternoon tea to be delivered through a lovely local cafe still doing deliveries and this is her opening her present! Happy Birthday Nanny! Save the hugs for when this is all over! 
Sunset_Twilight,"Today would of been my dad's 84th birthday Happy birthday Dad. Miss you Hope you are partying up there, we can't do anything down here "
RUUnmasked,April 6th was my father-in-law’s 84th birthday. We brought him Olive Garden for dinner and a homemade pineapple-upside down cake. We sang Happy Birthday to him in the front yard. So yes a normal Mother’s Day would be wonderful. The upside down cake seemed appropriate 
ishraelkongona,Happy 84th Birthday Grand Chief Sir Michael Thomas Somare. The tie though #staystrong
Rx4216,Happy 84th Birthday Grand Chief Sir Michael Thomas Somare 
TamariPhil,Happy 84th Birthday Wishes to the Founding Father of our beloved Grand Chief Sir Michael Thomas Somare 
local_navigator,Happy 84th Birthday to the Grand Chief Sir Michael Thomas Somare. #SanaForever #PNG always! 
kronekodov,happy 84th birthday to tippy's VA 
ErrowhTombyap,@Happy @84th @Birthday to the @father of @our @beautifulnation @PapuaNewGuinea. Grand Chief Sir @Micheal T @Somare.
SandraBraxton2,"My mother, my queen, my friend, my confidant, my champion, my star, my angel is celebrating her 84th birthday on tda. I LOVE ME SOME HER!!! HAPPY BIRTHDAY, MOMMY! "
FaithCrittenden,"Last Wednesday was my grandfather 84th birthday. I called him excited to tell him happy birthday. /1 Me: Hello Him: Happy Birthday! Me: Its not my birthday ....it’s yours Him: No it’s not, Happy Birthday to you! Me: *rolls eyes* "
LaJayOh,"@whatwouldDOOdo - It’s my dad’s 84th birthday. He and my mom (85 on 03/28) have both spent their birthdays in quarantine. They are both loyal @Nationals fans, if you have a minute, would you mind wishing them happy birthday? Stay well &amp; thank you! "
MonicaLennon7,Hi @katescoot999 - some good news to pass on to your mum. I hope she will feel much safer now. And wish her a very happy 84th birthday from me for tomorrow 
workaholixcc,Everyone join me in saying happy 84th birthday to my pops!! https://www.instagram.com/p/B-shUP1F-cS/?igshid=1wsk7s2aygwp7
LaurenMogford,"It’s my Nan’s 84th birthday today and she’s stuck in isolation on her own. To cheer her up, her neighbours decided to come out onto the street and sing Happy Birthday to her. How bloody lush "
deansare,"@KTLAMorningNews @FrankBuckleyTV and Jessica, I am in tears! Thank you for sharing the stories of the loving couples, the Lindel (sp?) and Conners. Inspiring! Happy 84th birthday to Beverly Lindel! #marriagegoals #MeekerManor"
DrumTalkTV,"Happy 84th Birthday remembering Victor Feldman! Here he is just a few years back performing an amazingly cool vibes solo! Other musicians include Tom Scott on Lyricon, Trevor Feldman on Drums, and Roscoe on Beck-Bass! have you ever seen Victor perform in person? #DTTVBDays"
AisforAnnabelle,"Happy Birthday, Nana! My mom is celebrating her 84th birthday today as well and has also been in self-isolation since early March, just like you. Know the people who love you still think of you, always.Happy Birthday "
ChazzleFizzle,Happy 84th birthday to my grandad! Love the man to bits! Can’t wait to see him 
HelenPa88685521,It's my mother's 84th birthday today. I think she plans to spend it reading. This is a practice which has served her well over the years. HAPPY BIRTHDAY Mrs P. ! #StayHome #readingcommunity
MelissaRooker,"Photo from happier times celebrating my dad’s birthday at his favorite restaurant. Tonight, we delivered takeout prepared from this lovely place &amp; spent some time visiting him outside on his patio at a safe distance. Happy 84th birthday, dad. Saving our hugs until it’s safe. "
Markrroberts21,Happy 84th birthday dad. Loved and missed by all! 
RobbyRoZayRG3,"Happy 84th Birthday to my grandma Mama Nena. I wish I could give you a hug. I got a big ass one with your name on it as soon as this whole Corona Virus is over. Te quiero mucho, enjoy your special day in… https://www.instagram.com/p/B-pr2EDg96Q/?igshid=12qirolh3fdms"
ciairanicole,Bro my babysitter is still alive happy belated 84th birthday Mrs. Dot
whitesoxsigs,Happy 84th birthday to former #whitesox catcher Jimmie Schaffer. He played from 1961-1968 with the #cardinals #cubs #mets #phillies and #reds. #romlb #mlb
rockwood_morgan,Happy 84th birthday to one of my angels. love and miss you tons
LHop87,"Happy heavenly 84th Birthday, Pop-Pop! Love you &amp; miss you, every day! https://www.instagram.com/p/B-nXcHVgR_v/?igshid=z473ba7zf79r"
FluffyDragQueen,"A very happy 84th birthday to my lovely Mom, @MargieW21. And I'm sorry I couldn't manage to get you @chrishemsworth as a gift. "
onemillioncubs,Happy 84th birthday to Jimmie Schaeffer. He spent the 1963 and 1964 seasons with the Chicago Cubs. 
lollkieran,"Happy 84th Birthday Dad , We will be out having a pint next year all being well #lockdownUKnow"
JackieSmith_nmc,Skyped my father to wish him happy 84th birthday and asked him what he wanted as a gift. He said he wanted everyone to stay healthy and a pic of my mother in her baseball cap 
CamillaAlice92,"5 years since we said goodbye. Love and miss you so much. Happy 84th birthday Nan. We’ll all raise another glass to you today, even if we can’t be with Grandad in person. He’s still sure you come back to play silly tricks on him every now and then. Love you always Nan xxx "
upsherises_ie,"Find someone who will dance with you, even in quarantine Happy 84th birthday Mum. Cant wait to give you a proper hug #fromadistance"
ninny0410,"Margo Sylvia & The Tune Weavers - Come Back to Me https://youtu.be/TFu4NlYTEf0 via @YouTube Happy 84th Birthday in Heaven Margo Sylvia - April 4,1936 – October 25,1991"
Lauren_L_Adams,"Massive Happy 84th!!! Birthday to my wonderful Nanna Val Thank you for everything you've always and continue without hesitation, to do for Me and for all of us. We would be beyond lost… https://www.instagram.com/p/B-jg8HDAtUqHCxLBXQdDKh80rCBOnQGXgJLE1U0/?igshid=1egw0edxv1u1k"
runsforpinot,"Today is my grandmas 84th birthday. This is how we wished her a happy birthday. None of us can go in to see her, but we stood outside her condo and kept our distance from one another too. Glad we could do something, but it was still hard to not give her a hug #SocialDistancing"
og_ee,Happy 84th Birthday Mazz my G!!! @Mazzino_Z
AnthonyLMariani,"Happy 84th birthday to my Uncle Jerry! Sending him love and well wishes today. Aways quick with a joke and noted for his ability to get Santa Claus drunk and talk him into leaving us gifts, even if we were bad. "
shanencleduque,Happy 84th birthday lola!! last year pa yang mga picture na yan wala kasi tayong latest picture eh. mag iingat kayo jan lola sa probinsya! seeeyouusoon lola. iloveeyouuu mahal na mahal ka namin. thankuu! 
Ondisanityy,Happy 84th birthday lola miss you po 
s40friend3,Happy 84th #birthday to my dad today! He doesn’t Twitter but can we get a #shoutout 
rosemarie_sta,Happy 84th Birthday Lola Meling #FirstBirthdayinHeaven
mariabyford,"Happy 84th birthday to my lovely Dad, socially distanced and keeping safe with my Mum #StayHomeSaveLives"
Janetpe81585654,HAPPY 84th BIRTHDAY TONY HAVE A GREAT DAY 
akaephoenix,I got to wish my father a happy 84th birthday by phone. In 15 days I get to wish my mom a happy 81st....they are among my biggest blessings! What are you grateful for? #practicegratitude
PhilWolfFallout,@ShirleyScurry Happy 84th birthday grandma shirley from phil from the uk
JamesWoodFB,Happy 84th birthday (one day late) to former JWHS head coach Walter Barr! Coach Barr is the all-time leader in winning percentage (.750) for the Colonels and is #2 in victories. He was the head coach from 1967-1970 and 2005-2007 and led the team to a state championship in 1970. 
SadowyStudios,Happy 24th &amp; 84th Birthdays to our son @dsadowy10 and my Dad @welshclive today! The strangest one they’ve ever spent. #SocialDistancing to keep everyone safe.
Harris125Kate,"Happy 84th Birthday Tony, another lovely gentlemen, hopefully he's on the honours list next time around "
PaulaK66PTK,Awwww happy 84th birthday wishes to Tony and well done 48 Fighter Wing for that wonderful birthday gift 
kathymarkwick,Happy 84th Birthday to the legendary Tony Foulds. Tony is missing our @superjam &amp; Friendship Lunches which have ceased due to the corona virus. Today he will have a special mobile birthday Friendship Lunch delivered by @PJtaste @sheffield4c @ageuksheffield @EndLonelinessUK
izainmanzoor,Celebrating 84th Birth Anniversary of Mohsin-e-Pakistan Dr. Abdul Qadeer Khan . Happy Birthday to you Sir.! We cannot forget your services for Pakistan and every Pakistani who has some love for his country would have love for you... 
Kiko_Sakata,"Happy 84th birthday to former @MLB pitcher Ron Perranoski - led the NL in games pitched 3x, pitched 100+ IP in relief 7x, and led the AL in saves the first two seasons it was an official statistic (1969-70) - @Dodgers @Twins https://baseball.tomthress.com/StatTables/PlayerStats.php?id=perrr101"
DaysTwins,"Happy 84th Birthday to former #MNTwins LHP Ron Perranoski! After 7 seasons with the Dodgers, traded to the Twins (for Grant, Versailles) after the 1967 season. Spent 3 1/2 years with Twins and went 25-29 with a 3.00 ERA over 360 1/3 innings (244 games). Released July 1971."
dodgers_cards,"Happy 84th birthday to Ron Perranoski. Perranoski was the closer for some great Dodger teams in the 1960s. He even finished 4th in MVP voting in 1963 after winning 16 games in relief. He also spent 14 years as LA’s pitching coach, a span that included 2 Cy Young Award winners. "
Lucy_Hammo,It’s my grandma’s 84th birthday today. I am so sad not to see her and my family but technology meant we can see each other and cheers! So happy to see her on video - even if I only saw her forehead due to camera angle. 
DnCrnRps,My grandmas 84th birthday is tomorrow and I can’t even go see her to wish her a happy birthday. This sucks dude. I can’t wait until this is over I’m gonna go see her way more than I have 
jovyai,Fav pics Happy 84th Birthday Mamay. 
judivallejo,Happy 84th Birthday to this wonderful man I’m so blessed to call my Dad! Love you and hope you enjoy your day! 
Jonthoughts01,Celebrating 84th Birth Anniversary of Mohsin-e-Pakistan Dr. Abdul Qadeer Khan . Happy Birthday to you Sir...!!! #Team_Defenders #HBD_DrQadeer
sabelpaler,Happy 84th birthday Lolo &amp; Happy 2nd death anniversary Lola 
sumeet_tarasia,Happy Birthday Odisha..!! Happy 84th Utkal Dibasa #UtkalaDibasa #UtkalBibasa #utkaldivas #UtkalDiwas #Utkal #Kalinga #Odisha #OdishaDay #WednesdayWisdom #WednesdayVibes #WednesdayMotivation #WednesdayThoughts #PositiveVibesOnly #PositiveVibes
illinilegends,"• Happy 84th Birthday on Wednesday to @statebaseball legend Ron Perranoski. In 1963, he won 16 of 19 relief decisions for the Los Angeles Dodgers, who would go on to win that year's World Series in four consecutive games over the New York Yankees."
_AnsumanRath,"Glowing with Pride, Shining Bright ! Let the flames of Utkala, a land lit by an illustrious legacy of art, craft, beauty & passion burn bright & keep igniting our spirits forever. Happy 84th birthday to India's Best Kept Secret - Odisha ! #ଉତ୍କଳଦିବସ ର ଶୁଭେଛା ଓ ଅଭିନନ୍ଦନ"
