username,tweet
VitaleLaura,"Happy birthday John Winchester, you will always be Dean and Sam father for me. It Will be extraordinary if you say happy birthday to me tomorrow The 23rd. Kisses from Argentina"
issaeverysunday,happy 23rd birthday to my boothang; thank u for bringing so much joy and love in my life despite being countries away. I think it’s time to drink @yourfavfob
SloanJahonna,#따뜻한_봄에_와줘서_고마워_제노야 Happy Birthday Jeno! I hope your day is filled with love and joy! Even tho it's the 23rd in Korea it is my birthday right now in America so I feel kind of special sharing a day with you! Anyway Love you Jeno! 
hyuck__shine,"HAPPY BIRTHDAY JENO !! In America, it's not the 23rd yet but i know it is in South Korea so I'm going to wish this sweet boy a happy birthday today, I know I'm a couple hours late though. Love you Jeno, and happy birthday! #jeno #nctjeno #happybirthdayjeno"
JustCberra___,Happy 23rd Birthday MaFaku @Zandaa_ 
KarinPu26540425,happy birthday to you i'm in indonesia now it's the 23rd
GeorgeM78506424,Geoff would you pass this message on to your wife. (Oh that sounds weird to say but we both understand why.) Lindsay. We don't know each other but I know the 23rd is your birthday. My wife and I wish you a Happy Birthday!! 
Kuroiii13,"Since it's already the 23rd of April in here. Happy Birthday to our very own Queen, Makoto Niijima "
GeorgieKarram,Happy 23rd Quarantine Birthday to me As if I’m 23 
_phoebe101401,Happy 23rd Birthday Baron! i mean Tita Daniel Zildjian Benitez aka Zild @zildbenitez of IV of Spades! Iloveyou! @IVOFSDAPES #HappyBirthdayZild
EviverWorks," ""Learn to laugh at yourself...to kind of take the edge off, and because stuff like that brings a smile every once in a while when needed."" - John Cena, born April 23rd. Happy birthday, John, and may you keep us happily entertained for many years to come! @JohnCena"
SarahSaharudin,"Btw, happy birthday, Anas! May Allah ease your life in dunya and hereafter Wow you turn 23 on 23rd!"
kylatlas,Happy 23rd birthday to my favourite bassist @zildbenitez keep making good music mwa mwa ilysm hope to see u and the band dis 2020 huhu *cross fingers* #HAPPYZILDAY #BinataNaSiZild
biktoryateris,Happy 23rd Birthday Tita Zildjian! #BinataNaSiZild
maher_afif,"Many happy returns for the day. The 22nd birthday is always unique. From the 23rd onwards, great fun will be ahead."
spaceboyten,"jeno bday??? its jeno’s bday. did u know that today is april 23 which is jeno’s bday? jeno’s bday is today, april 23rd. it is april 23rd which means it is jeno’s bday. happy birthday jeno "
simpson_kristel,HAPPY 23RD BIRTHDAY ZILDJIAAANNNN!! @zildbenitez
Cydney_Leee,It’s Queen Cydney Day Happy 23rd Birthday to MEEEE 
TalaGwyneth,"HAPPY 23rd BIRTHDAY TITA ZILDDD!!! ALL SPADERS SPECIALLY ME REALLY LOVES AND ADMIRED YOU SO MUCH!! for us you're really one of the Best and our fave Bassist, Vocalist and keyboardist! #zildbenitez "
sooooNysHEE,Strong women are born on the 23rd of April! Happy birthday VP @lenirobredo dagos dagos lang po ang tunay na pagtabang. 
keytzzz,happy 23rd birthday to our bassist!!! @zildbenitez
ItsMePauline9,"HAPPY 23RD BIRTHDAY! to our amazing musician Daniel Zildjian G. Benitez, More Birthdays to come Enjoy your day! We love youuuu @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild"
ErcathP,#BinataNaSiZild Happy 23rd Birthday Zild Benitez God Bless! @zildbenitez
httpzin,HAPPY 23RD BIRTHDAY TO MY BABY DANIEL ZILDJIAN GARON BENITEZ!! ILY HUHU 
alexiahlsey,"Happy 23rd birthday to me!!!! I wish nothing but peace and happiness for the years ahead of me. Thank you Lord for all the blessings, for making me stronger everyday. I will be always grateful. "
blasterizm,HAPPY 23RD BIRTHDAY TO OUR AMAZING MUSICIAN @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild
araiarants,hAPPY 23rd BIRTHDAY! @zildbenitez #BinataNaSiZild #HAPPYZILDAY
dasyangcaballe2,@zildbenitez HAPPY 23RD BIRTHDAY TITA ZILD 
christinenvnez,Taken 9 years ago. Don’t forget to smile cos you know you’re beautiful. Happy 23rd birthday to my brotha @imamattstar love and miss u 
Euniversely,Happy 23rd Birthday!! @zildbenitez love you 
ivosmatters,"Happy 23rd Birthday, Zildjian, here's our surprise for you! We spaders wrote these wishes and greetings and we hope that we can make you the happiest on your special day. We Love You!"
Lupitahdz_17,"@BenkroTV Happy 23rd Birthday to my favorite human,ilysm Damiar! (YOURE GETTING OLD ) I know there’s not much you can do,but just have a chill day "
maclynseraspe,"happy 23rd birthday to you love! @zildbenitez saka na yung regalo mo 'pag tapos ng eqc ha. wish you all the best in life, remain being precious and awesome and cute and adorable (and funny). enjoy, may all your wishes and prayers come true. Godbless &amp; I LOVE U SO MUCH! "
aestriulia,"HAPPY 23RD BIRTHDAY, @zildbenitez!! Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild"
slaygihadid,ITS 12AM IN SINGAPORE. @GiGiHadid HAPPY 25TH BIRTHDAY ANGEL I LOVEEE YOUUU! We have something special for you but I’ll wait till it’s 23rd on your side 
blasterizm,Happy happy 23rd birthday to our amazing musician Thank you so much for writing and singing our inner thoughts. Keep doing you Enjoy your day! I love you Zildjian!! @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild
zldblstrbdj,HAPPY 23RD BIRTHDAY OUR ZILDJIAN BENITEZ!! BENTE TRES KANA AAAAHLABYU @zildbenitez #BinataNaSiZild #HappyZildDay #HAPPYZILDAY
peculiarspades,here's to more music pre @zildbenitez happy 23rd birthday #BinataNaSiZild
shuukankeyaki,"Happy 23rd Birthday to President of our ""Naako Naako Research Club"", Nagasawa Nanako #長沢菜々香 #長沢菜々香生誕祭"
jordiethecookie,"Happy 23rd birthday, my name is jordie, im a guy who's into traditional art and chatting to other charming artists, i also wont wont shut up about a monkey i made "
shiimiee,Happy birthday to my favorite hooman . The bassist of the band I love the most!!! Happy 23rd birthday @zildbenitez!!! 
magandangfan_,"To the bassist of IV of Spades, Happy 23rd Birthday! Stay who you are because You are an inspiration to many. You deserve all your achievements in life. Continue your music I love you so much and God bless always @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild"
Gisusgeist,its the 23rd here in asia so.. HAPPY HAPPY Birthday G!! @GiGiHadid
swe3tshad0w,"HAPPY HAPPY 23RD BIRTHDAY, @zildbenitez!!!! WE LOVE YOU!! PS. I MADE THIS FOR YOU!!! HBD Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild"
peculiarspades,3rd birthday celebration ko na to with zild huhu hAPPY 23rd birthday zildjian! #BinataNaSiZild #HAPPYZILDAY #ZildBentetrez #Zild23on23
yulahatdog,"happy 23rd birthday to my man, zildjian #Zild23on23 #ZildBentetrez @zildbenitez"
Katrnish,It's officially 23rd April in my country. Wishing a Happy Happy Happy Birthday to the most adorable and cutest Prince Louis of Cambridge aka the real life Boss Baby!!! 
delicate_jjk,"it's 23rd april here, so happy birthday @1XIXG !! &lt;3 "
blasterizm,"HAPPY HAPPY 23RD BIRTHDAY, DANIEL ZILDJIAN G. BENITEZ!!! I LOVE YOU!! @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild"
lamanglupa_,HAPPY 23rd BIRTHDAY @zildbenitez !!!! #BinataNaSiZild #HAPPYZILDAY
cath774400,HAPPY 23rd Birthday Daniel Zildjian!!! @zildbenitez Zild Bentetrez #HAPPYZILDAY #BinataNaSiZild
blastzildjao,"happy 23rd birthday to you love! @zildbenitez saka na yung regalo mo 'pag tapos ng eqc ha. wish you all the best in life, remain being precious and cool and and adorable (and funny). enjoy, may all your wishes and prayers come true. Godbless &amp; I LOVE U SO MUCH! "
yanii_chan372,happy 23rd birthday teata zild
santiagoralph_,hAPPY 23RD BIRTHDAY ZILD !!!!! #ZildBentetrez #Zild23on23 #HAPPYZILDAY #BinataNaSiZild
liz_keene,"@heyitssharla Happy Birthday for tomorrow (I'm on UK time!) I always remember your birthday, because mine is 23rd April as well!! "
nathan_morris10,"Happy 23rd Birthday Chloe, hope you have a good one x"
captivatedivos,HAPPY 23RD BIRTHDAY ZILD!!!!!! #HAPPYZILDDAY #BinataNaSiZild
dontcallmeriel,IT'S OFFICIALLY THE 23RD HAPPY BIRTHDAY BUBBA! 
klamrie,"Happy 23rd Birthday to you , my friend ! @arianaaa22 So happy to have met you Hope you have a great day ."
Mr_Mammal,"A Big Happy 23rd Birthday to @Robdawg422! Zoey and I love you Going to spend the day with her today, ill see you all tomorrow "
miraidani,Happy birthday love may your 23rd birthday be a blast and may happiness and blessings be with you all along the journey.
anpanmanjeno,"April 23rd is your birthday which means today is your birthday! Happy birthday my prince, my motivation, my everything! Can't believe ur 20 right now wishing you all the best, honey stay healty and be happy always i love u always xoxo #HAPPYJENODAY #OurPrinceJenoDay"
BonnieBooks1,@KensingtonRoyal It's the 23rd in Australia and New Zealand and Singapore so it's not too early to wish Prince Louis a very Happy 2nd Birthday. Hope it's an amazing one. 
districtnamu,"happy birthday jeno and chaeyoung!! literal angels are born on april 23rd, they're perfect examples #HappyJenoDay #따뜻한_봄에_와줘서_고마워_제노야 #OurPrinceJenoDay #SweetStrawberryChaeyoung #KindButNotSoft #HappyChaeyoungDay @JYPETWICE"
jaemion,"Today's is April 23rd, guess who's turning 21 today? Yep it's our huge puppy Lee Jeno!! Happy birthday dear Jeno may the best luck be with you, all your wishes be granted and happiness be surrounding you. #HappyJenoDay #따뜻한_봄에_와줘서_고마워_제노야 #OurPrinceJenoDay"
hyuckchanluv,"HAPPY BIRTHDAY JENO, TODAY IN MAY COUNTRY IS STILL 22ND, MEANS STILL MY BIRTHDAY. BUR TODAY TOO, IN YOUR COUNTRY IS ALREADY 23RD, MEANS YOUR BIRTHDAY. WE SHARE THE SAME BIRTHDAY HOURS "
MatthewAnthony0,Happy 23rd birthday to my mutha fuckin brotha from another mother!! Since day one brotha much love G have a good one @Ramirez11Johnny
nctmarklee,"Happy birthday Samoyed King, @jeinoIee! We ought to skip 23rd of April but no, I don’t have the heart to do it &lt;/3 Please enjoy your day to the fullest, buddy. Strive for greatness, always. I censored the darling because it’s an utter nonsense. "
WeavileAD,Happy birthday Kolae &lt;3
jenotfound,april 23rd also feels like a birthday for all the royals so happy jeno day everyone stay healthy &amp; hydrated oki !! jeno loves yall so much (.◜◡◝) ♡ and i do love yall too 
omiie91,It’s the 23rd here in Australia so..happy birthday! 
latasyabella,"April 23rd! Happy 20th birthday, Jeno! "
ivetev23,We have hundreds of videos and pics together but this one... this one was the start to our amazing friendship HAPPY 23rd BIRTHDAY TO MY DAY ONE 
TomodachiTalia,It’s April 23rd in Japan! You know what that means? It’s the Queen’s birthday. Happy Birthday to one and only Makoto Niijima!!! 
nyenyooow,"HAPPY BIRTHDAY PRINCE JENO - April 23rd, 2020 - #HappyJenoDay #따뜻한_봄에_와줘서_고마워_제노야 #OurPrinceJenoDay"
jenomyeonie,it's 23rd April! Happy birthday my dearest Lee Jeno Thankyou for existing and being my source of happiness don't forget to take care of yourself and please always be happy i love you a lot! xoxo. #HappyJenoDay #따뜻한_봄에_와줘서_고마워_제노야 #OurPrinceJenoDay
ichi_keyakizaka,Happy 23rd birthday! お別れは唐突でしたね。正直言って、寂しいです。でも、長沢さんなら、自らの才能を活かして他にも活躍できる世界があると思います。今度はその世界で輝くだろうと期待しております。益々のご活躍をお祈り申し上げます。またどこかで。良き年でありますように。#長沢菜々香生誕祭
peacyjhyun,"in April 23rd, a prince was born. to my precious baby boy, happy birthday @NCTsmtown_DREAM @NCTsmtown #HAPPYJENODAY"
leejenout,"Baby, happy 23rd date. It's also my birthday, today. But I wish for bunch of happiness for you. May God will always bless your life my darling. I love you. "
kstarlivecom,April 23rd Birthday: NCT's Jeno. Happy birthday and wish you all the best! 
kstarlivecom,April 23rd Birthday: TWICE's Chaeyoung. Happy birthday and wish you all the best! 
kstarlivecom,April 23rd Birthday: Kim Heeae. Happy birthday and wish you all the best! 
Fam_ovaevethang,Happy 23rd Birthday to 1/3 of the trio for life @_DeeThree_ Enjoy your day cousin
ET_Exists,"It’s officially April 23rd in Australia, and I want to wish a VERY HAPPY BIRTHDAY to my good friend @TomFulop! He has helped me get through the dark times in more ways than one and it’s because of people like him that I’m still in the fight to make science a better place for all!"
therealcoachv,https://youtu.be/TRFfSxt4j0M wishing my guy Cameron Ellis a happy birthday 23rd birthday today...i truly enjoyed coaching him from 2012-2015. @YaBoy_Brizzzy @Church1S @RomansWorld_ @Woosieteefs @LosDTaylor
berganbeni,Happy 23rd birthday to my HUSBAND! I couldn’t imagine this life without you! Thank you for being everything I could of ever wanted! Today we celebrate you! I love you. 
Aritra_9_Mondal,"If it is already 23rd April in Australia, then I would like to wish @TomFulop a very happy birthday! "
keIseyynicolee,"happy 23rd birthday loser!! @BenkroTV I hope you have a wonderful day, ilysm! "
tensendtweet,WAIT OMG ITS THE 23RD HAPPY BIRTHDAY JENO
fullsunhyucks,it’s the 23rd where i’m at sooooo happy birthday lee jeno! 
allenxjaem,"happy birthday for lee jeno!! march, 23rd 2000; Lee Jeno was born in this earth, and now we celebrate his birthday. Thank you so much for your hard work. You're so talented, Lee Jeno. Hope you always happy and health. GBU! #HAPPYJENODAY #따뜻한_봄에_와줘서_고마워_제노야"
hautnahdabei,"Happy birthday Today, on the 22nd April 2020, my 23rd birthday, and the day of earth — I celebrate life. For the first time, away from my family in my home country Germany, and in the middle of a global crisis.… https://www.instagram.com/p/B_SUBxdlovA/?igshid=ep3e8x90x6wq"
J_Krider_,It’s in me to leave my mark on this earth . Happy 23rd Birthday to me P.S Corona can you leave already ! #earthdaybaby #earthday #jordanyear23 
_silentacoustic,"lol I can’t believe i can’t remember if it’s the 22nd or 23rd. It’s so unlike me. Either way Happy Birthday, Friend. "
mreiter_,Happy 23rd birthday Animal Kingdom! 
DriveTheLanePod,"Happy 23rd Birthday to the 2020 #MetroMediaJam champion, @JoeySmoke14! All he wants for his big day is to be verified @verified"
asalways2J,[ Instagram Story Ads ] . Happy 23rd Birthday J A M Y J A M E S S Period : 26-30 April 2020 Project by ‘ asalways2J ‘ . ใครที่เจอแท็กมาอวดกันได้เลยน้า และเตรียมพบกับ Give Away for JMJ 23rd Birthday เร็วๆนี้นะคะ #JMJ23rdDay #JamyJamess #JMJDayxAsalways2J
MassageQueen904,Happy 23rd birthday @LMLatEveryone
BadlandsBigStix,Happy 23rd Birthday Michael Reddick! Have a great day and see ya in Dickinson soon for the 2020 season! #whodoesnthavetwitter – at Badland's 'Big Sticks' Baseball Club
TraceLarkhall,I absolutely love the fact that your birthday is almost but not quite the 23rd April. Have a very happy one!
taurusismagic,Happy Birthday if you were born on April 23rd.
fd_mardoqueu,"A Happy 23rd Birthday to @JillRoordNL and Have a Wonderful Day! (April 22nd, 1997) #WeAreTheArsenal #FIFAWWC #womeninfootball #teamflowsports "
jaemisyu,"happy bwesday lee nyenyo ! #幸せなミラド・ジェノ the 23rd of April is so special because the handsome talented man, lee jeno, was born ! it's your birthday, i hope you'll be happy endlessly. sijeunnie, royals and also me, love youu sooo matcha !!! "
iamshaileshsd,Advance Happy Birthday @JohnCena 23rd April 1977 @WWE #HBD #WWE #F9 @TheFastSaga #HappyBirthday #JohnCena
01Beeman,Happy birthday to my beautiful and spectacular wife. You are a great mom and an amazing woman. Your birthday should be as amazing as you are. I Hope your day is as amazing as you are. Have a good 23rd baby! 
KyleBair6,Happy Birthday to an amazing man that has done so much for me in my life but also things in others lives. We all love and appreciate you brother. Happy 23rd and many more after this 
laineyshep,@DUALIPA it’s my best friends Abigail’s 23rd bday on Friday and she ADORES you! Any chance of a really quick video message to say happy birthday that I can play to her at her lockdown Zoom bday party ! She’s an incredible gal like you ! 
aashishdhapola,Day 27: 7th day of #Lockdown2 With @RSSorg. Celebrating 23rd Birthday of our Beloved Nagar Pracharak @NareshS08106019 ji by helping poor &amp; needy during lockdown with @jitendrpant8485 ji. Wish you a very Happy Birthday Bhaisab 'सेवा परमो धर्म:' #CoronaWarriors #StayHomeStaySafe
PastorWandaV,Happy 23rd Birthday to my daughter Diamond... Always Mommy’s baby gurl. Soo proud of the young lady you have become #422 https://www.instagram.com/p/B_R9KI1hm2F/?igshid=v801noybcdqh
lauratrujir,"I've just watched the brief interview of @jimmykimmel with @TomHolland1996 and...weeeeeeeeell...the 23rd of November is my biiiiiiiiiirthday...mayyyyyybe Spiderman could make a video call ooooooooor even come to the party... By the way, happy birthday Spidey Billy "
1030eddyrick,"Sisz!!!!!! Sorry sorry sorry, basul ko basul ko. Happy 23rd Birthday kabsat. #CPASoon"
OCafferkey,"@martylyricfm could you say Happy birthday to Agnes Cafferkey, Rosses Point, cocooning in Rosses Point and celebrating a birthday today (well into her 80s) 23rd April ,avid listener ! All thinking of her !"
miedemastuff,"Happy 23rd birthday, @JillRoordNL "
FaultyMariah,Today is this lil shit's birthday. Happy 23rd DJ. 
irfantirmizi,Happy 23rd birthday
CaraMercer13,@thebodycoach It's my sons birthday tomorrow 23rd April please can he have a shout out Brody mercer from Stotfold Herts Happy 10th birthday Thank you.
Livlapinjones,"@thebodycoach My daughter Miranda and her Grandma Diana do your workout together everyday in separate cities, Leeds and Manchester, via video call. It’s Diana’s birthday on Thursday 23rd. Please wish her happy birthday. Thanks."
RangersFCDroit,All at Rangers wishing the club Treasurer / Goalkeeper / Goalkeeping coach / politician @JoeRobins97 a very happy 23rd birthday. Have a great day Lobins. Big love from the boys in blue 
FYLDEFANPAGE,HAPPY 23rd BIRTHDAY to former loanee Tom Holland! Tom joined on loan from Swansea City in January 2017 and stayed till the end of the season. He currently plays for The New Saints in the welsh premier league. Have a good day Tom! 
KeeyAguinaldo,Wala na pag asa ang legs ko mag gamay! Happy 23rd birthday self! 
HootiePgh,"does that make your birthday the 23rd? if so, happy early birthday! enjoy your day as best you can &amp; stay safe! (i won't be online tomorrow. funeral.)"
BlackFinnGypsy,Catch Eric #LilEazyE ⁦@ewrightjr⁩ on the #new #season of #GUHH #GrowingUpHipHop starting April 23rd which also happens to be Eric’s #Birthday #Compton to #Worldwide #LilEazyDuzIt #rp from #Canada in #support of my dear #friend! #Happy for you! https://www.instagram.com/tv/B_QkWt5HETO/?igshid=odmnw469n1fx
Hannah_Hannes,"Well I think she and her family often celebrated it on the 23rd, and I suspect she'd be glad of two birthdays, so keep celebrating! And happy birthday for tomorrow! I hope you and yours are safe and well."
drewwllace,well happy birthday to me!! Apr 23rd!
