username,tweet
PlantedWave5190,"Ah, the Game Boy... Who would've thought Kirby and Pokémon first appeared on this little handheld system? Also, happy 31st anniversary to Super Mario Land, which Princess Daisy made her debut! Happy birthday to her as well! :D"
DIYEdotnet,"Here is a Happy 31st birthday to the original Gameboy, which helped Carol Danvers patch a much-needed call for reinforcements! #diyentertainment #writing #creativity #editing #photography #wellness #nintendo… https://www.instagram.com/p/B_Q2AEOAaDH/?igshid=nau6cn5ysxz7"
MineCookiefan,Happy 31st birthday @NikkiCrossWWE!
TReese82,APR.26 B-DAYS:Happy 31st Birthday to TV Show Host Megan Thomas!
WrestlingNSuch,Want to wish a Happy 31st Birthday to one half of the @WWE #WomensTagTeamChampions with #LittleMissBliss @AlexaBliss_WWE #TheWhiteChocolateCheesecakeofSportsEntertainment @NikkiCrossWWE
ParkinJim,"Happy birthday from an internet randomer, and hope your 31st is less weird."
rmawesome500,"Happy 31st birthday, Game Boy! Hours and hours of pure joy! I asked for it when I was 8 when it launched, I got it at 18. Still have my pocket and love it to this day! Do you still have yours?! #GameBoy #Nintendo"
DarrylKeithFor1,"WWE: Happy 31st Birthday, Nikki Cross (April 21, 2020). @NikkiCrossWWE #NikkiCrossWWE #31stBirthday #April21st #April2020"
ViciousVixen421,Happy 31st birthday to my twinny twin twin. I’m thankful for her everyday and blessed to call my sister my best friend I love you. #HappyBirthday #Twinning #ForRealThough #Besties #LoveYou #80sBabies https://www.instagram.com/p/B_QgXMGFf1Y/?igshid=1j0ch1d4yaekj
FangDarius,Happy early birthday mine is on the 31st
ryan_cummins84,Happy 31st Birthday #GameBoy!
John81262528,"Happy 31st Birthday, Daisy!"
Chicag_no,"""Happy 31st Birthday"" Not sure whether is better or worse that at 31 year old got this cake"
nanaaki_77th,Happy 31st Birthday GameBoy https://youtu.be/xacEZhhqgrU @YouTubeさんから
Dad_Bod_Gamer,HAPPY 31ST BIRTHDAY #GAMEBOY 
AfterLi51707799,Happy 31st Birthday Daisy!!! #PrincessDaisy #SuperMario
peachtoadstooIs,thinking of the time daisy ended waluigis career on her 31st anniversary happy birthday kween 
JamieMinolta,#MK8D #NintendoSwitch Happy 31st Anniversary/Birthday To Princess Daisy! 
SuperChrisBros, Happy Birthday #PrincessDaisy &amp; Super Mario Land 31st Anniversary 
prime_retro,Happy 31st birthday to the Gameboy! Here is my slowly growing collection #Gameboy
aaliyah_rosado,happy 31st birthday Princess Daisy
nes1up,Happy 31st birthday #Gameboy! #retrogaming #nintendo
mvrgielaa,"My girl got me GREAT seats to @theweeknd concert, for my birthday. ...problem is, we don’t know if they’re going to cancel it. ...extremely grateful for my gift tho. Happy 31st to me. XOXO"
Jordan48086342,happy 31st birthday to 2x Wwe Women’s Tag Team Champion Nikki Cross 
AustinaAgulara,Happy birthday beautiful! hope your 31st is a great day! #lovethelook
RetroBreakGames,Happy 31st Birthday to the Gameboy! My favourite system to collect for! So many great games for the system! :D what are some of yours? #Gameboy #Gameboy31 #Retrogaming #Gamersunite
DaisyCutieLover,Happy 31st Birthday! 
50TysonOfficial,"50 Tyson Say's Happy 31st Birthday To nikkicrosswwe @Minneapolis, Minnesota https://www.instagram.com/p/B_P2R_Dh-_C/?igshid=127iuupz2j7gd"
50TysonOfficial,"Happy 31st Birthday To nikkicrosswwe @Orlando, Florida https://www.instagram.com/p/B_Pzz3LBcMP/?igshid=3rmzvzkpv5o"
50TysonOfficial,Happy 31st Birthday To @NikkiCrossWWE
Castle_Kingsley,"I just wanted to say a Happy 31st Birthday to one of my favourite characters of all time. Daisy, the most beautiful Princess of the four kingdoms of the Sarasaland. #PrincessDaisy"
Snesei,Happy 31st Birthday to the OG Gameboy 
the_boyks,Happy 31st birthday Game Boy! You big ol' grey brick you. 
radiantshooketh,"Today is Princess Daisy's 31st birthday! Happy Birthday to my daughter and best girl, the superior princess in the Super Mario series! #PrincessDaisy #anniversary"
GifZelda,"Happy 31st Birthday to the Nintendo Game Boy which was released on April 21st, 1989! "
Ann06957684,Happy birthday Chris. Keep your chin up mate.
yellowrose11072,"Happy 31st birthday to my son, Cody. I love you! Have a fantastic day! https://www.instagram.com/p/B_PuG54JKNRtJRRqUZTjehonjxGg-HxfMGpO1E0/?igshid=fpu4hbpl72dj"
MikeThickett85,@CapitalOfficial please can you wish my amazing wife chelsea thickett a happy 31st birthday and happy 8th wedding anniversary (both today) we are currently painting in the garden and playing with our 4 wonderful children thank you
WioWPodcast,"Happy 31st Birthday Game Boy! The Nintendo Game Boy and its successor, the Game Boy Color, sold over 118 million units worldwide. The Game Boy's excellent battery life, rugged hardware, and the popularity of Tetris fueled its early success. #gamers #RETROGAMING"
CircuitBird,"Happy 31st birthday, Game Boy. &lt;3"
ninsoup,"Happy 31st Birthday, Game Boy! https://nintendosoup.com/happy-31st-birthday-game-boy/"
basnettdavid1,Wrestling Happy 31st Birthday to former @ProWrestlingEVE @WWENXT and current @WWE wrestler @NikkiCrossWWE #BOTD #Sanity
Lord_Arse,Happy 31st birthday to the Nintendo Game Boy! This legendary handheld was released in Japan on 21st April 1989. Do you still have yours? 
toko1029_bd, Happy 31st birthday ﾊﾟﾁﾊﾟﾁﾊﾟﾁ お寿司 とお味噌汁 いちごサンド も全部 おいしそうだったなぁ ( ˊᵕˋ )♪
IL0VEthe80s,Happy 31st Birthday to the GAME BOY which was first released in Japan on 21 April 1989. What games on it did you play? 
2Mongezi,"Happy 31st Birthday to the Current 2x WWE Women Tag Team Champion @NikkiCrossWWE , I hope you have a great Day with @KillianDain and @AlexaBliss_WWE on this Special Day today ."
SoozUK,Happy 31st Birthday to the Game Boy! On motorway journeys at night I could still play Mario if I tilted the screen towards the streetlamps and gave myself neck-ache. 
putting_gott,"Happy 31st birthday to the Nintendo Game Boy. This Game Boy inspired minigolf course graffiti art can be found at Ghetto Golf in Byker, Newcastle upon Tyne https://hamandeggerfiles.blogspot.com/2019/08/ghetto-golf-at-hoults-yard-in-byker-newcastle.html @ghettogolf_ #graffitiart #crazygolf #nintendogameboy #retrogaming #minigolf"
putting_gott,"Happy 31st birthday to the Nintendo Game Boy. This Game Boy inspired graffiti art can be found on the Ghetto Golf indoor minigolf course at the Custard Factory in Digbeth, Birmingham https://hamandeggerfiles.blogspot.com/2018/08/ghetto-golf-at-the-custard-factory-in-digbeth-birmingham.html @ghettogolfbrum #crazygolf #minigolf #nintendogameboy #retrogaming"
putting_gott,Happy 31st birthday to the Nintendo Game Boy. This Game Boy inspired hole can be found at Teezers in Coventry. We played there a year ago today (it was course visit number 865) https://hamandeggerfiles.blogspot.com/2019/04/teezers-retro-golf-course-in-coventry.html @TeezersCoventry #minigolf #crazygolf #nintendogameboy #retrogaming
yonayona_anko,#モノクロにするとカッコ良く見える Happy 31st birthday 
Diamante_Loco,"Happy 31st Birthday to the original @Nintendo #GameBoy ! Was released on April 21st, 1989 (with a @NintendoAmerica release three months later on July 31st, 1989) Thanks for all the childhood memories "
AmbLaraCrux,"It’s my birthday, and I’m super proud of how far I’ve come. It’s the herald of the early 30s...happy 31st, baby...keep being amazing. The best of it is here!!! #Being31 #madeinthe1980s… https://www.instagram.com/p/B_O1ay9JjYfi3BFDaWC0R-pN7naOsKBp6ki_FU0/?igshid=1r9r0oft5f4c0"
KuchingKing888,Happy 31st Birthday Nintendo Game Boy handheld gaming device! Today is the 31st anniversary of the release of Game Boy in Japan Buy Game Boy games here on @playasia #Nintendo #GameBoy #8Bit #ゲームボーイ #ゲームボーイの日 #VideoGames #RetroGaming https://www.play-asia.com/games/retro_gaming/nintendo/gameboy/14/716?tagid=211836
clownclovers,"OMG IT IS KAWAII, HAPPY 31ST BIRTHDAY MEGANNNN"
MikeeBalogo,"Happy 31st birthday, Vaughn! "
VII_XV_XCIV,Happy 31st birthday MEHO #Resteasy
FarrahWilson1,"Repost @CarolVickiFan by media.repost: April 20: Happy 31st Birthday to Carlos Valdes #carlosvaldes #actor #theflash #bornonthisday #happybirthday #AprilBirthdays #April #quotes @Darlington, South Carolina https://www.instagram.com/p/B_OcnjvHGcp/?igshid=1nini44mb0gzf"
ProdigyParadox,"Today Is The 31st Anniversary Of The Japanese Release Of The Nintendo Gameboy! The Gameboy Is Something So Dear To Me, From My Earliest Memories Of Playing Pokémon, To Super Mario land And Many Other Classics! Happy Birthday To A True Legend! #Nintendo #GameBoy #Memories"
theGRINGO64,"Happy 31st Birthday to my beautiful, loving, and hardworking wife. You’re more beautiful with every passing year. Also, Claire was not interested in looking at the camera and instead wanted cake...can you tell? https://www.instagram.com/p/B_OWB2KJqG9/?igshid=8m1uztm31hde"
TalTallon,Happy 31st birthday to this beautiful thicc boi 
EyeinAfrica,HAPPY BIRTHDAY!!! Multi-Talented Comedian Lasisi Elenu Celebrates His 31St Birthday Today (Drop Your Wishes) » Naijaloaded https://eyeinafrica.com/happy-birthday-multi-talented-comedian-lasisi-elenu-celebrates-his-31st-birthday-today-drop-your-wishes-naijaloaded/ #trending
smoothkomaeda,HAPPY 31ST BIRTHDAY MEGAN
pauldearden613,Happy Birthday Jeremiah. Hoping you have a successful year (and a better 31st birthday party maybe?)
btj_xo,happy heavenly 31st birthday Jeffrey love you and miss you so much #fuckcancer
carlitabanana,@mattwasfunny today is my husband’s 31st birthday! He loves HQ and plays daily. Please wish Mikes734 a happy birthday!
Wikimon_news,"Happy 31st birthday to YouTuber HIKAKIN (@hikakin), who played Hikajirou in #DigimonUniverseAppliMonsters! One of Hikajirou's App Tube videos shows him attempting to eat a giant gummy snake, a parody of one of HIKAKIN's popular videos! #Digimon #デジモン #Appmon #アプモン"
VaguelyEthereal,Happy 31st Birthday @Tha_Los !
maryellen622,"I have a tall kiddo that is 26, he wears a size 15 shoe. Nearly impossible to buy for, best of luck to you. Happy 31st Birthday to your son!"
KJoy_Beauty89,Yes! Snagged the hoodie and mirror that I wanted for my birthday! Happy 31st to me! @JeffreeStar
wolfmomz,"Ooh, happy birthday "
RipGuruJeremy,"Y’all let this lil adorable nigga ruin so many of your days with tweets . I love it. I miss you man. Happy 31st birthday, Jerry “Popson” Brown. "
february_31st,@ObiWanManobi happy birthday!!
_KurtRamon,It’s my big sister’s 31st birthday! Happy Birthday Kid! (This picture captures just how much of a giant I really Am) 
RedditFlash,Happy 31st birthday to Carlos Valdés the actor who plays Cisco via /r/FlashTV https://ift.tt/3an5ugx | We have a discord! Link in Bio!
RedditFlash,Happy 31st birthday Carlos Valdes! via /r/FlashTV https://ift.tt/2XPWfTf | We have a discord! Link in Bio!
yyassan33,Happy 31st birthday!! いい１年になりますよーに！ お祝いにケーキ食べるよー ケーキ食べれたかなー？ #まえだゆう
SriSubodhKmr,"Today is the 31st Birth Anniversary of #Martyr #CaptainTusharMahajan, #ShauryaChakra of 9 PARA SF. He laid down his life while fighting with terrorists inside @JKEDI4U building #Pampore in #Pulwama on 21/02/2016. Here's wishing a happy birthday to you bro.Keep inspiring us. "
kbhan89,"Today is the 31st Birthday of Martyr Captain #TusharMahajan ,Souraya chakra .Join with us to wish him "" Happy birth day ""&amp; to offer your floral tributes to him. @proudhampur"
_marjoriebrown,Happy 31st birthday to my big brother Jerry (Popson to some of y’all). I miss starting today off with sending you a “Happy Birthday Ugly!” message. I miss getting my “Thank you Black! Love you” message back. I miss every part of you every day. 
georgiamack98,Happy 31st Birthday Carlos @Tha_Los xox
AzPremierLeague,Happy 31st Birthday! Sergei Zenjov (Estonian national and former Gabala footballer) 2015/17 - 47 Games / 8 Goals #PaljuÕnneSünnipäevaks #Eesti #Jalgpallur #20April #APL #smallstreamersconnect #streamacademy #worthing #zerodechet #indiedev #HBD #Today
malusi_February,Happy 31st birthday Zanele to many more years 
zanele_01,"Hey big head happy 31st birthday,I am proud of you and all you have overcome,you are beautiful,strong,powerful and overall an amazing woman....here is to many more amazing years "
Heez_Fancyb,Happy birthday to you Long life and prosperity I say amen to all your secret prayers This post is valid till 31st December ‍ 
SugarPie4Geo,Wishing my dear friend @JDCurnow a very HAPPY 31st BIRTHDAY...I wish you the most amazing day &amp; an even better year ahead &amp; beyond... 
BennyBo33284781,Happy 31st Birthday @JosiahBrooks
BFC_ExPlayers,Happy 31st Birthday today to former Pool forward ... Sergei Zenzov Hope you have a great day Sergei ! 
Raaahmon,Happy birthday laisi..
koshur19,"Join with me to wish him ""Happy birthday"" Today is the 31st Birthday of Martyr Captain Tushar Mahajan, ""Souraya chakra"" Capt Tushar 9-PARA SF attained martyrdom on 21 Feb 2016 fighting terrorists in Pampore KASHMIR. from Udhampur, Jammu THE REAL HEROES OF INDIA "
Ann06957684,"Happy 75th birthday, you made a very wise choice it could have ruined your day. "
jammu_tweeter,"Today is the 31st Birth Anniversary of #Martyr #CaptainTusharMahajan, #ShauryaChakra of 9 PARA SF. He laid down his life while fighting with terrorists inside @JKEDI4U building @#Pampore in #Pulwama on 21/02/2016. Here's wishing a happy birthday to you bro.Keep inspiring us. "
SouravArts,"Join with me to wish him ""Happy birthday"" Today is the 31st Birthday of Martyr Captain Tushar Mahajan, ""Souraya chakra"" Capt Tushar 9-PARA SF attained martyrdom on 21 Feb 2016 fighting terrorists in Pampore KASHMIR. from Udhampur, Jammu THE REAL HEROES OF INDIA "
dfan6689,"Happy birthday! I hope you have a wonderful day, do something to pamper yourself!"
SMarieFetzer,Happy 31st Birthday @Tha_Los
ShannonDee20,"@BrendanSchaub Hey Thiccc boy it’s 4/20 in Australia and it’s my 31st birthday and all I want for my birthday is a Thiccc boy hoodie if there’s any way you could make this happen you would make my thiccc Australian, Snake dodging, Kangaroo boxing ass so happy."
manhasvikas41,"So what in canvas? You still shine among us, Like a guiding star You show us the path As we hold you in our memory - Our loving CHOTU. Will meet you again someday somewhere . Today it’s 31st birthday of CHOTU. Happy birthday CAPTAIN TUSHAR MAHAJAN | 9 PARA | SHAURYA CHAKRA |. "
InTheNickATime,Before another day goes by I wanted to wish my wifey a Happy 31st Birthday. Every year you become more beautiful and intelligent. I love you. I hope you enjoyed your 3 course quarantine B-Day meal. 
HollYWooD_31st,".. Y'all help me wish My Bro the best Barber in the world A Happy Birthday And Many more blood stoneyy_stone31 enjoy ur day blood @Lincoln Manor, District 3 https://www.instagram.com/p/B_LZjVylyEz/?igshid=3b584ohtuqgv"
crayolabrown92,Happy 31st Birthday @NATO_JENKINS Love you so much Big Bro and I’m so glad you got to come home for a visit last year. We gotta get a sibling trip on the books Love you big head!
ProdigyParadox,"4/19/2020 Today Is Simu Liu’s 31st Birthday! As Someone Who Is Anticipating The Shang-Chi And The Legend Of The Ten Rings Movie, I Can’t Wait To See What Simu Does With A Character With The Most Potential! I Wish Him A Happy Birthday And To Have A Great Day! #SimuLiu #ShangChi"
1stlady26,Happy 31st birthday Chris I wish you were here so me and dallas can celebrate with u the right way.#WeMissYou 
SanDiegoNAACP,Happy Earth Day and Happy 31st Birthday to WorldBeat Cultural Center! https://buff.ly/34LbvT5 #worldbeat #EarthDay #naacpsd #naacp
elvismemphis,"John if possible could you wish my Son a happy 31st Birthday for tomorrow, he's a massive Dr Who Fan Thanks"
itsyagirlkrissy,"y'all better not forget to wish me a happy birthday from May 1st-31st. There's no excuse now, it's for 31 days. "
OfficialTeroy,"Oct 31st,2019..... was the last time I got to hang out with you... Happy birthday prophyte. R.I.P. "
socapatriots,HAPPY 31st BIRTHDAY; Jesse Were @ZescoUnitedFC all time record goal scorer.(94-goals) @tusker_fc all time record goal scorer. (46-goals) @jessewere #soccerpatriots #GiftedEra
Taxer89,Happy 31st quarantine birthday muchacha !! Que te la pases bien 
JayDaVet2,Yall take a second to wish my cousin/brother a HAPPY 31st BIRTHDAY Enjoy your day much as u can old man https://www.instagram.com/p/B_K1xEsAviB5dNsA3puCrnA59w57jLMoFhg1jA0/?igshid=gtvst2x23nm3
FarOutToysInc,Happy 31st Birthday to future Marvel star Simu Liu! 
Philile_N,Happy 31st birthday to me 
ESPN_Caribbean,"Jason Gillespie knows how to celebrate a birthday. On his 31st, in what was his final Test, he gave the most remarkable performance - an unbeaten 201, the highest score by a nightwatchman. Happy birthday to one of Australia's finest @dizzy259! #Cricket #ESPNCaribbean"
ayyydi,"Happy belated birthday! Expect to wait ages for the controller though, I ordered mine March 31st and it's still processing lmao"
KieranAVA,"Happy Birthday! My own is in a few weeks, I'll be 30! Wanted to go abroad for it but oh well, it'll have to be for the 31st instead. "
Official_WSR,Wishing @samtordoff - four times a #BTCC race winner with us in the BMW 125i M Sport - a very happy 31st birthday. 
ByronGalyer,"Oh, yeah. Happy 3rd birthday to the bottle of bourbon in the kitchen cupboard. Should've said that on 31st Dec"
GoalAfrica,Happy 31st birthday to Jesse Were of @ZescoUnitedFC! Should he be a regular for national team Harambee Stars?
WombourneWWFC,Happy 31st Birthday to Kit Model and Full Back Extraordinaire @MatthewJSidaway 
YOSEOBIEtch,"Happy 31st birthday to my love, #JingBoran. You will always be the ultimate boyfriend, leading man for me, the main reason why I watch unsubbed Chinese shows just to see you...i love your smile, your laugh, your voice, everything... "
ToekneeQ,"Happy 31st Birthday! You are actually starting your on your 32nd year of life, but we don’t get credit until after the year we lived is over! Hope you are well!! "
romanoffffs,Happy 31st birthday to Simu Liu ! Glad to see you as Shang Chi next year. #happybirthdaysimuliu #marvel
COYIrons_com," Happy 31st Birthday, Arnie Disrespected the club but there's no denying how big of a player he was #WHUFC"
thu2ka_Mlotshwa,Happy 31st birthday 
HSV_English,"Happy 31st birthday to Tom Mickel Hope you enjoy a relaxing day, Tom! #nurderHSV"
BroadcastMoose,Happy 31st Birthday to former @WestHam &amp; @WatfordFC midfielder Valon Behrami have a great day my friend
MarkMmmac,Happy Birthday Joe Hart who turns 33 today........Joe’s Premier League 2014/15 match worn shirt v Chelsea...31st January 2015 
abirosenewc,Happy 31st birthday to my amazing brother it’s been such a tough year losing his son and my gorgeous nephew but I’m so proud of him daily and I look up to him more than he’ll ever know! Happy bday bro!! wish I could celebrate and see you!
february_31st,Happy birthday omie! Have a good one
garfieldmf54,Happy 31st Birthday to my beautiful angel. I still can't believe it's already 4yrs that you have been gone. I miss your smile and how you always made me laugh and happy being with you. I… https://www.instagram.com/p/B_J39b4AL8WH5KmCg_cSib6bxgdlRQP-chiY7M0/?igshid=1k673en0o6qi1
sportspuffkenya,Happy Birthday Marko Arnautović! The Shanghai SIPG Striker is celebrating his 31st Birthday. Inter Milan Serie A Coppa Italia UEFA Champions League He was named West Ham United's Hammer of the Year (2017–18) and the 2018 Austrian Footballer of the Year. 
justdianarodeo,"Hi Chanie, thank u for being strong. stay healthy always and remember that babyz still care for you. we will wait for BAP to reunite again. we love you and be happy. happy 31st birthday Tatsmato #Himchan31stBirthdayEvent #HappyHimJjangDay"
ninetyonesuns,"Happy 31st Birthday to Canadian actor, writer and stuntman, #SimuLiu. He is currently best known for the role of Jung in the CBC Television sitcom #KimsConvenience, although he will soon portray the superhero… https://www.instagram.com/p/B_JsXWdDE8J/?igshid=jx62ranbha9n"
Whitney18789397,Happy 31st quarantined birthday to me!!! Went to #olivegarden for Takeout dinner and brought it home to eat so @GovAndyBeshear would be proud!!
ESPNcricinfo,"Jason Gillespie! He knew how to celebrate a birthday On his 31st, he gave the most remarkable performance of all - an unbeaten 201, the highest score by a nightwatchman Happy birthday to one of Australia's finest, @dizzy259 "
cricbuzz,Happy Birthday to Jason Gillespie . . Do you remember how @dizzy259 celebrated his 31st birthday in 2006? 
CMar49,"Happy Birthday to you! My son's 31st birthday was last Monday. He asked me to teach him how to make family favorite cake, so that's what we did. Son: you always complained about how much work it was. Now I know you were right. Also, the cake was abfab as always"
february_31st,"@nah_im_abdulla happy birthday, my dude!!"
JanetNicole11,"Today would of been your 31st Happy Birthday to one of my bestest friends Love you and miss you always, sending some balloons to ya. #NeverForgotten"
Oh_Katie_Babie,It’s my 31st birthday! Happy birthday to us!!!
63GBPackerfan,Happy 31st Birthday Don. @Barclay_64 Hope you have a great one. 
shehu1k,"Happy blessed 31st birthday to this Queen! From nursing school, our fitness journey until now, she has always been there with me through thick and thin the last few years. Once this quarantine is over, WE FENNA SHOW UP AND SHOW OUT!! #bestie"
modelbehavior81,Happy Birthday Mr. Woods! I’ll be celebrating my 31st today with you Cheers! 
EclecticMommaZ,"Happy, happy birthday! ~ You say it's your birthday, it's my birthday too yeah! Happy birthday to you both. Btw, April 29 will be my 64th birthday and my son's 31st. I had him on my birthday too."
Charles_WMS,Happy birthday to me! Glad to have the love and support of my friends family and my Tmo family! Thank you for #beingwithme #31st 
undomaggie,Happy 31st birthday to my #1 @adamjwolbert 
PhoenixGeijutsu,Wanna wish my brother @RobertChaos a very happy 31st Birthday (you old bro! ) hope you have a good one brother! Card and additional gift in transit! 
dramapotatoe,"Happy 31st birthday to #JingBoran! The singer turned actor is best known for his roles in #MonsterHunt, #UsandThem, #TimeRaiders, #LostandLove, #LoveO2O (film), #TheShadowPlay and more. Catch him next in #TheLoveofHypnosis and #DaoQuangCi! #井柏然"
BennuByrd,Happy Heavenly Birthday Cuzzo Man we miss you down here Dominique Imma get a Super Bag For You Today Den Later Imma Pop A Bottle and Toast to your 31st Blow 1 for u cuzz. I remember our adventures… https://www.instagram.com/p/B_IIy80hAoh/?igshid=nt8hc3xsegra
PJ_onestar,Happy 31st birthday @BAP_Himchan #HappyHimJjangDay
jeck61_,"Before the day ends, I'd like to greet my 1st bias — Jessica. Happy 31st birthday Jessica! "
LSThrasher04,Wishing a very happy 31st birthday to @ChristianAllen1!
SamLegg1,"@WVUSports @WVUfootball @SV_Sports @WVUVarsityClub @BlueGoldNews @WVSportsDotCom Happy 31st birthday to former WVU('08-'11) &amp; NFL gridder, #64 All-American OL Don @Barclay_64 Barclay."
chescajoy1,"It'll always be you The person i think about every single day, the person who would always be there beside me, the person who makes me laugh more than anyone else in the whole wide world! I see you in everything Becky My sparkle was you Happy 31st Birthday beautiful "
GeorgeSchmidt67,Happy 31st Birthday to ALIA SHAWKAT 
AfterTheJumpNBA,#RT @NBA: Join us in wishing @44Bojan of the @utahjazz a HAPPY 31st BIRTHDAY! #NBABDAY #TakeNote
NBA,Join us in wishing @44Bojan of the @utahjazz a HAPPY 31st BIRTHDAY! #NBABDAY #TakeNote pic.twitter.com/phtD0kmXNS
Josalynnnicole,"@KrypticKoalaYT &amp; i have the same birthday, happy belated 31st "
IglesPreyFamily,¡Feliz 31 cumpleaños @AnaBoyerP! Happy 31st Birthday Ana! #anaboyer #fernandoverdasco #anaboyerpreysler #isabelpreysler #iglesias #enriqueiglesias #julioiglesiasjr #энрикеиглесиас #иглесиас #хулиоглесиасмладший #фернандовердаско #вердаско #verdasco
31st_february,Happy Birthday @RubikaLiyaquat
JazzNationCP,Join Jazz Nation in wishing Bojan Bogdanovic a happy 31st birthday! #NBA #Jazz
beckgirl231,I want to give our Son @bertrang_jr a Happy Happy 31st Birthday just want you to know that I am super Proud of All you've accomplished &amp; All the trials &amp; obstacles you have endured over… https://www.instagram.com/p/B_HM3fRDiPE0IIb4INKI2ur9a-_FFiK6uqub2U0/?igshid=1lvcmbozf91xv
twicepinkvelve7,Happy 31st birthday to my one of my most favourite people ever! 
MsZebraPrint,Happy 31st birthday brother @OJTheKing 
srgverse,"more than 9 years later, im still your bitch. happy 31st birthday, jessica "
jongdinodae21,"Happy 31st Birthday dear Jessica Jung. Wish you all the best and always happy. Don'worry, no matter what happened i always by your side. I love you "
snsd_OT9Forever,"Here we are still strong and shining Golden Stars in our Golden Sky Happy 31st birthday Queen, MaoMao, Leelawadee, GorJess, Ice Princess, JessiCat &amp; Golden Star Jessica Jung We are always here with you supporting you no matter what #HappyJessicaJungDay #HappyJessicaDay"
jsyjungss,"Happy 31st Birthday, Ice Princess #HappyJessicaJungDay"
samanthalynn913,Happy 31st Birthday to Mr. @Avi_Kaplan! digital art by: me!!
CynthiaMay86,"Happy Freaking Birthday @Avi_Kaplan !!! The timing really sucks but at least you are here to see your 31st birthday! I hope you see all of our love online today and know, although you may be physically alone, you are not alone, we are all here with you!!! We love you so much! "
Amanda08149854,Happy 31st birthday to my soldier my my husband 
dutchcock71,Happy 31st birthday
NFFC,THANK YOU Here is police officer Matt who is celebrating his 31st birthday today - keep up the great work and happy birthday from all at #NFFC! Send in your pictures to keyworkers@nottinghamforest.co.uk
MonkeyWhovian,I want to wish this amazing man a very happy 31st birthday!! @Avi_Kaplan your voice and music have helped me through hard times for longer than you know! Thank you for being you! I hope you got your amazing shirt! Happy happy birthday Avi! 
jiibon28,"Happy happy 31st birthday, Auntie Bellee! @NialLee18 Hope miskan di mo kagawas dana’s blay, magenjoy japon ka sa imo day. Slice2 nlang sa dana ug karton na cake, kaon ug pan na porma’g lechon, ug blow sa kalayo gkan sa stove para happy na, birthday pa. "
