username,tweet
talk2benswwaggs,"Friday been 24th is my birthday ...God reigns supreme ,happy birthday in advance for me"
9xmine,"Happy 24th Birthday to the beautiful Nakao Shota! Shotaman thank you for supplying nothing but happiness to everyone around you. Keep dancing love, paint the world pink! It's your day angel. We know you're always here with us. Fantastic9 always &lt;3 1996.04.23 - 2018.07.6"
princelee_,Happy 24th Birthday brodie . super throwback 
K_mori613,Happy 24th birthday. I hope you can see your dance someday again. 
_imallthat,"at times i don’t know what to say and all i do is pray day to day. but still i feel my strength might die, like right now i’m trying hard not to cry.. even when i close my eyes i still see it, damn i just don’t believe it. happy 24th birthday fatty. long live my baby "
_JuliaFW,Happy 24th birthday boyfriend 
hwangwinkieee,HAPPY 24th BIRTHDAY DELL @choadell_ 
DamiOkekunjo,Daniel Daodu 24th April. Happy birthday big Bro. God bless you. Plenty love from Sese &amp; Tofunmi 
Ace95Boiler16,"Morning, y'all. It's Wednesday, April 22, 2020. Happy birthday to former Cub Mickey Morandini. He was 24th in the NL MVP voting in 1998, as the Cubs made the playoffs for the first time in 9 years. "
jessdonougher_,Happy 24th Birthday benm16 hope you have the best day in isolation! Celebrations when this is all over https://www.instagram.com/p/B_STIUWnyDC/?igshid=y4uj848o7fzl
shea_collins,Happy 24th birthday @princetonperez a legend that died and another one is living 
AtiliahH,Happy 24th birthday Tasha! Stay adorable 
Mass_Haas,"Continuing the campaign of ""Brighten Their Day"" Birthday Greetings for the #Brewers farmhands on Twitter, Happy 24th to 2019 @CarolinaMudcats and @BiloxiShuckers RHP Bowden Francis (@Bowdenpoint0), coming off a very productive season. Enjoy!"
Allie__Stewart,"Happy 24th Birthday, Drew!! You remind me just how good it can get https://www.instagram.com/p/B_SJ47_HkAknECQhGIPHtjFIBJKYY8Zgm0UaF80/?igshid=smd6gb5zp0fu"
UtdWays,"Happy 24th Birthday, Kieran O'Hara! #mufc"
jenfrye00,Happy 24th birthday to my baby boy! I love you big Lee! 
baekon1996,Happy 24th birthday to me! 
world_of_bl_com,"Happy 24th Birthday to Huang Juan Zhi, who played Yu Xi Gu in History 3 Make Our Days Count. http://world-of-bl.com #worldofbl"
chfilmmaking,HAPPY 24TH BIRTHDAY TO MYSELF TODAY!!!! 
BlesynAffia,Oops! Happy birthday already Cindy. The D-day is the 24th but we still celebrate your beautiful age already. My love and hugs to her My President https://twitter.com/realDonaldTrump/status/1252915913835364353
flightawaycv,happy birthday lavender &lt;3
TheWeirdAl,"happy 50th birthday to Earth Day, happy 24th to me "
MzansisRugby,"Happy 24th Birthday to the speediest scrumhalf we know, @Hersch_Jantjies "
mangamphande,Happy 24th birthday Mzati 
S_FactorAgency,Happy 24th Birthday to @Springboks scrumhalf @Hersch_9. The ferocious has scored some wonderful tries for the Bokke since making his debut on the 20th July 2019 (vs @wallabies ). - 10 Caps. - 4 Tries. - 2019 @rugbyworldcup. @THESTORMERS | #HappyBirthday
NeilAWhiteley,Happy birthday for 24th June Geoff I had a weird dream about buying myself a 49th birthday card last night. Age anxiety.
DeeyaMuhammad,Happy birthday Allah ya karo shekaru masu Albarka 
gems_alterego,HAPPY 24TH BIRTHDAY sa kapatid ko from another mother miss ma kita bebi hindi ko na kaya hahahaha pakabait ka stay strong and independent woman char if i know baka may jowa ka na hahahah anyways love you @krndpty
Eran_nla1,"Happy birthday bro, God Almighty will bless ur new age.llnp "
BlueKiteTrainer," Reflecting on her 24th birthday, Mariya, a student paramedic at Coventry Hub, said... ""I couldn't be more thankful, I've come so far and I'm doing what I love every single day."" Happy Birthday Mariya! "
Christi32386847,Good luck to the NFL draft picks. Happy early Birthday @kellyclarkson I hope you have a blessed birthday on Friday April 24th. 
luvmyblakey,happy birthday @cutttmylip! have an amazing day i hope all your wishes will come true think of a wish you want to fulfill and blow the candles x
rugby_rocks,Happy 24th birthday to Springbok scrumhalf @Hersch_9! 
revsaltydog,Happy 24th Birthday @Chris_Saltmarsh #chriscollage
mahaginybrijae,"Made sure I seen babygirl today , Happy 24th birthday @jjerricaa I love you the mostest !"
darhkkline,happy birthday to you #photobomb
BlitzBokke,Happy 24th Birthday to @THESTORMERS and #Springboks Herschel Jantjies !
ephy_92,@noahcyrus it’s my birthday on Friday (24th if April). Can you please say happy birthday to me on my birthday? 
ephy_92,@MsRebeccaBlack it’s my birthday on Friday (24th if April). Can you please say happy birthday to me on my birthday? 
ephy_92,@DarcyCarden it’s my birthday on Friday (24th if April). Can you please say happy birthday to me on my birthday? 
ephy_92,@MileyCyrus it’s my birthday on Friday (24th if April). Can you please say happy birthday to me on my birthday? 
mirai_ota,SAYWERAT APRIL 24TH WISH ME A HAPPY BIRTHDAY 
JulieBrugh2,@kellyclarkson we share a birthday April 24th. True I’m 20 years older lol. Happy birthday to you!! Thank you for bringing so much joy and heart to the world! 
ToddyFromPA,A special 24th happy birthday to my little brother mason losey today we have our ups and downs but at end of it all I know we got each other’s back. I know he won’t see this he don’t use social media.
luvyasii,HAPPY 24TH BIRTHDAY OUR SOFTIE AND BRAVE AOBA SERAGAKI!!! 
agnanodayam,"A move that will further strengthen a woman’s pursuit for independence and self sustainability. Jagan has personally written a meter to self help groups, “YSR sunna vaddi” from April 24th @ysjagan"
greyyyyyo_O,Happy 24th birthday . 
CB97lovesYou,AWEE you are the sweetest thank you so much for being so sweet my heart is really happy thank you so much my birthday is July 24th thank you so much for asking :D 
CurvyBeauty19,Hope you having an amazing day !! Happy 24th Birthday Princeton!!! Been a fan since you were thirteen and I was ten . Now I am 21 Love watch you grow up right along side me #HappyBirthdayPrinceton #HappyBirthdayPrinceton @princetonperez
_wdwm1_,HAPPY 24TH BIRTHDAY TO MY FAVORITE PERSON EVER I LOVE YOU #HappyBirthdayPrinceton @princetonperez @PPerezDaily
_wdwm1_,HAPPY 24TH BIRTHDAY TO MY FAVORITE PERSON EVER I LOVE YOU #HappyBirthdayPrinceton @princetonperez @PPerezDaily
MikeFirstAlert,"Happy Birthday ""Hubble""! - Fri., April 24th - designed to take ""pics"" for 15 years but still kickin' 30 years later @wokvnews #FirstAlertWx"
hernjomza,happy almost birthday!!! 
Milah39929239,@princetonperez a big happy 24th birthday to you. enjoy . . . . #CrushSinceForever . . . . #HappyBirthday x
TLiamkeaw,"Hi Badboyhalo, on the 24th will be my birthday. This may sound selfish but can you say a happy birthday to me? Thanks @SaintsofGames"
jaineikaellis,Happy 24th Birthday !!! I’m am very happy that I got to see your grow in Mindless Behavior and as a solo artist. I hope that all your birthday wishes come true !!!!
RedReveal,"Happy 24th Birthday, Kieran O'Hara! #MUFC #BAFC"
AminaKa35792167,@FloMacek Happy 24th Birthday Florian I wish you’ll spend a great time with your family and I’m sorry that you couldn’t celebrate it properly due to the coronavirus but there’s nothing we could really do I love you so much 
perezxbreezyyy,@princetonperez HAPPY BIRTHDAY JACOB AKA MR.PEREZ!!Happy 24th!! I love you so much and I really hope your day is special! I can’t wait to see the smile on your face when you see this I love you stinkkaaa .turn up for me..love youuu - jayy 
diosadelcaribe_,Happy 24th Birthday my long time crush/ future husband @princetonperez ... hope you have a blessed day and live to see many more And hope I get to see you or at least get a dm from you one day From your Vincy Reina #Caribbeangyal #HappyBirthdayPrinceton https://twitter.com/princetonperez/status/1252504003507781632
melVmusic,Happy 24th birthday boo I love you papí chulo @princetonperez
navan_nemo,Happy 24th Birthday! 
degrateones,Wishing @princetonperez a very special Happy 24th birthday! 
wangpuppiie,Happy 24th birthday to my baby daddy I hope you have a wonderful day pls post more of these @princetonperez
alicia_too,Happy 24th Birthday LOML 
GabrieleNikhole,Happy 24th Birthday Babes! 
alana_kelly99,HAPPY 24TH BIRTHDAY TO MY HUSBAND 
SOLANAABI,"HAPPY 24TH BIRTHDAY TO THE SWEETEST, KINDHEARTED, CARING, HANDSOME AND TALENTED @princetonperez!!! I wish you good health &amp; happiness. May God continue to bless you. I hope that one day I can hug you and tell you how much you mean to me Thank you for inspiring me, ILYSM "
sal_anastasia12,"happy 24th birthday, papi chulo, hope today treats you right, i love you and have been my man since MB @princetonperez #HappyBirthdayPrinceton"
aiyanasoawesome,HAPPY 24th BIRTHDAY!!! @princetonperez 
ikariusrising,"I know the feeling, mine was the 24th, I know exactly how you feel... Happy Birthday"
realmegsaura,Gwin birthday isn’t for awhile but eh posting this now. Not super proud of it and didn’t feel like sharing but it’s decent. Also Make sure to give @Gwin016 a happy birthday on April 24th! 
JanJanRip,Happy 24th birthday to @princetonperez! Have many more God bless you! #HappyBirthdayPrinceton
Patriciamassa11,Happy 24th Birthday to our grandson Anthony!!! Love and miss you 
grahamdoesit,Happy birthday to queen Liz. My father would have been 64 tomorrow. He passed March 24th 2020. I miss him everyday.
Modabira,"Name: Nathaniel Oluwatise Oluwajimiloju DOB: April 24th Wellwisher: Aunt Message: Happy birthday Champ, auntie loves you to the moon and back! Wish i was there with you. Have a beautiful day baby 'cos it's a special one! God bless you . "
imsoright2,Happy birthday . Mines the 24th I'll be in quarantine as well... 
Stephaniiee96,If you a bad bitch And it's your birthday G'on head and fuck it up in the worst way! Happy 24th Birthday To Me 
OFFICIALWMAS," Reflecting on her 24th birthday, Mariya, a student paramedic at Coventry Hub, said... ""I couldn't be more thankful, I've come so far and I'm doing what I love every single day."" Happy Birthday Mariya! "
briisku,happy 24th birthday Ant love you 4L we all keepin our SM;)Es on for you #LLS
deeuh_,"Happy 24th birthday to the don, the best, my ace of spade @GLGspade919 "
Dipkota,"I wanted to wish a very very very happy 24th birthday to a very very very special person in my life , I hope it’s everything you wanted it to be @Lovealwaysbrii_"
LouisVuittonYon,Happy heavenly 24th Birthday lil bit. @ChanellRebella we’re missing you down here.
RudyMarquezJr,My 24th birthday was filled with so much love and support. Thank you to everyone who wished me a happy birthday; I’m grateful to each and every one of you 
WhiteAiysha,#HappyBirthdayPrinceton happy 24th birthday papi!!!! Have an amazing birthday @princetonperez
char_lawyer,Happy birthday to your daughter! It’s my daughter’s 24th birthday today.
KamiNiChelle,@princetonperez Hi love. I’m sorry you have to spend your birthday in quarantine but I hope you’ll still be able to make the best of your day. Happy 24th birthday boi. Enjoy a bonus personality pic. #HappyBirthdayPrinceton
simply__angie15,Happy 24th Birthday to my other half I love you 
Poogie22703109,@CrankGameplays what is up my cranky crew I'm William and the 24th is my birthday wanted to know if you can wish me a happy birthday love you Ethan
Poogie22703109,@markiplier hey mark it's my 13th birthday on the 24th I wanted to know if you could wish me a happy birthday or do a live jack box video if not it's fine tell tiny box tim I seid hi 
niswatulmarfu,"Guys, April 24th is my 14th birthday! I want you to say happy birthday to me. Now you can say it too! T^T #MOASelcaDay #MOASD @TXT_members"
lampkin96,@princetonperez happy 24th birthday my day twin
ItsJustMeShanae,Happy 24th Birthday Boo!!! Enjoy your day 
fiqanorazli,happy 24th birthday sayang i love you very much @nazanazfikri 
sidneyhall10,@alyekKeyla_ happy birthday 
AdriIsmail22,1996 2010 2020 2020 versi PKP ... happy 24th birthday to me yeayyyy (22/4) @Inasis Grantt https://www.instagram.com/p/B_P7R2slTRy/?igshid=1u8k51lc6mfny
_eveeelyn_,It’s Princeton’s birthday today and only his!! Happy 24th birthday to my childhood crush love youu!! If he says post a selfie you do it #HappyBirthdayPrinceton
ReginaldDaily,We would like to take the time to wish princetonperez a happy 24th birthday. Here’s a drawing from Reginald &amp; us. ... #PrincetonPerez #PrincetonFans #Chulos #Chulas #Musician #RecordingArtist #IndependentArtist… https://www.instagram.com/p/B_P5cPSpE3i/?igshid=lbvib4o6d6pi
britladxo,happy 24th birthday bitch @katiederisoxo i didn’t get a text back this morning so we better be having this baby today!! ilysm you’re gonna be an amazing mama and i can not wait to finally hold baby maddox 
crys_1011,"Happy 24th Birthday baby brother Although today is gonna be one of your toughest days, remember who’s beside you we love you ! @triggaatrrey #fkcancer"
GotMeSayinYUUUP,Happy 24th Birthday!!! Hope you have a great birthday today!! @princetonperez #HappyBirthdayPrinceton
Sierra_Goodlett,Happy Birthday! My son turned 3 on the 19th and I'm turning 26 on the 24th this month. 
LoVeLy_GxBBY,Happy 24th Birthday have a good day #HappyBirthdayPrinceton
heyitsdymond,It’s your birthday! It’s your birthday! Happy 24th birthday! Love you! #HappyBirthdayPrinceton @princetonperez
amieramiraa,"Happy Birthday Dear Husband On the 24th January 2020, I have become a proud wife of a wonderful husband. Its been 2 months+ and I’m still looking forward to each of your duas everyday… https://www.instagram.com/p/B_PyNLEHdo4PTfxVoXbObTb87QO1qk2J7f5BXo0/?igshid=b3e86r67begd"
heyitsdymond,This is definitely a THROWBACK but omg your finally 24 Happy 24th Birthday Princeton! @princetonperez #HappyBirthdayPrinceton
_syuhadanurul,"Happy 24th Birthday bbg i, Nurdiniee Syasya May you always be showered with love and happiness in ur life idc i already wish u but i still wanna post here hahahhaha Borahaeeee "
missdailday24,Wishing the original badass of Mindless Behavior Princeton aka Papi Chulo a very Happy 24th Birthday #HappyBirthdayPrinceton https://twitter.com/princetonperez/status/1252504003507781632
semilunarvalv,"happy birthday inas @huntanaconda yg sering dipanggil ines wkwkwk udah 24 thun cak artine aku sebulan lagi yo 24th aku doain yg terbaik buat km ju, semua yg km inginkan bisa tercapai, sehat terus jasmani rohani, bahagia dunia akherat, aamiin!!!"
Kalilee2014,"Today is my best friend's 24th birthday. She is an over the road trucker, can you wish her a happy birthday? I want to surprise her with the messages?!? @AH_Michael @JeremyNDooley @jack_p @RyanTheTwit @GeoffLRamsey @GavinFree @Axialmatt @_TrevorC @IAmLindsayJones"
LindaLlivings,Wishing this amazing daughter a happy 24th birthday! So blessed to be her mom ! 
queenflawlessly,@princetonperez #HappyBirthdayPrinceton happy 24th birthday to my husband . Always will be my #1 crush 
TOYINDIDIT,"Happy 24th birthday to Princeton Perez aka papichulo! My friends pmo to mindless behavior but I listened to y'all music and was very hype for the music videos. I was thirteen lusting, Man...I was lusting. @princetonperez"
RoyalT_ofishal,Happy 24th Birthday @princetonperez you definitely have love over here in the UK and are an inspiration to many 
iamtacia,Happy 24th Birthday Papi Chulo I love you @princetonperez #HappyBirthdayPrinceton
RyanWSinclair,The Charlatans ‘Tellin’ Stories’ Happy 24th birthday to one of my favourite albums #tellinstories @thecharlatans Released on Monday 21st April 1997. A true classic! ogenesisrecords #timburgess #vinylcollection… https://www.instagram.com/p/B_PgNthJ7Kv/?igshid=1qrhqpjthqnjp
arckae21,"26th. 24th. Grateful. Happy Birthday to us! Thnk u for coming into my life, I will not be the man I am today kung hnd dahil sayo. I met a lot of heart breaks before, but nung nakilala kta, narealized ko na kailangan mangyari ang mga yon para dumating ka sa buhay ko. "
limpingfox,"@AdamaTrd37 Hi, I'm sorry to disturb you but my son James is a massive Wolves fan and he is having his 11th birthday on 24th April under lock down. Would it be possible to send him a message to wish him a happy birthday? It really would mean the world to him. Thank you."
limpingfox,"@Raul_Jimenez9 Hi, I'm sorry to disturb you but my son James is a massive Wolves fan and he is having his 11th birthday on 24th April under lock down. Would it be possible to send him a message to wish him a happy birthday? It really would mean the world to him. Thank you."
cashhdoll1,Happy Birthday PRINCETON I don’t have any pictures with youuu bc I’ve never met you buhhhh we gone take some soon when I meet you Enjoy your 24th loveee! Don’t let Covid ruin your day. @princetonperez #HappyBirthdayPrinceton
gabeegibsonjr,happy 24th birthday Florian! @FloMacek
htsilybibby,happy birthday 
Lindslays_,@kamo_sebudi happy birthday to you ausi . I hope you have a great day. xoxo 
Lindslays_,@Mihlali__ happy birthday gorgeous I hope you have an amazing day. 
issamadisonn,Happy 24th birthday King #Happybirthdayprinceton
wargod279,A look back in time to when I did my first ever Jailbreak stream. This took place on the 24th January 2018. I'm still blown away by how far Jailbreak has come since then and I can't wait to see what the future holds. Happy Birthday #Jailbreak @asimo3089 @badccvoid @badimo
ad_babyy,#HappyBirthdayPrinceton Happy 24th Birthday Princeton!!! I love you soo soo soo MUCH. I been rocking witchu since those MB days. Hope 24 treats you well 
jasmonae21,Happy 24th birthday to MEE 
___hana222,- Happy 24th Birthday - これからも ゆういちろうくんの 声と 笑顔で たくさんの人に 幸せを 届けてください ♡ いつもありがとう だいすき やっぱり歌ってる姿が いっちばんすき @0421_ys
princetongrind1,Happy 24th birthday I know you can’t do what you want rn but have fun at home ig 
icraveprinceton,Happy 24th Birthday @princetonperez @PPerezDaily 
LittleLucy90,Happy 24th birthday beautiful Kimberley! I hope you have a lovely day! 
pete_the_dj,"Happy 24th Birthday to @SpiritFMSussex #anorak quiz time... For one point, what was the last tune played before launch? Who was the launch presenter? and for 10 bonus points, name the second song played on the station..."
Beyoncemyroc,Happy 24th birthday to the one and only @princetonperez! I hope today goes great for you. Enjoy it! 
jptoooo,Happy 24th Birthday to one of my favorite people ever!! Love you so much sir 
StuartMcGinley,Happy 24th birthday to @SpiritFMSussex proud to be part of such a great radio station! Here’s one of our original presenters @iancrouch_radio with a lovely moustache! #WestSussex
akashsable510,24th April ... Happy Birthday dear Sweetie The Three Signs of Being (1) Change (2) Suffering (3) no 'I' The Four Noble Truths (1) The Noble Truth of Suffering (2) The Noble Truth of the Origin of Suffering… https://www.instagram.com/p/B_O4NX5Hftv/?igshid=1rm8i558hgn1a
_ItsYouNotMe_,Happy 24th Birthday! @SierraRayneee
JTaz201,Happy 24th birthday to one of my best friends @Brent12346 ! (Now I wait for @JasonTheJedi1 to tweet back “who?”)
BobbyGetBuckets,Happy 24th Birthday @jojisonlywife !!! Here are some random pics and videos of us with the squad 
cocomamii_,@KaluAwa6 Kalu happy birthday !!
TairasoBoojie,"Happy 24th BIRTHDAY TO MEEEEEEEE , #kobeyear"
rachels18140432,@GaryBarlow can you say a massive happy birthday to Louise Morris!! She’s gone into her 24th birthday working in a busy a and e nursing patients on the frontline of the nhs. Not all superhero’s wear capes!! She won’t take any form of credit #superhero #nhs #working #nurse
Dxpee_Latese,HAPPY 24TH (East Coast) BIRTHDAY @princetonperez I loveee You lots 
badmusib,Happy 24th birthday in advance
1MrsSinatra,Happy 24th Birthday to my love I love you so much and I can’t wait to be back in your arms 
_allthingsgay_,happy 24th birthday papi chulo #papichulo24th @princetonperez
danessaT13,Happy Birthday and congratulations! Mine was the 8th and my sons was the 6th. Granddaughter 22nd and daughter 24th. Hoping May is better 4 more then.
_AXforshort,"Happy 24th Birthday to me, I feel like I got the juice... #BIG24 #KobeYear #RIPBlackMamba"
bshabel,Happy Birthday Kelly! April 24th is my birthday too! 
_SEAfullofROSEs,I will never forget when me and my bd took 24 shots for his 24th birthday and the room went black I dont remember nothing else. Well he 29 today Happy Birthday Ugly.
Frankly99861515,Happy 25th Birthday on April 24th Ms. Clarkson. 
narita003,Happy birthday babes !!! 
BananaPanda424,@JAYBUMAOM Posting this again until I get a reply CAN YOU PLEASE SAY SOMETHING TO ME? OR WISH A HAPPY BIRTHDAY TO ME? MY BIRTHDAY is on the 24th before your birthday. And it would really make me happy to get a reply from you. 
BananaPanda424,My bday is on the 24th of this month. A day before yours! I WOULD BE SO HAPPY IF YOU WISHED ME A HAPPY BIRTHDAY. 
beaglebeary,"happy 24th birthday, rara "
dennis_trusty,"Hey to do this on Wednesday at Fonner Park I am organizing for @robkebob birthday on April the 24th for a handicapping contest like I did for myself because he asked me to. Happy Birthday to him, anyone can join this! @BarstoolTbred"
xgone2long,"can u wish me happy birthday, its on 24th april "
i_am_moemon,杉田ゆういちろう Happy Birthday 24th ゆくんの言葉に何回助けられたか ゆくんの歌声に何回助けられたか 分からないくらいたくさん救われた これからもゆくんらしくSnugsの歌を届けてね 誕生日おめでとう 
stylen__grace,"Happy 24th Birthday to my Permanent Best Friend...the better Me, Twin at heart ...my Little Big Sister ...I Love You @iitz_kris10 "
ReginaldDaily,Happy early 24th birthday to princetonperez ... #PrincetonPerez #PrincetonFans #Chulos #Chulas #PapiChulo #Musician #RecordingArtist #IndependentArtist #ExplorePage #FollowUs #FanArt #Drawing https://www.instagram.com/p/B_OLpcYBBEa/?igshid=1jmdrzwc3v3wo
dansjep1,"@nakedmartin10 It's my friend Cameron's birthday on the 24th, is there any chance you could wish him a happy birthday please?"
Sara4Geraint,Happy 24th Birthday SIMBA. Love you. Miss you. Forever and always. Mummy xXx 
discoverymtn,Happy 3rd Birthday! Enter our birthday celebration giveaway for a chance to win! Draw your favorite character! Submit entry at http://DiscoveryMountain.com/contact before April 24th! Terms and conditions: Winner must be a resident of the U.S. or Canada. Winner will be randomly selected. 
marykaybell,Happy Birthday! It’s my Daughter’s 24th Birthday today. May next year be one of different grace and celebrations!
gh_fan4Ever,"@KeithPowell Hope you're staying well &amp; healthy! Also, can you wish me a happy belated 24th birthday because my birthday was a couple weeks ago!"
limpingfox,"@UpTheWolves0 Hi, I'm sorry to disturb you but my son James is a massive Wolves fan and he is having his 11th birthday on 24th April under lock down. Would it be possible to send him a message to wish him a happy birthday? It really would mean the world to him. Thank you."
Shado_Temple,"Holy crap, happy birthday! You've done so much in so little time, I feel like I still need 5-10 years to try and catch up! You've been an incredible inspiration, between both my time with Sin Squad and getting into hosting! Hope your 24th year lifts you to even greater heights!"
C315Mike,Happy birthday!! This is my Lewy who will turn 2 on April 24th. 
oozalem,"I turn 51 this year. Gambit sang Happy Birthday to me on my 8th birthday!! 24th July 1977. Thank you, Gambit!!"
KarenKingsbury,"Happy 24th Birthday, EJ!!! Quarantining with you and Dad has made these past 6 weeks unforgettable. Watching old westerns and taking walks. We can’t wait to see all the ways God will use your beautiful heart in the years ahead! We love you so much, son!! "
andrew_bomkamp,"Happy 24th birthday to the best sister I could have asked for, from singing at church to singing on broadway. You never cease to amaze me. I love you so much Homestyled Salted Fries "
ThomasBanks15,Happy birthday for April 24th! Only a true fan knows when you’re hero’s birthday is. And I’m all the way in Australia. #badass
Keyonne239,Happy my birthday in September finna do my 24th birthday special for my homies that ain’t make…
Mikelamers4,Happy 24th birthday to this party animal @lamers_matt
RuriGokou76,"Happy Birthday @kuroneko_daten , Happy 24th . Always love you &lt;3 #黒猫生誕祭2020"
kgcabreraa,"happy 24th birthday!! thank you for being you &amp; being a lovely friend to me while exploring atx! love you #quarentinebirthday #4202020 @Austin, Texas https://www.instagram.com/p/B_NhO6NBeQE/?igshid=1x4lc77lmxolr"
yourfavgirlie,Yessir !! Happy birthday &amp; also happy early bday to me pls have Sza drop on the 24th Tysm 
Locanaa_21,Happy 24th birthday vichu akkaaa. Thanks for everything that you have done for me and most especially on the advices tht you have shared to help me grow in my business. Cant say thanks enough. You're the best cousin ever.. I wish you have a wonderful birthday akka. Love you 
KayeDevyn,It’s a Queen birthday! Happy 24th to me it’s lit today
janetmonsivais,Happy 24th birthday to my love. I can’t imagine life without your stupid jokes and your random silly dancing. Thanks for being my best friend. I love you @bryan_S550
dandancan_,Happy 420 and Happy 24th birthday to my brother Roby #Kobeyear starts now 
TonioOfUrLyf,"Happy 24th birthday, SELF "
ajisafekennyes1,"Happy birthday to you dear,wishing you many more years with God's blessings and prosperity. Mine is 24th...."
Ayo_iAmQuez,Happy 24th birthday to me 
kindamariah,happy 24th birthday to one of my favorite people on this earth so so lucky to have met you and have all these memories together. i’m so sorry that you have to spend it in quarantine but it’ll be so worth it when we’re let out! love and miss you so much 
FBarsaloux,Happy 24th Birthday to my girls! Mommy loves you #twinmom https://www.instagram.com/p/B_NRnylB_IA/?igshid=1onqjts2n8kps
CallMeeLexx_,"Today is one of my faves 24th birthday, y’all be sure to show him some extra love!! our crackhead energy will never be matched, love you so much dude. HAPPY FUCKIN BIRTHDAY COACHHHH @Reyhas807 #420blazeit misss you hellla hella "
LOVINGitLALA,I would have the w o r s t period cramps on an already gloomy birthday Happy 24th birthday to me!!! 
soooraa3,@0421_ys ♡Happy 24th Birthday♡ 出逢って1年ちょっと時間が経つと共にもっと好きになってく♡！ いつも元気で笑顔なゆういちろうくんがほんとに好き！ その笑顔を見るだけでこっちも元気なる。ゆういちろうくんのパワーってすごいんだよ⑅◡̈*♫ これからも素敵な音楽届けてね♡ 素敵な誕生日を 
nickpolite_tw,"#HappyBirthdayBae Might be ya worse day, it dont matter cuz its #babymama #Birthday ! Turn us up, help me wish her a happy 24th , even if I wasn't #Clyde she gone ride like lil #Bonnie..… https://www.instagram.com/p/B_NPCz6Dqrp40Kp4UgmpREMGei2XtbIo-nxCsk0/?igshid=w9xfzyypnaw7"
TraciTruVision,Happy 24th birthday (4/20/1996) to my son @CreedSteen You may not be in my life but you will always be in my heart. Hope your day is great...
nunez_pamnunez,Happy 24th birthday @schill_h
ChiamakaUche18,"Even though I’m spending my birthday in quarantine, I’m still so happy and blessed to see another year! My 24th year!! "
katori_ine,☆HAPPY 24th BIRTHDAY☆ しょっちゅう東京に来て ホテル泊まりして活動してた中学生が もう24と聞くとほんと早いわ おめでとう！
tania40572727,Happy 24th birthday to the man que me aguanta todos mis caprichos el que me complace todo lo que yo quiero I love you soo much ! And after all this it’s over ! We for sure going to celebrate your birthday 
QueHolder,"Happy 24th Birthday to my baby brother, Josh (aka my other twin, 6 years behind). Love youuuuu kid! https://www.instagram.com/p/B_NALvFB-3f/?igshid=2dfm1kdvshvs"
