username,tweet
KotaiRadioNetWK,Today April 22nd 2006 ( @JohnCena Birthday Happy Birthday ) was supposed to be Our Fan @EthanIglesias Original Birthday BUT His Dad @DjBBQSD said he decided He’ll Nah I ain’t coming out.. lol #EarthDay2020 #photography #JohnCena
CastingHeather,"Happy 22nd birthday, Animal Kingdom! Hope you’re feeling 22 "
beccaboo20,Happy Earth Day and 22nd birthday Animal Kingdom ! 
wearebellflower,"Birthday wishes for April 22nd go out to the following Bucs! Happy Birthday, Bucs! Maroon &amp; Gold we are the best, Because Unity Creates Success. And remember guys, show Buc P.R.I.D.E. all day, every day. Have a great… https://www.instagram.com/p/B_S_iXZp8RR/?igshid=c7bjftj0js8h"
_JustSomeKid_,Its the 22nd of April u know what that means HAPPY BIRTHDAY TO BEST GIRL PHOEBE 
sheilalamarie,@ddiannehh Happy 22nd Birthday!! Hope it’s a great one 
Ear2EarChat, HAPPY 22ND BIRTHDAY ANIMAL KINGDOM!! Here's a few pictures of the opening day ceremony and a quick bit of history as well: On this day in 1998 Disney's Animal Kingdom opened it's gates! Animal Kingdom is… https://www.instagram.com/p/B_S-zX8j9DL/?igshid=1172m90fbv378
GatorSosa,Wishing a happy 22nd on the 22nd birthday to my guy @HGiiizzle. Big things soon come young king 
jimmyb61822,Happy Earth Day on your 22nd BIRTHDAY Katie Butler @kd_btlr !!!!
Seungkwanboo17,April 22nd Happy birthday to Heedo of B.I.G! #happyheedoday #happybirthday #heedo #yooheedo #big #ghentertainment #biginning #19960422 #20200422 https://www.instagram.com/p/B_S9C29JG_S/?igshid=1pa9ftcjrhcmx
Seungkwanboo17,April 22nd Happy birthday to Yoonseol of Prism! #happyyoonseolday #happybirthday #yoonseol #janghayul #prism #lchentertainment #praha #19900422 #20200422 https://www.instagram.com/p/B_S8o7pJp2Q/?igshid=1n6w6rywitypt
GasmanCOTN,"Stuck at home watching 'Homes Under The Hammer'? Happy Birthday to Dion Dublin Born #OTD 22nd April 1969 Played two games for Wycombe Wanderers during the 1988/89 season, on loan from Cambridge United. Went on make more than 700 pro apps and score 130+ goals. "
evanslynnkatie,Happy 22nd birthday Animal Kingdom #animalkingdom #waltdisneyworld #april221998 #florida #visitflorida #lakebuenavista waltdisneyworld @RadioHarambe https://www.instagram.com/p/B_S78tuFb7j/?igshid=1w6wobkq11i1s
TheShamArtist,Happy 22nd Birthday Animal Kingdom 
chibuzorrrrr,Happy birthday to me another year added 
chibuzorrrrr,#unibenvsunilag Happy birthday to me 
TriggaMarci,Happy Birthday to me! April 22nd 
anneshar,"@ellogam1998 e.graham98 Happy 22nd Birthday! Our family couldn't be more fortunate than to have a son, brother, uncle and grandson like you #22on22 https://www.instagram.com/p/B_S44K9Fb1v/?igshid=1e9azhcs703p1"
placesndpeonies,Happy Earth Day . And Happy 22nd Birthday Animal Kingdom ! . Throwback to my first DCP program in 2011; I had no idea how much this park would mean to me later down the road! * * * #30plusblogs #theuncoolclub… https://www.instagram.com/p/B_S4m1kjR-M/?igshid=akcgvznbathy
lifefamilyfun,"Happy 22nd Birthday to Disney’s Animal Kingdom! Did you know Disney's Animal Kingdom debuted April 22nd, 1998 which also happens to be #EarthDay? While all the Disney theme parks may be closed right now, we all… https://www.instagram.com/p/B_S4aXkjMCt/?igshid=koswccoylcw7"
BeyondTheMiles1,Happy Earth Day! And Happy 22nd Birthday to Walt Disney World's Animal Kingdom! 
mtlkeith,Look at this... https://pin.it/5nzznsD Happy birthday to Peter Frampton born April 22nd 1950. 
mtlkeith,Look at this... https://pin.it/2ohtzMe Happy birthday to #PeterFrampton Born April 22nd 1950.
cdashawn18,Happy 20th birthday to meeee 
AnaglogsDaughtr,Happy Birthday to my good friends who were all born 22nd April. @the_doyler @PMulrennan @adrianheskin @jackkennedy15
paulveverka,Happy 22nd Birthday Saorise Yardley 
heydaycaprisun,"It's not the 22nd in Japan anymore, but it's just starting by me. Happy Birthday, you piece of work, you "
TimothyJacquez,"Happy 22nd Birthday to Disney’s Animal Kingdom! This park is so unique and beautiful because this planet is so unique and beautiful! We are all children of the world, we all must protect our Mother Nature Happy #EarthDay"
nlaschkewitsch,Happy Earth Day and 22nd birthday to Disney's Animal Kingdom. #EarthDay2020 #DAK #AnimalKingdom #22on22
MouseketEars,Happy Earth Day everyone! It’s Animal Kingdom’s 22nd birthday too! We wish we could be celebrating today in the parks!! Our giveaway for our new Tree of Life inspired ears ends in a couple days! See our… https://www.instagram.com/p/B_SzqbvFQQm/?igshid=kc0jk7hgz9p8
MorningMonorail,Happy #EarthDay and Happy 22nd Birthday to Disney's #AnimalKingdom!!!
RooseDoose,"@PatStaresAt Happy birthday to us April 22nd bois!! Hope you have a great one, bro!"
_momniscient_,"Y'all, its @WaltDisneyWorld Animal Kingdom's Quarantine Birthday, and I'm just so sad that she has to celebrate turning 22 alone. I will also have a Quarantine 22nd birthday, so I feel her pain. • • • Also Happy Earth Day 2020"
NightmaresCrawl,Happy 22nd Birthday Animal Kingdom 
RetroArgelander,"April, the 22nd. Born on this day (1952) FRANCOIS BERLEAND. Happy birthday!! #FrancoisBerleand #botd"
MrWh1teN0i5e,Happy 22nd Birthday to me!
Mistress__K,"If you’re a sub, I only want to see you say “happy birthday” in the form of cash. No excuses. Any other way is meaningless. • findom femdom finsub humanatm"
Ohhmily,happy earth day &amp; 22nd birthday to Animal Kingdom 
wildflowerbail,happy 22nd birthday to my favorite place to be! I should’ve been there celebrating today but the world had other plans. I’ll never thank @Joe_Rohde &amp; the rest of the amazing Imagineers who created this amazing place enough! I love calling home (Enjoy this thread )
StevenSokulski,Happy 22nd Birthday to @WaltDisneyWorld #AnimalKingdom. I was fortunate to be able to celebrate this park's 10th birthday while working as a driver on Kilimanjaro Safaris. Highlight: Meeting @Joe_Rohde after hearing him speak about the evolution of that amazing theme park.
hooqdreams_,"Happy 22nd to me , first birthday in corona"
MoonIightErick,Happy 22nd birthday to my wife 
StandCorrected_,@naoko_mori @JohnBarrowman @TeamEveMyles @Pancheers @burngorman Hi guys! I hope you're all keeping as safe and well as possible! It's my boyfriend's 22nd birthday tomorrow and I'd really love it if you could wish Ryan a happy birthday! 
SoulReaper2222,"In Australia, it's April 23rd as opposed to April 22nd here in the states. The 23rd is Tom Fulop's birthday. If you wish, please join me and others in wishing a happy birthday to a sincerely nice person. Thank you. @TomFulop"
Theparkprodigy,Happy 22nd Birthday to Disney’s Animal Kingdom Park!! #earthday @Walt Disney World Animal Kingdom https://www.instagram.com/p/B_St-wnjMO7/?igshid=3wo5lsamv2yc
_sketcher,Happy birthday if you were born on April 22nd.
kienazani,Happy 22nd Birthday Dearself 
Theparkprodigy,Happy 22nd Birthday to Disney’s Animal Kingdom Park!! #earthday @Walt Disney World Animal Kingdom https://www.instagram.com/p/B_StpRsDZ0t/?igshid=ab2et590wj5h
autumnalwayscom,"Happy Earth Day &amp; Happy 22nd Birthday Animal Kingdom! If you could save 2 rides at AK,which would they be?! I actually think this is hard,I think I’d choose FOP &amp; Everest (But I do adore Dinosaur too )xo #EarthDay2020 #AnimalKingdom #Avatar"
Imjust_rj,Happy 22nd Birthday bonehead JR. !!!! @wackoxtazo 
maddfinnnnnnn17,"Happy 22nd birthday to one of the best and the most photogenic Disney park. To all the times I did DCP's Next Top Model, to riding Dinosaur so many times that I can quote the entire preshow and ride (and dress up as Doctor Seeker from time to time). I hope I can celebrate soon! "
exactlyawesome,Happy Earth Day/22nd birthday DAK! It’s been a pretty 𝓌𝒾𝓁𝒹 (heh) ride the last few years that I’ve worked in that park! Many fun memories have been had and I can’t wait to have more once the world is finally open… https://www.instagram.com/p/B_SsNHinjLh/?igshid=gpvs8zfgbp3v
inthedark9232,Happy lonely 22nd Birthday to Disney's Animal Kingdom. 
_paaiiggee_,Happy #EarthDay and 22nd Birthday to my favorite Disney park! Missing you the most 
PMCyran,"Happy 22nd birthday, Animal Kingdom! #runDisney #DCPalumni #Disney #AnimalKingdom #home #EarthDay2020 #EarthDay50"
taehyunginaka,"Happy 22nd birthday to this little earthling right here. u are now a grown up gorgeous lady, but u will always be our baby little cub and strawberry princess. HAPPY BIRTHDAY SON CHAEYOUNG. HAVE A BLAST AND CONTINUE TO INSPIRE A LOT OF PEOPLE!♡ #HappyChaeyoungDay"
jamalp80,Thanking God for allowing me to see another year. Happy golden quarantine Birthday to the boy. 22 on the 22nd. Thank you to everyone who wished me a happy birthday! 
WanderDisney,"Happy Earth Day! In honor of Animal Kingdom’s 22nd birthday and Earth Day, use code “HAPPYEARTHDAY” for 22% off all of our vegan friendly merchandise on http://WanderDisney.com/Shop (link in bio) - until midnight… https://www.instagram.com/p/B_SpsTIDCSU/?igshid=a8gh79ut1v82"
NicoleARx3," Happy Earth Day and Happy 22nd Birthday to Animal Kingdom! Some of my favorite rides (Flight of Passage &amp; Dinosaur), Restaurants (Satu’li Canteen &amp; Mr. Kamal’s) and shows (Festival of the Lion King) are all at… https://www.instagram.com/p/B_SpSWAA4Lj/?igshid=drlwz7lbayei"
pixelcraftian,"Super Mario Bros. Z (1985) Hang on, no, it's from.. April 22nd 2006, which means it's 14 years old! Happy Birthday SMBZ! "
JacquelineGare,Happy 22nd birthday Sarah love from Catalunya 
KohlrabiLiker,on this day april 22nd 4.53 billion BCE the earth was born. happy birthday earth. we love you.
ohyeahitzashlin,"Happy 22nd Birthday @maddiembretveld! missin you, @briclingan, and Nashville "
bobsy626,"Happy 22nd Birthday Animal Kingdom. The park's core themes of intrinsic value of nature, psychological transformation through adventure &amp; a personal call to action, along with it's message of conservation, dense storytelling, immersive theming &amp; overall beauty 1/2 "
dumbwitchbaby,"happy 22nd birthday, DAK "
lavadorafangirl,"Happy birthday, Happy April 22nd #ドラマティカルマーダ #DRAMAticalMurder #aobaseragaki"
fd_mardoqueu,"A Happy 30th Birthday to @evemuirhead and Have a Wonderful Day! (April 22nd, 1990) #Curling "
BenardMajix01,@iamGemstar_ Happy Birthday to You and to Me on Our Great 22nd of April..!! Have a Awesome Day..!! 
_chellex2,@brehall_ Happy 22nd Birthday Bre 
WebberSoftball,Everyone wish @KaitlinNichole4 a Happy 22nd Birthday!! 
Shankeisha_,Happy 22nd Birthday Too my other half literally the other half of me 
maher_afif,"Many happy returns for the day. The 22nd birthday is always unique. From the 23rd onwards, great fun will be ahead."
alaysia_jenal,HAPPY BIRTHDAY to the sweetest and most hardworking woman I know @tat_gonzalez! love you enjoy your quarantine birthday! 22 on the 22nd!
scbb11Sketch,"Happy #EarthDay and happy 22nd birthday Animal Kingdom! To celebrate, I’m launching my new elephant lantern and stand inspired by the lanterns at the front of the park! Check it out on my Etsy page! https://www.etsy.com/shop/DesignPavilion"
ParkHoppin,"Happy 22nd birthday, #AnimalKingdom! Can’t wait to see you again!"
mattburggraeve,"Happy 22nd EarthBday to the Kingdom of animals… real, ancient and imagined! #Animalkingdom #Disneysanimalkingdom #Waltdisneyworld #Orlando #Florida #Birthday #Anniversary #Earthday #Memories #Friends #Castmember @… https://www.instagram.com/p/B_SjCC0ImzF/?igshid=ku1ckfkxsdou"
adlina2905_,Happy 22nd Birthday #CHAEYOUNG #HappyChaeyoungDay #SweetStrawberryChaeyoung #KindButNotSoft #いちご姫様の誕生日 #채영이처럼새콤달콤귀여워 #채영아_너를_만나고_모든_순간이_봄이야 #TWICE #트와이스 #CHAEYOUNG #채영 @JYPETWICE
disneygirl771,Happy 22nd birthday to Disney’s Animal Kingdom!! Here is a clip of the most stunning animatronic I have ever seen. The Na’vi Shaman found on Na’vi River Journey. Cannot wait to get home soon!! @Na’vi River Journey https://www.instagram.com/p/B_SiZ9rH0hz/?igshid=ofjupoa3yvcz
tbnkyo,Happy birthday!!! 22 on the 22nd WOW
RichyDisney, Fichwa! Fellow Happy 22nd Birthday #AnimalKingdom
GiantJengaCatie,"Happy Earth Day + happy 22nd birthday Animal Kingdom! . . This rhino stopped our safari last December, but it made for some awesome pictures! @Kilimanjaro Safaris https://www.instagram.com/p/B_Sh94qHltv/?igshid=kxoyerntlxg1"
thegastricguru,From 22nd April until today! ⁣ ⁣ 10 days in the maternity ward waiting for her to arrive!⁣ ⁣ I never knew I had the ability to love another human so much!⁣ ⁣ Happy 7th Birthday to my WORLD⁣ ⁣ AISHA x ( not the best… https://www.instagram.com/p/B_Sh66shpQB/?igshid=13i6ekapub022
CH6ERENE,"happy 21/22nd birthday to my angel. i sincerely adore u in many ways, and you’ve changed me in a lot of ways. keep being the cutest u are. #HappyChaeyoungDay #CHAEYOUNG #SweetStrawberryChaeyoung"
KRChargers,April 22nd Happy Birthday To: Julianna Long Carina Sanchez Almer Rono Max Whitley #KRWay #WeAreKR #VirtualBetterTogether
kaitlins243,"Happy 22nd Birthday #DAK, Happy 30th aniversary to Disney’s #environmentality team, Happy 25th anniversary #DCF, and HAPPY 50TH EARTH DAY! "
joellep1990,April 22nd is truly one of my fave days cuz it’s @krisagos day. HAPPY BIRTHDAY FRIEND!!!. I get to embarrass you on social media anddddd relive top travel moments all over again- Santorini attempted hikes and being attacked by drunk u after bottle service in a Greek club- u
mrophiophagus,"April 22nd, 2020, marks the 50th anniversary of Earth Day Happy 50th Birthday to Earth! Herda herdai katro vai sakyo"
keshley_s,Cheers to HAPPY 17 . A very HBD to every 22nd born mates too. 
Gi1109jenn,Happy Earth day and 22nd birthday to Animal Kingdom! #disneyworld #AnimalKingdom #earthday #happy22birthday
_petethetrainer,A very happy 22nd birthday to my guy @HGiiizzle! Difficult roads can lead to beautiful destinations! #Believe 
kxrisaki," Birthday: #MatobaWataru Today is April 22nd, and that means it’s also Wataru’s birthday! He’s the talented bassist of Argonavis, and he also wrote the lyrics for “Goal Line” (as shown in ep. 2)! Happy birthday you, best boy! "
vkookmutualove,HAPPY 22ND BIRTHDAY TO TWICE'S CHAEYOUNG #KindButNotSoft #SweetStrawberryChaeyoung #HappyChaeyoungDay #채영이처럼새콤달콤귀여워
_skinnymiinny_,Screaming Happy Birthday to myself finally #21 what a huge blessing to see another year 
kansangamanda,Happy belated birthday to you too
jenniesyeri,happy 22nd birthday to my favorite place in the whole world i miss you 
Backingtraks,"Happy birthday to the legendary #GlenCampbell who would have turned 84 today. He was born on April 22nd, 1936 in Billstown, Arkansas and passed away of Alzheimer's disease in Nashville, Tennessee on August 8th, 2017 at the age of 81. "
evertngkdsgdkaa,"HAPPY 22ND BIRTHDAY CHAEYOUNG-AH! I love you so so so so muchhhh you're my ult bias uwu I admire you because of your personality and talents. You may be cute and jolly, but you also have a mature and brave side. #SweetStrawberryChaeyoung #HappyChaeyoungday #KindButNotSoft"
ARoyalPain,"Happy 22nd birthday, @HGiiizzle!!!"
itsjusthannah_,"Not exactly the way I wanted to be celebrating the start to my Taylor Swift year, but I’ll take it. Happy 22nd birthday to me "
kayyteee_,Happy 22nd Birthday Disney’s Animal Kingdom and also Happy Earth Day! @WaltDisneyWorld
TechCampGlobal,On April 22nd 2020 the United States observes the 50th anniversary of #EarthDay. The @EPA and @NOAA also turn 50 and the @GLOBEProgram turns 25. Happy birthday and happy Earth day! 
cassdisneyfreak,Happy 22nd birthday to Disney’s Animal Kingdom!!! 
MaidsOfEngland," Happy Birthday Butler Kodama! Today (The 22nd April) is Butler Kodama's Birthday! Be sure to wish him a wonderful day, just for today we can believe that he is indeed a forest god ((●≧艸≦) More photos can be found on our Patreon; https://www.patreon.com/maidsofengland"
HanBrolo77,"Happy 22nd birthday to my favorite themepark, Disney's Animal Kingdom! Not only are you beautiful, you are full of knowledge, wonderful creatures, fun attractions, and a hope for a brighter future. "
cheonlol,I WAS QUESTIONING WHY DID YOU say haPPY BIRTHDAY ON APRIL 22Nd actually
TwiceBabyChaeng,Happy Birthday Son Chaeyoung my beloved Princess! I love you so much! I hope I can meet the 9 of you girl in the future.Mark my words @JYPETWICE.I promise to have my own candy bong and be par or the Candy Bong Ocean.I love you!!! #HappyChaeyoungDay #TWICE #Happy22ndBirthday 
its_cruizy,Happy 22nd birthday to my beautiful sister i love you with all my heart. You’ll forever be the baby of the group Rest In Peace Rosey Posey 
JudyRinge1,"Happy Birthday @ItsADuck2! Could you possibly share a birthday with our handsome Eric? I'm not tagging him purposely #POstables. So Ducky, April 22nd? Yay or nay?? "
thegatecast,A Very Happy Birthday for April 22nd to Amber Satchell https://www.imdb.com/name/nm9492318/ Set Dresser on Stargate Origins and in the Art Department on The Space Between
mariannedale,Happy 22nd birthday to Disney’s Animal Kingdom. We love you so much &amp; can’t wait to see you back in action. 
hyuckchanluv,"HAPPY BIRTHDAY JENO, TODAY IN MAY COUNTRY IS STILL 22ND, MEANS STILL MY BIRTHDAY. BUR TODAY TOO, IN YOUR COUNTRY IS ALREADY 23RD, MEANS YOUR BIRTHDAY. WE SHARE THE SAME BIRTHDAY HOURS "
legarda05,"Happy 22nd Birthday ""Our Strawberry Princess "" ""Our Lil' Cub "" ""Our Baby Tiger "" Chaeyoung!! Wish you all the best !! I love you @JYPETWICE @jypnation #KindButNotSoft #HappyChaeyoungDay #SweetStrawberryChaeyoung"
char_mullaney,Happy 22nd Birthday Animal Kingdom! #disneysanimalkingdom #happybirthday #Disney https://www.instagram.com/p/B_Sbf_njA4C/?igshid=h1fnegrdw9s2
kurumuxxx,A happy 22nd birthday to you 生まれてきてくれてありがとう！いつも幸せ沢山ありがとう！ 来夢くんにとって幸せに満ちた素敵な1年になりますように。大好きだ #岡宮来夢誕生祭2020 #くる誕
TheGStriing,Its April 22nd you know what that means... Happy birthday @cmpuls3
FanbaseTwiKon,"Happy birthday baby tiger, wish you a long and healthy life and hopefully Chaeyoung will be even better than before, and for now I wish you a happy 22nd year birthday, sa again. A birthday dear, I love you #HappyChaeyoungDay #SweetStrawberryChaeyoung #KindButNotSoft"
DrewsClaymore,"Happy birthday mate, it’s also my sisters birthday today so must be a good day the 22nd of April "
ChaoticSweetJ,Happy Earth Day &amp; 22nd birthday Disney’s Animal Kingdom!! . . . . #wishiwastherewednesday #wednesday #earth #earthday #earthday2020 #disneysanimalkingdom #dak #animalkingdom #ak #waltdisneyworld… https://www.instagram.com/p/B_Sac_hjH_m/?igshid=1r9xa5yr2qn97
jhericadjt,Happy Son ChaeYoung Day HAPPY 22ND BIRTHDAY TO OUR STRAWBERRY PRINCESS CHAEYOUNG #SweetStrawberryChaeyoung #KindButNotSoft #HappyChaeyoungDay
mscarrieklein,"Happy 22nd Birthday, Animal Kingdom. My goodness, how you've grown! #DisneysAnimalKingdom #DisneyConservation #disneyworld"
londonhairtonic,"Happy 50th Birthday EARTH DAY. . April 22nd, 2020, marks the 50th anniversary of Earth Day, the annual celebration of the environmental movement. #earthday #earthday2020 #naturalhaircare #enlighteninghairtonic https://www.instagram.com/p/B_SaEHcH9Nj/?igshid=d9qmfx1ejgwc"
DCMH2019,"Happy Earth Day, and Happy 22nd Birthday to Disney's Animal Kingdom!! We hope you're all staying safe and healthy, and we can't wait to get back into the parks again when it is safe to do so! #WDW #DisneyWorld #WaltDisneyWorld #AnimalKingdom #EarthDay #TreeofLife #StayHome – at Disney's Animal Kingdom"
Fkhrhsni,"Happy 22nd/21st birthday a talented artist, the greatest rapper in GG history, a songwriter and composer, our baby cub and the strawberry princess. Son Chaeyoung!! Love you always @JYPETWICE #HappyChaeyoungDay #KindButNotSoft #StrawberryPrincessChaeyoung"
londonhairtonic,"Happy 50th Birthday EARTH DAY. . April 22nd, 2020, marks the 50th anniversary of Earth Day, the annual celebration of the environmental movement. . #earthday #earthday2020 #naturalhaircare #enlighteninghairtonic https://www.instagram.com/p/B_SZ6lyFMS8/?igshid=1r8v7bo21we15"
HMSComets,"Good morning, HMS family from Julia Thompson in grade 7! Today is Wednesday, April 22nd (Day #2). Happy birthday to... Martin Amir Ashle Valerie Sadie Sarai #CometStrong"
37_chc,"Our Chaeyoung, Happy 22nd Birthday! #HappyChaeyoungDay #SweetStrawberryChaeyoung #KindButNotSoft"
jenna_kennedy23,Hi @PostMalone so today is my 22nd bday&amp; I literally love u SO MUCH (I even have ur signature tattooed on me lolz) &amp; I've been trying to get u to wish me a happy birthday for the last 4 years it would literally make my whole life 
AaronTomczak,Happy 22nd birthday to my partner in crime! I love you @Saratoga Race Course https://www.instagram.com/p/B_SZpZql_YNn86E_GnO5DWN8Hf-L2FR1Uzdgcg0/?igshid=tp7b2pl9h2ph
JjangJames,Happy 21st Birthday Chaeyoungiee! (22nd in korea) thank you for making me happy because of your cuteness and sweetness I love you my bias wrecker in twice. 딸기챙 @JYPETWICE #SweetStrawberryChaeyoung #KindButNotSoft #HappyChaeyoungDay
Chayoungieee1,"Happy Birthday to the Most talented Girl that I know, I really appreciate you. ILOVEYOU SON CHAEYOUNG youre still our Bb Cub and really appreciate your beauty. HAPPY 22nd BIRTHDAY CHAENGIEEE "
g346lily,Have a great 22nd birthday☺︎ みんなを笑顔にする天才のまあやちゃん！22歳もHAPPYな１年になりますように #和田まあや生誕祭 #和田まあや誕生祭
parkitzel_,the first chaeyoung selfie in twicetagram. time flies so fast eh? happy 22nd birthday ddalgi! @JYPETWICE #SweetStrawberryChaeyoung #HappyChaeyoungDay
roseyyey,"Happy 22nd birthday to our Angel, Chaeyoung. Enjoy your day with twice and Have a Healthy life #HappyChaeyoungDay #いちご姫様の誕生日 #채영아_너를_만나고_모든_순간이_봄이야 #채영이처럼새콤달콤귀여워 #SweetStrawberryChaeyoung https://twitter.com/roseyyey/status/1252971791447814145/photo/1"
ichi_nogizaka,Happy 22nd birthday! 福神入りおめでとうございます。唯一無二の面白さを持ち合わせている和田さん。最近、音楽番組でお見かけする機会が増えて嬉しいです。益々のご活躍をお祈り申し上げます。#和田まあや生誕祭
Starport75,"Happy 50th Earth Day, and Happy 22nd Birthday, Animal Kingdom! #disneyworld #animalkingdom #treeoflife #earthday"
BobbieGaleB,"She is sharing the day with my dad. He is 85 today. Happy birthday to everyone born on April 22nd, aka #EarthDay "
disneyguy88,Happy 22nd birthday to Disney's Animal Kingdom. Its many things but its NAHTAZU! 
JanetYa,Thank you still the 22nd here. Happy Birthday to all 
tinyseo1,HAPPY 21st 22nd BIRTHDAY SON CHAEYOUNG!! @JYPETWICE #KindButNotSoft #HappyChaeyoungDay #SweetStrawberryChaeyoung
jedi_princess74,Happy 22nd Birthday to Disney’s Animal Kingdom!! Your beauty amazes me!! #AnimalKingdom #WaltDisneyWorld #EarthDay #SeeYaRealSoon
ThatRetroFellow,"While it may be Earth day, so happy earth day everyone! It is also Dismeys Animal Kingdoms 22nd birthday! Happy birthday! Sorry for the scuffed photo. "
BasketballMom24,Happy 22nd birthday to my favorite player @dejros3 #earthdaybaby #shesmyfavorite #loveher #alwaysbemybaby
BMogano,Thank you Samu
BMogano, 
Kim62540907,Happy 22nd birthday to you Chaeyoung! @JYPETWICE Nah! You're still a baby.. #SweetStrawberryChaeyoung #KindButNotSoft #HappyChaeyoungDay
sagnest,"April 22nd: Happy 70th Birthday to @peterframpton , Happy Earth Day and Happy 15th Birthday to our dog. Griffin!! "
BerryBuski,"I saw 22nd April trending and I was like wow, maybe I should just go on tell my fanmily it's my birthday. I can't thank him enough for adding another year to my age, may his name be praised now and forevermore. Happy #EarthDay to everyone on planet earth. ##UnbreakableTacha"
sagnest,"April 22nd: Happy 70th Birthday to @peterframpton , Happy Earth Day and Happy 15th Birthday to Griffin!! "
_Bharbiee,"Happy birthday leefer, Many more of April 22nd in Good health and massive wealth .."
Jarbynstan,Happy birthday lav God blessed us with a gorgeous baby the 22nd of April : you I can't believe you're 1 I swear you were born yesterday @stanfordisla @Kdancing @gonzalezgabbiee @thesamgonzalez @FranGonzalezlaw @avamstanford @sydnieavery @mennymendoza11 @jackaverymusic
UGHNINETYTHREE,my calender didn't notify me cause its still 22nd:( but HAPPY BIRTHDAY LEEZA!!! I LOVE YOU SO SO MUCH AND I HOPE YOU HAVE A BLESSED DAY. YOU ARE SO FUNNY AND SUCH AN AMAZING FRIEND AND YOU MEAN THE STARS AND THE UNIVERSE TO ME. THANK YOU FOR BEING WITH ME @splitokito
coley_blane,Happy birthday to one of my favorite humans! Enjoy your 22nd stuck in your house what a sucker @emily_terrill
kiss72261,https://youtu.be/Tq0sbi2xAGE Happy Birthday to the most beautiful girl happy 22nd birthday Wishing you a best celebration DAY
FiBelleFi,"Happy 22nd Birthday to Disney’s Animal Kingdom! The most unique and emotional Disney park, it grounds you and it connects you with the earth. "
