username,tweet
BeadCast,"the sword & AR probably were melted down to make my Yak Trax to wear to hike on ice @tree line. You deserve a happy photo today. This is how i spent my 50th birthday w/my Yak Trax &amp; Photography above tree line in Banff Natl Park Canada, Peyto Lake. PERFECT day. i wanted to stay "
BeadCast,"the sword & AR probably were melted down to make my Yak Trax to wear to hike on ice @tree line. You deserve a happy photo today. This is how i spent my 50th birthday w/my Yak Trax &amp; Photography above tree line in Banff Natl Park Canada, Peyto Lake. PERFECT day. i wanted to stay "
Dave_Stubbs,"Happy 77th birthday to Tony O. A 2017 Tampa visit w/ legendary brothers Tony &amp; Phil Esposito, and Tony on last month’s 50th anniversary of his modern-day shutout record https://www.nhl.com/news/phil-esposito-tony-esposito-share-stories-in-sunday-long-read/c-287373038 and https://www.nhl.com/news/tony-esposito-shares-memories-from-record-setting-first-season/c-316433414 @NHLBlackhawks @TeamCanada1972 @HockeyHallFame @NHLAlumni"
ivanaa66,lets all say a happy 50th birthday to Earth 
Trisha_JQY,"HAPPY 50TH BIRTHDAY, BRO, @RED_IN_PA! #TheBestIsYetToCome"
USEmbZagreb,"On April 22, DCM Victoria Taylor marked the 50th anniversary of #EarthDay by planting trees on the Embassy grounds while observing social distancing measures. On #EarthDay2020 @EPA and @NOAA also turned 50, while the @GLOBEProgram turned 25. Happy birthday to all! "
TheRunningApe,Me too. Happy 50th birthday to us. And my wife is also 47 today. So that’s almost a party 
steve17brogan,Happy 50th Birthday to the “GAFFER” as you southern softies say! Have a good one @stuarthiggs 
DJSILKYD,One guy djgoldenchilduk that is older than me and no Grey Hair (Something he is not telling us) but got to say Happy 50th ......I mean 40th Birthday to this guy today. Bruv enjoy your day and eat loads of Protein… https://www.instagram.com/p/B_UWrGHF30x/?igshid=1l0t7h0296ime
UKTeamGreen,Happy 50th Birthday to @stuarthiggs from everyone at @Kawasaki_News 
Sherylhubbard,@SyCharlton_Afc Happy 50th Si- glad we went out with a bang celebrating your birthday early. Have a great day mate #simonsbig50
KChristieLaw,Happy 50th Birthday Earth Day ⁦@HalpinECC⁩ we commit to sharing and preserving you for many years to come. #hisdlibrariesnow #HISDatHome
GRMotoSport,"Happy 50th Birthday to @OfficialBSB race Director @stuarthiggs It's always the little things that make you smile Enjoy the time with your family Until moment when you can say ""Let's go racing """
MackayPodcast,Happy Birthday @stuarthiggs . The best 50th birthday present? A look back at how far BSB has come and how the series holds its place as the premier domestic super bike series on earth. Well done!
kacrombie,Happy 50th birthday @ann_magee8. Have a lovely day with your family xx xx
jean_pjtwood,Happy birthday. It’s my brother’s 50th today. My parents always wanted a boy so my and my sister were just practising.
MickyG32,@stuarthiggs happy 50th birthday mate 
HalsallMartin,Happy 50th Birthday Stuart 
RayGillies2,Happy 50th birthday @ann_magee8 enjoy your day
Geraldi87478922,Happy 50th Birthday!
marti214greene,Happy 50th Birthday from one LFC fan to another 
VisitTijuanaMX,301 Marie Osmond Dolls Happy Birthday Sissy Adora 50th Snow White Nettie Melina http://sirtir.stonefeuer.info/US/categories/twt/?id=http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5337797091&amp;item=324143968979&amp;vectorid=229466&amp;lgeo=1
Simon_LFC,@SyCharlton_Afc happy 50th birthday mate try to have a good one and dont drink too much 
alexlowes22,Happy 50th birthday Stuart 
davegibster,@DeanWinkley Happy 50th birthday deano.
turn50today,"Happy 50th Birthday to Turkish politician, 1st Minister of European Union Affairs Egemen Bağış! #HappyBirthday #ThursdayMotivation https://en.wikipedia.org/wiki/Egemen_Ba%C4%9F%C4%B1%C5%9F @EgemenBagis"
MamaJillK,Prince Louis was born on my 50th birthday. He will always be my special Royal. Happy Birthday
KejiSavage,Happy 50TH BIRTHDAY BABY......i love you mom 
netherthirdps,Another celebration in our staff team today. Happy 50th Birthday to our dancing queen Mrs Magee!! We all wish you the very best. Have a magical day with your family in the garden 
EvanConway15,@bowieboygeorge could you wish my wife Sharon Conway a happy 50th birthday today about half 9 lots of love from Evan n Ewan 
_MiltonKeynes,Happy Birthday @OpenUniversity Congratulations on 51 years of distance education. For #MKReplay here's a look back to the celebrations for the OU's 50th birthday in 2019. #OpenUniversity #MiltonKeynes
DrWeb2,"Happy 50th Birthday, Earth Day! | Inside Adams: Science, Technology &amp; Business https://blogs.loc.gov/inside_adams/2020/04/happy-50th-birthday-earth-day/?loclr=eaiab"
EvanConway15,@GBXANTHEMS could you wish my wife Sharon Conway a happy 50th birthday today about half 9 from hubby Evan &amp; not so wee Ewan.. 
BrowardSign,Happy 50th Birthday Leslie from #signdreamersbroward
sharonmck67," Virtual Happy 50th Birthday to Christine Newton! SE AAH DN Team prepared a small birthday celebration yesterday, sadly the birthday girl wasn’t able to be with all her friends, hurry back!! 50th Birthday 2020 style "
rejellyoo,Happy 50th birthday to the Earth
AlyTheActioneer,Happy Bir... I mean Happy Earth Day! It’s hard to believe that the Earth is celebrating her 50th birthday! I thought she was much older than that kidding! . It’s sad that we don’t celebrate earth everyday except… https://www.instagram.com/p/B_T7sEejvWy/?igshid=z3csfyhvr4np
LBAEEmployees,"Happy 50th birthday, Earth Day! Hope you had a great one. You don't look a day over 30 "
ShapiroIan,happy 50th birthday today my amazing bro-in-law @OJWiseman. He works @CUH_NHS. Even more enthusiastic tonight to #ClapForOurCarers #clapforNHS Top work bro looking fwd to hug on the other side (maybe a run ?). Huge thanks to #keyworkerHeroes across the world 
theahartley,Mother Nature at its finest. Happy 50th Birthday Earth Day #beautifulsunset #VeniceBeach #earthday #earthday2020 #coronavirusgoaway @Venice Fishing Pier https://www.instagram.com/p/B_T4oxbHDaBLc156iHKV7UXtY0ls6nQx8I-Kkk0/?igshid=uq40os085bpi
joeohara18,Happy Birthday Bro!!! not just any bday your 50th!! wow mate lol
Krantanium,"Happy 50th birthday, Earth"
LeadershipWome,"Happy 50th Birthday, #EarthDay. May everyday be Earth Day! #LearnLeadLegacy @LeadershipWome"
Jenn59014822,Happy 50th To My Favorite Actor Wishing A Blessed Birthday Mr. Moore
ravenshanice2,Happy 50th Birthday
HeWentTo_Jarod,Someone really just said “happy 50th birthday Earth”
kimberly_wujek,Happy 50th Birthday #EarthDay
JessicaALott,happy 50th birthday planet earth
ananasamer,"happy 50th birthday, earth"
Sineadrogers,@GaryBarlow I was wondering if you could wish my sister Valerie a happy 50th birthday for today please #croonersessions
malloryyyxo,Happy 50th Birthday to Earth!! :)
xoJodiLong,"Happy 50th Birthday, Earth Day! #dogsofinstagram #travelswithganesh https://www.instagram.com/p/B_TpgrIjA_A/?igshid=jyi6d0kp8hty"
LisaCou05639161,Happy 50th Birthday #SWAT
jammie481978,Happy 50th Birthday Shemar. I know you cant wait to party 
dogderthots,happy 50th earth birthday (earthday)
dhylanboey,"Happy 50th Birthday, Mother Earth! . It might be auspicious that our planet now enjoys a 6-percent drop in carbon emissions since theCov-19 outbreak this year, due to work closures and human activity restrictions.… https://www.instagram.com/p/B_ToU5hB-U6/?igshid=1ft54ln8w66n6"
nother_slice_af,wow it’s the 50th earth day!! can you believe our earth is 50 years old today!!? happy birthday earth! 
LarryBratsch,"Hey @ChuckWendig, Delilah Dawson is going around saying it’s your birthday. I hope you had a very happy birthday, filled with all of the important things in life. And a cake. I did a smash cake for my 50th a couple of weeks ago, and I highly recommend it!"
AdrianCJensen,"Happy 50th birthday, the Earth."
Afrohaircom2,Throw back pic. Quarantine birthday toast. Happy 50th birthday Tim (center). Enjoyed the party. Don't eat too much cake. https://www.instagram.com/p/B_TlNbyJC9Z/?igshid=1b20zq43kaohj
SassySaraC,"Happy 50th birthday, Earth! #EarthDay #EarthDay2020"
jwolfe2323,Happy Birthday. My 50th is tomorrow.
academy_of_art,"Happy 50th birthday, #EarthDay! Change doesn't happen over night but we're incredibly happy to see students leading the way in sustainability through their designs. Explore all green innovations: https://bit.ly/34oiUYn"
cosmikazie,@earth happy 50th birthday
Aria_Luna_Art,Happy 50th birthday Earth Day! So much has happened but so much still left to do... #EarthDay #EarthDay2020 #EarthDay50 #earthdayeveryday #ArtistOnTwitter
Googirlsmiles,"I was going to ask what kind of cake was appropriate for such a special day, happy birthday! @JDMorgan Happy 50th Earth Day "
mattwayne_c,Happy 50th birthday Earth! 
catherinewould,"happy 50th birthday earth, don't worry, it's only 14 in scrabble"
kasim_hafeez,Dropping ScYenZ on the Sheep-ale on Earth day! Happy 50th Birthday Motha Earth! 
carlsonlisam,"Happy 50th birthday, Earth Day! "
SJCougars,"Happy 50th Birthday, Earth Day! #stjosephcatholicschool #earthday2020"
monsieurgee,"Happy 50th Birthday, Earth Day! Hopefully we’ll learn to take better care of our planet, the way it has of us. #EarthDay50"
TroutLakeCC,"Happy 50th Birthday, Earth Day! We are so grateful that our Preschool teachers and families are getting together and doing wonderful things, virtually! This week the kids are sharing their nature-inspired art to celebrate Earth Day. Shout out to these artists, Ella and Maya. "
_xohilda,"y’all someone really said happy 50th birthday to the earth and added hashtag earth day lmfaooo like, no that’s not.... nvm"
Daddy_Goals,I ENJOY the taste of straight alcoholic beverages. No mixers. Just fucking wish me a happy 50th birthday ig
ontromusic,Happy 50th birthday momma earth ° ° ° ° #earthday #nature #earth #climatechange #environment #savetheplanet #green #zerowaste #ecofriendly #love #globalwarming #gogreen #photography #landscape #savetheworld… https://www.instagram.com/p/B_Td1zQAHpj/?igshid=e4r28ddkdmvc
marinartists,"Happy Earth Day's 50th Birthday, let's give Earth &amp; us the best gift, start by eating vegetarian, then go vegan. Best for your health (http://pcrm.org), best for the animals, our environment, and all of our happiness. Love be with thee. #CallingAllEarthAngels"
atl_bugg,"Today is the 50th for a friend. His wife and family hosted a ""drive by"" birthday party. My family put on Hawaiian shirts and we played the theme for Hawaii Five-Oh as we drove up. Happy Birthday, Nadia"
bloodyboogerz,can’t believe its the earth’s birthday! happy 50th baby!
shespotcoach,"Happy 50th anniversary of Earth Day! I spent my same year birthday meandering endless meadows (my favorite one in the picture) with lots of fresh water swim holes, large, looming oak trees, many bird songs and… https://www.instagram.com/p/B_TbSgFHc4G/?igshid=1h0usmmhqo10m"
southernfren,"Today is the 50th anniversary of Earth Day. You all should wish the Earth a happy birthday, 50 years ago Jesus founded Earth and the rest is history. Happy birthday big guy"
Kdmiller4,"RT @jcteachfirsties: Happy 50th birthday, Earth Day! @DoInkTweets @kwinsper #Lorax #EarthDay2020 #doink #greenscreen #everyonecancreate"
BelleroseAndrea,"Happy 50th Birthday, Earth Day. Let’s hope you have many more in you."
BrowardSign,Happy 50th Birthday from all of us at #signdreamersbroward #drivebybirthday https://www.instagram.com/p/B_TaW3VHNCy/?igshid=hxm854qt1zri
wwusustain,"Happy #EarthDay2020 and Happy 50th Birthday to Huxley College, we are so proud to work alongside y'all. ""The urgent need to address climate change has been more transformational than any single force since the college’s birth a half century ago."" http://window.wwu.edu/article/117430"
