username,tweet
BOSSLADYOFHALO,Happy 67th birthday to my beautiful auntie sandra love u tia so glad u are enjoying your birthday and so good hearing the happiness in your voice when I talked to you ...love u woo hoo… https://www.instagram.com/p/B_LMOtAgTqldcN0EfThJBGK7EBN5AnXgarUWxw0/?igshid=pu0epp5td5ln
RosemaryGraves1,Happy 67th Birthday Kevin! 
TealecaliendoA,"Happy birthday. I remember my 67th very well. I was at a fund raiser with male strippers. One held me over his head and twirled me. He said,don’t move, I didn’t. What a hoot. Now I’m 77 and looking for another stripper."
gjene,Happy 67th Birthday Mr. Kevin!!!! 
RowleySir,Happy 67th Birthday Kevin!! 
kokotwist,Happy 67th birthday!!! 
rosanacastgmai1,Happy Birthday! I had a quarantined 67th bday too and my friends and I just I just did a happy hour zoom party!
germain3rd,Happy 67th Birthday 
JaneTea4,HAPPY 67th BIRTHDAY 
Lillybellblues,Happy Birthday. My 67th is this month too! 53 was a good year.
VickiUrbon,"A very happy 67th birthday, Kevin! "
cjeaton1980,"Happy 67th Birthday, Kevin! Have a good one!"
dan9188,Happy birthday. My 67th today too.
adnildyob,Happy 67th Birthday Kev! 
elizamor67,"Happy 67th Birthday! Enjoy your SPECIAL Day, in spite of! "
larryredwing,Happy 67th birthday Shot and a beer on me Tough as nails 
Jossfjh,Happy 67th Birthday 
clnorris07,HAPPY 67TH BIRTHDAY!!! 
DonPolka1,Happy 67th Birthday Kevin. Have a great day at home !! 
Sharkit,Hsppy happy birthday Kevin. Better days ahead. I spent my 67th with Netflix in March . 
LCSTORM2,Happy 67th Birthday Kevin! 
HoechstCarolyn,"Happy 67th Birthday! Here’s hoping for many more healthy and happy ones, Kevin! VOTE DEMOCRATIC so we all will have an opportunity to grow older! "
eminon115,Happy 67th Birthday 
DaveWalmsley1,Happy Birthday young man on your 67th may you enjoy 67 more
OffNet4Now,"Happy 67th Birthday &amp; many more. My they all be ""GOOD ONES"" "
JohnA_USMCvet,Happy birthday! My 67th is in August. Hope I make it.
AprilHenry775,HAPPY 67th BIRTHDAY IN HEAVEN MOMMY! I love and miss You so very much and wish I could get one more hug or kiss or just to hear your voice!!! I hope you have the best birthday praising God!!! Another Birthday with Daddy !!! 
segunoye,Happy 67th Birthday Mum. 
imfemalecricket,Wishing a very happy 67th birthday to @englandcricket's Avril Starling. She played 11 test matches for the England women's team between 1984 and 1986. #HappyBirthday
mnralphie,Happy 67th Birthday to Rick Moranis! #RickMoranis
DirtyGnomeDan,You went over my helmet!!! Happy 67th Birthday to Rick Moranis!! 
_daveyH,Happy 67th Birthday to Rick Moranis! 
HorrorCon2013,Happy 67th Birthday to Rick Moranis! 
BFTP4780,"Happy 67th birthday to actor #RickMoranis! Moranis is best known for the Canadian variety TV series SCTV, and for the films Ghostbusters, The Little Shop of Horrors and Honey I Shrunk the Kids. @Ely, Iowa https://www.instagram.com/p/B_IqlQRDl1q/?igshid=35km2m9tvh2h"
jordangeville,"If time doesn't exist anymore, then let me be the first to wish you a happy 67th birthday."
WebNutshell,Happy 67th Birthday to Hollywood comedy legend Rick Moranis. 67 today #rickmoranis
JessSolisUHF,Happy 67th Birthday Rick Moranis! http://www.ghoulishgrinfilms.com/2020/04/honey-im-blowing-out-candles-happy.html @Ghostbusters @GBNewsdotcom @GhostbustersNet @GBW_AR #RickMoranis #Ghostbusters #nostalgia #SATURDAY6 #SaturdayMorning
Hopeful_Belief,Rick Moranis is celebrating his 67th birthday today! #Ghostbusters #SaturdayVibes #SaturdayThoughts
alec_behan,Happy 67th Birthday to Rick Moranis! 
nerdyviews,"Happy 67th birthday to the Keymaster himself, Rick Moranis! #Ghostbusters #GB #RickMoranis #LouisTully #VinzClortho #Keymaster #Cosplay #GhostbustersCosplay #Toys #Funko #LEGO #YesHaveSome"
BostonHouligan,Happy 67th Birthday to Lord Helmet (Rick Moranis) #maytheSchwartzbewithyou
decadesbesttv,"Today we wish Canadian actor & comedian, #RickMoranis, a Happy 67th #Birthday! He is well-known for his roles in comedy movies like 'Ghostbusters' &amp; 'Little Shop Of Horrors'. In 2020, Moranis signed on for a sequel to the sci-fi #Comedy, 'Honey I Shrunk The Kids'."
back280s,"Happy 67th birthday to #rickmoranis (born April 18, 1953), #Ghostbusters, Little Shop of Horrors (1986), Spaceballs (1987), Honey, I Shrunk the Kids (1989, and its 1992 and 1997 sequels), Parenthood (1989), My Blue Heaven (1990), and The Flintstones (1994)."
YeahThisIsHess,Happy 67th Birthday Rick Moranis! 
GroovyHistory,Happy 67th Birthday to Rick Moranis. 
Flash_Red_X,Happy 67th birthday to Rick Moranis. What's your favourite movie of his? 
DoYouRemember,Happy 67th birthday to Rick Moranis! What comes to mind when you think of Rick's career?! 
jones_est,Happy 67th Birthday To Rick Moranis! The Actor Who Played Dark Helmet From My Favorite @MelBrooks Comedy Movie. Spaceballs! #RickMoranis #Spaceballs
landofthe80s,"Happy 67th birthday to the great @RickMoranis53! In the 80's Moranis started his path to comedic stardom like so many others, on ""SCTV"". He also has a number of 80's movies to his credit including Strange Brew, Ghostbusters, Spaceballs and Honey, I Shrunk The Kids. #80s"
GeorgeSchmidt67,Happy 67th Birthday to RICK MORANIS 
LASTEXITshirts,"""I'm a single parent and I just found that it was too difficult making movies. So I took a little bit of a break. And the little bit of a break turned into a longer break, & then I found that I really didn't miss it."" We really miss you Rick Moranis, happy 67th Birthday! - Jamie "
ARTandHUE,Happy 67th Birthday to Roger the Dodger! Roger first appeared in Beano issue number 561 dated April 18th 1953. Discover @ARTandHUE's stylish Beano pop art prints in 3 sizes &amp; 18 colours at http://artandhue.com/beano #TheBeano #Beano @BeanoOfficial #RogerTheDodger
dazzapost,"Happy 67th Birthday Rick Moranis. Born Frederick Allan “Rick” Moranis on April 18th 1953 in Toronto, Rick Went on To Star in Many Fun 80s Movies including Ghostbusters "
MarshallJulius,"Happy 67th Birthday Rick Moranis! ""I'm a single parent, and I just found it too difficult to raise my kids and make movies. So I took a little break. And that little break turned into a longer break. Then I found I really didn't miss making movies."" "
amandagabr1elle,"Happy 67th Birthday to Rick Moranis— one of my first loves, heroes, &amp; inspirations! Love you forever Rick &lt;3 "
80sThen80sNow,"Happy 67th Birthday Rick Moranis. Born Frederick Allan “Rick” Moranis on April 18th 1953 in Toronto, Rick Went on To Star in Many Fun 80s Movies including Ghostbusters, Little Shop of Horrors, Spaceballs, Honey I Shrunk the Kids and Parenthood. #RickMoranis #Movies #Movie"
carneflower13,"briefly coming back to twitter to wish a very happy 67th birthday to the one and only Rick Moranis!!! Rick, thank you for everything you've done and I hope you can enjoy your birthday even in this troubling time!!! "
darlinkrelborn,"Happy 67th birthday to the man that ruled the screens throughout the '80s and a big part of the '90s, Rick Moranis. Thank you for making us laugh and entertaining us with so many fantastic characters. #HappyBirthdayRickMoranis"
sherryhanna53,"Happy Birthday, Juan! My 67th was Thursday, the 16th. I watch The Five, don't always agree with you but you are a great team member."
darlinkrelborn,"Happy 67th birthday to my favourite person in the whole world, Rick Moranis. A beautiful human being and a true comedy genius. I hope each day brings him good health and happiness. I love you, Rick! #HappyBirthdayRickMoranis"
CASA_CleanWater,Happy 67th Birthday @DSRSDnews!!
TReese82,Happy 67th Birthday to Author Simona Izzo!
DianaMaus,I had my 67th a week ago. Happy birthday 
Alexasissa30,happy 67th birthday lolo 
GravitySerious,Happy Birthday Gloie. My 67th is next Tuesday.
GromGrom2011,"HAPPY BIRTHDAY Today is my fathers 67th birthday and won’t get to see him He is retired, he worked hard for 50 years, he owns his own house, his own car and now he and my mum love to be around their grandchildren Family isn’t an important thing ITS EVERYTHING "
BroccoliBrookie,Happy 67th birthday to my twin!!!! I wish you the best in life!!! 
KameelahRashad,"Twitter, today is my Daddy’s 67th bday. He retires in Jun, yet decided to volunteer at a #COVID testing site in the Bronx (he’s THAT kind of guy). I worry. He says “Daughter, I’m taking all the precautions!” I love him w/all my heart. Please help me celebrate w/Happy Birthdays! "
TheMusikCube,"#TheMusicQube2020 ""Song of the Day"": @MidnightOilBand - King Of The Mountain. (1990) https://www.youtube.com/watch?v=OuC_k51NUqU #TheMusicQube2020 Fact: Wishing @PGarrett a very happy 67th birthday!!! Hope you are enjoying a terrific day Peter!!!"
AJBrady_Sports,".@TheMusikCube ""Song of the Day"": @MidnightOilBand - King Of The Mountain. (1990) https://www.youtube.com/watch?v=OuC_k51NUqU @TheMusikCube Fact: Wishing @PGarrett a very happy 67th birthday!!! Hope you are enjoying a terrific day Peter!!!"
ninny0410,Midnight Oil - The Dead Heart https://youtu.be/16bFBzx7I_0 via @YouTube Happy 67th Birthday Peter Garrett AM !
The_QVDS,Happy 67th Birthday to Penny (the Queen’s third cousin once removed) &amp; Happy 30th Birthday to Tatiana (the Queen’s third cousin twice removed) #TheCountessMountbattenOfBurma #TheLadyTatianaMountbatten
ianroy27,"Happy 67th Birthday, #PeterGarrett #midnightoil https://www.instagram.com/p/B_CDlNJgSnY/?igshid=we259i15l66c"
httpxxpau,happy 67th birthday papa! 
onlyhazel,Happy 67th Birthday mother dearest!!! It's a strange one this year but hopefully we will be able to get out for a nice meal and drink sooner rather than later... #happybirthday https://www.instagram.com/p/B_CAXLnByiW/?igshid=19qm83yfru9ki
fred_bear,"Happy 67th birthday, @pgarrett"
mjrowland68,"Happy 67th birthday, @pgarrett! (hard to believe). Looking forward to the post-Coronavirus @midnightoilband gigs."
WeAreWolves_com," Happy 67th Birthday to former midfielder Steve Daley! 240 apps over 8 years, 1974 League Cup winner and UEFA Cup finalist 1972, Daley also still holds the record for the fastest goal ever scored in a European Cup competition. #WWFC"
heryucha,"Happy 67th Birthday, Papi [Jan, 2020] &amp; Happy 61st Birthday, Mami [Mar, 2020]! https://www.instagram.com/p/B-_jlAsBhXw/?igshid=fr63e9z1q04s"
YourBoyKJ,My favorite day of the year — March 67th. Happy birthday @reneeherlocker. If you get a chance shoot some quarantine birthday love her way https://www.instagram.com/p/B--tKA9n-5V/?igshid=wtsio6yrb2ix
SoftballNL,"Gary Corbett Turns 67! Softball NL President Gary Corbett Is Celebrating His 67th Birthday Today - Tuesday, April 14, 2020! Happy 67th Birthday Gary! "
Mes23161,"Today’s my moms 67th birthday.. we don’t always get along, but this is the time to love each other the most. We all would be lost if anything happened to her. I’d don’t even know where I’d be today w/o her. Happy birthday to my mom! Love you with every ounce of my soul!"
JamesMelville,"Today marks the 67th anniversary of the publication of Ian Fleming's first James Bond novel, Casino Royale. Happy Birthday James Bond. You’ve aged well. "
LMY746,Happy 67th Birthday to Bond... James Bond. 
azgentleman,"Happy Birthday, Elvia. I celebrated my 67th birthday a couple of weeks ago. I had video conferences with my grown daughters and a 2 yr old granddaughter, talked with old friends I've known for over 50 years, and shared a home cooked steak with my wife of 42 years. Was a good day!"
coller_marianne,"Happy Easter to you as well. If I am lucky enough to beat this virus, I will come to you're show for my 67th birthday .I have you on my bucket list because you've helped me battle depression without the meds, for years. Thank-you"
OldFootball11,"Happy 67th birthday to #DeanWurzberger, the San Diego State defender who signed with Seattle Sounders in 1975 and logged 3 NASL seasons, then joined the ASL's California Sunshine and helped win the 1979 Western Division title before ultimately becoming a successful college coach."
mayornglahat,best pictures nato duha pa sa tibuok nakong kinabuhi happy 67th birthday 
CFclassics,"Happy 67th birthday to Dynamo Dresden, formed #OnThisDay in 1953, originally as the team of the local police force. @DynamoDresden"
galscoutzkukiz,"Happy 67th birthday Senior Lion! @thejidetaiwo blessed to know you. Have a productive, profitable and blessed year!"
RFS_218,"Happy 67th birthday to my dad. May Allah grant you blessings, protect you and give you health. "
AKFoodNews,"Happy Birthday!! Today it is also my 67th birthday and my mother’s 97th birthday. I’m in Atsiki, Limnos, Greece and she is in Seattle, Washington"
JMBEuansSon,Happy 67th birthday to @guyverhofstadt
djspoonie,"Today would have been my mums 67th birthday but as you know she passed away September last year to cancer but not a second do I not think of the amazing lady she was, happy birthday mum xxxx "
CajunJarhead,We recently used it on my sister's 67th birthday to get everyone together to wish her a Happy Birthday. After I heard about Zoom being affiliated with China I deleted it from my PC.
ChaseExcellence,@ShitShowerShave happy birthday to my bro from them days off 67th and 11th Ave.
pe_davis1,"Happy 67th Birthday Mom (@daviskj53)! I love you more than you know! Photos include a @illinirebounder Lunch with @IlliniMBB players Giorgi Bezhanishvili, @kxng_alpha, &amp; @kipset7, at @StateFarmCenter at a game, &amp; meeting one of her idols @TonyStewart in 2018 @the @DQStateFair."
GroovyReflctns,"Happy 67th birthday singer, songwriter and guitarist Terre Roche "
reagooon,"Happy birthday to the best, most dedicated coach ever! I’ve been so grateful to have such an amazing coach for the past six years (even though you make us do stupid work outs). Thank you so much for everything you do Coach Schraub, and have a great 67th birthday! @ClemensTennis"
ninny0410,The Roches/♬Hammond Song♬ https://youtu.be/9e3sqtoRG-Y via @YouTube Happy 67th Birthday Terre Roche!
GKCoachAW,"Happy 67th Birthday up in the stars to my beautiful mum! Taken too soon; a lady full of knowledge, adventure and love for others! An inspiration every day! "
BroadcastMoose,"Happy 67th Birthday former 5,000m World Record Holder David Moorcroft, have a great day my friend "
FrankMalfitano,CLASSIC LP OF THE DAY: Happy 67th Birthday to Terre Roche who with sisters Suzzy &amp; the late Maggie formed a wonderfully quirky Folk/Pop trio. Here’s their highly acclaimed 1979 album of clever &amp; poignant songs produced by Robert Fripp#TheRoches#1979#lp#FolkMusic#Pop#RobertFripp 
jasewelsh86,"It would have been my dads 67th birthday today. He died 23 years ago from cancer. He was a wonderful man and I still feel his influence on me to this day, he still shaped me as a man from beyond the grave. Happy Birthday Dad xx "
kelliesn_,@imduckietheduck happy 67th birthday tell nanny cathy i say hi 
ninny0410,Hal Ketchum - Past The Point Of Rescue (Official Music Video) https://youtu.be/BDbBBq1Dn2U via @YouTube Happy 67th Birthday Hal Ketchum!
yanaaayna,"sorry di ako makapunta pero promise after lockdown sayo ko unang pupunta. mahal na mahal kita dad and thank you sa lahat. your baby girl will be fine soon. again, happy 67th birthday my SPO4 Romeo G Talimayen miss na miss na po kita"
yanaaayna,happy 67th birthday and it's your second birthday in heaven!!! Q 
Rock_Pistol_Neo,甲斐よしひろ Yoshihiro Kai ( V & G of Kai Band ) Happy 67th Birthday!!! 7 Apr 1953 ..... Japanese rock / PopRock / Folkrock/ JRock Musician Legend 
Rock_Pistol_Neo,甲斐よしひろ Yoshihiro Kai ( V & G of Kai Band ) Happy 67th Birthday!!! 7 Apr 1953 ..... Japanese rock / PopRock / Folkrock/ JRock Musician Legend 
Rock_Pistol_Neo,甲斐よしひろ Yoshihiro Kai ( V & G of Kai Band ) Happy 67th Birthday!!! 7 Apr 1953 ..... Japanese rock / PopRock / Folkrock/ JRock Musician Legend 
DANJO_UK,"@KathJenkins on Saturdays show – can you please wish my mam, Diane, a Happy 67th Birthday for the following Wednesday (15th April). With love from Daniel, Hayley, Isabelle, Dan and the dogs! "
mnralphie,"Happy 67th Birthday to composer, Patrick Doyle! #PatrickDoyle"
The1_SweetPete,Happy birthday to the 67th funniest person I know @baileyy_10 Hope it was a good one!
MoogFoundation,"Wishing Musician & Composer Christopher Franke A Happy 67th Birthday! Pioneering synthesist for TANGERINE DREAM , Christopher sent this photo w a small hand-written note of gratitude to Bob in the early 1970s. Happy birthday Christopher, from all of us @Bob #Moog Foundation!"
alec_behan,"Happy 67th Birthday to composer, Patrick Doyle! "
ninny0410,Tangerine Dream - Thief - Diamond diary https://youtu.be/FqEujUKoi9Q via @YouTube Happy 67th Birthday Christopher Franke (keyboardist)!
PotterWorldUK,Happy 67th Birthday to Patrick Doyle! He composed the film score for Harry Potter and the Goblet of Fire. 
ClaudsDeNobrega,HAPPY 67th BIRTHDAY TO OUR WONDERFUL DAD MARCY Thank you for being the best dad ever and for your kind-loving heart! You always making us laugh and we are so grateful for you! May God bless you on your very… https://www.instagram.com/p/B-oje9VJJqq/?igshid=1khfdugidqjnw
annestevens75,"Happy Birthday! I celebrated my 67th yesterday also, quietly at home."
DaysTwins,Happy 67th Birthday to former #MNTwins GM Andy MacPhail! Grandson of Larry. Son of Lee. Joined Twins in 1984. GM in 1985. Won 2 World Series championships. Left after 1994 season to join Cubs. Currently with the Phillies. Twins Hall of Fame in 2017. Son Drew joined Twins in 2020.
MolleCollection,Wishing you a very happy 67th birthday Eileen . Sorry you will not be spending it with your family. I hope people will make up for it by donating to help support the amazing work you do rescuing and caring for animals in need. 
foarctwales,It’s my 67th Birthday. My son and grandson should have been here from Australia along with my other children and family but it can wait and we will have happy times together later in the year. What can’t wait are animals that desperately need our care xxx https://www.gofundme.com/f/lend-a-paw-to-help-abandoned-puppy-farm-dogs?utm_source=customer&amp;utm_medium=copy_link-tip&amp;utm_campaign=p_cp+share-sheet
annestevens75,Happy birthday to your grandson! It is a bummer. My 67th is today and no party but hopefully I can celebrate with family later this year.
NatalieGore_,"Happy 67th Birthday to this amazing, loving, kind, funny, compassionate and caring human I am proud to call Dad. We Love you @Cornies "
Racetrackheroes,"Happy 67th Birthday to Cosmah! The dam of Tosmah who won the Frizette Stakes, Astarita Stakes, Mermaid Stakes, Arlington Classic, Beldame Stakes and of Halo who won the Lawrence Realization Stakes, Tidal Handicap, and the United Nations Handicap #Cosmah #Tosmah #Halo"
5Branko,"Thank you LORD, for this beautiful Saturday morning, before this day starts, I just want to wish my Handsome Dad, a Happy Heavenly 67th Birthday. I miss our talks and BBQ’s together, never to say they are better… https://www.instagram.com/p/B-jpNYnjsi5/?igshid=14f7wph1pvhh9"
ericaephillips,"If you're washing your hands to ""Happy Birthday"" today, give my mom Martha a shoutout. Today is her 67th."
theboxingfanman,"Happy 67th birthday to James 'Bonecrusher' Smith A former heavyweight champion He fought many of his era's best including Larry Holmes, Tim Witherspoon, Mike Weaver, Mike Tyson, 'Razor' Ruddock and Michael… https://www.instagram.com/p/B-hjD7DlYFr/?igshid=yqrjovx0hduj"
beadnutt53,Happy Birthday! My 67th was yesterday. I don’t feel that old but my birth certificate confirms it. 
OldFootball11,"Happy 67th birthday to #BillFaria, the sturdy Brazilian striker who signed with the Los Angeles Aztecs in 1981 as part of coach Claudio Coutinho's Brazilian make-over and responded with a team-leading 11 goals and 6 assists in 28 games."
egg_dog,@Fred_Delicious happy 67th birthday my freind x
BoydTionna,Happy 67th Birthday to my mommy Jackie We Love you with all our hearts!!! https://www.instagram.com/p/B-c1bhrFQjB/?igshid=14s88suznzu0x
STLBlueshistory,"Happy 67th Birthday to former St Louis Blues player John Wensink. Wensink has been involved with the @bluesalumni, has been a big part of the @AAABlues &amp; the Quebec Pee Wee Tournament as he discusses in this 1997 in game interview. #stlblues"
Billybutter37,I can't begin to tell you how happy I was! And then he was sworn in on my 58th birthday. You can extrapolate how I felt on my 67th! 
KateWillo,He’s NO FOOL... Happy 66th birthday to my Dad - 13 days in isolation with a cough etc. A very lonely time for many. Thankfully he’s over the worst of it now. Definitely going to plan a party for his 67th. #COVIDー19 #COVID19 #covidbirthday #StayHomeSaveLives
EnglishPeggy,I am sure this is a Happy Birthday tweet from you to me @PaulMcCartney on my 67th 
JBKRobin,Happy 67th birthday to the director Barry Sonnenfeld. Love his movies. https://www.instagram.com/p/B-cHJbwBuOo/?igshid=3az2afhhjaq4
GeorgeSchmidt67,Happy 67th Birthday to BARRY SONNENFELD 
gilleaneng,"Happy 67th birthday to my favorite man in the world! You know that I love you very much tatay! Good health and long life! @Limay, Bataan https://www.instagram.com/p/B-bUIQJH7Xg-BegCfwvZBW2DKPU7pQhlaqph7E0/?igshid=1v2mrwze63ah8"
BanishBigotry,"April 1 is my 67th birthday. My retirement account is crashing, my friends are getting infected, I can't go out of my home, and the leader of our country is a narcissistic sociopath. No jokes this year, or the biggest joke of our lives. Happy birthday to me??"
Grassrootsckt,"Happy 67th Birthday - Aftab Baloch Aftab made Test debut at 16, but he is famous for the innings of 428 (in 584 mins), 7th biggest individual score in First Class cricket! Hanif Mohammed (499) is only Pakistani who scored more runs than Aftab in a FC innings! Test Cap #64 "
QueenCityEricka,"Happy birthday to my A1 from day one, my mama! Y’all know black don’t crack, she’s celebrating her 67th revolution around the sun. Happy birthday to #MomExtraordinaire #myMAMA #itsYOURbirthday https://www.instagram.com/p/B-aNRk8hPA-/?igshid=1567hxy9fp6qw"
OldOwensVets,Happy 67th Birthday to this legend!
OldFootball11,"Happy 67th birthday to striker #DaveButler (number 8), the West Bromwich Albion apprentice who signed with the expansion Seattle Sounders as a 20-year old in 1974 and built a 10-year pro career that comprised 40 goals in 118 NASL games"
MumtherArtemis,"Today would have been my father's 67th birthday. I sure miss him, but I feel his presence every now and then. Happy birthday, Dad."
ninny0410,Huey Lewis And The News - Hip To Be Square (Official Music Video) https://youtu.be/LB5YkmjalDg via @YouTube Happy 67th Birthday Sean Hopper (keyboardist)!
jimimanovsteel,Wishing the old man a very happy 67th birthday...10 years gone but still very much loved and remembered...and one hell of an urban gardener. 
pjgeorge11104,Happy 67th birthday 
