username,tweet
EastCountyRun,"March 52nd. 98-year-old Helen wishes 94-year-old Elizabeth R a very Happy Birthday. Helen respects anyone who served her country in time of need, &amp; who, as a leader, advises unity/strength/perseverance/calm during time of crisis. Helen and Elizabeth R are SURVIVORS. Be like them "
PrynceCharmin,Happy 52nd birthday to the lady that made me 
ken_mar7,Happy 52nd Birthday to my hubby Ken #Celebrating31birthdays #AlifetimeForever
ichisea51,"A day late, but happy 52nd birthday to this gem! #vinyl #thezombies #odesseyandoracle #records #instavinyl #vinylgram #albumcover #recordcover #cratedigging #vinyllife #recordcollection https://www.instagram.com/p/B_OqK6hJjnj/?igshid=1fzno7hy9bvg8"
Billygilly,Happy 52nd birthday Katie.
FreeFlixMedia,"Here’s to you getting love, joy, and lots of happiness on your special day - Happy 52nd birthday @ActorRaoRamesh! #raoramesh #celebritybirthdays #tollywood #FreeFlix #FreeFlixLive #LiveStreaming #StreamersConnected #Hyderabad #India #StayHomeSaveLives #COVID19"
ladyellexo,"today would’ve been my moms 52nd birthday, i’m heartbroken that she isn’t here. but i know she’s watching over me &amp; protecting me. Happy Birthday Mommy "
MattyjBeatty,Happy Birthday Sid.... I celebrated my 52nd... same birthday
paulachar,Happy 52nd. May you be blessed with many more years. Happy Birthday Carol.
svknight3,"Happy 52nd Quarantine Birthday to me!! We were supposed to go out for a special dinner tonight, but that was cancelled."
ProAccountant,Happy 52nd birthday Brent Mayne! https://www.facebook.com/groups/431105290334462/permalink/2789494541162180/?sfnsn=mo
carolinekere,Aging is a privilage denied to many. Happy 52nd birthday to me 
carolinekere,Aging is a privilage denied to many. Happy 52nd birthday to me 
double2uche,"Happy 52nd Birthday to His Majesty King Mswati lll of Eswatini - More Years and Strength, Wisdom as you lead your Nation. hrhprincesssikhanyiso @Siba_baby https://www.instagram.com/p/B_L9wEiARl-/?igshid=gcqs93svqfki"
mnralphie,Happy 52nd Birthday to Ashley Judd! #AshleyJudd
PopHorrorNews,"Happy 52nd birthday to Ashley Judd, star of BUG, ALLEGIANT, DIVERGENT, KISS THE GIRLS, and more! Remember her brief appearances on STAR TREK: THE NEXT GENERATION? "
BFTP4780,"Happy 52nd Birthday to actress @AshleyJudd! Judd is best known for the films Heat, A Time to Kill, Kiss the Girls, Double Jeopardy, Bug, Dolphin Tale and Divergent, and for the TV series Missing. @Ely, Iowa https://www.instagram.com/p/B_LaIsNF6_n/?igshid=yyrj6q43j3oh"
dodgers_cards,"Happy 52nd birthday to Brent Mayne. Mayne was a long time catcher who wrapped his career up with the Dodgers. He played 15 seasons - primarily with Kansas City - but spent part of 2004 with LA, coming over mid-season and playing in 47 games while also seeing action in the NLDS. "
EswatiniGovern1,[WATCH]: Prime Minister Ambrose Mandvulo Dlamini wishes His Majesty King Mswati III a happy 52nd birthday. 
MandlaPromitius,"Long Live Your Majesty, Long Live Ntsandzane yemaSwati. Happy 52nd Birthday to His Majesty King Mswati III "
nikidoog,Odessey and Oracle is the second studio album by English rock band @TheZombiesMusic . It was originally released in the UK on 19th April 1968 by CBS Records. Happy 52nd Birthday #TimeOfTheSeason 50th anniversary picture disc 
ABDugoutStories,Happy 52nd birthday @BrentMayne! The long-time @MLB catcher picked up the win in relief in this game for the @Rockies in 2000. He went hitless in 3 plate appearances over 2 games for the @edmtrappers in 1997. #yeg #Baseball #MLB
NyDuarte2,"Happy 52nd birthday in heaven, i love you more maa https://www.instagram.com/p/B_K68pnjiCK/?igshid=bqvxjk9ntmgb"
HappyBirthdayHD,Sssssh but I might be just compiling a video for a certain OAPs 52nd Birthday!!! So watch this space...
KwakhaIndvodza,"The board of directors, management and staff would like to wish His Majesty King Mswati, a happy 52nd Birthday. "
alec_behan,"Happy 52nd Birthday to Ashley Judd! The actress who played Terri in A Dog's Way Home, Lorraine Nelson in Dolphin Tale and Dolphin Tale 2, and voiced Mrs. Dale in Our Friend, Martin. "
DishNation,Happy 52nd #birthday to @AshleyJudd! 
HlobisileNdlo,"Lunwele loludze wena waphakathi. Happy 52nd birthday Silo sikhulu, Lodungandaba. "
BurrowDweller73,@yankee32879 @SherriPizza @KathLeary @groupienights @paulsighmon @pettingthedog @tumblingroses @bilIyjoeI https://dailymusicnotes73.blogspot.com Happy 52nd birthday today to a '60s classic 
KMoolianho,"LONG LIVE HIS MAJESTY Happy 52nd birthday to you Mbhangazitha, uBaba uMhlekazi iMbhube yeSive, His Majesty King Mswati Mswati lomnyama kulabalutfuli Mgobo kampondo longangen’… https://www.instagram.com/p/B_KI2tuHp0U-SDPvdgISTetBVqmrIyj3fXoDlk0/?igshid=sovo0it1fxd7"
izzo_d,I wish a beautiful and happy 52nd birthday to His Majesty King Mswati 111 and the Kingdom of Eswatini @EswatiniGovern1
TW_Eswatini,"On behalf of the government & people of #Taiwan, we wish his Majesty King Mswati III a happy 52nd birthday. It's our most sincere hope that His Majesty &amp; the #BeautifulKingdom of #Eswatini remain healthy &amp; continue striving to achieve National Development Strategy: Vision 2022. https://twitter.com/AmbroseDumile/status/1251790480788070401"
eswatiniuni,Khula Mlisa! We wish his Majesty King Mswati III a Happy 52nd Birthday. Happy Birthday your Majesty! 
rockyzwe,Happy 52nd birthday your Majesty.May God bless and protect you .Khula ute Ukhokhobe Wena Waphakathi.. 
AmbroseDumile,Today the Kingdom of Eswatini and the world is celebrating the 52nd birthday of His Majesty King Mswati 111. Khula Mlisa. Happy Birthday Your Majesty. 
Separc_Eswatini,We would like to wish His Majesty King Mswati III a Happy 52nd Birthday. Bayethe wena waPhakathi! 
nxumalo4,Happy Birthday to His Majesty King Mswati III and Ingwenyama a happy and blessed 52nd birthday Lunwele loludze Mbangazitha @zwidephotos #HisMajestykingMswati III
SwaziEpilepsy,We wish His Majesty King Mswati III and Ingwenyama a happy and blessed 52nd birthday! BAYETHE WENA WAPHAKATHI! #KingsBirthday #Eswatini #Epilepsy @Peaceful_W3
EHBLuphahla,We would like to wish His Majesty King Mswati III a happy 52nd Birthday. LUNWELE LOLUDZE WENA WAPHAKATHI! 
serialTweeper,We wish His Majesty King Mswati III and Ingwenyama a happy and blessed 52nd birthday! Lunwele loludze Mbangazitha BAYETHE WENA WAPHAKATHI #KingsBirthday
EswatiniGovern1,We wish His Majesty King Mswati III and Ingwenyama a happy and blessed 52nd birthday! Lunwele loludze Mbangazitha BAYETHE WENA WAPHAKATHI #KingsBirthday
Eswatini_TV,We would like to wish His Majesty King Mswati III a Happy 52nd Birthday. Bayethe wena waPhakathi! Here's where you can watch #EswatiniTV: 1.#DstvEswatiniChannel286 2. #Ntjintja 3. https://www.youtube.com/channel/UClDOmbCeOYJ10g-D0K-aADA 4. http://www.swazitv.co.sz 5.https://www.facebook.com/EswatiniTV/
Inyatsi,We would like to wish His Majesty King Mswati III a happy 52nd Birthday. Halala Mbangazitha. Bayethe wena waPhakathi! 
SMarieFetzer,Happy 52nd Birthday @AshleyJudd
DarthVapor68,Hey girl Forgot to say Happy birthday the other day Hope it was good you beautiful woman 18 days till my 52nd I can't
JuckYouFack,I wish you many happy returns of the day! You're a true patriot among #Patriots and we ALL appreciate your voice! Happy 52nd Anniversary of your 21st Birthday!!! #MAGA #WWG1WGA
meetmacintyre,"Recently a gentleman we support called Nicholas had his 52nd birthday in #lockdown. Our team in #Worcestershire, alongside Nicholas' mum and family (via Facetime!), worked hard to make the day incredibly special, by holding a virtual tea party. Happy Birthday Nicholas! "
vdawg68,@moejoes @nothingbundt @BlantonsBourbon @RevBrewChicago Happy 52nd quarantine Birthday to me 
scjessey,"I think she's suggesting the last 8 weeks have aged him 8 years. Happy 52nd birthday, @DHewlett."
solodlamini,"The Ministry for Home Affairs as the custodian of National Events in the #BeautifulKingdom of #Eswatini takes the lead to wish His Majesty King Mswati III a happy 52nd birthday, though the actual celebration was cancelled due to #covid19 pandemic. #LongLive Your Majesty!!!"
MustardSeedish,Happy birthday twin! It's my 52nd. Have a wonderful day celebrating your trip around the sun.
almalphia,"I want to wish my wonderful husband @Rhogart a happy 52nd birthday today! He is a truck driver and a hero in my eyes! Please send some love, birthday wishes and thank you for being a hero right now when we need people like him so very much! Love you baby!"
janinelomeda7,Happy 52nd birthday mamsh Love you!!!! 
TReese82,Happy 52nd Birthday to former NBA G Bimbo Coles!
ChefMcAllister,Happy 52nd Birthday today Dude.. 
Jordan48086342,happy 52nd birthday to former #Smackdown Manager Vickie Guerrero excuse me
NatalieLourash,Happy 52nd quarantine birthday to you sucks we can’t do anything but we will party at home hope you have a great day! We love you @KINGTEEWHY
Brigadier_L,Happy 52nd Birthday Benjy Myaz! #TopSinger #Leyend #JamaicanStar #Reggae #LoversRock #NewRoots #Riddim #Respect
basnettdavid1,Wrestling Happy 52nd Birthday to former @WWE General Manager @VickieGuerrero #BOTD #ExcuseMe
Grassrootsckt,"Happy 52nd Birthday - Manzoor Akhtar Karachi born all rounder Manzoor, younger brother of former test cricketer Mansoor Akhtar played 7 ODIs for Pakistan between 1997 to 1998 Manzoor played 102 First Class matches, scored more than 5K runs and took 119 wickets as a leg spinner "
SMarieFetzer,Happy 52nd Birthday @VickieGuerrero
TReese82,APR.19 B-DAYS:Happy 52nd Birthday to Movie Actress (and diehard UK Hoops Fan) Ashley Judd! She's the daughter of Country Music great Singer Naomi Judd!
MRlgreenii,"80sThen80sNow on Instagram: “Happy 52nd Birthday Anthony Michael Hall! Born April 14th 1968 in West Roxbury, MA. this Lovable Teen Star Went on to Become One of the…” https://www.instagram.com/p/B-9t1mpDsYq/?igshid=l61de1j0fez4"
RHheadsradio,"Happy 52nd birthday to everyone’s favorite tall drink of water, Ed O’Brien! We hope he’s fully recovered and hope you’re all staying safe and healthy out there. Watch this space soon for a new episode... "
_jsmnjyc,happy 52nd birthday to mi mom!! 
patsytharp1968,This is my Husband Donny and today is his 52nd Birthday. Y’all he is a proud truck driver who has been out for 6 wks hauling produce and frozen loads of food. Please give him a follow he is new to Twitter and say Happy Birthday 
DaltonTucker5,"Happy 52nd Birthday, Ed O'Brien! #EdOBrien #Radiohead #7WorldsCollide #solocareer #1990s #2000s #2010s #electronic #experimentalrock #AlternativeRock https://www.instagram.com/p/B_AShQAn_uo/?igshid=124yqwgdkwzz7"
tmonmusic,"Wishing a happy 52nd birthday to guitarist, songwriter, backing vocalist and founding member of RADIOHEAD - musician ED O'BRIEN! #EdOBrien #Music #Birthday #OnThisDay #OTD #HappyBirthday #BornToday #BornOnThisDay #Radiohead #AlternativeRock #MusicHistory @EOBOfficial"
ninny0410,Radiohead - High and Dry https://youtu.be/7qFfFVSerQo via @YouTube Happy 52nd Birthday Ed O'Brien (guitarist)!
ClaraToneRecord,"Happy Birthday, Ed O'Brien! #Today is his 52nd birthday. #Radiohead #birthday #1968 #guitarist #MusicHistory #HappyBirthday #BornToday"
dbeefilms,Happy 52nd birthday to Anthony Michael Hall! He was in everything I wish I'd written in the 80s. 
mnralphie,Happy 52nd Birthday to Anthony Michael Hall! #AnthonyMichaelHall
iamricksantos,Happy 52nd Birthday Tay! sorry sa pagiging maselan na anak HAHAHAHA. promise magtatapos akong pag aaral.
PopHorrorNews,"Happy 52nd birthday to Anthony Michael Hall, star of WEIRD SCIENCE, THE DEAD ZONE (TV), THE DARK NIGHT, RIVERDALE, Z NATION, ZOMBIE NIGHT, THE HUNGER, HALLOWEEN KILLS, and more! "
BFTP4780,"Happy 52nd Birthday to #AnthonyMichaelHall! Hall is best known for the TV shows “Saturday Night Live” and “The Dead Zone” and for the films “National Lampoon’s Vacation”, “Sixteen Candles”, “The Breakfast Club”,… https://www.instagram.com/p/B--qc3fjQ0H/?igshid=1m995n886djvo"
MoviTees,"""I've been a working actor since age eight. It became my craft and career by high school. I did not go to college, but I'm an avid reader in the ongoing process of educating myself."" Happy 52nd Birthday to the great, Anthony Michael Hall "
alec_behan,"Happy 52nd Birthday to actor, producer and director, Anthony Michael Hall! "
MrsMikaS,Alhamdulillah! Happy 52nd birthday to my handsome King!! Wishing you many more years to come. Love you https://www.instagram.com/p/B-94MV1pYwqr4R0E0xdYUpCfvlOXq9ACo8qRsE0/?igshid=1ityjvnt1xmrq
TON41,"Happy birthday, it’s my 52nd birthday today"
DoYouRemember,Happy 52nd birthday to Anthony Michael Hall!! What instantly comes to mind when you think of this actor? 
back280s,"Happy 52nd birthday to #anthonymichaelhall (born April 14, 1968), American actor. Made his screen debut in 1980. National Lampoon's Vacation, #SixteenCandles, #TheBreakfastClub and #WeirdScience"
GeorgeSchmidt67,Happy 52nd Birthday to ANTHONY MICHAEL HALL 
landofthe80s,"Happy 52nd birthday to Anthony Michael Hall! In the 80's Hall entertained us in a number of movies (Sixteen Candles, Weird Science, The Breakfast Club, etc) including Vacation as Rusty Griswold! #80s #80smovies"
FlowsUniquely4u,Damn 10 Birthdays without my room door being burst open to ask “Is today Pops or your birthday” for me to side eye and say “Pops” ... Happy 52nd Birthday to my Bonus Father! We love you maaaaaaannnnn!!
MarkArum,Happy 52nd Birthday to Anthony Michael Hall! What's your favorite AMH movie?
80sThen80sNow,"Happy 52nd Birthday Anthony Michael Hall! Born April 14th 1968 in West Roxbury, MA. this Lovable Teen Star Went on to Become One of the Coolest Actors Ever. 80s Wise You’ll Recall Him in Sixteen Candles, The Breakfast Club, Weird Science and Johnny Be Good. #AnthonyMichaelHall"
sirswampthing,"Happy 52nd Birthday Richard Champion Most @EJLegendsGame appearances 17 - RICHARD CHAMPION, Damian Monkhorst 16 - Troy Luff 15 14 - Tony Liberatore 13 - Shaun Smith, Mick Martyn, Dermott Brereton 12 - Martin Pike, Terry Daniher @AFL"
the80its,"Happy 52nd Birthday to Anthony Michael Hall! Anthony appeared in seven movies in the 1980s, can you name them all? #1980s #podcast #anthonymichaelhall"
brian_bonafitz,Happy Birthday @EStreetMax!! Was so lucky to meet you TWICE!! Once at @StBonaventure on a book tour in early 90s &amp; again in 2005 in a NYC restaurant on 52nd &amp; 6th Ave. Hope you had a great day! #TheySayItsYourBirthday #EStreetBand #MightyMax #EStreetNation
LilCease,"Big Happy 52nd Birthday To My Sister Bridgette In Heaven!! It’s Been 8 Years Since I Lost My Sister To Pancreatic Cancer ... You Were So Young &amp; Had So Much More Life A Head Of You, But I Know Your Good Up There..… https://www.instagram.com/p/B-8MKn0g7Q1/?igshid=1aef7xr5lkxmf"
aoisoramint,Happy 52nd birthday! Ⓞ Ⓩ Ⓚ Ⓝ 小沢くんの52歳が とても素敵なものでありますように。 いつも聴かせてくれて、魅せてくれて、 いてくれて、ありがとう。 ずっと幸せに思います♡ #ozkn そして時は 2020.4.14
esanchez003,Happy 52nd Birthday @coldonesgeneral
DaltonTucker5,"Happy 52nd Birthday, Jørn ""Necrobutcher"" Stubberud! #JørnStubberud #Necrobutcher #Mayhem #LEGO #Bloodthorn #Kvikksølvguttene #CheckerPatrol #1980s #1990s #2000s #2010s #blackmetal #deathmetal #ThrashMetal https://www.instagram.com/p/B-7B60WnYOy/?igshid=g89ihk5akw6h"
DichosonJoyce,So it's my mom's 52nd birthday today and my siblings are acting like my mom is a famous actress HAHAHAA happy birthday mamaaa I love youuu. 
JoeDog93,"Happy 52nd birthday to the James Bond character! With each new interpretation of James Bond to hit the silver screen, the character's biography is updated to accommodate the age of the new actor portraying him,… https://www.instagram.com/p/B-6WIf3DdMh/?igshid=tvvrlxk42knz"
sjsharkshistory,Happy 52nd Birthday to #SJSharks alumni forward Adam Graves. Getty Images
donnerie071892,Happy 52nd birthday papa. Iloveyou 
_Asmodeosus,I love you tay ayoko na pahabain to alam kong alam ni GOD kung gaano ako nagpapasalamat at kung gaano ko gusto maka bawi sayo happy 52nd birthday tay
mgweissman,"Happy 52nd Birthday to - unequivocally - THE most generous, charitable, philanthropic, altrusitic, giving, caring human being/hockey player/teammate/Stanley Cup Champion who has ever graced this Earth!...#9...the one, the only: Adam Graves! "
talzuckerman,"@NYRalumni I am so blessed to have been at @TheGarden when he and the Rangers hoisted Lord Stanley's Cup. 20 years later at the fan fest, twice he said to me, ""Beautiful little girl"". He has a heart of gold. Happy 52nd birthday to @NYRangers legend Adam Graves."
fancyepiphany,happy easter everyone!!! also happy bday to my queen of a mom who's celebrating her 52nd birthday so here's a little throwback when she was a badass woman 
rr_mabansag,Happy 52nd Birthday Papa! #52ndbirthday #eastersunday2020 @Jabson St. Kalawaan https://www.instagram.com/p/B-4Ddc_jHBDyHkZTHfWi1iUxuVW6AnzeJRk4YM0/?igshid=cpu8g6gnaday
JasonBeck82,"Happy birthday to @BCSportsHall Honoured Members: -Louise Soper (72nd - 1948) Team Member, Soper Ice Dance Pair -Dave Lougheed (52nd - 1968) Team Member, 1991 Canadian Men's National Rugby -Trevor Linden (50th - 1970) Athlete, Hockey Bios: https://bcsportshall.com/honoured-members/"
rnnltrrs,"Happy 52nd Birthday coach/mentor/kuya/angkol, @arismd11! Salamat sa owel ya. More dances,rakets,cheka, and libakanay to come charot hahaha"
DaveJury1968,"Happy birthday @markke11y Glad they wrote an article for your birthday. I've got a crate of beer waiting for Tuesday for my 52nd but hopefully, one day, I'll have an article written about for me. Thank you for your great music. Loved it since 1982. Thank you!"
peppypatty64,Wishing you a healthy & Happy 52nd Birthday !!
RichardBas2471,"Mask was a truly fantastic striker. Fast, quick thinking brilliant finisher, who always gave 100%. The sort that makes a play off team an automatic promotion team. Happy 52nd Birthday Mr Maskell. "
inourexperience,Happy 52nd Birthday to Orlando Jones! @theorlandojones @nickcannon #DrumlineTheMovie #OrlandoJones #NickCannon #Roc #MadTV #Woo #BikerBoyz #TheChicago8 #OfficeSpace #ADifferentWorld #TheEvidence #Madiba #SleepyHollow #BlackDynamite #TheGoodLordBird #InOurExperience #Blessed
SyzygyBOSS,Happy 52nd birthday @CanadaCollege. An outstanding institution of higher learning w great professors over the years. Thank you for ur presence in academia &amp; athletics. Here’s to many more years of excellence &amp; service to so many in the Bay Area &amp; around the world @Anderson20Rich
lucasmichael75,I wanna wish my father a very happy 52nd birthday! Dad I don’t think you realize how much you for me and our family. Your constant positive attitude and outlook on life makes me strive to be like you one day. I love you so much and I am so lucky to be your son! 
Kaidhicksii,"First and foremost, a very happy 52nd birthday to my mother. She's always been there for me in my deepest trials, &amp; I am in her debt. Oh the irony she was born the day the unsinkable set sail, and that, doing the math, I was conceived around this time. #HappyBirthday "
TheReal_Fanizzi,"Happy 52nd birthday to my amazing mother!! Mom, thank you for everything that you do for our family. You’re one of the hardest working people that I know. Thank you for always giving me… https://www.instagram.com/p/B-zMjoADdD-OiGGF3KYIrJk4yXcBK3olByDvNc0/?igshid=vo0zs9vdx2kj"
ninny0410,Sleeper Sale Of The Century https://youtu.be/Qd-RGXPQGbQ via @YouTube Happy 52nd Birthday Diid Osman (bassist)!
Hiram09597466,@LorettaLynn #MeMaw if can with help from daughters Grand daughters great grand daughters my mom loved your music April 11th is her Birthday and my Dad if lived 52nd Wedding Anniversary wish her a Happy Birthday HAPPY BIRTHDAY
InsideAthletic,Happy 52nd birthday Josu Urrutia! 
BHAseagulls_com,Happy 52nd Birthday to Craig Maskell #BHAFC
TheTerriers_com, Happy 52nd Birthday to former #HTAFC forward Craig Maskell A great scorer back in the day 
thehoopsdoctor,Wishing Happy 52nd Birthday to my Big Sister Eloise!!! https://www.facebook.com/raymond.brown.942/videos/10158288004409485/?d=n
LewdPokie,Happy birthday to my 52nd wife 
kelliannnn521,"Happy 52nd birthday up in heaven. Miss you so much, love you "
Baki_Baki01,"Today marks the 5th birthday without your precious soul. Had you been given a chance to live, I know we'd be drooling all over candy and cake on this day ... Happy 52nd birthday in heaven Daddy Ps. Your Daughter "
_Vivek_49,Happy 52nd birthday lad
DrClarkSchool,Happy 52nd birthday to our wonderful school! 
mnralphie,Happy 52nd Birthday to Patricia Arquette! #PatriciaArquette
terpstra123,Celebrated Ron”s 52nd Birthday today! So happy to have the family together. 49 plus 3 is 52. 
BFTP4780,"Happy 52nd Birthday to actress #PatriciaArquette! Arquette is best known for the TV shows “Medium” and “CSI: Cyber” and for the films “A Nightmare on Elm Street 3: Dream Warriors”, “Ed Wood”, “True Romance”,… https://www.instagram.com/p/B-vMCnhDx7J/?igshid=1s4pu9nd2eecq"
GianoliIi,"Happy 52nd Birthday to Patricia Arquette, the actress who played Alabama Whitman in True Romance, Olivia in Boyhood, Allison DuBois in Medium, Tilly Mitchell in Escape at Dannemora, and voiced Harmony's Mom in Toy Story 4! "
NedLuke2000fan,"Happy 52nd birthday to you,Solo Be safe but remember to have fun as well:) https://www.instagram.com/p/B-uwrDBBi_e/?igshid=cjbfcrorju67"
CBSDrama,Happy 52nd birthday to Medium star @PattyArquette. What would you buy her character from the show?
FarOutToysInc,Happy 52nd Birthday to veteran NASCAR pit reporter @MattYocum!
FamousBirthdays,Happy 52nd Birthday to @PattyArquette!
PopHorrorNews,"Happy 52nd birthday Patricia Arquette, star of TRUE ROMANCE, STIGMATA, ED WOOD, TALES FROM THE CRYPT, and more! Of course she got her start playing Kristen Parker in A NIGHTMARE ON ELM STREET 3: DREAM WARRIORS. ""I said, where's the fuckin' bourbon???"" "
CracklyPeach,Happy 52nd Birthday Tim!! have a great day
TymeDwn23,Happy 52nd Birthday to the GOAT! 
alec_behan,"Happy 52nd Birthday to Patricia Arquette! The actress who played Alabama Whitman in True Romance, Olivia in Boyhood, Allison DuBois in Medium, Tilly Mitchell in Escape at Dannemora, and voiced Harmony's Mom in Toy Story 4. "
NFLBadgers,Happy 52nd birthday to former Wisconsin Badgers DT Don Davey (@Davey919992)! He spent time with Green Bay and Jacksonville. : Wisconsin Athletics; Rick Wilson/The Florida Times-Union #NFLBadgers x #Packers x #Jaguars
Road2Oscars,"Happy 52nd Birthday, @PattyArquette! "
SMarieFetzer,Happy 52nd Birthday @PattyArquette
z_tips,@HammersKev68 happy birthday mate !! Hope you are able to have a really happy 52nd with your nearest and dearest !! I would sing but I want you to have a nice day #EnjoyYourDay
Marvelous_Gelo,Happy 52nd Birthday to the queen of the family. We are thankful to God because he gave us a corageous and extraordinary mom like you. We love you Nay. 
kimmytoronto,Happy 52nd birthday!
mnralphie,Happy 52nd Birthday to Cindy Robinson! The current voice of Amy Rose in the Sonic the Hedgehog franchise. #CindyRobinson
Crippen1026,Happy Birthday to one of the best Home Depotnhas to offer! Happy 52nd Birthday LORENZO @District266 
LindaSC,Happy 52nd Birthday 
lindakingzol,Happy 52nd Birthday! 
robereid, Happy 52nd Birthday 
chillybt,Happy 52nd Birthday Brother Marine! Damn straight I'll r/t this. 
scullyfu,"Happy Birthday, young un! so glad you reached out. here's a virtual party for your 52nd trip around the sun. :) #TheResistance https://twitter.com/frosty3737/status/1247189758746349568"
cindyinchaos,Happy 52nd birthday
Angelfaedarksta,Happy 52nd birthday !!! 
TammyGVegas,Happy 52nd Birthday
scoaster90,Happy birthday! My 52nd is this coming Friday. 
OkanaganLeigh,Happy 52nd Birthday!!
4a_of,"Happy 52nd Birthday Frosty!! Celebrate like I did, turn up your favorite music and go nuts!! "
ChildofHippies,Happy Birthday!! I will finish my 52nd lap tomorrow! Go Aries!!
GHvintage,Happy 52nd Birthday! https://twitter.com/frosty3737/status/1247189758746349568
alec_behan,Happy 52nd Birthday to Cindy Robinson! The current voice of Amy Rose in the Sonic the Hedgehog franchise. 
Kramde082,Happy 52nd birthday my beautiful mother earth! Stay young pretty amd healthy always!! 
ChloeAttwoodPR,Happy (52nd) birthday to my mum! I wish I could be with you today. #StayHomeSaveLives
Annette2151963,"This is a very well put together video for @celinedion 52nd Birthday. Excellent quality! Thank you to the uploader! #birthday #CelineDion Watch ""Happy 52th birthday Celine Dion "" on YouTube "
korky_millburn,Da Mackell Boyz RIP BIG SIS JULIA HAPPY 52ND BIRTHDAY 
CoachDMart5,Day of mixed emotions. The good: Woke up grateful to be able to say Happy 52nd Birthday to my mother and aunt (twins). Love yall to the moon and back.
ninny0410,Feelin' Love - Paula Cole https://youtu.be/HLJ-Cp22JJo via @YouTube Happy 52nd Birthday Paula Cole!
