username,tweet
ninny0410,"Till Death Do Us Part - Bob Braun https://youtu.be/tVvrionrTuM via @YouTube Happy 91st Birthday in Heaven Bob Braun (disc jockey who had one minor hit) - April 20, 1929 – January 15, 2001"
scrublifemd,"Happy 91st Birthday to my Grandpa Jim whose still recovering from a fall in January. He’s a father of 12, grandfather to ?? (lol), Colon &amp; Lung Cancer survivor, and Korean War Veteran. #OG"
saadsalman719,"The younger daughter of Lord Mountbatten, the Queen's bridesmaid & lady-in-waiting & first cousin of the Duke of Edinburgh, who married an influential interior designer- Happy 91st Birthday to the fascinating Lady Pamela Hicks! "
pdratcliffe,"Wishing Lady Pamela Hicks, the youngest daughter of Lord Louis & Lady Edwina Mountbatten (The Earl and Countess) a very Happy 91st Birthday! @IndiaHicksStyle"
ShelliMargherit,"Poppa, wishing you a very Happy 91st Birthday. Wish I could be there to celebrate with you. You are loved beyond words. https://www.instagram.com/p/B_LCY0BpolJ/?igshid=b4hly7gp4dtn"
MRSSG,Happy Heavenly 91st birthday Nan. Hope you are having a lovely day make sure you have got your dancing shoes on. To think a year ago we all got together and celebrated your special day… https://www.instagram.com/p/B_KZfUxHVXCYC06rVmFv5eDODRRO7gb_KUTNfM0/?igshid=si4lcmzaxv57
LadyLecondoliak,Happy 91st birthday to Frank Grock's daddy. Here's to 91 more! 
LukeArthurWells,Happy 91st birthday to my Nan! Love her so much 
JustGiving,Happy 91st Birthday Rhythwyn! The whole of Wales is behind you! @HywelDdaCharity https://just.ly/3cGzkOL 
GTC_TV,"The GTC would like to wish Jean Hibberd, member 0001, a Happy 91st Birthday! Jean has been a massive support to the Guild over the last 48 years, encouraging her husband and founder Dick Hibberd. Comment below if you would like to send Jean a message on her special day. "
elenilamont,Happy birthday grandma! You'll just have to have a big shindig for your 91st!! 
saadsalman719,"The younger daughter of Lord Mountbatten, the Queen's bridesmaid & lady-in-waiting & first cousin of the Duke of Edinburgh, who married an influential interior designer- Happy 91st Birthday to the fascinating Lady Pamela Hicks! http://royalwatcherblog.com/2019/04/19/lady-pamela-hicks/"
saadsalman719,Happy 91st Birthday to the fascinating Lady Pamela Hicks! http://royalwatcherblog.com/2019/04/19/lady-pamela-hicks/
saadsalman719,"The younger daughter of Lord Mountbatten, the Queen's bridesmaid & lady-in-waiting & first cousin of the Duke of Edinburgh, who married an influential interior designer- Happy 91st Birthday to the fascinating Lady Pamela Hicks! "
barbiegirl_21,"Happy heavenly 91st birthday grandpa. Miss you so much there isn’t a day that goes by that I wish you where still here. I miss your hugs, kisses, and you telling me everything will be okay. I hope you have the best birthday up in heaven with grandma love you both so much. "
laurajeansev1,Happy Birthday! Just happened: A neighbor in the lobby said today is her 91st birthday. Another neighbor just happened to have his sax with him. He pulled it out and played the Happy Birthday song and we all sang!
tchrcla,happy 91st birthday lola 
kheryberry,"Happy 91st birthday to my Grandpa, Cecil Barnes. Love him like how Jesus love likkle children "
CranleaCareHome,Big Happy 91st Birthday #HappyBirthday #BirthdayCake #BirthdayCelebration
mrajivranjan,"Happy 91st Birthday to Prof. Tan Chung 谭中教授, stalwart of China Studies in India. Recently had a wonderful conversation with him at Fudan. Four generations of China scholars in one frame. "
archan100,"Today is the 91st Birthday of Honourable Prof.Tan Chung.He has all along been making an irreplaceable contribution towards Sino-Indian friendship and cultural exchange.Teacher Tan, wish you a happy birthday! Wish you good health and a long life!Please convey my heartfelt respects "
Brookranger,Happy 91st Birthday to Eddie Stobart.....They have made a film to celebrate his achievements in the haulage industry.....I’ve yet to see the film but I’ve seen the trailer #CrapSaturdayJoke 
Total_Bliss11,Sending love and birthday wishes to my Aunt Zadie on her 91st Birthday. Happy Birthday Auntie #birthday #blessed #aunt #aunties
JCA_Insurance,"Happy 91st Birthday Dad! Always had a vision, great sense of humor, believed in working hard, loved his family, enjoyed his friends, liked a cocktail or two and if you met him you liked him cause he got to know you!… https://www.instagram.com/p/B_FlgJXlUyF/?igshid=14qsl2qon18uw"
TrekMovie,"Happy 91st birthday to Michael Forest, who played Apollo in the #StarTrek #TOS episode ""Who Mourns For Adonais?"" He played the role again in 2012 in the fan film Star Trek Continues."
ArmandoE89,"Happy 91st Birthday to my beautiful mother, I was able to FaceTime her yesterday. Many of you know that she took me in as a guardianship child at 3 years old and raised me as her own. Despite the many disability challenges I would overcome —- #GuardianshipMother #91stBirthday"
michelle_fluri,"The only birthday that matters. Happy 91st @Wappingers Falls, New York https://www.instagram.com/p/B_Diie5j33e/?igshid=15jkwisscp0al"
RCotterman12,"Happy 91st Birthday, Mr. Jerry! Fort Meigs beloved crossing guard and a Perrysburg legend! "
CapsulasInfo,RT Lets_B_Real: Top story: shestokas: 'Today is #Mom's 91st Birthday. Please wish her a Happy Birthday and RT. On #Christmas I shared a video of her excitedly opening a present. It garnered nearly 4k views and she asked me hourly for… … http://tweetedtimes.com/Lets_B_Real?s=tnp
Best_Plumbers,http://BestPlumbers.com wishes a Happy 91st Birthday to Pope Benedict XVI. We hope you have a safe &amp; prosperous year! 
anthonygiovina2,Beautiful! Happy 91st Birthday!!!
ablafemina,"I want to wish my MOM (Mentor, Role Model, Best Friend ) a Happy 91st Birthday!! Happy Birthday Mom!! I love you!! "
BBCRadioLincs,Lincolnshire birthday surprises - social distancing style! Happy 91st birthday to Christopher - hope it was a good one Video: @ReverendGavWass #BBCMakeADifference
ninny0410,"Ed Townsend ""For Your Love"" https://youtu.be/9y1gfYcpXA4 via @YouTube Happy 91st Birthday in Heaven 'Ed Townsend - April 16, 1929 – August 13, 2003"
ninny0410,"You Can Have Her By Roy Hamilton https://youtu.be/y1mkSm00kXM via @YouTube Happy 91st Birthday in Heaven Roy Hamilton - April 16, 1929 – July 20, 1969"
AEdginton_x,Happy 91st birthday to my grandad!! @JamTarts
_Mykalot,HAPPY 91st BIRTHDAY LOLO SANTOS! We love you!! 
termekia0304,Happy 91st Birthday Big Daddy!! I miss &amp; love you so much!! I know that you are with me everywhere &amp; all the time!! R.I.P 
Lets_B_Real,"Top story: @shestokas: 'Today is #Mom's 91st Birthday. Please wish her a Happy Birthday and RT. On #Christmas I shared a video of her excitedly opening a present. It garnered nearly 4k views and she asked me hourly for… , see more http://tweetedtimes.com/Lets_B_Real?s=tnp"
nn_lacierda,Happy 91st birthday to my tough granMa pero hilakon diay haha. thank you Lord for giving her long life. Wish her good health always and much love from family circle.. LOVE YOU SO MUCH NAY WALAY MAKATUPONG SA IMO. SEE YOU PUHON! 
CapsulasInfo,RT shestokas: Today is #Mom's 91st Birthday. Please wish her a Happy Birthday and RT. On #Christmas I shared a video of her excitedly opening a present. It garnered nearly 4k views and she asked me hourly for an update on her popularity. Want to do the …
shestokas,Today is #Mom's 91st Birthday. Please wish her a Happy Birthday and RT. On #Christmas I shared a video of her excitedly opening a present. It garnered nearly 4k views and she asked me hourly for an update on her popularity. Want to do the same for her #birthday. #ThankYou
ottosam,Hi and happy birthday! Hope you have a wonderful one. It's my son's 22nd birthday and my father's 91st. A good day
amdesouza24,"I just joined a #zoom call to wish my #grandma in the UK a happy 91st birthday. She doesn’t understand why no one can visit nor could she work out how I could be in the computer when I live in Sydney, but regardless we chatted and smiled. That is my win for today. #PositiveNews"
RajuBistaBJP,"I join our BJP karyakartas in wishing a Very Very Happy Birthday to one of our founding members and the most experienced BJP karyakarta from Siliguri, who is a marg darshak for us all Shri. Makhan Lal Saha. He completed 90-years and has stepped into his 91st today. "
tgod_nino,Happy 91st Birthday Grandpa Tre @DeantreScott
corycasey,Happy 91st birthday grandma Casey! 
RonnieLWeeks2,@GregWilsonMagic How did your Dad's 91st Birthday go? I sure wish that I was there to wish him Happy Birthday. 
BabsDale1,Happy 91st Birthday to my amazing mum 
KikioChii,"Happy 91st birthday, Grandpa John I hope you know that I've been thinking of you all day. Some days I miss you so much it hurts. Most days, missing you is a happy thing I love telling all my friends about… https://www.instagram.com/p/B--Gd5zjr0U/?igshid=1eoyd33qr8gzj"
Kimistry441,"Happy Birthday, Theo! Today is my grandmother’s 91st Birthday. May you see as many birthdays as her abs a whole lot more. "
TylerGildin,"Today would be my grandfather's 91st birthday. I've missed him a ton this past year, but have been privileged to be able to continue to share his story through #TheStarfish. Happy birthday, grandpa! Exciting news on the film to come soon! #documentary"
MaryRotondi,Happy 91st Birthday to my mom! ⁦@joeRteacher⁩ ⁦@sam_rotondi⁩ ⁦@RotondiGina
johngunn2,Enjoyed all your shows and had all the toys such as Stingray and most of the Thunderbirds. Only a few weeks ago my grandson was playing with one of those that survived for all these years. Happy 91st Birthday @GerryAndersonTV
MattPrice30,"Thunderbirds was my childhood through and though - and I still have time for it today. Captain Scarlet and the Mysterons (original version) and Stingray came in later, but I still love and enjoy them :D Happy 91st birthday Gerry ^^"
MattPrice30,"Thunderbirds was my childhood through and though - and I still have time for it today. Captain Scarlet and the Mysterons (original version) and Stingray came in later, but I still love and enjoy them :D Happy 91st birthday Gerry Anderson #CheersGerryAnderson"
ZavierSabio,"HAPPY 91st BIRTHDAY, GRANDMA MJ!! "
rebecca_latson,"Well, Happy Belated 91st #birthday to Arches #nationalpark ! Better late than never, right? Here's to some fun memories I had exploring this geologically amazing place in #Utah @ArchesNPS #FindYourPark #landscape #scenery #photography #Canon #geology #MondayVibes"
t3rr1ck,"Today would have been this handsome chaps 91st birthday. Happy birthday dad, still miss you everyday "
GoOutsideBook,Happy 91st birthday to @ArchesNPS in #Utah. Photo of Double O Arch in Devils Garden. #hiking #FindYourPark
steamtownnhs,"Happy 91st Birthday @ArchesNPS! This national park has over 2,000 natural stone arches, including the infamous Delicate Arch. Here's to many more stories and adventures! #FindYourPark"
ttodhunter,"A very happy 91st birthday to Mark Wilson, who — with his wife Nani Darnell — defined magic on TV for a little boy watching them every Saturday morning for years. I met them much, much later. "
friendshiptree3,"Today would have been my Nana's 91st birthday! I miss you everyday. And Happy Easter Nana, I miss not getting an Easter card from you and our normal Easter phone call. I hope Easter in heaven is good fun. Miss you so much. #Easter #RIPNana #MissYou"
theEricHogue,Happy 91st Birthday to the one and only Mark Wilson! You’ve made such a huge impact to magic performed around the world because of your imagination and ingenuity. And thanks to @GregWilsonMagic for helping to preserve that history with the Allakazam Archives!!
Predicament_IA,"I'm not much of a tweeter, but today is my mothers 91st birthday. Then these crazy times I can only see here from a distance. Blessed, she is still at home. Happy Birthday Pat"
MamaJanMusic,https://jansmith.com/ruth-and-naomi/ Happy 91st Birthday to my Sweet Betty! #mamaonduty #lovemymomma
JewelsHoolie,Had a Zoom meeting with my entire extended family so that we could wish my Grandma a Happy 91st Birthday because we can’t visit her in the Home she’s staying in because of Covid and I started crying during the singing of happy birthday. I fuxking hate it here. 
SleeperG_TX,"Last Sunday, we wished my Mom a Happy 91st Birthday on Zoom from Houston, San Antonio, and Johannesburg, SA. One of the best chats I have had with my family."
KUTV2News, HAPPY BIRTHDAY CARLEEN! #COVID19 didn’t slow down Carleen Gardner from celebrating her 91st birthday with a parade led by a fire truck!!! #COVID19Utah #UtahCares SUBMIT your photos/videos: https://kutv.com/chimein
EpochTimes,"“Happy 91st Birthday Margie.” #SocialDistancing doesn’t always mean disconnecting from each other. Two friends have been celebrating their birthdays together for 25 years, and they’re keeping the tradition going during the #Pandemic."
GroovyReflctns,"Happy 91st birthday actor Carl Adolf ""Max"" Von Sydow "
KUTV2News,"HAPPY 91st BIRTHDAY: ""COVID-19 didn’t slow down Carleen Gardner from celebrating her 91st birthday with a parade led by a fire truck!!! "" - Kathy Anderson Submit your photos &amp; videos: https://kutv.com/chimein"
NiyaaJane_,"Happy 91st Birthday Grandma, I love and miss you dearly keep watching over me "
NicoleSwank6,Happy 91st birthday and first birthday in heaven Dick Anderson! I took this photo April 2017 at a Lourdes University Fundraiser event. He had just turned 88 two weeks before. 
flexlab_epfl,"This is a must-attend event! I take this opportunity to wish John a Happy 91st Birthday today (April 10th)! Surely, John doesn't use Twitter but it would be wonderful for the global Mechanics community to leave birthday wishes below so that we can send him a link to this thread. "
GC_Pastor88,Happy 91st Birthday to my grandmother Arsenia Genosas Chavez! We miss you Lola! #ChavezClan
MJLG42197293,Happy 91st birthday Pamela Swing as in Pamela na mabagal Hindi Pamela na mabilis sorry sa mama mo HAHAHAAHAA CHAR
MarkDelMonaco,Happy 91st birthday to this young lady! Wish I could’ve been there to celebrate. 
Jim22Palmer,"I’m a day late, and a dollar short in wishing Billy Hunter , happy 91st birthday. A good friend, great third base coach for the O’s. He also helped my self image by serving up many BP homers! Stay healthy! @masnOrioles"
PhilGault,We’d like to wish Tom Lehrer a very happy 91st birthday! https://youtu.be/1bWUb8gCyWg via @YouTube
Brain1Brain,#TomLehrer Happy 91st Birthday to one of the best comic songwriters of all time thanks to @PetrocTrelawny for playing Poisoning Pigeons in the Park @martinthegood
itsmarcusryan,"Today would have been Fred Hollows 91st birthday. @FredHollowsNZ @FredHollows is a wonderful charity I've enjoyed supporting over the years, they are doing great work. Happy birthday Fred. Gone but his legacy lives on. Show your support if you can. #fredhollows #charity #blind"
MrzGilbert2k08,Happy 91st Birthday to my grandfather who left this world 10 months ago with a piece of music heart with him. I love you and forever miss you 
funnygirlinTN65,"Today is my boss's father's 91st birthday. Everyone in the neighborhood with a golf cart came by to wish him well and sing to him. This melted my black heart. Happy birthday, Mr. Hutcherson! "
brandonslvnbish,"""isang malutong na ""putangina"" muna"" ala ng introintro PAKYU KA BARON! ~gusto ko happy ka, kaya happy 91st birthday baron @sethdulay ..`tol darating din yung willing maging tamang tao para satin, antay kalang. at sana maenjoy mo araw mo.. (pero sana matulog ka muna) GODBLESS "
MrsDuplechin,"Hey Twitter: Here's some Good News! A younger Auntie is celebrating her 91st birthday today. She's an early adopter of computers/keeps up w/all generations(not sure how many gg-grandkids she has), knits, crochets, gardens, cooks, laughs daily. Happy Birthday Aunt Lois. "
ninny0410,"Jacques Brel - Amsterdam https://youtu.be/rumEi6BKkeQ via @YouTube Happy 91st Birthday in Heaven Jacques Brel - April 8,1929 - October 9,1978"
imsuperteynn04,Happy 91st Birthday Lola ko sa tuhod na ang lakas lakas parin ngayon. Di nakauwi ng Bicol eh tskkk. bawi next yr nay.
SunderlandUK,Happy 91st birthday to Sheila and thank you to our partners at @GroupPag for making it special! We referred this wonderful lady for support &amp; @GroupPag discovered it was Her birthday today. 
zecphysio,"Happy 91st birthday to Vicky! She hasn’t seen her family in 4 weeks due to COVID-19, but all her neighbours out singing this morning at 10am made her day - love our community! "
Aimeeteegarden,Happy 91st birthday to this beautiful lady! You are pure love and goodness in this world and I feel so lucky to have you in my life and can’t wait to hug you and celebrate you’re big day once we all make it… https://www.instagram.com/p/B-qyMPqHe5Y/?igshid=1ofp3eavian2c
kat_gatrost,"We Surprise Grandma G for her 91st Birthday. Even though we are social distancing for her safety and everyone else’s in her assisted living center safety, it made her birthday special. We You Grandma G. Happy… https://www.instagram.com/p/B-qNrDJhk1J/?igshid=1xa502l2xbdnq"
DavidYatesKY37,"As a State Representative and veteran of World War II, my Papaw instilled in me the responsibility of public service. I strive to meet his service and commitment everyday. Today, I am proud to say Happy 91st Birthday Papaw. I promise to work everyday to make you proud. #VoteYates"
JRisDeadElvis,"Happy 91st Birthday, Andre Previn. Today’s world really misses you - Over the Rainbow https://youtu.be/yckyUDozYkc via @YouTube"
dodgers_cards,Happy 91st birthday to the late Don Elston. Elston played 450 MLB games - 449 for the Cubs and 1 for the Dodgers. He was originally signed by the Cubs and then traded to Brooklyn ahead of 1956 only to be traded back after making his lone appearance in a Dodger uniform. 
foxburrowgrange,We are still celebrating birthdays at Foxburrow Grange. Happy 91st Birthday Roy! Thank you to the family for getting his birthday messages to him #FoxburrowGrange #StillCelebrating #SpecialDay
elmmanor,"Happy 91st birthday to our dearest Stella. Rain or shine, no one would miss the chance to celebrate your special day. Here's to a year full of sunshine, health, and more chances to celebrate with no window in between! "
ninny0410,"SERGEI RACHMANINOV Symphony No2 (Adagio) ANDRE PREVIN London Symphony O... https://youtu.be/mO6nBOAvx3A via @YouTube Happy 91st Birthday in Heaven André Previn - April 6,1929 - February 28,2019"
yvonnemurphy53,Stay home and Stay safe and Godwillng your lovely aunt can celebrate her 91st birthday this time next year. Wish her a Happy Birthday from us 
LajaraSedai,I was one time in a theater full of people who sang Happy Birthday to Ray Bradbury on his 91st over the phone. Is that something?
TomRougeux,"@GovAndyBeshear wishing my dad a happy 91st birthday in Louisville today. FaceTimed with his kids, then came outside for a picture. #SocialDistancing"
JohnBauters,Called my grandfather today to wish him a happy 91st birthday. He has not left his house for 3 weeks. Rural upbringing/lifestyle has translated into basements full of preserves and non-perishables. He promised me he “is in it for the long haul” and “won’t be part of the curve.”
WeBeGullah,"Happy 91st Birthday to Deacon Robert ""Bobby"" Middleton, a St. Helena Island public historian, Penn School Student, and Gullah Geechee Culture Keeper. "
ShaneBitterling,"Celebrated our neighbor's 91st birthday by singing HBD through her front window and dropping off a mask and sanitizer. We kept yelling at her to not open the door, but she's stubborn. Happy Birthday, Daisy!! "
TTLastSpring,"Happy 91st Birthday to J.R. Booth, April 5, 1917 "
ninny0410,"The Moontrekkers - Night of the Vampire https://youtu.be/D8oBFIwB5rA via @YouTube Happy 91st Birthday in Heaven Joe Meek (producer) - April 5,1929 - February 3,1967"
victormirrordt,Happy 91st birthday mum x I will hug you and celebrate soon x as long as people stay home and safe like us x 
FLOWIT3,Happy 91st Birthday to Virginia Dillon at St.Patricks Nursing Home from her nieces and nephews
daltoncroweagle, Happy 91st Birthday Lala Percy! I love and miss you! 
tragickly,today is my grandmas 91st birthday one like = one happy birthday
Soii_Chan,"Happy 91st birthday to my beautiful Nannie, I can only imagine the types of things we would talk about over dinner I hope you are celebrating up in heaven https://www.instagram.com/p/B-kxFXDH1oN/?igshid=iv8al1gvbhb0"
Mountie31,Penblwydd Hapus (Happy Birthday in Welsh). Its also my Grandfathers 91st birthday today. He suffers with terrible dementia so much respect to you 
bottlecar,"Mum is good but she has us. It was weird that she had her 91st birthday in lockdown given the big hooley for her 90th! But lots of video chats with others and she has Living channel, her computer and alcohol. She is happy "
OFFICIALSTIG,Happy 91ST Birthday Mean Gene! The real O.G.! Join us at noon PST as we celebrate Papa Muir with a special episode dedicated to FAMILY! Only on: http://www.twitch.tv/cyco_stream 
millmansari,"Y’all today is my Bubby’s 91st birthday and she’s locked down in her retirement community. I’m grateful she’s safe, happy, and finally has an iPhone so we can FaceTime. No bubbies were harmed in the making of these photos #happybirthdaybubby"
JayEdwardsOhio,"Happy 91st Birthday to Grandpa Joe! He has always been my biggest fan while also being my biggest critic. I hate not being able to see him today, but will celebrate with him soon. #Idol"
S_P_I_C_E,happy 91st birthday Soul King! YOHOHOHOHOHOHOHOHOHOHO
scotty2hotty369,Happy 91st Birthday to A living Athletic legend ERIC SHIRLEY Senior.. Which means I shall have to dig out my 1956 Melbourne DVD and admire the achievements of an OLYMPIAN still going strong 64 years after .!!! we Have no excuse lol @BritAthletics @HillingdonAC1
PeaceLoveMI,"#RT @MichiganHist: RT @HistoricDET: Happy 91st birthday to the Guardian Building, which officially opened in #Detroit on this date in 1929 as the Union Trust Co. Building. #OTD #artdeco #architecture"
lesswan29,@sydneyswans 6 weeks ago I booked a seat on a plane to go to the Gold Coast to watch us play the @GoldCoastSUNS. I would actually be in the air now - Times have changed but at least I can celebrate the birthday of @Kenny_SCG Happy 91st Birthday legend 
shawnandchris,Happy 91st Birthday @Kenny_SCG
paulharapin,"Happy 91st Birthday today Pop. Strange times, we all love you dearly @Kenny_SCG @tyler_haro @dihara @sydneyswans @AFL @aflnswact"
paulharapin,"Happy 91st Birthday today Pop. Strange times, we all love you dearly ⁦@paulharapin⁩ ⁦@tyler_haro⁩ ⁦@dihara⁩ ⁦@sydneyswans⁩ ⁦@AFL⁩ ⁦@aflnswact⁩ https://www.instagram.com/p/B-f737bnFSczBOoyPKOigugW-Wevd1q7y0CkHQ0/?igshid=xabgs9f7sq4i"
paulharapin,"Happy 91st Birthday today Pop. Strange times, we all love you dearly ⁦@Kenny_SCG⁩ ⁦@tyler_haro⁩ ⁦@dihara⁩ ⁦@sydneyswans⁩ ⁦@AFL⁩ ⁦@aflnswact⁩"
MITOCW,"We'd like to wish our friend Herb Gross a very very Happy 91st birthday! Visit his wonderful set of videos Calculus Revisited! We love you, Herb! https://bit.ly/2UD865p (Image by Story Vision Video). #calculus #TeachingOnline"
EmmaLGraney,"Spoke with my grandma last night on her 91st b'day. A lot of ppl delivered cake and my aunt sang Happy Birthday from the footpath. Despite nobody being able to come into her home (where she lives alone), she was having a great day. Also forced us to clap 91 times. My hands hurt."
ArchiAdvisor,"RT @HistoricDET: Happy 91st birthday to the Guardian Building, which officially opened in #Detroit on this date in 1929 as the Union Trust Co. Building. #OTD #artdeco #architecture"
HistoricDET,"Happy 91st birthday to the Guardian Building, which officially opened in #Detroit on this date in 1929 as the Union Trust Co. Building. #OTD #artdeco #architecture"
ad_apple_fred,Happy 91st Birthday Mev Du Toit 
Gideon4,Happy 91st birthday to the best ma in all the world. We love you
PinkSpag_Julie,"Happy 91st birthday to my wonderful Nan, Doffy Moxham. One of the bravest, tenacious, determined, funniest and most cheerful people I know Cakes and pressies once this horrid situation is over but in the meantime lots of phone calls #HappyBirthday #91yearsyoung #bravestlady"
tophtucker,Happy 91st birthday to Milan Kundera 
_daveyH,"Happy 91st Birthday to Jane Powell, seen here with Howard Keel in SEVEN BRIDES FOR SEVEN BROTHERS (1954). #BornOnThisDay @tcm #TCMParty"
PIUpdate,".berman594 had the honor of meeting the legendary Jane Powell in 2012 on the TCM bus tour with Robert Osborne. Today (Apr. 1), I wish the ""Seven Brides for Seven Brothers"" star a happy 91st birthday. https://www.instagram.com/p/B-dWdlvltdF/?igshid=1opx44lwlaj42"
OTRCAT,"Happy Birthday, Jane Powell! Today is Jane Powell's 91st Birthday. She was the eternal girl next door Today only: her collections is on sale at 20% off. https://www.otrcat.com/p/jane-powell"
EstherEsterquen,Happy 91st birthday to my Hero. My father in-law. Proud to be a Simpson 
EstherEsterquen,Wishing my father in-law Mr Frederick M Simpson a very happy 91st birthday ... Can’t hug you dad my best friend .. love you forever my hero 
Beyonceatl,"RT CAU: Happy 91st Birthday to the Atlanta University Center, the world’s largest consortia of historically Black institutions of higher education! We are proud to be a key part of this rich legacy. To many more years of scholarship, service, &amp; community… "
Chris_Haars,Happy 91st birthday to me
FilmDetective,"Wishing a happy 91st birthday to Jane Powell and remembering the anniversary of Debbie Reynolds' birthday, two of the Golden Age's most dazzling movie musical stars! Debbie and Jane appeared together in ""Athena"" (1954), ""Two Weeks with Love"" (1950), and ""Hit the Deck"" (1955). "
CAUAlumRelation,"Happy 91st Birthday to the Atlanta University Center, the world’s largest consortia of historically Black institutions of higher education! We are proud to be a key part of this rich legacy. To many more years of scholarship, service, &amp; community engagement! #AUC #WeAreCAU"
CAU,"Happy 91st Birthday to the Atlanta University Center, the world’s largest consortia of historically Black institutions of higher education! We are proud to be a key part of this rich legacy. To many more years of scholarship, service, &amp; community engagement! #AUC #WeAreCAU https://twitter.com/2DayInGAHistory/status/1245349653433987075"
GroovyReflctns,"Happy 91st birthday actress, singer and dancer Suzanne Lorraine Burce aka Jane Powell "
curtkelley1,Happy 91st birthday to my favorite Great Uncle (sorry Had) Cliff Kelley.
mamakersey,"Happy 91st birthday to the best dad a girl could have. Still miss you like it was yesterday not 30 years 3 months. Love always. @Great Strickland, Cumbria, United Kingdom https://www.instagram.com/p/B-cQWu0pAL_/?igshid=ftgq9kqk02b0"
GlebeHouseCare,Happy Birthday Dordie! One of our residents celebrates her 91st birthday today! She was presented with a delicious cake and has received many cards and SKYPE calls from loved ones. It was a very busy day for her and she is having such a great day! #birthdaywishes
TheSilvrscreen,"Happy 91st birthday to Ms. #JanePowell, born on #AprilFoolDay 1929"
