age,id,permalink,username,to,text,date,retweets,favorites,mentions,hashtags,geo,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1253439063073280000,John_Fogerty,,LIVE IN 20 MINUTES VIA FACEBOOK LIVE with John and @ShaneFogerty &amp, @tylerfogerty of @HeartyHarMusic! #fogertysfactory,2020-04-23 21:42:15+00:00,5,21,#NAME?,#fogertysfactory,1.25E+18,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1253356031532339205,John_Fogerty,,"TUNE in LIVE from Fogerty’s Factory to Facebook Live Q&A TODAY, Thursday at 3 PM PST with John and @shanefogerty &amp; @tylerfogerty of @heartyhar! #facebooklive #fogertysfactory",2020-04-23 16:12:18+00:00,6,38,#NAME?,#facebooklive #fogertysfactory,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1252665103452790784,John_Fogerty,,Be sure to tune in LIVE from Fogerty’s Factory to our Facebook Live Q&A THIS Thursday at 3 PM PST with John and Shane Fogerty & Tyler Fogerty of @HeartyHarMusic,2020-04-21 18:26:48+00:00,18,88,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1252390576793677825,John_Fogerty,,"Taking a little bike ride with my sweetie this afternoon, on our anniversary. Today, I am celebrating the best day of my life. Twenty-nine years ago, I married Julie, the love of my life!",2020-04-21 00:15:56+00:00,33,678,,,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1252332560643846144,John_Fogerty,,"LIVE NOW ON @SIRIUSXM! The Fogerty Rockin’ Family Hour on Sirius XM Classic Vinyl Channel 26. Broadcasting from home with John and his sons, @ShaneFogerty &amp; @tylerfogerty. Tune in to NOW - Monday, April 20th at 4 P.M. ET Stream free now on https://www.siriusxm.com/",2020-04-20 20:25:24+00:00,14,80,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1251918549540433920,John_Fogerty,,"The Fogerty Rockin’ Family Hour on Sirius XM Classic Vinyl Channel 26. Broadcasting from home with John and his sons, @ShaneFogerty &amp; @TylerFogerty. Tune in to Monday, April 20th at 4 P.M. Stream free now on @SIRIUSXM",2020-04-19 17:00:16+00:00,34,154,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1250555718203092992,John_Fogerty,,Fogerty’s Factory performs “Lodi” while quarantined at home! #familyband @shanefogerty,2020-04-15 22:44:52+00:00,241,745,#NAME?,#familyband,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1250431483530981376,John_Fogerty,,,2020-04-15 14:31:12+00:00,23,161,,,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1250066214551990272,John_Fogerty,,"50 years later... “FOGERTY’S FACTORY!” During this pandemic we re-created the iconic album cover of Cosmo's Factory by collecting items around the house, including the Kustom Amp that was played at Woodstock – complete with Bob Fogerty shooting this cover! #fogertysfactory",2020-04-14 14:19:45+00:00,66,408,,#fogertysfactory,1.25E+18,,
74,1.25E+18,https://twitter.com/John_Fogerty/status/1250066185053523968,John_Fogerty,,"Our family quarantine jam playing “Down on the Corner”! We are thinking of all the fans during these difficult times. From R to L: Featuring @ShaneFogerty on 12-string acoustic guitar, John on electric guitar, Kelsy on acoustic guitar, &amp; Tyler on bass. Stay tuned - More to come!",2020-04-14 14:19:38+00:00,162,571,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253438627083890691,RaviZacharias,,"Tune in tonight, April 23, at 8:00 p.m. ET! @louiegiglio, @AbduMurray, and I take a fresh look at history's most influential figure. Watch it on my Facebook page or @RZIMhq’s YouTube channel: http://youtu.be/qI56D7KvOUc #SeeingJesusFromTheEast",2020-04-23 21:40:31+00:00,21,76,#NAME?,#SeeingJesusFromTheEast,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253110286699110401,RaviZacharias,,One of my highlights recently was having Pastor @louiegiglio join @AbduMurray and me in Sri Lanka for @RZIMhq's Pastors' Conference. Tune in this Thursday at 8pm ET for our conversation on how Jesus bridges the East and the West: https://www.youtube.com/watch?v=qI56D7KvOUc&amp,feature=youtu.be #SeeingJesusFromTheEast,2020-04-22 23:55:48+00:00,42,309,#NAME?,#SeeingJesusFromTheEast,1.25E+18,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253017712927924227,RaviZacharias,,"Our God is a just God and a loving God. As Christians, we must recognize how important the place of justice and grace and mercy in their combining impact need to be. @JusticeReform #SecondChanceMonth",2020-04-22 17:47:57+00:00,69,392,#NAME?,#SecondChanceMonth,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253016179049971712,RaviZacharias,LeeStrobel,An apt quote to remember during #SecondChanceMonth,2020-04-22 17:41:51+00:00,36,154,,#SecondChanceMonth,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253014220389658624,RaviZacharias,,It's our privilege & calling to minister to those deprived of freedom for whatever reason, we can be agents of redemption & healing. Offering someone a second chance can mean the difference between total abandonment of hope & the possibility of a future again. #SecondChanceMonth,2020-04-22 17:34:04+00:00,38,178,,#SecondChanceMonth,1.25E+18,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253010102262681602,RaviZacharias,RaviZacharias,"I wish so much that Chuck Colson were alive today, but his legacy goes on through @prisonfellowshp and @JusticeReform. Grateful for initiatives such as #SecondChanceMonth that bring hope and shine light on one of the most vulnerable and forgotten populations in our society.",2020-04-22 17:17:42+00:00,3,5,#NAME?,#SecondChanceMonth,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1253009645754626048,RaviZacharias,JusticeReform,"I commend the memory of Chuck Colson, one of my dearest friends in years gone by. I think of him often, and his passing was a great loss. His heartbeat for prisoners, having been through prison himself, was one of the brightest spots that ever emerged from the Watergate era...",2020-04-22 17:15:53+00:00,2,3,,,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1252375260206256133,RaviZacharias,,"“This book will enrich your life, deepen your faith, and encourage your soul!” —@LeeStrobel #SeeingJesusFromTheEast",2020-04-20 23:15:04+00:00,55,224,#NAME?,#SeeingJesusFromTheEast,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1252342142900383745,RaviZacharias,RZIMhq,"Only God could have put this team together, and I believe that more than ever as I see all He is enabling them to do and to minister in a time such as this. // We don't take your prayers and support for granted. Please continue to stand with us. We need you more than ever.",2020-04-20 21:03:28+00:00,50,313,,,1.25E+18,,
74,1.25E+18,https://twitter.com/RaviZacharias/status/1251300679374733317,RaviZacharias,,The amazing thing about the gospel of Jesus Christ is that it is a story that invites tests for truth. Everything he said and taught was open to historical investigation and was incredibly supported by prophecies and by his works. #SeeingJesusFromTheEast: https://seeingjesusfromtheeast.com/,2020-04-18 00:05:04+00:00,141,514,,#SeeingJesusFromTheEast,1.25E+18,,
74,1.24E+18,https://twitter.com/DAVID_LYNCH/status/1244670732421873672,DAVID_LYNCH,,"Dear Twitter Friends, So sad to hear of the passing of Krzysztof Penderecki. Krzysztof Penderecki was one of the greatest composers of all time!!!",2020-03-30 17:00:02+00:00,1942,15012,,,1.24E+18,,
74,1.22E+18,https://twitter.com/DAVID_LYNCH/status/1221855394986749954,DAVID_LYNCH,,"Dear Twitter Friends, The only two songs known to have been recorded by Jack Cruz can be found at this link:",2020-01-27 18:00:01+00:00,714,3624,,,1.22E+18,,
74,1.20E+18,https://twitter.com/DAVID_LYNCH/status/1204460785981775873,DAVID_LYNCH,,"Dear Twitter Friends, https://amzn.to/2sg2aTS",2019-12-10 18:00:03+00:00,819,5826,,,1.20E+18,,
74,1.18E+18,https://twitter.com/DAVID_LYNCH/status/1177628991580041216,DAVID_LYNCH,,"Dear Twitter Friends, PILOT AND PART 8 IN 4K! - INCLUDED IN THE UPCOMING TWIN PEAKS BOX SET!",2019-09-27 17:00:05+00:00,676,5763,,,1.18E+18,,
74,1.17E+18,https://twitter.com/DAVID_LYNCH/status/1174367510893752321,DAVID_LYNCH,,"Dear Twitter Friends, I love the people in King County. I love the locations in King County. We had a perfect place to shoot Twin Peaks and perfect people to work with. Both Dow Constantine and Kate Becker are great! All-in-all it made shooting Twin Peaks there a dream.",2019-09-18 17:00:07+00:00,956,10105,,,1.17E+18,,
74,1.17E+18,https://twitter.com/DAVID_LYNCH/status/1166397240966991872,DAVID_LYNCH,,"Dear Twitter Friends, tickets for #SilencetheViolence are here https://bit.ly/2Z32Sn9 Join David Lynch Foundation on Oct. 11 in Washington D.C. w/headliners Katy Perry, Norah Jones, &amp; Mavis Staples! Proceeds will bring TM to at-risk youth in D.C. through our partnership w/THEARC",2019-08-27 17:09:07+00:00,69,470,,#SilencetheViolence,1.17E+18,,
74,1.16E+18,https://twitter.com/DAVID_LYNCH/status/1164220644290023424,DAVID_LYNCH,,"Dear Twitter Friends, “It’s yrev very good to see you again old friends.”",2019-08-21 17:00:06+00:00,1926,13665,,,1.16E+18,,
74,1.16E+18,https://twitter.com/DAVID_LYNCH/status/1162408711949709313,DAVID_LYNCH,,"Dear Twitter Friends, The David Lynch Foundation L.A. has teamed up with Omaze again to give you the chance to win your very own Porsche 911 GT3 RS, plus $20,000 in the trunk! The car’s taxes and shipping costs are covered too. Enter here: ",2019-08-16 17:00:08+00:00,72,441,,,1.16E+18,,
74,1.15E+18,https://twitter.com/DAVID_LYNCH/status/1149025754312691713,DAVID_LYNCH,,"Dear Twitter Friends, I loved, loved, loved Freddie Jones. Man-o-man will he be missed.",2019-07-10 18:41:02+00:00,643,5003,,,1.15E+18,,
74,1.14E+18,https://twitter.com/DAVID_LYNCH/status/1144651707449655297,DAVID_LYNCH,,"Dear Twitter Friends, Happy Birthday to the great Mel Brooks!!!",2019-06-28 17:00:08+00:00,1543,13172,,,1.14E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1252046723050082304,Andre_DeShields,,".@BostonGlobe @BerkleeCollege of Music to give honorary degrees to #MikhailBaryshnikov, @Andre_DeShields @SheilaEdrummer @johnlegend and @reallycassandra",2020-04-20 01:29:35+00:00,3,18,#NAME?,#MikhailBaryshnikov,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1251220202748088320,Andre_DeShields,,Memories of our opening night party on the 1 year anniversary of @hadestown on #Broadway. Inside the Opening Night Afterparty of #HADESTOWN with @Andre_DeShields https://wp.me/p8ilTC-3J6 #springwillcomeagain @OMDKC,2020-04-17 18:45:17+00:00,3,32,#NAME?,#Broadway #HADESTOWN #springwillcomeagain,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1251193085687668737,Andre_DeShields,,.@playbill: @Hadestown Celebrates a Year on Broadway With This New Video #hadestown http://www.playbill.com/article/the-road-to-hadestown-celebrating-a-year-on-broadway @Andre_DeShields @anaismitchell @rachelchavkin @EvaNoblezada @reevecarney @pagepatrick #ambergray @OMDKC,2020-04-17 16:57:32+00:00,7,64,#NAME?,#hadestown #ambergray,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1251191318115749888,Andre_DeShields,,Happy anniversary Hadestown!! @reevecarney @EvaNoblezada and @anaismitchell to Celebrate @hadestown Broadway Anniversary Via Livestream Tonight at 6:30pm https://wp.me/p8ilTC-69A @OMDKC,2020-04-17 16:50:30+00:00,4,62,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1250321776208252929,Andre_DeShields,,".@nytimes Why #Hair Has Endured https://www.nytimes.com/interactive/2020/04/13/t-magazine/hair-musical-broadway.html?smid=tw-share Original casts of “Hair” Charlotte Crossley, James Rado, Stan Shaw, Natalie Mosco, Leata Galloway, David Patrick Kelly, @realMeatLoaf Ted Lange, @dalesoules1 @Andre_DeShields &amp; Marjorie Lipari. @LaMaMaETC Nicholas Calcott",2020-04-15 07:15:15+00:00,1,17,#NAME?,#Hair,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1249401421386178560,Andre_DeShields,,.@hadestown star @Andre_DeShields collaborated w/ @mayorbcyoung on a #psa on how we can stay healthy during the #COVID19 #pandemic. #stayhome #stayhomeheroes #coronavirusbalt https://youtu.be/C6wzM3faOl0 @BaltCityHall #hadestown @BroadwayWorld @broadwaycom @playbill,2020-04-12 18:18:06+00:00,4,13,#NAME?,#psa #COVID19 #pandemic #stayhome #stayhome #stayhomeheroes #coronavirusbalt #hadestown,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1249388930434314241,Andre_DeShields,,Happy Easter!!,2020-04-12 17:28:28+00:00,5,62,,,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1248632733489864705,Andre_DeShields,,"#Baltimore Native &amp; Tony, Grammy and Emmy Award Winning Actor @Andre_DeShields collaborated w/ @mayorbcyoung &amp; @baltcityhall to talk about staying healthy &amp; safe during the #COVID19 pandemic. #stayhome #stayhomeheroes #coronavirusbalt @hadestown @OMDKC https://youtu.be/C6wzM3faOl0",2020-04-10 15:23:36+00:00,2,13,#NAME?,#Baltimore #COVID19 #stayhome #stayhome #stayhomeheroes #coronavirusbalt,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1247990907636461568,Andre_DeShields,JoeHarrellNYC,Thank you @JoeHarrellNYC!,2020-04-08 20:53:13+00:00,3,6,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/Andre_DeShields/status/1247688362347159555,Andre_DeShields,,".@EnGardeArts Presents #UncommonVoices on @AllArtsTV on April 8: Tony, Emmy, and Grammy Winner @hadestown @Andre_DeShields Stars in @kevinrfree's A HILL ON WHICH TO DROWN, directed by @Zhailon, shot by @longfellowfilms https://wp.me/p8ilTC-61f #hadestown",2020-04-08 00:51:01+00:00,10,17,#NAME?,#UncommonVoices #hadestown,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1252819320704389124,SteveMartinToGo,,Night owl banjo.,2020-04-22 04:39:36+00:00,5421,34185,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1252795049785479169,SteveMartinToGo,,"Here’s what we’ve seen so far in our driveway in California: the Fed-Ex guy, the UPS guy, a bobcat, and the air conditioning mechanic.",2020-04-22 03:03:10+00:00,303,7709,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1252354162286710786,SteveMartinToGo,Blisscartoons,Wow! Exciting. I’m always the last to know!,2020-04-20 21:51:14+00:00,103,501,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1251892878567043072,SteveMartinToGo,sierrahull,Wow.,2020-04-19 15:18:15+00:00,320,2939,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1251551464050188288,SteveMartinToGo,,The odds that a person is standing in the exact spot you want to go to in the kitchen is now 80%.,2020-04-18 16:41:36+00:00,13785,138196,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1250979288670601216,SteveMartinToGo,belafleckbanjo,"Thank you, Bela!",2020-04-17 02:47:59+00:00,6,235,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1250855357238272000,SteveMartinToGo,,Banjo sky,2020-04-16 18:35:31+00:00,10057,60524,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1250782494862921728,SteveMartinToGo,,Today’s cartoon from ⁦@Blisscartoons⁩ and me.,2020-04-16 13:45:59+00:00,134,1575,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1250227951196463104,SteveMartinToGo,,It’s the little things.,2020-04-15 01:02:26+00:00,170,2989,,,1.25E+18,,
74,1.25E+18,https://twitter.com/SteveMartinToGo/status/1248063318733910017,SteveMartinToGo,snopes,I’ve munched there many times.,2020-04-09 01:40:57+00:00,71,908,,,1.25E+18,,
74,1.25E+18,https://twitter.com/BobSeger/status/1247273124380528642,BobSeger,,Devastated to hear Al Kaline has passed away. I was lucky enough to meet Al a few times. He was a genuine hero of mine. I told him he & Willie Mays were my 2 favorite players of all time & he sent me a photo of him & Willie which I treasure! He was a great man & he wore it well!,2020-04-06 21:21:00+00:00,325,2400,,,1.25E+18,,
74,1.24E+18,https://twitter.com/BobSeger/status/1235957152776433670,BobSeger,,Gearing up for summer! What's on your playlist? https://UMe.lnk.to/BobSegerStream,2020-03-06 15:55:22+00:00,15,140,,,1.24E+18,,
74,1.23E+18,https://twitter.com/BobSeger/status/1233468516839436294,BobSeger,,Still The Same Live in HD just dropped! Watch Now: http://bit.ly/StillTheSameYT,2020-02-28 19:06:25+00:00,92,603,,,1.23E+18,,
74,1.23E+18,https://twitter.com/BobSeger/status/1232434644303278080,BobSeger,,"Great job, Todd on your performance of We've Got Tonight on The Voice last night! Check it out:",2020-02-25 22:38:11+00:00,31,233,,,1.23E+18,,
74,1.23E+18,https://twitter.com/BobSeger/status/1230900066258472962,BobSeger,,Happy 40th Birthday Against The Wind! Check out the brand new lyric video out now: http://bit.ly/ATWLyricVideo,2020-02-21 17:00:19+00:00,63,410,,,1.23E+18,,
74,1.23E+18,https://twitter.com/BobSeger/status/1228344956877713409,BobSeger,,Happy Valentine's Day! Celebrating the day with a brand new YouTube playlist: http://bit.ly/SegerVDay,2020-02-14 15:47:13+00:00,25,215,,,1.23E+18,,
74,1.23E+18,https://twitter.com/BobSeger/status/1225873542060920832,BobSeger,,The 'Turn The Page' HD video is now live! https://BobSeger.lnk.to/TurnThePage,2020-02-07 20:06:42+00:00,44,277,,,1.23E+18,,
74,1.22E+18,https://twitter.com/BobSeger/status/1220809669444280322,BobSeger,,TGIF! 'The Fire Inside' music video makes its HD debut today! Subscribe & watch now on YouTube. http://bit.ly/BobSegerYouTubeChannel,2020-01-24 20:44:41+00:00,40,263,,,1.22E+18,,
74,1.22E+18,https://twitter.com/BobSeger/status/1215683279678066690,BobSeger,,Check it out!! Night Moves lyric video out now!!,2020-01-10 17:14:14+00:00,37,300,,,1.22E+18,,
74,1.22E+18,https://twitter.com/BobSeger/status/1215346498214469633,BobSeger,,Tune In Tomorrow and Subscribe Now! https://BobSeger.lnk.to/NightMovesLyricVideo,2020-01-09 18:55:59+00:00,21,199,,,1.22E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252553274911191040,AnneRiceAuthor,,"4:02 a.m. Well, there's no point in going to bed now. Time for coffee.",2020-04-21 11:02:26+00:00,30,458,,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252552206869385216,AnneRiceAuthor,LisaClaire9090,Love to Anne from Anne. My heart is with you and your family. I wish you every blessing as you meet this challenge. @LisaClaire9090,2020-04-21 10:58:12+00:00,5,57,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252544121970896897,AnneRiceAuthor,MSNBC,Thank you. No time to have chronic liar in the White House. @maddow,2020-04-21 10:26:04+00:00,9,62,#NAME?,,1.25E+18,,
74,1.25E+18,https://twitter.com/AnneRiceAuthor/status/1252457097637183496,AnneRiceAuthor,GeorgeTakei,There are so many. And you are so right!,2020-04-21 04:40:16+00:00,8,43,,,1.25E+18,,
