username,tweet
DrJonnys,Happy 94th Birthday Your Majesty ⁦ ⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁩⁦ ⁦⁦ ⁦ ⁩ ⁦ ⁩ 
Greenstone35,"And what an incredible Queen she is, one strong, elegant and driven lady. I’m so proud she is our Queen. Happy 94th birthday Queen Elizabeth II "
NZBirder,
NZBirder,Kiwiblog
RButkevich,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
edwardsoohoo11,Happy 94th birthday Your Majesty Queen Elisabeth
Lakers_sweet16,Happy 94th birthday HM The classic videos! 
CranmerDeborah6,Happy 94th Birthday Your Majesty 
MirzaNajafAli1,You’re Highness Lovely Love You Many Many Happy Returns Of The Day Of Your 94th Birthday 
dukeandwinston,From the dwmoodboard - Happy 94th Birthday Queen Liz #godsavethequeen #longlivethedogpeople https://www.instagram.com/p/B_TK5mRjhgd/?igshid=ofr1a9c3mt1i
hollerdumped,Repost from @1320video using repostregramapp - Happy 94th Birthday to Queen Elizabeth! #1320video https://www.instagram.com/p/B_TJ60mnqxd/?igshid=bek4ioutbmyo
Vanessa_ZhangUK,"Happy birthday to Her Majesty's 94th birthday. Two photos of her during WW2 in Auxiliary Territorial Service uniform, April 1945. A reminder of why we still look to our Queen in a new crisis. This crisis could kill more people within a few months than some previous wars. "
Real_Dr_Roy,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
powerwinny,Wishing a very happy 94th birthday today to Her Majesty Queen Elizabeth II/ 祝伊麗莎白女王二世阁下94生日快樂 
NZBirder,I should think so. I’m not in favour of facial hair on top officials. It’s all a tad low rent
NZBirder,See also that Winnie has got Slater and Lusk on to the job of undermining Bridges also. New Zealand First and its shonky foundation will do anything to divert from the fact that Winston Peters owes us a million bucks for his vexatious tossed-out court case. Diddums Winnie.
NZBirder,"Might not be the politics of kindness, but it is the politics of Ardern. Some around here might like to watch her in action in parliament. Never seen such a snappy, sneery, derisive and nasty PM She makes Muldoon and Clark seem affable"
NZBirder,"Anything to divert from the fact that Peters owes us a million for his vexatious court case against our top public servant and two former ministers of the crown. That’s on top of the nearly $20,000he fleeced from the hapless taxpayer. Did he pay interest on that? #nzpol"
NZBirder,Wouldn’t believe a thing SLATER and LUSK came up with. They’re as irrelevant as the paymaster NZFirst Foundation. #nzpol
NZBirder,2
susanmargot2,"Happy 94th birthday to you, Queen Elizabeth. You look amazing. "
RupinderKGill,"""Wishing Her Majesty The Queen a Very Happy 94th Birthday."" "
NZBirder,Not very
NZBirder,Not in the Opposition.
NZBirder,She’s either very accessible or she’s on brand point.......
NZBirder,I’ve been informed that there were ‘cold chain’ issues and can’t get an injection because of that.
NZBirder,"Sorry, don’t ya know trans know best "
NZBirder,Crispy only
NZBirder,
Luckylady52,Rare footage of Queen Elizabeth as a little girl released in honor of her 94th birthday -- HAPPY BIRTHDAY Queen Elizabeth II https://fxn.ws/3eEjV39 #FoxNews
NZBirder,It was brought in by tourists and in the main RETURNING NZers. Every cluster has been the result of a returning kiwi. Afterwards it will be found that the government acted far too slowly. It’s not as if the opposition weren’t calling for testing a month before hand
meqaton,@ElizabethUKRPG Wishing Her Majesty The Queen a very happy 94th Birthday. Happy Birthday!!!
NZBirder,They could have tested and at least have supervised isolation until results.
s_littlejohn,A little bit of happy news! Yesterday the beautiful Queen Elizabeth II turned 94! Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
la_vue2,Happy 94th Birthday to the Queen! 20apr.2020. 
llomenzo,"Meghan Markle, Prince Harry and baby Archie wish Queen a happy 94th birthday on video call from LA "
AJSMediaDesignS, Many Many Happy Returns of The Day! Wishing Queen a very Happy 94th Birthday. 
Mr_J_Parker,Happy 94th birthday to the most amazing Grandad. The whole street came out to sing happy birthday to him. What an amazing community. #fouroaks #community #birthdayquarantine
JeanneAshman6,Happy 94th Birthday
Rih_Ne,Happy 94th birthday to my Great grandma truly blessed see you later pretty lady 
ManiscaloTim,Happy 94th Birthday to @ChicagoBBB! Keep up the great work!
PocketVinyl,"Happy 94th Birthday yesterday to Babchi, Elizabeth's grandmother. The same day as the Queen! . . . #94yearsold #94yearsyoung #birthdaytwins #queenelizabethbirthday #babchi https://www.instagram.com/p/B_Si1iYgKRz/?igshid=179j3lwekrxgp"
LaDean02353219,Happy 94th birthday queen enjoy ur birthday blessings
HelloKelly333,Happy 94th Birthday!!! #QueenElizabeth 
DeleMomodu,Happy 94th birthday to Her Majesty QUEEN ELIZABETH II. God save The Queen... 
hartqueen19621,The Queen is Priceless. She is always so poised and together. Happy 94th Birthday to The Queen and my Dad and Mom. The Queen and my Dad were born the same year and same day as both my parents. My mom was 11 years younger. My dad was agood looking man as well as Prince Phillip
SSarona66,Wishing The Queen a very Happy 94th Birthday 
MeAndOurWorld,"Happy 94th Birthday, "
jude_fit4alljb,Happy 94th Birthday Nanny Shrewsbury and a special message for the NHS who she worked for 25 years 
rubenshotel,"Today, Queen Elizabeth II celebrates her 94th birthday. Happy birthday, Your Majesty, from your neighbours, The Rubens at the Palace. : Press Association "
Gal2No,"Wishing you a blessed and very happy 94th birthday, Your Majesty."
CianGaia, Wishing Her Majesty The Queen a Very Happy 94th Birthday! . 
Katmmartinez,"Happy 94th birthday to Her Majesty, Queen Elizabeth II. @RoyalFamily"
nekosan553,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU @YouTubeさんから
GPwarrenton,Still Racing Stakes Photos and Happy 94th Birthday HMQ https://olddominionhorseracingnews.com/2020/04/21/still-racing-stakes-photos-and-happy-94th-birthday-hmq/ via @VaHorseracing
BeckyWrightAuth,"R O Y A L T Y I'm a day late, but happy belated birthday to our Queen Elizabeth II on her 94th year. To mark the occasion the tag was #bookishroyalty from @juliablakeauthor So here's my stack of royal books... all #historical which is one of my great loves. . . The Red Q…"
alfont,"Wishing Her Majesty The Queen, a very Happy 94th Birthday from Canada. "
MichelleHamlet2,"Happy 94th Birthday to Her Majesty Queen Elizabeth. May God continue to bless you. Despite the present state of affairs, I pray you had a somewhat enjoyable day. God bless and be safe."
jarmolitski,Happy 94th Birthday Your Majesty! @RoyalFamily #HappyBirthdayHerMajesty
VitalWednesday,Happy 94th birthday to the queen #swfc
cryptonixxx,Happy 94th Birthday Queen Elizabeth! 
RevivalOcean,"We would love to offer our boss, Queen Elizabeth a belated happy 94th birthday! Someone who has stood the test of time and has a nation's admiration. What a woman! #oceanrevival2020 #royalmarines #veterans #armedforces #mentalhealth #thequeen #happybirthday #royal"
MarvelousMarve,@fernsacademy Poppy Lucas from 2 Elm decided after her school work was done to help celebrate the Queens 94th Birthday. Happy bday your majesty @KerrieLucas4 @TheFernsMrB #schoolathome #StaySafe #TheQueen
cgarizmendi,Happy 94th Birthday Your Majesty @RoyalFamily
kerry2262,Happy 94th Birthday you majesty. What a fantastic queen you are. Hope your reign will be for many more years to come 
thandojo,"#Kensington Palace wished the Queen a 'very happy 94th Birthday', and shared a picture of #PrinceWilliam and #KateMiddleton with the monarch at the #Chelsea Flower Show"
TomKerin,@wilsteadprimary Happy 94th Birthday Your Majesty from all at Wilstead Primary 
bn_far7,Happy 94th Birthday to Her Majesty Queen Elizabeth #HBD #QueenElizabeth
JanetteLakiss,"Happy 94th Birthday Queen Elizabeth ""We will meet again"" for high tea to celebrate when life gets back to normal Your Majesty God Bless the Queen &amp; my Mum who turns 93 this year @Buckingham Palace https://www.instagram.com/p/B_R6-BWDAQr/?igshid=ffhboq8e28xx"
ChrisFl90500272,"Hi Queen , Happy 94th Birthday "
ChrisFl90500272,"Hi Queen , Happy 94th Birthday"
PlayOJO,Happy 94th Birthday your Majesty! OJO's sat down with the Queen to make a decision. Here are the results: 1. @richiebkr1982 2. @EmmaDunlop 3. @BigLebers 4. @TaniaAl71271418 5. @JonStacey83 6. @RonaldWilday 7. @johebb 8. @niziol666 9. @antjd75 10. @mandyxxx1966 Send us a DM!
bdhading,Happy 94th Birthday to Her Majesty the Queen.
kerrysportshub,Happy 94th Birthday to Donie Sheehan of @DrCrokesGAA and former @Kerry_Official county Championship winning manager with @EastKerryGAA #StaySafe
Kanako31231994,"Very Fantastic!! ;-〉I am happy too because of the 94th Birthday of Her Majesty!! On Birthdays, I remind every moments of my family and I were very happy!! But I thought that these weren't usual, but special!! I wish Her Majesty's Birthday will be Happy forever!! (( ))"
GhislaineFletc3,"Happy 94th birthday, Your Majesty"
NZBirder,Yes she has a three year ‘degree’ in PR.....she was President of the International Socialist Youth and has worked full time for the NZ and (briefly) the UK Labour Parties. There is nothing that Ardern does that isn’t steeped in Socialist Tea.
PolamSchool,Today we wish her Majesty the Queen a very happy 94th birthday &amp; share a throwback to 4 years ago when the children in Nursery donned their crowns &amp; had a tea party to celebrate the Queen’s 90th birthday. Maybe you could have a royal tea party or a picnic in the garden today! 
jonatjohnson,"Happy 94th birthday to you her Majesty, Queen Elizabeth II. Much love ma"
Tech_Guru_AM,#celebrity-news: Prince Harry and Meghan Markle wish Queen Elizabeth II a happy 94th birthday over video calls By axadle https://tinyurl.com/y8d224o8
Sian_Kumar,"Happy belated birthday to HM the Queen! Thank you so much for the heart and courage you have put into your service. My husband and I hope that your 94th birthday was a happy one, for all of the unusual circumstance. #GodSavetheQueen @RoyalFamily"
axadletm,#celebrity-news: Prince Harry and Meghan Markle wish Queen Elizabeth II a happy 94th birthday over video calls By axadle https://tinyurl.com/y9vzu5wx https://tinyurl.com/y9vzu5wx
NZBirder,Utter fake news
UNACoventry,"Wishing HRM The Queen, a Happy 94th Birthday "
Bamagirl2019, Happy Belated 94th Birthday Queen Elizabeth || 
ReginaldMitch,Yesterday Year 1 celebrated the Queen's 94th birthday and had lots of fun in the process. I am so proud of the learning that is taking place and missing you all lots! Happy Birthday Your Majesty! @ChildrenFirstLP 
ESaunsers,This woman has many talents! Happy 94th Birthday Queen Elizabeth ll 
SanjayDharia,"Happy Bday, The Queen's 94th birthday. "
todcombat,Happy 94th Birthday Your majesty Proud to have served in HM Armed Forces #Britisharmy #blackwatch #FTFT #todcombat #todtrainedfighter #combatsports #becomegreatness #strength #fightcampconditioning #BWK #power… https://www.instagram.com/p/B_Rs5xuJr9v/?igshid=1rvxm27bkblzs
SouthFarnham,So the #sfschallenge this week really has to be to draw your own portrait of Queen Elizabeth. Wishing Her Majesty The Queen a very happy 94th Birthday from all @SouthFarnham #QueenElizabeth #QueensBirthday #HappyBirthdayYourMajesty
Starlight75,"HaPpY 94th BiRtHdAy to HM Queen Elizabeth Our gracious Queen may God grant you many more years filled with good health, great achievements n the love of All your family, be they near or far, to surround you always "
roseanne513_,"Happy 94th Birthday to you, Your Majesty Queen Elizabeth Alexandra Mary or Elizabeth II. Wish and pray all the best for Your Majesty. More years to comes and always healthy. God save the Queen. Amen. "
kimtran66172721,"Happy birthday,Queen Elizabeth II,in honor of her 94th birthday ... "
curvybridesAl,"Happy 94th Birthday Ma'am! #royalfamily #royalbirthday #queen #queenelizabeth #birthday #maam #london @Brentwood, UK https://www.instagram.com/p/B_RlwI4nBfv/?igshid=17jap1odhm5y3"
Dave4Tarporley,UKLabour: RT Keir_Starmer: Wishing Her Majesty The Queen a very happy 94th birthday today. Many happy returns from UKLabour.
Dave4Tarporley,CllrSDixon: RT Keir_Starmer: Wishing Her Majesty The Queen a very happy 94th birthday today. Many happy returns from UKLabour.
ReginaldMitch,Here we are celebrating the Queen's 94th Birthday! We hope you have a great day and Happy Birthday your Majesty! Love from Year 2 xx @KnypersleyFirst @KingsfieldSch @OxheyFirst @ChildrenFirstLP
DLDPrincipal,A very Happy 94th birthday to Her Majesty the Queen from everyone @DLDcollege #London #wewillmeetagain 
fercho_teran,Owww ¡Happy 94th Birthday! #Respect
SoBJewellers,#Repost @goldpolisher @SoBJewellers #SupportTheJewelleryTrade • • • • • • Royal Mint Happy 94th Birthday to Our Queen Elizabeth 7kg pure gold coin created by @royalmintuk and polished by yours… https://www.instagram.com/p/B_RgThdnFwB/?igshid=ax8qpqj7cxnc
krstnnvsc,"Happy 94th Birthday to Her Majesty, Queen Elizabeth Alexandra Mary of the United Kingdom and other Commonwealth Realms. LONG LIVE THE QUEEN!"
NZBirder,"Had Ardern closed the borders when many were calling for it, had she tested when many shouted for it, had they supervised mandatory quarantine when the opposition was calling for it we wouldn’t even have it here."
NZBirder,Concentrate on your own sides bollix. PPE and vaccine failure.
claudiaukusa,#GreatNewsToday @RoyalFamily #QueenElizabethII 94th Birthday &amp; Mega Happy Heathy Returns to Her Majesty. Long May She Continue To Reign!! Appreciate didn't want any celebrations that's how humane. And commented on the tragedy of livesRIP!! murdered in Nova Scotia today.
NZBirder,They don’t and never did have. Story the distance girl. I’m buggered if I’m going to let any XY try and claim they’re female. Female is XX
NZBirder,They bought in bulk earlier
carolinawidmann,A very happy birthday to Her Majesty on her 94th birthday ! Congrats and best wishes!! 
jeeyuuuu,Wishing Her Majesty The Queen a very happy 94th birthday !! #QueenElizabeth
JonathanFBee,#Happy #94th #Birthday #Her #Royal #Majesty #QueenElizabethII (@RoyalFamily) &amp; #ThankYou #For #The #Easter2020 #Response #Letter #3DaysAgo!
NZBirder,Nobody is who
ConservativeGsg,"Happy 94th birthday to HRH Queen Elizabeth. Duty, grace and service personified "
alifeinpinkone,"Yesterday ,Queen Elizabeth #Repost andrerieu • • • • • • A Very Happy 94th Birthday to Her Majesty Queen Elizabeth! . Images from the recordings of the Windsor Waltz videoclip. See the complete video on… https://www.instagram.com/p/B_RYHVhlYbq/?igshid=p4aeaitjq3zk"
R02Siti,Happy 94th birthday your Majesty..may you always stay healthy and happy always..with so much love from me at Singapore.. 
spacej0e,"Happy 94th birthday to one of the most incredible people in the world, Her Majesty, Queen Elizabeth II! #HappyBirthdayYourMajesty #TheQueen"
AjayGreensea,Happy 94th Birthday Queen Elizabeth ll Part #21Abril #QueenElizabeth #QueenElizabeth94 #VoyConFase3 Read &amp; Care https://dohealthbetter.blogspot.com https://allhouseconstruction.blogspot.com try something new http://bit.ly/3cPaNaX
swuthrich3,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
JulieNolting3,Very precious. God Blessed you well Elizabeth. Always in his Grace. Happy 94th Birthday!
Olmeid1,Happy 94th birthday your Majesty!
CarrieL17058284,Happy 94th Birthday 
a2burns,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube nice video
a2burns,Royal family releases footage of the Queen as a child on her 94th birthday https://youtu.be/heL6Ef70fdo via @YouTube nice video Happy Birthday Queen Elizabeth xoxo @BuckinghamPalace
kirkremmers,@RoyalFamily Wishing the Queen a very Happy 94th Birthday 
Meneer_Mann,"I think Britain actually has a few birds who can't fly and are getting on a bit. On a different topic, a belated happy 94th birthday, Your Majesty. "
COnassis,Happy 94th Birthday to Her Majesty The Queen! An enduring source of strength and stability for the United Kingdom and the western world.. #HappyBirthdayYourMajesty #LongLiveTheQueen https://www.instagram.com/p/B_RRP9UlNlo/?igshid=azawntbin7cu
Christo93068207,Happy birthday to you queen Elizabeth today and I hope you have a awesome 94th birthday today
PrincessBibiRF_,"Happy 94th Birthday Her Majesty Queen Elizabeth 11, @RoyalFamily @BuckinghamRoyal I Pray Lord Jesus Christ &amp; Dear GOD Keep You Safe &amp; #Coronavirus Free."
BMCCMalaysia,"Wishing Her Majesty, The Queen a very Happy 94th Birthday! Photo credits: @RoyalFamily"
conniej1958,"Happy 94th Birthday Queen Elizabeth! I admire your strong will, you’re like my mother; who is 92 years old. They don’t make them like you two anymore. #GodBlessTheQueen "
socialsf,"‘I declare before you all that my whole life whether it be long or short, shall be devoted to your service"", #happy94thbirthday #QueenElizabethII #HerMajesty #Monarch #Windsor #commonwealth #thecrown #theroyals https://www.instagram.com/p/B_RPZSYhU7y/?igshid=1io4i4zfi6gic"
RealKevines,Happy birthday to Her Majesty The Queen on her 94th Birthday
lightsupzoe,Happy 94th Birthday to Queen Elizabeth II 
Beatrizi118,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
Shirley97783091,Happy 94th Birthday to Her Majesty The Queen!
MarleeLin7,Oh before I forget. Happy 94th birthday to Queen Elizabeth 
AdeleCl80168764,Happy 94th birthday Queen Elizabeth. 
engr_rolando,Happy Birthday The Queen 94th 
Reguimhistoria,Happy 94th Birthday to Her Majesty Queen Elizabeth II of the United Kingdom 
Beth74713779,Happy 94th Birthday Queen Elizabeth II!!!
KamYFung,"Wishing Her Majesty The Queen a very happy 94th birthday with Prince Philip by her side. Long may you reign! With love and respect from California, USA. #QueenElizabeth"
Photospice,"Happy 94th birthday, Your Majesty #thequeen"
RightRoyalRound,Happy birthday to Her Majesty! The Royal Pastry Chefs have provided this delicious chocolate birthday cake recipe in honour of Queen Elizabeth II's 94th Birthday! #Royal #HappyBirthdayHM #ElizabethII #94thBirthday https://rightroyalroundup.com.au/2020/04/22/royal-chocolate-birthday-cake-recipe/
4djt2016,Happy 94th Birthday Your Majesty The Queen #QueenElizabeth
INFERNOKEVIN1,#QueenElizabeth Wishing her Majesty a 94th Happy Birthday ! HAIL TO THE QUEEN!! 
EnnisMiss,Happy 94th birthday Her Majesty You look Amazing. xx 
GmaTimesEight,Happy 94th Birthday to Queen Elizabeth! 
sonyarClemons1,Happy 94th birthday to Queen Elizabeth II from Artlady. 
tribunephl,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube #QueenElizabeth
lou521,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
patrickhere,"IN RECOGNITION OF HER 94th BIRTHDAY, here is @theroyalfamily, Her Majesty Queen Elizabeth II, hosted by my grandparents, The Reverend Patrick Alleyne Matthews and Una Matthews, at their home on an official visit to British Guiana at the time! HAPPY BIRTHDAY, YOUR MAJESTY! "
patricasfamily,@KensingtonRoyal As an Australian I am proud to wish the Queen a very Happy 94th Birthday and hope we never become a Republic. My mother is 89 and hanging on to receive a letter from Queen Elizabeth hope they both get to share this wish together.
Johnnysplace55,If the Queen B can have a low key Birthday celebration for her B.D. then so can the rest of the WORLD! Happy 94th B.D. !!! 
RosieCDNRockies,Happy Birthday Your Majesty. It was the honour of a lifetime to produce the unveiling of the @OscarPeterson statue for Kelly and Celine Peterson and you @CanadasNAC Fond memories on your 94th birthday. 
thekidrodelo,Happy 94th Birthday her Majesty 
GlobalChar,"#Monarchy #Taurus #JamesBondGirl #WorldLeader #Crown #DiamondGirl Happy 94th birthday to Her Majesty, Queen Elizabeth "
rudy122775,Wish you many many happy returns of the day queen of London special of her 94th birthday live long and healthy life @RoyalFamily
SueMartha4,Yes Happy 94th Birthday to the Queen...and Many Many More..
sue98765,"Watch ""Happy 94th Birthday to the Queen!"" on YouTube - "
LoveAmerica615,"Watch ""Happy 94th Birthday to the Queen!"" on YouTube - "
stbernardlady,Happy 94th Birthday to Her Majesty The Queen! Still amazing and fabulous. https://www.instagram.com/p/B_Q-OzPlDP3/?igshid=16s8bioidvqkx
TonnieVon,Happy 94th Birthday Queen Elizabeth ll #21Abril #QueenElizabeth #QueenElizabeth94 #VoyConFase3
TheOldTry,Happy 94th birthday to the Queen. https://instagr.am/p/B_Q0pC4JN_T/
SquamishRCMP,Wishing a very Happy 94th Birthday to our honourary Commander &amp; Chief!!! The Sea to Sky RCMP salute you #queenscowboys @KensingtonRoyal @ClarenceHouse @RoyalFamily
reneenicolegray,"Happy 94th birthday to Queen Elizabeth II! A truly classy, elegant and respectable leader. #happybirthdayqueenelizabethII #QEII #royalfamily https://www.instagram.com/p/B_Q79oHJDhy/?igshid=504vdbeb5toy"
SeaShellZL,Happy 94th Birthday your Highness 
blmyers72,Happy 94th Birthday to Her Majesty Queen Elizabeth!
Christi19642000,@RoyalFamily Happy 94th Birthday your Majesty... God Save the Queen 
dljdunn,Happy 94th Birthday HRH! Long may you reign.
LovesMossad,@realDonaldTrump Wishing Her Majesty The Queen a very happy 94th Birthday today!
Amie_Sha_Co,Happy 94th Birthday!
cinfullwill,Happy 94th Birthday to her Majesty The Queen!!
Lynn_Lme,Happy 94th Birthday Queen Elizabeth II. We Love You #HappyBirthdayYourMajesty
marieclaire,Happy 94th birthday to the Queen (literally!) Take a walk down memory lane with these 45 photos. 
TurnbullWhitby,Queen Elizabeth II extends message to Nova Scotians l Thanks to her majesty @RoyalFamily for sending a heartfelt message to Nova Scotians as they mourn such an incredible tragedy. Happy 94th birthday your majesty. https://atlantic.ctvnews.ca/queen-elizabeth-ii-extends-message-to-nova-scotians-1.4905032 #cdnpoli @CBCTheNational @CPAC_TV
jodella08,"I love the UK/Commonwealth monarchy. Admittedly, I’m an Anglophile. I think it’s a wonderful aspect of British culture. And I looove Queen Elizabeth. She is one classy lady. Happy 94th Birthday Queen Elizabeth!"
Cuddles_4Cancer,The entire Cuddles for Cancer team would like to wish HM Queen Elizabeth a very Happy 94th Birthday Sending our best wishes from Canada xx @RoyalFamily
KarahaliosPC,"Our family would like to wish Her Majesty, Queen Elizabeth II, a very happy 94th birthday and many happy returns! #LongMaySheReign"
MBBrownSF3,"Happy 94th Birthday, Ma'am! "
BritishChamber,We wish Her Majesty the Queen a Happy 94th Birthday. 
Kazzabunny1,To Her MAJESTY The QUEEN Happy 94th Birthday Have A Wonderful Day Beautiful Thinking of you On your special day Karen in Australia
juliebu87662519,Happy Birthday to the Queen. She and I share the same birthday. I am glad I in good company. Happy 94th! 
StellaQueenSD,"Happy 94th birthday from Dallas, Texas! Feliz Cumpleaños!"
JamesFdSilva,"Happy Birthday, Your Majesty THE QUEEN’S 94TH BIRTHDAY GOD SAVE THE QUEEN! @TheMonarchists !"
jazzalele,Happy 94th birthday Your Majesty. Thank you for sharing your family videos with Canada!
johnny_samson,Happy wonderful 94th Birthday H.M. Queen of England 
MonSmitty,A message to Her Majesty Queen Elizabeth II: May you have a Happy 94th Birthday. God bless you and God Save The Queen.
NZBirder,"Labour MP Deborah Russell facing backlash over 'tone-deaf', 'offensive' remarks on small businesses | Newshub"
LeeTrosky,Happy 94th Birthday 
DivineLogos,Happy 94th birthday to Queen Elizabeth. “The Queen looks exactly like Prince Harry in this throwback picture” https://ca.style.yahoo.com/queen-looks-exactly-prince-harry-114800669.html?soc_src=community&amp;soc_trk=tw via @Yahoo
TanyaMelanie1,A very Happy 94th Birthday to HM Queen Elizabeth II the world's longest-reigning current monarch Best wishes from an extraordinary angel God Save the Queen! #QueenElizabeth #QueensBirthday
ArtemistheFinch,Happy 94th Birthday to HM the Queen — and many happy returns of the day! 
ArtemistheFinch,Happy 94th Birthday to HM the Queen — and many happy returns of the day! 
NZBirder,More Fake news from Stuff who want people to donate Simon Bridges quashes claim of a National Party coup attempt | http://Stuff.co.nz
ThePublicEye,Wishing Her Majesty The Queen a very Happy 94th Birthday! @RoyalFamily
IAMPRECIOUSPS7,Wishing Her Majesty the Queen a very happy and blessed 94th birthday. 
MarkCappetta,Happy 94th Birthday to the Queen! https://youtu.be/WFBLy3dBagU via @YouTube
beverlee78,Happy 94th Birthday Queen Elizabeth! #QueensBirthday #QueenElizabeth #
NZBirder,Where is Arden’s “Be kind” and kindness and wellbeing in general.
kcpics,I'm not the kind of person who wishes famous people I don't personally know happy birthday but when I saw this great photograph today of #QueenElizabeth how could I not send #HRH a very happy 94th #HappyBirthday tweet? #QueensBirthday #QueenElizabeth94 #Royalty #England #Queen
Arielle_Kaplan,"Today we baked a funfetti birthday cake for The Queen. Happy 94th birthday, Your Majesty, and many happy returns! It has gold and crystal sparkle sprinkles topping homemade vanilla buttercream. Also, the layers of… https://www.instagram.com/p/B_Q0GgeD_cP/?igshid=ejdxrrlv2quk"
HPSHistorian,"Happy 94th Birthday to Queen Elizabeth II, Queen of Canada and Queen of the Commonwealth. Here she is in Hamilton in 1959 at the former train station on James St N. #HPSArchives #HPSHistory #PoliceHistory #HamOnt #HamOntHistory – at Liuna Station"
KateCandMeg,"Wishing Her Majesty The Queen a Very Happy 94th Birthday! #OTD in 1926, HRH Princess Elizabeth Alexandra Mary of York was born as the eldest daughter of The Duke and Duchess of York, later King George VI and Queen Elizabeth (who would later be known as The Queen Mother)."
ViudadeWinston,Happy 94th birthday her royal highness Queen Elizabeth II @UKRoyalNews @TheUKRoyals and I will take the opportunity to send my regards to @BorisJohnson I’m so happy for your recovery 
