username,tweet
3nakaelart,get you a girl who can do both yieeeAHAHAHHA HAPPY 18th BIRTHDAY ATTEE LOI @moonchildren7_
_lovelyjiminx,happy 18th birthday!! 
mrygrcstpr,Happy 18th Birthday Yih! Thankyouu for being my one call away yih (in Bulakan) and my listener for my rants and poetries. From being enemies before (Naalala mo pa yon? HAHA) to an unexpected friendship plus you're now my spiritual sister! 
michaeeella,happy 18th birthday sa isa sa mga paborito kong tao!!! ilysm!! 
gabiwags,okay but did @DaltonMauldin say happy birthday to you for your 18th birthday? 
InoSarcadio,"Sa ""gwapa"" ko na recess buddy sang grade 11, sa yawa yawa ko nga sizt pero anghel gali siya (pagbigyan), Happy 18th birthday Ira Joyyyy!! @ijcmagbanua You're a lady now ""WOWWWWW"" HAHAHAHHAHAHAHA jk lang, miss youuuu sizt!! Gala gala naman ta soon pleaseee, Godbless and MBTC~!"
dowoonslaugh,OMG I'M LATE- But I hope you had a great 18th birthday even though the time rn is not really good :/ but yeah! HAPPY BELATED BIRTHDAY!! &lt;3 Please stay safe and healthy
Mikeszn5402,Happy 18th birthday to my girl @arcenatalie_
aslemartin,happy 18th birthday ate april!! i love you and i miss youu!! 
morganluke_,"Happy 18th birthday ERMA! Thank you for all the laughs and being one of my go-to’s to talk to about absolutely anything I love you, and I will miss you lots in college @eebruney16 #tall"
esperanzate2002,Happy 18th birthday sakin 
faby1717,"Happy birthday to your nieces! So grown up now. All bdays are special for their owners, especially when you're young, whatever's going on in the silly world. Someday they can amaze their kids with tales of their drive by 18th birthday."
andrealousse,Happy 18th Birthday ma Friend @gllnrbll
danicavllflr,"happy 18th birthday @beyyythh wyatb tca,, enjoy your day + iloveyou and imissyou *hugsssss* God bless youuu "
missypyt_,"Happy Birthday to my baby, my first born king. Happy 18th @Aziontw1 @Lake Highlands, Dallas https://www.instagram.com/p/B_eQRrCjwo0EtOimG7iVO9oNxgD40Q3XpWFRKs0/?igshid=92otf6onb27h"
MARlAHCHEDl,"@mkpangilinan happy 18th birthday, bb! imy!"
fiafel,to the bestestest seatmate evur @hyomaii you are one year closer to death isn't that great happy 18th birthday!!!! 
bonderosa,Happy Birthday to sweet friend of mine!! Hope your 18th birthday was as very special one filled with ALL your favorite things. Love you bunches!! https://www.instagram.com/p/B_ePieMAYCO/?igshid=ap5t1bils138
sketchrking,happy 18th birthday peyton!! the intro was from when we first met on omegle. i’ve adored you for months but fell in love with your kindness and overall personality &lt;3 i love you so much i wish you a lifetime of love and happiness bcos thats what you deserve and more @peytonjord
mrkkyyydln,"HAPPY 18TH BIRTHDAY SA PINAKA MALIGALIG KONG KABANGAYAN AT NAMBUH WAN TAGA PAYOOO!!! Wish ko kung ano wish mo hakhakkk! keep safe, enjoy your precious day Godbless! see you after ECQ. wuv youuu @erinjuys"
aliyahbrucal_,Happy 18th birthday ate @jancenee_ godbless po 
heartleeroan_,"Happy 18th birthday, nikol!!!! ganda ng pic na napili ko ha? Painom kana after eqc hahhahaha mwaaa @nicoleeemn"
babyfaith,"happy 18th birthday, old man. &lt;333 i love you more than anything. "
gracealib28,"Happy 18th birthday, gandahan! I love you. @magadiaxx"
jascynemontuya,Happy 18th birthday @uwanyana te pretty! 
kailastephenss,happy 18th birthday to not only my boyfriend but my bestfriend i wish you nothing but endless blessings my love @islasXX
tj_case,Happy Birthday to this girl! Happy 18th Pres! I love you so much! 
ifsdixison,to celebrate peyton’s 18th birthday here are 18 videos of @peytonjord that make me happy: #peytonsday ♡
RylandSkye,Ever since I became friends with you I knew how special you were. I fall deeper in love with you each and every day. Happy 18th birthday baby I love you so much. @colbyb24
Shaaauuunnn,Hi ate piar happy 18th birthday! Legal ka na ate pwede ka na makulong HAHAHHAAH enjoy ur b-day ate piar bisan wala kami HAHAHAH I miss you na and I hope to see you soonest welabyu te piar and stay safe @aprltcld_
still_sexellent,"Yesterday was also my baby daddy's daughter 18th birthday (yeah, I'm only 26, i have daddy issues). We talk and I'm so proud of and happy for her. She's grown into a beautiful, smart young woman and she's only gonna get better "
KamiaahGreen,happy 18th birthday to da original qt! more life my instagram is broke so i have to post on twitter. love you @yagirlqt
TheLuckyPupp,Happy 18th Birthday to your son! 
__andrewbennett,Happy 18th Birthday Bradley!! Love and miss you man wish you weren’t taken from us so suddenly and violently :( watch over your mom today it’s gonna be a rough one 
valenciaysabel,happy 18th birthday ulaaaan!! I love you &amp; miss u na!!!! God bless mwa xoxo 
thepeytonloverr,Happy 18th birthday @peytonjord ilysm 
sadsadjelay,"++ through thick and thin i’ll always be there for you. i want to wish you all the love and happiness in the world, all of which you deserve. may God shower you with blessings today and always. happy happy 18th birthday to my one and only bestfriend. i love you most, tol!!! "
taigonz2911,"Happy birthday Melania. We recently celebrated my daughter’s 18th birthday and although it was different, we were all together. I hope you were surrounded by the love of your family today! God bless you today &amp; always "
ekcooper01,Happy 18th to the girl that has changed my life forever you mean the absolute world to me and you deserve all the good and happiness coming your way thank you for the being the amazing person you are and I can’t wait to celebrate many more birthdays with you!! 
dazzledinie,"Happy 18th birthday, tengku "
meidyliaputrii,"happy 18th birthday,Tengku! "
katieheavner_,"happy birthday to my lil cousin, nothing i love more than seeing u grow into a good person. Happy 18th love "
moonchildcrown,HAPPY BIRTHDAY TO US BB !! 
needyrodrigo,HAPPY 18TH BIRTHDAY MY GREATEST LOVE I LOVE YOU SO MUCH BABY 
nai__denora,Happy 18th birthday baby bro. Proud of the young man you’re becoming it’s been a pleasure being your big sis. I love you @Trey9x
ellagisham,"happy birthday to one of my bffs !! i hope this 18th treats u well and i can’t believe you’re leaving me in august:,( i can’t wait to make so many more memories w/ you love you lots gf we will celebrate soon enough @jhwilliams1234"
brookegietzenn,HAPPY BIRTHDAY @mckaylakeipp_ thank you for truly being a forever friend. I love you so much and enjoy your 18th I wish we could hangout for it:(( love you sm!!!! 
FaulkMaru,Flex ko lang yung pinaka pretty kong pamangkin. Happy 18th birthday Bianca Cheng! Walang naganap na debut huhuu! Labyu so mats bebang! 
Jannell01887870,Happy 18th birthday nene labyuuu gala na hahaha @Denimieeee
KDingdonggg,@paulineeeeh happy 18th birthday mbtc stay safe 
KMagtibay,Happy 18th birthday monique!!! @moniqueeeeV 
Chessafern,"HAPPY 18TH BIRTHDAY PIARRR! WELCOME TO LEGALITY! MAY YOUR DAY BE BLESSED &amp; YOUR YEAR EVEN BETTER Enjoy your day bisan ecq, importante buhi hahaha catch up soon after this pandemic! mishu na ingat always I love youuu! @aprltcld_"
launapenza,Happy 18th Birthday to this very special girl!!!!! What a lucky photographer I was to shoot her Senior portraits and to have her on my Model Team Class’20. She is a shining star inside and out. Megan shoot for… https://www.instagram.com/p/B_eBJekD8g9/?igshid=1d6ktfdjab5tb
katmelo_,"happy 18th birthday cathdog!!! god bless, loveyouuuu sm, imissyouuuuuu,, kayu ngaaaan "
allysxnm,happy 18th birthday @LheeraDS!! 'yan lang pic natin together eh huhu luv u!! 
benlee714,"@BennettLee51 Happy 18th Birthday! From a very young age you picked up a bat and never let go. Your focus and determination are a true inspiration. It’s been a big year of big ups and big downs, but you have not let obstacles stop you. This next year is going to be extraordinary. "
wellaxzkie,Happy 18th birthday po 
Kenchuu_berry,Happy 18th birthday later na ako babati haha 
reyadanyela,"happy 18th birthday, ate ella! @asyanongbabae thank u for the friendship sjksj ilang years na tayo since elem HAHAHAHAA thank u for all ur help sa print and other emergency things luv u! stay safe "
evilregalfanzel,hii happy 18th birthday!! hope you have a good one 
yojparungao,Happy birthday baby ka You are truly special and that's why I love you. May your 18th birthday be filled with so much joy &amp; happiness that you deserve! Turning 18 may be a big concern for you but I just want you to know how special you are to me no matter how old you will become
generoso_nikko,Happy 18th Birthday ate @jancenee_ dna hahabaan Pabarikin muna laang ako HAHAHAHAH
kkennyhhh,Happy 18th Birthday ka!! 
f4dzleen,Happy 18th birthday tengku! ♡
CoHeathen,"Happy birthday!! Mine is the 18th My favorite animals have to be tigers. Honestly, really any big cat. They're just so beautiful and majestic. "
sarah_spees,Happy sweetly quarantined 18th Birthday Greta You live life with joy &amp; faith ... love you more! 
avencula,Happy 18th Birthday!!!! 
dr_reasoner,"@realDonaldTrump Happy Birthday Melania Trump. Her presence in the White House is a source of Peace, Victory &amp; Goodwill in America. There is a famous 18th-century painting in NYC featuring a winged Angel with Doves that should hang in the WH to commemorate her presence there. "
moonchildcrown,happy birthday 
tonkatseu_,HAPPY 18th HORHETA @saltmelts ENJOY YOUR QUARANTINE BIRTHDAY LABYU!! MORE BACKSTABS TO COME 
rykonmr,"Happy 18th Birthday broo @EujieM miss kuna sleepover natin 3 haha, salamat sa pag ampon sakin pag nalayas ako HAHAHAHAHA love you broo "
maweeeeng,"Happy 18th Birthday, kumare huhuy shede na makulong HAHAHAHA thankyou sa mga chika HAHAHA at sa iba pa more chika, gala and tosh to come saka na ang gift pag nakalabas na HAHAHA see u soon i miss you and i love you, @jancenee_ "
Pritita11,Laaaaaaabs Happy 18th birthdaaay!!! Yeyy same nata legal yiii hahahaha. I am so much thankful kay bisan di man ta as in always ga kita or ga tapok we still have the same bond nga naa ta tung classmates pata ninyo I am wishing you a happy happy birthday bahalag wala mi+ 
llorenztecson,happy 18th birthday ate @LheeraDS na hindi na raw marupok HAHAHAHA thx po &amp;&amp;&amp; we u sm!!! 
imtseenahao,Happy 18th Birthday Piarry! Take care byy. I may not be physically with you but you always have me. Thank you for being such a great friend. Always pray lang Enjoy your day! God bless and I love youuu! you know the rest @aprltcld_
BonnickPaul,Happy 18th Birthday
grandpaunik,happy 18th birthday sa aking main hiraman ng laptop pag walang wala ako. salamat sa walang sawang pagpipicture at pagvivideo sa'kin tuwing nagkakalat ako i love you @jchanyeool
eyydiiemm,Another blast of my life Happy 18th birthday to myself. I'll be good na haha
ItsmeAidyyl,Happy 18th Birthday yanita!!!! Daghan nata legal hahahaha so mag illegal nata hahaha loveyouuuu yan bisag bully ka usahay. Hmp hahaha God bless you always! I'm always here for u. Mwa @uwanyana
SamiJK,"Happy Birthday blessings! Mine was the 18th. While we were apart, I had goodie deliveries all week. Was fun! Look forward to a big family dinner soon!"
bbyjoyy_,Happy 18th birthday gorgeous @kateglayzen
emmalim04,"@TomBrady Hello Mr. Brady!! My friend Miriam is a HUGE fan of you and her 18th birthday is this Thursday (April 30). Her sr year has been CANCELLED and I was wondering if you would send her a video saying ""Happy Birthday Miriam!"" It would really make her day! Thank you!!"
vvlouisevv,happy 18th birthday!! 
Bdkjhr01,Happy 18th Birthday Tengku Puteri @jihanabdullah27 !! Have a wonderful year ahead May Allah bless you always 
kelvin_manguiat,"Happy 18th birthday sa pinakang-kalog kong kaibigan . Wish you all the best, go for your goals in life support ako jan . Enjoy ka jan even though na may pandemic ngayon Have a great day and wag na marupok ha . Happy birthday ulet "
mariosonic957,"@MandyPandyLeigh, @natdogkatdog, Happy 18th Birthday to the amazing @JustKristenLi! Hope it's her best day ever! :) #CartoonNetwork"
grace46876913,"@TomBrady my best friend and I are HUGE fans of you (like literally your biggest fans) and her 18th birthday is this thursday (april 30). She has been having a bad few weeks because she had to miss her senior year, and she would literally DIE if you wished her a happy birthday!"
saundyyy_,happy 18th birthday sa prEnd kong fresh since grade 3!! hahahaha legal age na pede kana magpakasal cHar!! i love youuuuu!! lamoyan sana all clear skin hAhahahaha tsaka parang ang sarap ng pagkain sa pinky’s ehem mwaaaa God bless! @rebangcoslara
anjaotrimor,Happy 18th Birthday @Kylnvlr !! ingat lagi!! 
NMDH0SEOK,happy 18th birthday love! 
kulkedz,"happy 18th birthday to this lady who has a beautiful soul welcome to legality biatch, hahaha thank you for the encouraging/motivating words you gave me when i have my down moments love you yanita @uwanyana"
anna_makin,"Happy birthday blair, hope u have the best 18th u can x"
erltndlo,Happy 18th Birthday kay ababs 
HeyElidaleigh,Happy 18th birthday!
Zupp_3700,Happy 18th Birthday @eddielonnn PM sent!
_NiniaMoster,happy 18th birthday @CaringalSharish!! 
phoebemarie97,Happy 18th Birthday zweyy God bless you always 
hooyitsmeee,To my bb gurl happy 18th birthday aweeeh continue being a beauty queen ang among youngest during Laga ta I love you always waaah mingaw nakos atng mga kabuang sauna during rehearsals HAHAHAH IMYT Enjoy your day Pranky love bahalag ECQ hahahaha @CatubagPranky
lahlie_,HAPPY 18TH BIRTHDAY MARKO!!! I LOVE YOU!!! pls watch: 
jenay2227,HAPPY 18TH BIRTHDAY SELF HAHAHA 
ccassiopeiaaa,HAPPY 18TH BIRTHDAY SA BEBEGIRL KOOOOO!!! Celebrate tayo after neto wa. Forever ate mo na akoo hahahahaha tho minsan mas ate ka pa sating dalawa I love you bunso. Enjoy your day. Godbless mwuaaa @hapzimeyam
BballFa,Happy 18th Birthday Chloe Burnette! Enjoy a highlight video of your senior season! Thanks Coach Bradford for making it!!! 
F_yeMargarette,"Happy 18th birthday @kateglayzen! Iloveyou always, thankyou for listening to my rants hehehe sana maging kayo na ni "
daisysehni,"my 18th was on a holiday so it got a little ignored, celebrating even by just sitting and watching a movie and playing games sounds really nice cause you get to have time to celebrate yourself happy early birthday bb "
riley_homoki,HAPPY 18th BIRTHDAY Marisa!!! I hope you have a great day. Love you lots @marisawardd
katrinapatrice_,HAPPY 18TH BIRTHDAY SEXBOMB RAINNE !!!! I LOVE YOU SO MUCH 
AdaJoyDang,HAPPY 18TH BIRTHDAY SHY @_itshyyie
thelovt,Great Happy 18th Birthday Wishes 
juliettedro,Tana has liked my tweet and honestly I can die happy now so onto phase two tweeting @tanamongeau till my 18th to PLEASE FACETIME ME FOR MY BIRTHDAY IT WOULD CHANGE MY LIFE
urmybulletproof,Happy 18th Birthday girl 
mrgrttgrcl,"HAPPY 18TH BIRTHDAY ALAAAAAS!!!! ANDITO LANG AKO LAGI MAHAL NA MAHL KITA, SEE YOU LATER HAVE A BLAST TANGINAMO ILOVEYOUUUU! "
ChristineDzied1,Happy Birthday beautiful girl My 50th was March 18th and I had to spend it alone. I am so glad you didn't 
me_aizamee,"To my forever Miss Bugcaon, the maknae of the batch, the most sincere and loving woman I know, HAPPY 18th BIRTHDAY! @CatubagPranky (this would be a thread kay sure jud ko dghan magpost sa imong facebook, so diri ko maggreet akoa HAHA)"
tanisha___wood,Happy 18th birthday @logan_swankie hope you have the best day possible xx
ClarkeMadjake,@Marner93 anyway I could get you to send a happy birthday message for my daughter Maddie’s 18th bday. Her hockey was cut short just before her last provincials and grade 12 ending this ways been hard. #faveleaf
msriooo,"Happy 18th Birthday ate kong maganda!! Dalaga kana din pls wag na tumawa ng malakas ha, ilang taon din tayong magkasama at nagshshare ng katarantaduhan, di na tayo mag kasama sa college wag mo pakita sa kanila katarantaduhan mo ayusin na natin buhay natin sa college, enjoy ate... "
alddddrrrriicc,"Happy 18th Birthday @mxrienxdea!! Enjoy your special day! Thank you for being a friend, an ally, and an inspiration for me. Basta don't forget to check your gmail, mapa-check lang kong resume hahaha! God bless! See you soon! Lovelots!"
chuuaaness,"Happy 18th birthday shaina! wish you all the best in life and pure happiness hehe samoka jud kaayo aning covid oy, nakasabay na unta ta HAHAHAH sige lang ma okay raning tanan heheh miss u and sabay rata soon libre nyan AHHAHA hehe @cbshna"
480519500a58423,Happy 18th birthday to the golden child @G_IAN__T
DJA0616,Happy birthday doll face. I barely remember my 18th birthday. 
Saraiss,Love you my baby!! Happy 18th birthday my not so little Nat. I have watched u grow since u were 6 and I couldn’t be prouder of who you have grown up to be and what greatness lies ahead of… https://www.instagram.com/p/B_dqZ-xlCRQieZrieDlMEbEuUG4OfguCZGX4Zc0/?igshid=1ulnshp1vd1z
____aalex,"@somegoodnews @johnkrasinski today was my best friend sophie’s 18th birthday!! we drove to her house and stayed 6 feet apart while celebrating! the best part is, our english teacher stopped by and wished her a happy birthday too!! #SomeGoodNews"
wutdrea,LOL please ask Niall to sing happy birthday to me... ill be celebrating my 18th on Saturday by doing nothing 
claramackayy,@blairsneddon10 happy 18th birthday bro !! hope you have the best day as you can and hope to celebrate soon xx 
Laragerard5,"Happy 18th Birthday to my life long twin and best friend. You always bring laughter and happiness when ever your around and are always there to pick me up when drunk you have given words of wisdom, your time and have… https://www.instagram.com/p/B_dnqc0Hrvz/ via https://tweet.photo"
wheatandbirch,"new favourite delivery person: the guy who implied he didn't care about checking IDs by yelling ""happy 18th birthday!!"" while he left the beer on my step and walked back to his car"
georgioadamzzz1,Happy 18th birthday brother idk why no one remembered today 
lsn_strt,"Ginamit ko lang yung pic na ginamit mo nung birthday ko, yaw mong isend eh hahahaha joke. HAPPY 18th BIRTHDAY SISTER LHO! WISH U ALL THE BEST. MBTC. LABYOU "
Kenvillanueva17,Happy 18th birthday sa babaero kong friend Hahahahhaahjoke lang. Wish u all the best vin Alam mo naman na nandito lang ako palagi for u since elem alam mo yan Love na love kita Godbless enjoy your day keepsafe mwa 
DavidAraya7,HAPPY 18TH BIRTHDAY Cristal! ! I love you SO much and am proud of the young woman you’ve become! Never lose that smile . Te amo princesa! 
LVSTFULSlNS,"people in my life. i wish for your day to be filled with love and joy and i promise you no matter what we will always face everything side by side, 𝒕𝒐𝒈𝒆𝒕𝒉𝒆𝒓. happy 18th birthday babes, ㅤ ㅤ ㅤㅤ ㅤ ㅤ ㅤㅤ ㅤㅤㅤ ㅤ ㅤㅤ love, 𝑐𝘩𝑎𝑛𝑐𝑖𝑒 ♡ ㅤㅤ"
caseymitchellxx,@CerysFrame Happy 18th Birthday to this crazy bitch so sad that we are not aloud to go out and celebrate but we will all make the most of it after lockdown can’t wait to have lots of nights out cause you’ll have ID now. Love you lots and hope you have the best day you can xx 
CarolineinCary,"This happened overnight. Happy 18th birthday, buddy! "
alyaawadah136,"Happy Birthday YAM Tengku Puteri Raja Tengku Puteri Jihan Azizah Athiyatullah Bt. Al Sultan Abdullah Ri'ayatuddin Al Mustafa Billah Shah yg ke 18th May Allah Always You, May Allah Always Protect You Always success in ur future and Be a good girl to ur parents "
milliesflorence,hannah my absolute fave person HAPPY 18TH BIRTHDAY BUB!! i am so so grateful you’ve come into my life and i cant wait to celebrate so many more birthdays with you. you’ve made my life ten thousand times happier and i can’t imagine not having you in it. everyday you make me laugh-
RedReveal,"Happy 18th Birthday, Anthony Elanga! #MUFC #MUAcademy"
keyyanironheart,Happy 18th Birthday naaak awa messenger nmo taas kaayo msg nako hahaha btaw nak love u always tapos kahit lockdown enjoy ur day ghapon hihi mwaaaah stay safe nak and I wish u all the best in life. Ayaw pagbago hahaha love ka ni paps hahaha happy birthdaay anaak love uuuuu 
Jtmbama,Happy 18th Birthday
DizzyAfrica," Young man, big heart. Happy 18th birthday to my best friend bra Freedom @Wrodger_"
LacamasMagazine,Happy 18th birthday to @CamasHighSchool WR @GeigenmillerJ !! @PapermakersArmy @KCFreshInc @jon_eagle @chunkduck_gm @blake_asciutto @jakeblair_ @_JCLEM_ @Kingmohamed__ @Caadyn @timdotfox @TitanPhillips2
Markjeperson,Happy 18th birthday par ingat ka palagi salamat sa lagi mong pag intindi sa mala porselana kong ugali hahahaha sana matupad mo pangarap mga pangarap mo at andito lang ako lagi para sayo ily salamat din sa laging pagsama mo saken kahit san happy birthday ulit iloveyou 
hotterthanhelI,she literally just posted these.... happy 18th birthday to the Fever tour https://twitter.com/hotterthanheli/status/1253963609618685953
ainahunwick,Happy 18th Birthday @jihanabdullah27 
fairlyannie_,@grimmiejay happy 18th birthday boomer hope you have a good one! 
syahmisalam_,Happy 18th Birthday @jihanabdullah27 !!
justmicahj,Happy 18th birthday! :))
PentlandAFC,Happy 18th Birthday to Mr Pentland Junior @blaira12 From all at Pentland Athletic we hope you had a cracker of a day and we’ll be sure and make up for it once this all blows over! Hope you enjoyed the video #pafc
SpaceD_0ut_Ace,"Today would be the 18th if we are considering the US release date official. And happy birthday, indeed. Jason X is great."
clogirl28,okay well talia saying happy birthday to me was possibly the happiest moment of my life. Thank you for making my 18th special :) @TaliaMar
mariaaa_nietooo,@TomHolland1996 all my sister wants is for you to wish her a happy 18th birthday 
ljaosullivan,@JeffreeStar It’s my sisters 18th Birthday today and she is a massive fan of yours. Could you say happy birthday to her you would make her day 
ohshespooky,Happy 18th birthday to this gem 
raihanzakariah0,Happy 18th birthday tengku!
BruceWilliams06,"Please help us wish our Baby a Happy, Happy 18th Birthday (Quarantine Edition)!!! You are an amazingly creative, intelligent, confident and beautiful young woman. We love you beyond… https://www.instagram.com/p/B_dV_C1h5sUw70X9oZ4MLfQV99vlBEbK6jphiE0/?igshid=w3fnlw4lzsdt"
Septicx3,Ayee HAPPY 18TH BIRTHDAY YOU'RE NO LONGER A KID
hardiek1,"Happy 18th birthday, Ali! "
KristyLewis77,HAPPY 18TH BIRTHDAY to my AMAZING SON I love you so much Mytias and Im VERY PROUD OF YOU 
FrontManG_,Happy 18th birthday to my lil bro. Love you kid 
_glcl_,Happy 18th birthday to me. #lockdownbirthday
LWesneskiJr,Time flies when we’re having fun. Happy 18th birthday Alex. We love you. Go Hawks @iowafieldhockey
Amyraa97910673,Waaa!! Happy 18th birthday to me 
litchilovers,AAA I’M SO HAPPY THAT YOU LIKE IT IT TOOK ME SO LONG TO DO!!!!!!! I CAN’T WAIT UNTIL WE CAN MEET UP AGAIN TOO!!! HAPPY 18TH BIRTHDAY YOU’RE OLD NOW
erica_xoxo7,happy 18th birthday beautiful!! enjoy adulthood hope your day is filled w love honey @alexismbouska
orenjiclaire,"hAPPY 18TH BIRTHDAY, @chantalisthea !!!! stay healthy and cheerful(???) HAHAHAHAHA. sad kasi di natuloy debut party mo but hopefully on your 19th birthday magka-kasama tayo!!! good luck sa studies mo (⊃｡•́‿•̀｡)⊃ love you, stay strong. (灬º‿º灬)♡ "
StephyyValencia,HAPPY 18th Birthday @Elijah_Kristel!! Inuman naaa I LOVE YOUUU 
hayleigh_beals,Happy 18th Birthday Kelley Renae 
Itsmegussighorl,Happy 18th birthday ate 
madanshahh,Happy 18th birthday Tengku @jihanabdullah27 
gmmkae,HAPPY 18th BIRTHDAY @itsdaeanee !!!!! whooo!! happy legality!! mwaa imy and ilyy!! enjoy ur dayy zzz see u soon dinn nako ituloy ang debut rAwrRrr HAHAH ily mwa!! stay pretty &amp; kind rawr 
EmilyyJEdwards,Happy 18th Birthday abiparker_ for yesterday Hope you had a fab day Missing this lot like crazy #ayaw #birthdaygirl #18 #lockdownbirthday #tb #competition #commercial #dynasty #1stplace #dancefamily #dancer… https://www.instagram.com/p/B_dLEgGHXbs/?igshid=ptjzottgig3v
sandra_nye,"@LewisCapaldi My daughter Zoe is 18 on 30 April. Could wish her a Happy 18th Birthday? We have got her tickets to see you in October. She's a massive fan, and she is going to be sooo happy as we told her we couldn't get tickets "
JaneinaL,Happy 18th Birthday @trixiebdll enjoy your quarantine debut!! stay safe and take care ~ 
SkyyZatt,Happy 18th Birthday YAM Tengku Jihan!! May Allah S.W.T bless ur life n ur family too! 
MarkXA,"Happy Birthday! And excellent choice, my daughter had coffee and walnut cake for her 18th."
meeseea__,HAPPY 18TH BIRTHDAY 
_shawtyck,"Happy birthday 18th baks!!! @kleyr_em take care always may your day be blessed beyond measure you are deserving of the most pure, whole and authentic love. I love you &amp; I miss you I hope to see you soon "
itsalaynah_,"I’m another year older, I won’t cry about you anymore Happy 18th birthday self "
corruptchidori,"this is a birthday present for @adatsushii!! i know you really wanted this one colored, so i decided to go all-out for you~~ happy 18th!! i love youuuu "
ColeTerasa,"Today is my wonderful fiance's 18th birthday, so happy birthday to him!!! "
iskayreal_,happy 18th birthday!! 
ItzMiketheman,Happy 18th Birthday @AwkwardGlasses2
ggukchat,Happy 18th birthday to you! enjoy your day 
ONeillBryan,Happy 18th Birthday @DeontaeScott5 !
apkarthistory,"Happy 18th birthday to @jordanotomes I’ve known this kid since birth &amp; I know his dad wanted a son. I don’t know that he ever thought he would raise a kid so smart, so creative &amp; so good to his soul. I wish you could have more fun today &amp; I hope your day is a good one!"
heeeeernandez20,Happy 18th birthday to my bestie!! Can’t wait to see your cute self. I love you!!! 
thelovt,Great Happy 18th Birthday Wishes 
rangelikareyes2,Happy 18th birthday baleleng keep stronger and good health dito lang kami nila ate shei at kuya migs mo para tarantaduhin ka kahit umiiyak kana HAHAHA know ur limit baleleng stay ur good heart love kita sobra andito lang kami ng mga buong ate mo to support u ILOVEYOU 
ron_schmldt,Happy Birthday ! Just celebrated my 50th. on the 18th. of April. And... CNN STILL SUCKS!!!
Chrizzzzza,"Happy 18th birthday SUGAT! miss na kita sobra,kasama kita noon sa lahat sa saya sa lungkot sa pagtakas pati na din sa cr HAHA thankyou angela alam kong di pa yan sapat,sobrang miss ko na kayong lahat jan sa bahay nyo miss ko na magsleep na halos jan nako mag stay iloveyou mwa! "
c_scpulliam,Happy 18th...Quarantine Style. #LoveOurGirl #Surprise #Friends&amp;Family #Birthday&amp;PromWkend 
faafats,Happy 18th birthday tengku jihan 
MsWinniePaulson,"happy birthday, sarah!!! i hope you have a lovely 18th despite being quarantined! hiya, @MsSarahPaulson if you could greet this amazing human!"
sanaquijadamd,"Happy 18th birthday, star-material! Look at you go!"
MattOmeara27,@ant_crolla Is there any chance you can send a Happy 18th birthday message to my nephew Dan please mate. Tried to message you direct but failed miserably and didn't want to ask Dominic to get in touch for me. Cheers mate hope you and family are well
jeee_abad,Happy 18th Birthday Jea!! @Jeanneaaaa ahmisxz u!! see u soonest!! sayang edi sana naka gown ka Mamaya :((( tas meron akong souviner na halaman sana :((( keep safe jea!! 
yshangqt,Happy 18th Birthday to me!
DjhsSoftball,"helped her teammates enjoy every memory together. We are going to miss her top 10 best and worst plays, and the laughter she brought along with it. We can’t wait to see you shine on Otterbein’s field!” We also want to wish her a HAPPY 18th BIRTHDAY "
